ranking,full name,ceo,sector,industry,hq location,hq address,website
294,"Advance Auto Parts, Inc.",Thomas Greco,Retailing,Specialty Retailers: Other,"Roanoke, VA",5008 Airport Rd.,http://www.advanceautoparts.com
295,Ally Financial Inc.,Jeffrey J. Brown,Financials,Commercial Banks,"Detroit, MI",200 Renaissance Center,http://www.ally.com
296,AGCO Corporation,Martin H. Richenhagen,Industrials,Construction and Farm Machinery,"Duluth, GA",4205 River Green Pkwy.,http://www.agcocorp.com
297,Corning Incorporated,Wendell P. Weeks,Technology,Network and Other Communications Equipment,"Corning, NY",1 Riverfront Plaza,http://www.corning.com
298,Biogen Inc.,George A. Scangos,Health Care,Pharmaceuticals,"Cambridge, MA",225 Binney St.,http://www.biogen.com
299,NGL Energy Partners LP,H. Michael Krimbill,Wholesalers,Wholesalers: Diversified,"Tulsa, OK",6120 S. Yale Ave.,http://www.nglenergypartners.com
300,Stryker Corporation,Kevin A. Lobo,Health Care,Medical Products and Equipment,"Kalamazoo, MI",2825 Airview Blvd.,http://www.stryker.com
301,"Molina Healthcare, Inc.",Joseph M. Molina,Health Care,Health Care: Insurance and Managed Care,"Long Beach, CA",200 Oceangate,http://www.molinahealthcare.com
302,Precision Castparts Corp.,Mark Donegan,Aerospace & Defense,Aerospace and Defense,"Portland, OR",4650 S.W. Macadam Ave.,http://www.precast.com
303,Discover Financial Services,David W. Nelms,Financials,Commercial Banks,"Riverwoods, IL",2500 Lake Cook Rd.,http://www.discoverfinancial.com
304,"Genworth Financial, Inc.",Thomas J. McInerney,Financials,"Insurance: Life, Health (stock)","Richmond, VA",6620 W. Broad St.,http://www.genworth.com
305,Eastman Chemical Company,Mark J. Costa,Chemicals,Chemicals,"Kingsport, TN",200 S. Wilcox Dr.,http://www.eastman.com
306,Dean Foods Company,Gregg A. Tanner,"Food, Beverages & Tobacco",Food Consumer Products,"Dallas, TX",2711 N. Haskell Ave.,http://www.deanfoods.com
307,"AutoZone, Inc.",William C. Rhodes III,Retailing,Specialty Retailers: Other,"Memphis, TN",123 S. Front St.,http://www.autozone.com
308,MasterCard Incorporated,Ajaypal S. Banga,Business Services,Financial Data Services,"Purchase, NY",2000 Purchase St.,http://www.mastercard.com
309,"Owens & Minor, Inc.",P. Cody Phipps,Wholesalers,Wholesalers: Health Care,"Mechanicsville, VA",9120 Lockwood Blvd.,http://www.owens-minor.com
310,Hormel Foods Corporation,Jeffrey M. Ettinger,"Food, Beverages & Tobacco",Food Consumer Products,"Austin, MN",1 Hormel Place,http://www.hormelfoods.com
311,GameStop Corp.,J. Paul Raines,Retailing,Specialty Retailers: Other,"Grapevine, TX",625 Westport Pkwy.,http://www.gamestopcorp.com
312,"Autoliv, Inc.",Jan Carlson,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",1320 Pacific Dr.,http://www.autoliv.com
313,"CenterPoint Energy, Inc.",Scott M. Prochazka,Energy,Utilities: Gas and Electric,"Houston, TX",1111 Louisiana St.,http://www.centerpointenergy.com
314,"Fidelity National Financial, Inc.",Raymond R. Quirk,Financials,Insurance: Property and Casualty (Stock),"Jacksonville, FL",601 Riverside Ave.,http://www.fnf.com
315,"Sonic Automotive, Inc",B. Scott Smith,Retailing,"Automotive Retailing, Services","Charlotte, NC",4401 Colwick Rd.,http://www.sonicautomotive.com
316,"HD Supply Holdings, Inc.",Joseph J. DeAngelo,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",3100 Cumberland Blvd.,http://www.hdsupply.com
317,"Charter Communications, Inc.",Thomas M. Rutledge,Telecommunications,Telecommunications,"Stamford, CT",400 Atlantic St.,http://www.charter.com
318,"Crown Holdings, Inc.",Timothy J. Donahue,Materials,"Packaging, Containers","Philadelphia, PA",1 Crown Way,http://www.crowncork.com
319,"Applied Materials, Inc.",Gary E. Dickerson,Technology,Semiconductors and Other Electronic Components,"Santa Clara, CA",3050 Bowers Ave.,http://www.appliedmaterials.com
320,The Mosaic Company,James C. O'Rourke,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,http://www.mosaicco.com
321,"CBRE Group, Inc.",Robert E. Sulentic,Financials,Real estate,"Los Angeles, CA",400 S. Hope St.,http://www.cbre.com
322,"Avon Products, Inc.",Sherilyn S. McCoy,Household Products,Household and Personal Products,"New York, NY",777 Third Ave.,http://www.avoncompany.com
323,"Republic Services, Inc.",Donald W. Slager,Business Services,Waste Management,"Phoenix, AZ",18500 N. Allied Way,http://www.republicservices.com
324,"Universal Health Services, Inc.",Alan B. Miller,Health Care,Health Care: Medical Facilities,"King of Prussia, PA",367 S. Gulph Rd.,http://www.uhsinc.com
325,"Darden Restaurants, Inc.",Eugene I. Lee Jr.,"Hotels, Resturants & Leisure",Food Services,"Orlando, FL",1000 Darden Center Dr.,http://www.darden.com
326,"Steel Dynamics, Inc.",Mark D. Millett,Materials,Metals,"Fort Wayne, IN",7575 W. Jefferson Blvd.,http://www.steeldynamics.com
327,"SunTrust Banks, Inc.",William H. Rogers Jr.,Financials,Commercial Banks,"Atlanta, GA",303 Peachtree St. N.E.,http://www.suntrust.com
328,Caesars Entertainment Corporation,Mark P. Frissora,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",1 Caesars Palace Dr.,http://www.caesars.com
329,Targa Resources Corp.,Joe Bob Perkins,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,http://www.targaresources.com
330,"Dollar Tree, Inc.",Bob Sasser,Retailing,Specialty Retailers: Other,"Chesapeake, VA",500 Volvo Pkwy.,http://www.dollartree.com
331,News Corporation,Robert J. Thomson,Media,"Publishing, Printing","New York, NY",1211 Ave. of the Americas,http://www.newscorp.com
332,Ball Corporation,John A. Hayes,Materials,"Packaging, Containers","Broomfield, CO",10 Longs Peak Dr.,http://www.ball.com
333,Thrivent Financial for Lutherans,Bradford L. Hewitt,Financials,"Insurance: Life, Health (Mutual)","Minneapolis, MN",625 Fourth Ave. S.,http://www.thrivent.com
334,Masco Corporation,Keith J. Allman,Household Products,"Home Equipment, Furnishings","Taylor, MI",21001 Van Born Rd.,http://www.masco.com
335,"Franklin Resources, Inc.",Gregory E. Johnson,Financials,Securities,"San Mateo, CA",1 Franklin Pkwy.,http://www.franklinresources.com
336,"Avis Budget Group, Inc.",Larry D. De Shon,Retailing,"Automotive Retailing, Services","Parsippany, NJ",6 Sylvan Way,http://www.avisbudgetgroup.com
337,Reynolds American Inc.,Susan M. Cameron,"Food, Beverages & Tobacco",Tobacco,"Winston-Salem, NC",401 N. Main St.,http://www.reynoldsamerican.com
338,"Becton, Dickinson and Company",Vincent A. Forlenza,Health Care,Medical Products and Equipment,"Franklin Lakes, NJ",1 Becton Dr.,http://www.bd.com
339,The Priceline Group Inc.,Darren R. Huston,Technology,Internet Services and Retailing,"Norwalk, CT",800 Connecticut Ave.,http://www.pricelinegroup.com
340,Broadcom Corporation,Scott A. McGregor,Technology,Semiconductors and Other Electronic Components,"Irvine, CA",5300 California Ave.,http://www.broadcom.com
341,Tenneco Inc.,Gregg M. Sherrill,Motor Vehicles & Parts,Motor Vehicles and Parts,"Lake Forest, IL",500 N. Field Dr.,http://www.tenneco.com
342,Campbell Soup Company,Denise M. Morrison,"Food, Beverages & Tobacco",Food Consumer Products,"Camden, NJ",1 Campbell Place,http://www.campbellsoupcompany.com
343,AECOM,Michael S. Burke,Engineering & Construction,"Engineering, Construction","Los Angeles, CA",1999 Ave. of the Stars,http://www.aecom.com
344,Visteon Corporation,Sachin Lawande,Motor Vehicles & Parts,Motor Vehicles and Parts,"Van Buren Township, MI",1 Village Center Dr.,http://www.visteon.com
345,Delek US Holdings,Ezra Uzi Yemin,Energy,Petroleum Refining,"Brentwood, TN",7102 Commerce Way,http://www.delekus.com
346,Dover Corporation,Robert A. Livingston,Industrials,Industrial Machinery,"Downers Grove, IL",3005 Highland Pkwy.,http://www.dovercorporation.com
347,BorgWarner Inc.,James R. Verrier,Motor Vehicles & Parts,Motor Vehicles and Parts,"Auburn Hills, MI",3850 Hamlin Rd.,http://www.borgwarner.com
348,Jarden Corporation,Michael B. Polk,Household Products,"Home Equipment, Furnishings","Boca Raton, FL",1800 N. Military Trail,http://www.jarden.com
349,UGI Corporation,John L. Walsh,Energy,Energy,"King of Prussia, PA",460 N. Gulph Rd.,http://www.ugicorp.com
350,Murphy Oil Corporation,Roger W. Jenkins,Energy,"Mining, Crude-Oil Production","El Dorado, AR",200 Peach St.,http://www.murphyoilcorp.com
351,PVH Corp.,Emanuel Chirico,Apparel,Apparel,"New York, NY",200 Madison Ave.,http://www.pvh.com
352,"Core-Mark Holding Company, Inc.",Thomas B. Perkins,Wholesalers,Wholesalers: Food and Grocery,"South San Francisco, CA",395 Oyster Point Blvd.,http://www.core-mark.com
353,Calpine Corporation,John B. Hill,Energy,Energy,"Houston, TX",717 Texas Ave.,http://www.calpine.com
354,"D.R. Horton, Inc.",David V. Auld,Engineering & Construction,Homebuilders,"Fort Worth, TX",301 Commerce St.,http://www.drhorton.com
355,Weyerhaeuser Company,Doyle R. Simons,Materials,Forest and Paper Products,"Federal Way, WA",33663 Weyerhaeuser Way S.,http://www.weyerhaeuser.com
356,KKR & Co. L.P.,Henry R. Kravis,Financials,Securities,"New York, NY",9 W. 57th St.,http://www.kkr.com
357,"FMC Technologies, Inc.",John T. Gremp,Energy,"Oil and Gas Equipment, Services","Houston, TX",5875 N. Sam Houston Pkwy. W.,http://www.fmctechnologies.com
358,American Family Insurance Group,Jack C. Salzwedel,Financials,Insurance: Property and Casualty (Stock),"Madison, WI",6000 American Pkwy.,http://www.amfam.com
359,SpartanNash Company,Dennis Eidson,Wholesalers,Wholesalers: Food and Grocery,"Grand Rapids, MI",850 76th St. S.W.,http://www.spartannash.com
360,"WESCO International, Inc.",John J. Engel,Wholesalers,Wholesalers: Diversified,"Pittsburgh, PA",225 W. Station Square Dr.,http://www.wesco.com
361,"Quanta Services, Inc.",Earl C. Austin Jr.,Engineering & Construction,"Engineering, Construction","Houston, TX",2800 Post Oak Blvd.,http://www.quantaservices.com
362,"Mohawk Industries, Inc.",Jeffrey S. Lorberbaum,Household Products,zMiscellaneous,"Calhoun, GA",160 S. Industrial Blvd.,http://www.mohawkind.com
363,"Motorola Solutions, Inc.",Gregory Q. Brown,Technology,Network and Other Communications Equipment,"Schaumburg, IL",1303 E. Algonquin Rd.,http://www.motorolasolutions.com
364,Lennar Corporation,Stuart A. Miller,Engineering & Construction,Homebuilders,"Miami, FL",700 N.W. 107th Ave.,http://www.lennar.com
365,TravelCenters of America LLC,Thomas M. O'Brien,Retailing,Specialty Retailers: Other,"Westlake, OH",24601 Center Ridge Rd.,http://www.ta-petrol.com
366,Sealed Air Corporation,Jerome A. Peribere,Materials,"Packaging, Containers","Charlotte, NC",8215 Forest Point Blvd.,http://www.sealedair.com
367,Eversource Energy,James J. Judge,Energy,Utilities: Gas and Electric,"Springfield, MA",300 Cadwell Dr.,http://www.eversource.com
368,"Coca-Cola Enterprises, Inc.",John F. Brock,"Food, Beverages & Tobacco",Beverages,"Atlanta, GA",2500 Windy Ridge Pkwy.,http://www.cokecce.com
369,Celgene Corporation,Mark J. Alles,Health Care,Pharmaceuticals,"Summit, NJ",86 Morris Ave.,http://www.celgene.com
370,"The Williams Companies, Inc.",Alan S. Armstrong,Energy,Energy,"Tulsa, OK",1 Williams Center,http://www.williams.com
371,Ashland Inc.,William A. Wulfsohn,Chemicals,Chemicals,"Covington, KY",50 E. RiverCenter Blvd.,http://www.ashland.com
372,"The Interpublic Group of Companies, Inc.",Michael I. Roth,Business Services,"Advertising, marketing","New York, NY",1114 Ave. of the Americas,http://www.interpublic.com
373,The Blackstone Group L.P.,Stephen A. Schwarzman,Financials,Diversified Financials,"New York, NY",345 Park Ave.,http://www.blackstone.com
374,Ralph Lauren Corporation,Stefan Larsson,Apparel,Apparel,"New York, NY",650 Madison Ave.,http://www.ralphlauren.com
375,Quest Diagnostics Incorporated,Stephen H. Rusckowski,Health Care,Health Care: Pharmacy and Other Services,"Madison, NJ",3 Giralda Farms,http://www.questdiagnostics.com
376,The Hershey Company,John P. Bilbrey,"Food, Beverages & Tobacco",Food Consumer Products,"Hershey, PA",100 Crystal A Dr.,http://www.thehersheycompany.com
377,Terex Corporation,John L. Garrison Jr.,Industrials,Construction and Farm Machinery,"Westport, CT",200 Nyala Farm Rd.,http://www.terex.com
378,Boston Scientific Corporation,Michael F. Mahoney,Health Care,Medical Products and Equipment,"Marlborough, MA",300 Boston Scientific Way,http://www.bostonscientific.com
379,Newmont Mining Corporation,Gary J. Goldberg,Energy,"Mining, Crude-Oil Production","Greenwood Village, CO",6363 S. Fiddler's Green Circle,http://www.newmont.com
380,"Allergan, Inc.",Brent Saunders,Health Care,Pharmaceuticals,"Irvine, CA",2525 Dupont Dr.,http://www.allergan.com
381,"O'Reilly Automotive, Inc.",Gregory L. Henslee,Retailing,Specialty Retailers: Other,"Springfield, MO",233 S. Patterson Ave.,http://www.oreillyauto.com
382,"Casey's General Stores, Inc.",Terry W. Handley,Retailing,Specialty Retailers: Other,"Ankeny, IA",1 Convenience Blvd.,http://www.caseys.com
383,CMS Energy Corporation,John G. Russell,Energy,Utilities: Gas and Electric,"Jackson, MI",1 Energy Plaza,http://www.cmsenergy.com
384,"Foot Locker, Inc.",Richard A. Johnson,Retailing,Specialty Retailers: Apparel,"New York, NY",112 W. 34th St.,http://www.footlocker-inc.com
385,W.R. Berkley Corporation,W. Robert Berkley,Financials,Insurance: Property and Casualty (Stock),"Greenwich, CT",475 Steamboat Rd.,http://www.wrberkley.com
386,"PetSmart, Inc.",Michael J. Massey,Retailing,Specialty Retailers: Other,"Phoenix, AZ",19601 N. 27th Ave.,http://www.petsmart.com
387,Pacific Life,James T. Morris,Financials,"Insurance: Life, Health (stock)","Newport Beach, CA",700 Newport Center Dr.,http://www.pacificlife.com
388,Commercial Metals Company,Joseph Alvarado,Materials,Metals,"Irving, TX",6565 N. MacArthur Blvd.,http://www.cmc.com
389,"Agilent Technologies, Inc.",Michael R. McMullen,Technology,"Scientific,Photographic and Control Equipment","Santa Clara, CA",5301 Stevens Creek Blvd.,http://www.agilent.com
390,"Huntington Ingalls Industries, Inc.",C. Michael Petters,Aerospace & Defense,Aerospace and Defense,"Newport News, VA",4101 Washington Ave.,http://www.huntingtoningalls.com
391,Mutual of Omaha Insurance Company,James T. Blackledge,Financials,"Insurance: Life, Health (stock)","Omaha, NE",Mutual of Omaha Plaza,http://www.mutualofomaha.com
392,"Live Nation Entertainment, Inc.",Michael Rapino,Media,Entertainment,"Beverly Hills, CA",9348 Civic Center Dr.,http://www.livenation.com
393,"Dick's Sporting Goods, Inc.",Edward W. Stack,Retailing,Specialty Retailers: Other,"Coraopolis, PA",345 Court St.,http://www.dickssportinggoods.com
394,Oshkosh Corporation,Wilson R. Jones,Motor Vehicles & Parts,Motor Vehicles and Parts,"Oshkosh, WI",2307 Oregon St.,http://www.oshkoshcorporation.com
395,Celanese Corporation,Mark C. Rohr,Chemicals,Chemicals,"Irving, TX",222 W. Las Colinas Blvd.,http://www.celanese.com
396,"Spirit AeroSystems Holdings, Inc.",Larry A. Lawson,Aerospace & Defense,Aerospace and Defense,"Wichita, KS",3801 S. Oliver St.,http://www.spiritaero.com
397,"United Natural Foods, Inc.",Steven L. Spinner,Wholesalers,Wholesalers: Food and Grocery,"Providence, RI",313 Iron Horse Way,http://www.unfi.com
398,Peabody Energy Corporation,Glenn L. Kellow,Energy,"Mining, Crude-Oil Production","St. Louis, MO",701 Market St.,http://www.peabodyenergy.com
399,"Owens-Illinois, Inc.",Andres Lopez,Materials,"Packaging, Containers","Perrysburg, OH",1 Michael Owens Way,http://www.o-i.com
400,"Dillard's, Inc.",William T. Dillard II,Retailing,General Merchandisers,"Little Rock, AR",1600 Cantrell Rd.,http://www.dillards.com
401,"Level 3 Communications, Inc.",Jeffrey K. Storey,Telecommunications,Telecommunications,"Broomfield, CO",1025 Eldorado Blvd.,http://www.level3.com
402,"The Pantry, Inc.",Dennis G. Hatchell,Retailing,Specialty Retailers: Other,"Cary, NC",305 Gregson Dr.,http://www.couche-tard.com
403,LKQ Corporation,Robert L. Wagman,Wholesalers,Wholesalers: Diversified,"Chicago, IL",500 W. Madison St.,http://www.lkqcorp.com
404,"Integrys Energy Group, Inc.",Charles A. Schrock,Energy,Utilities: Gas and Electric,"Chicago, IL",200 E. Randolph St.,www.wecenergygroup.com
405,Symantec Corporation,Michael A. Brown,Technology,Computer Software,"Mountain View, CA",350 Ellis St.,http://www.symantec.com
406,"Buckeye Partners, L.P.",Clark C. Smith,Energy,Pipelines,"Houston, TX",1 Greenway Plaza,http://www.buckeye.com
407,"Ryder System, Inc.",Robert E. Sanchez,Transportation,"Trucking, Truck Leasing","Miami, FL",11690 N.W. 105th St.,http://www.ryder.com
408,SanDisk Corporation,Sanjay Mehrotra,Technology,Semiconductors and Other Electronic Components,"Milpitas, CA",951 SanDisk Dr.,http://www.sandisk.com
409,"Rockwell Automation, Inc.",Keith D. Nosbusch,Industrials,"Electronics, Electrical Equip.","Milwaukee, WI",1201 S. Second St.,http://www.rockwellautomation.com
410,Dana Holding Corporation,James K. Kamsickas,Motor Vehicles & Parts,Motor Vehicles and Parts,"Maumee, OH",3939 Technology Dr.,http://www.dana.com
411,"Lansing Trade Group, LLC",William E. Krueger,Wholesalers,Wholesalers: Diversified,"Overland Park, KS",10975 Benson Dr.,http://www.lansingtradegroup.com
412,NCR Corporation,William R. Nuti,Technology,"Computers, Office Equipment","Duluth, GA",3097 Satellite Blvd.,http://www.ncr.com
413,"Expeditors International of Washington, Inc.",Jeffrey S. Musser,Transportation,Transportation and Logistics,"Seattle, WA",1015 Third Ave.,http://www.expeditors.com
414,"Omnicare, Inc.",Nitin Sahney,Health Care,Health Care: Pharmacy and Other Services,"Cincinnati, OH",201 E. Fourth St.,http://www.omnicare.com
415,AK Steel Holding Corporation,Roger K. Newport,Materials,Metals,"West Chester, OH",9227 Centre Pointe Dr.,http://www.aksteel.com
416,Fifth Third Bancorp,Greg D. Carmichael,Financials,Commercial Banks,"Cincinnati, OH",38 Fountain Square Plaza,http://www.53.com
417,Seaboard Corporation,Steven J. Bresky,"Food, Beverages & Tobacco",Food Production,"Shawnee Mission, KS",9000 W. 67th St.,http://www.seaboardcorp.com
418,NiSource Inc.,Joseph Hamrock,Energy,Utilities: Gas and Electric,"Merrillville, IN",801 E. 86th Ave.,http://www.nisource.com
419,Cablevision Systems Corporation,James L. Dolan,Telecommunications,Telecommunications,"Bethpage, NY",1111 Stewart Ave.,http://www.cablevision.com
420,Anixter International Inc.,Robert J. Eck,Wholesalers,Wholesalers: Diversified,"Glenview, IL",2301 Patriot Blvd.,http://www.anixter.com
421,"EMCOR Group, Inc.",Anthony J. Guzzi,Engineering & Construction,"Engineering, Construction","Norwalk, CT",301 Merritt Seven,http://www.emcorgroup.com
422,"Fidelity National Information Services, Inc.",Gary A. Norcross,Business Services,Financial Data Services,"Jacksonville, FL",601 Riverside Ave.,http://www.fisglobal.com
423,"Barnes & Noble, Inc.",Ronald D. Boire,Retailing,Specialty Retailers: Other,"New York, NY",122 Fifth Ave.,http://www.barnesandnobleinc.com
424,"KBR, Inc.",Stuart Bradie,Engineering & Construction,"Engineering, Construction","Houston, TX",601 Jefferson St.,http://www.kbr.com
425,Auto-Owners Insurance Group,Jeffrey F. Harrold,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6101 Anacapri Blvd.,http://www.auto-owners.com
426,"The Jones Financial Companies,L.L.L.P.",James D. Weddle,Financials,Securities,"Des Peres, MO",12555 Manchester Rd.,http://www.edwardjones.com
427,Avery Dennison Corporation,Mitchell R. Butier,Chemicals,Chemicals,"Glendale, CA",207 Goode Ave.,http://www.averydennison.com
428,"NetApp, Inc.",George Kurian,Technology,Computer Peripherals,"Sunnyvale, CA",495 E. Java Dr.,http://www.netapp.com
429,"iHeartMedia, Inc.",Robert W. Pittman,Media,Entertainment,"San Antonio, TX",200 E. Basse Rd.,http://www.iheartmedia.com
430,"Discovery Communications, Inc.",David M. Zaslav,Media,Entertainment,"Silver Spring, MD",1 Discovery Place,http://www.discoverycommunications.com
431,"Harley-Davidson, Inc.",Matthew S. Levatich,Transportation,Transportation Equipment,"Milwaukee, WI",3700 W. Juneau Ave.,http://www.harley-davidson.com
432,Sanmina,Jure Sola,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",2700 N. First St.,http://www.sanmina.com
433,"Trinity Industries, Inc.",Timothy R. Wallace,Transportation,Transportation Equipment,"Dallas, TX",2525 N. Stemmons Freeway,http://www.trin.net
434,"J.B. Hunt Transport Services, Inc.",John N. Roberts III,Transportation,"Trucking, Truck Leasing","Lowell, AR",615 J.B. Hunt Corporate Dr.,http://www.jbhunt.com
435,The Charles Schwab Corporation,Walter W. Bettinger II,Financials,Securities,"San Francisco, CA",211 Main St.,http://www.aboutschwab.com
436,Erie Insurance Group,Terrence W. Cavanaugh,Financials,Insurance: Property and Casualty (Stock),"Erie, PA",100 Erie Insurance Place,http://www.erieinsurance.com
437,"Dr Pepper Snapple Group, Inc.",Larry D. Young,"Food, Beverages & Tobacco",Beverages,"Plano, TX",5301 Legacy Dr.,http://www.drpeppersnapplegroup.com
438,Ameren Corporation,Warner L. Baxter,Energy,Utilities: Gas and Electric,"St. Louis, MO",1901 Chouteau Ave.,http://www.ameren.com
439,"Mattel, Inc.",Christopher A. Sinclair,Household Products,"Toys, Sporting Goods","El Segundo, CA",333 Continental Blvd.,http://www.mattel.com
440,Laboratory Corporation of America Holdings,David P. King,Health Care,Health Care: Pharmacy and Other Services,"Burlington, NC",358 S. Main St.,http://www.labcorp.com
441,"TEGNA, Inc.",Gracia C. Martore,Media,"Publishing, Printing","McLean, VA",7950 Jones Branch Dr.,http://www.tegna.com/
442,"Starwood Hotels & Resorts Worldwide, Inc.",Thomas B. Mangas,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Stamford, CT",1 StarPoint,http://www.starwoodhotels.com
443,General Cable Corporation,Michael T. McDonnell,Industrials,"Electronics, Electrical Equip.","Highland Heights, KY",4 Tesseneer Dr.,http://www.generalcable.com
444,"A-Mark Precious Metals, Inc.",Gregory N. Roberts,Materials,zMiscellaneous,"Santa Monica, CA",429 Santa Monica Blvd.,http://www.amark.com
445,"Graybar Electric Company, Inc.",Kathleen M. Mazzarella,Wholesalers,Wholesalers: Diversified,"St. Louis, MO",34 N. Meramec Ave.,http://www.graybar.com
446,Energy Future Holdings Corp.,John F. Young,Energy,Energy,"Dallas, TX",1601 Bryan St.,http://www.energyfutureholdings.com
447,"HRG Group, Inc.",Omar Asali,Household Products,Household and Personal Products,"New York, NY",450 Park Ave.,http://www.hrggroup.com
448,MRC Global Inc.,Andrew R. Lane,Energy,"Oil and Gas Equipment, Services","Houston, TX",909 Fannin St.,http://www.mrcglobal.com
449,Spectra Energy Corp,Gregory L. Ebel,Energy,Pipelines,"Houston, TX",5400 Westheimer Court,http://www.spectraenergy.com
450,"Asbury Automotive Group, Inc.",Craig T. Monaghan,Retailing,"Automotive Retailing, Services","Duluth, GA",2905 Premiere Pkwy. N.W.,http://www.asburyauto.com
451,Packaging Corporation of America,Mark W. Kowlzan,Materials,"Packaging, Containers","Lake Forest, IL",1955 W. Field Court,http://www.packagingcorp.com
452,"Windstream Holdings, Inc.",Anthony W. Thomas,Telecommunications,Telecommunications,"Little Rock, AR",4001 Rodney Parham Rd.,http://www.windstream.com
453,"PulteGroup, Inc.",Richard J. Dugas Jr.,Engineering & Construction,Homebuilders,"Atlanta, GA",3350 Peachtree Rd. N.E.,http://www.pultegroupinc.com
454,JetBlue Airways Corporation,Robin Hayes,Transportation,Airlines,"Long Island City, NY",27-01 Queens Plaza N.,http://www.jetblue.com
455,Newell Rubbermaid Inc.,Michael B. Polk,Household Products,"Home Equipment, Furnishings","Atlanta, GA",3 Glenlake Pkwy.,www.newellbrands.com
456,Con-way Inc.,Douglas W. Stotlar,Transportation,Transportation and Logistics,"Ann Arbor, MI",2211 Old Earhart Rd.,http://www.con-way.com
457,"Calumet Specialty Products Partners, L.P.",Timothy Go,Energy,Petroleum Refining,"Indianapolis, IN",2780 Waterfront Pkwy. E. Dr.,http://www.calumetspecialty.com
458,"Expedia, Inc.",Dara Khosrowshahi,Technology,Internet Services and Retailing,"Bellevue, WA",333 108th Ave. N.E.,http://www.expediainc.com
459,"American Financial Group, Inc.",Carl H. Lindner lll,Financials,Insurance: Property and Casualty (Stock),"Cincinnati, OH",301 E. Fourth St.,http://www.afginc.com
460,Tractor Supply Company,Gregory A. Sandfort,Retailing,Specialty Retailers: Other,"Brentwood, TN",5401 Virginia Way,http://www.tractorsupply.com
461,"United Rentals, Inc.",Michael J. Kneeland,Business Services,Miscellaneous,"Stamford, CT",100 First Stamford Place,http://www.unitedrentals.com
462,Ingredion Incorporated,Ilene S. Gordon,"Food, Beverages & Tobacco",Food Production,"Westchester, IL",5 Westbrook Corporate Center,http://www.ingredion.com
463,Navient Corporation,John F. Remondi,Financials,Diversified Financials,"Wilmington, DE",123 Justison St.,http://www.navient.com
464,MeadWestvaco Corporation,John A. Luke Jr.,Materials,"Packaging, Containers","Richmond, VA",501 S. Fifth St.,http://www.mwv.com
465,AGL Resources Inc.,Andrew W. Evans,Energy,Utilities: Gas and Electric,"Atlanta, GA",10 Peachtree Place N.E.,http://www.aglresources.com
466,"St. Jude Medical, Inc.",Michael T. Rousseau,Health Care,Medical Products and Equipment,"St. Paul, MN",1 St. Jude Medical Dr.,http://www.sjm.com
467,The J.M. Smucker Company,Mark T. Smucker,"Food, Beverages & Tobacco",Food Consumer Products,"Orrville, OH",1 Strawberry Lane,http://www.jmsmucker.com
468,The Western Union Company,Hikmet Ersek,Business Services,Financial Data Services,"Englewood, CO",12500 E.Belford Ave.,http://www.westernunion.com
469,The Clorox Company,Benno O. Dorer,Household Products,Household and Personal Products,"Oakland, CA",1221 Broadway,http://www.thecloroxcompany.com
470,Domtar Corporation,John D. Williams,Materials,Forest and Paper Products,"Fort Mill, SC",100 Kingsley Park Dr.,http://www.domtar.com
471,"Kelly Services, Inc.",Carl T. Camden,Business Services,Temporary Help,"Troy, MI",999 W. Big Beaver Rd.,http://www.kellyservices.com
472,Old Republic International Corporation,Aldo C. Zucaro,Financials,Insurance: Property and Casualty (Stock),"Chicago, IL",307 N. Michigan Ave.,http://www.oldrepublic.com
473,"Advanced Micro Devices, Inc.",Lisa T. Su,Technology,Semiconductors and Other Electronic Components,"Sunnyvale, CA",1 AMD Place,http://www.amd.com
474,"Netflix, Inc.",Reed Hastings,Retailing,Specialty Retailers: Other,"Los Gatos, CA",100 Winchester Circle,http://www.netflix.com
475,Booz Allen Hamilton Holding Corp.,Horacio D. Rozanski,Technology,Information Technology Services,"McLean, VA",8283 Greensboro Dr.,http://www.boozallen.com
476,Quintiles Transnational Holdings Inc.,Thomas H. Pike,Health Care,Health Care: Pharmacy and Other Services,"Durham, NC",4820 Emperor Blvd.,http://www.quintiles.com
477,"Wynn Resorts, Limited",Stephen A. Wynn,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3131 Las Vegas Blvd. S.,http://www.wynnresorts.com
478,Jones Lang LaSalle Incorporated,Colin Dyer,Financials,Real estate,"Chicago, IL",200 E. Randolph Dr.,http://www.jll.com
479,Regions Financial Corporation,O.B. Grayson Hall Jr.,Financials,Commercial Banks,"Birmingham, AL",1900 Fifth Ave. N.,http://www.regions.com
480,"CH2M HILL Companies, Ltd.",Jacqueline C. Hinman,Engineering & Construction,"Engineering, Construction","Englewood, CO",9191 S. Jamaica St.,http://www.ch2m.com
