ranking,full name,ceo,sector,industry,hq location,hq address,website
481,Western & Southern Mutual Holding Company,John F. Barrett,Financials,"Insurance: Life, Health (Mutual)","Cincinnati, OH",400 Broadway,http://www.westernsouthern.com
482,"Lithia Motors, Inc.",Bryan B. DeBoer,Retailing,"Automotive Retailing, Services","Medford, OR",150 N. Bartlett St.,http://www.lithiamotors.com
483,"salesforce.com, inc.",Marc R. Benioff,Technology,Computer Software,"San Francisco, CA",1 Market St.,http://www.salesforce.com
484,"Alaska Air Group, Inc.",Bradley D. Tilden,Transportation,Airlines,"Seattle, WA",19300 International Blvd.,http://www.alaskaair.com
485,"Host Hotels & Resorts, Inc.",W. Edward Walter,Financials,Real estate,"Bethesda, MD",6903 Rockledge Dr.,http://www.hosthotels.com
486,"Harman International Industries, Incorporated",Dinesh C. Paliwal,Industrials,"Electronics, Electrical Equip.","Stamford, CT",400 Atlantic St.,http://www.harman.com
487,Amphenol Corporation,R. Adam Norwitt,Technology,Network and Other Communications Equipment,"Wallingford, CT",358 Hall Ave.,http://www.amphenol.com
488,Realogy Holdings Corp.,Richard A. Smith,Financials,Real estate,"Madison, NJ",175 Park Ave.,http://www.realogy.com
489,Essendant,Robert B. Aiken Jr.,Wholesalers,Wholesalers: Electronics and Office Equipment,"Deerfield, IL",1 Parkway N. Blvd.,http://www.essendant.com
490,Hanesbrands Inc.,Richard A. Noll,Apparel,Apparel,"Winston-Salem, NC",1000 E. Hanes Mill Rd.,http://www.hanes.com
491,"Kindred Healthcare, Inc.",Benjamin A. Breier,Health Care,Health Care: Medical Facilities,"Louisville, KY",680 S. Fourth St.,http://www.kindredhealthcare.com
492,"ARRIS Group, Inc.",Robert J. Stanzione,Technology,Network and Other Communications Equipment,"Suwanee, GA",3871 Lakefield Dr.,http://www.arris.com
493,"Insight Enterprises, Inc.",Kenneth T. Lamneck,Wholesalers,Wholesalers: Electronics and Office Equipment,"Tempe, AZ",6820 S. Harl Ave.,http://www.insight.com
494,Alliance Data Systems Corporation,Edward J. Heffernan,Business Services,Financial Data Services,"Plano, TX",7500 Dallas Pkwy.,http://www.alliancedata.com
495,LifePoint Health,William F. Carpenter III,Health Care,Health Care: Medical Facilities,"Brentwood, TN",330 Seven Springs Way,http://www.lifepointhealth.net
496,Pioneer Natural Resources Company,Scott D. Sheffield,Energy,"Mining, Crude-Oil Production","Irving, TX",5205 N. O'Connor Blvd.,http://www.pxd.com
497,Wyndham Worldwide Corporation,Stephen P. Holmes,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Parsippany, NJ",22 Sylvan Way,http://www.wyndhamworldwide.com
498,Owens Corning,Michael H. Thaman,Materials,"Building Materials, Glass","Toledo, OH",1 Owens Corning Pkwy.,http://www.owenscorning.com
499,Alleghany Corporation,Weston M. Hicks,Financials,Insurance: Property and Casualty (Stock),"New York, NY",7 Times Sq.,http://www.alleghany.com
500,"McGraw Hill Financial, Inc.",Douglas L. Peterson,Business Services,Financial Data Services,"New York, NY",1221 Ave. of the Americas,http://www.mhfi.com
501,"Big Lots, Inc.",David J. Campisi,Retailing,Specialty Retailers: Other,"Columbus, OH",300 Phillipi Rd.,http://www.biglots.com
502,Northern Tier Energy LP,David L. Lamp,Energy,Petroleum Refining,"Tempe, AZ",1250 W. Washington St.,http://www.ntenergy.com
503,Hexion Inc.,Craig O. Morrison,Chemicals,Chemicals,"Columbus, OH",180 E. Broad St.,http://www.hexion.com
504,Markel Corporation,"Thomas S. Gayner and Richard R. Whitt, II",Financials,Insurance: Property and Casualty (Stock),"Glen Allen, VA",4521 Highwoods Pkwy.,http://www.markelcorp.com
505,"Noble Energy, Inc.",David L. Stover,Energy,"Mining, Crude-Oil Production","Houston, TX",100 Noble Energy Way,http://www.nobleenergyinc.com
506,"Leidos Holdings, Inc.",Roger A. Krone,Technology,Information Technology Services,"Reston, VA",11951 Freedom Dr.,http://www.leidos.com
507,"Rockwell Collins, Inc.",Robert K. Ortberg,Aerospace & Defense,Aerospace and Defense,"Cedar Rapids, IA",400 Collins Rd. N.E.,http://www.rockwellcollins.com
508,"Airgas, Inc.",Michael L. Molinini,Wholesalers,Wholesalers: Diversified,"Radnor, PA",259 N. Radnor-Chester Rd.,http://www.airgas.com
509,Sprague Resources LP,David C. Glendon,Wholesalers,Wholesalers: Diversified,"Portsmouth, NH",185 International Dr.,http://www.spragueenergy.com
510,YRC Worldwide Inc.,James L. Welch,Transportation,"Trucking, Truck Leasing","Overland Park, KS",10990 Roe Ave.,http://www.yrcw.com
511,"The Hanover Insurance Group, Inc.",Frederick H. Eppinger,Financials,Insurance: Property and Casualty (Stock),"Worcester, MA",440 Lincoln St.,http://www.hanover.com
512,"Fiserv, Inc.",Jeffery W. Yabuki,Business Services,Financial Data Services,"Brookfield, WI",255 Fiserv Dr.,http://www.fiserv.com
513,"Lorillard, Inc.",Murray S. Kessler,"Food, Beverages & Tobacco",Tobacco,"Greensboro, NC",714 Green Valley Rd.,www.reynoldsamerican.com
514,"American Tire Distributors Holdings, Inc.",Stuart Schuette,Wholesalers,Wholesalers: Diversified,"Huntersville, NC",12200 Herbert Wayne Court,http://www.atd-us.com
515,ABM Industries Incorporated,Scott Salmirs,Business Services,Diversified Outsourcing Services,"New York, NY",551 Fifth Ave.,http://www.abm.com
516,Sonoco Products Company,M. Jack Sanders,Materials,"Packaging, Containers","Hartsville, SC",1 N. Second St.,http://www.sonoco.com
517,Harris Corporation,William M. Brown,Technology,Network and Other Communications Equipment,"Melbourne, FL",1025 W. NASA Blvd.,http://www.harris.com
518,"Telephone and Data Systems, Inc.",LeRoy T. Carlson Jr.,Telecommunications,Telecommunications,"Chicago, IL",30 N. LaSalle St.,http://www.tdsinc.com
519,WEC Energy Group,Allen L. Leverett,Energy,Utilities: Gas and Electric,"Milwaukee, WI",231 W. Michigan St.,www.wecenergygroup.com
520,"Linn Energy, LLC",Mark E. Ellis,Energy,"Mining, Crude-Oil Production","Houston, TX",600 Travis St.,http://www.linnenergy.com
521,"Raymond James Financial, Inc.",Paul C. Reilly,Financials,Securities,"St. Petersburg, FL",880 Carillon Pkwy.,http://www.raymondjames.com
522,"Berry Plastics Group, Inc.",Jonathan D. Rich,Materials,"Packaging, Containers","Evansville, IN",101 Oakley St.,http://www.berryplastics.com
523,Regency Energy Partners LP,Michael J. Bradley,Energy,"Oil and Gas Equipment, Services","Dallas, TX",2001 Bryan St.,http://www.regencygasservices.com
523,SCANA Corporation,Kevin B. Marsh,Energy,Utilities: Gas and Electric,"Cayce, SC",100 Scana Pkwy.,http://www.scana.com
525,Cincinnati Financial Corporation,Steven J. Johnston,Financials,Insurance: Property and Casualty (Stock),"Fairfield, OH",6200 S. Gilmore Rd.,http://www.cinfin.com
526,Atmos Energy Corporation,Kim R. Cocklin,Energy,Utilities: Gas and Electric,"Dallas, TX",5430 L.B.J. Freeway,http://www.atmosenergy.com
527,"Pepco Holdings, Inc.",David M. Velazquez,Energy,Utilities: Gas and Electric,"Washington, DC",701 Ninth St. N.W.,http://www.pepcoholdings.com
528,Flowserve Corporation,Mark A. Blinn,Industrials,Industrial Machinery,"Irving, TX",5215 N. O'Connor Blvd.,http://www.flowserve.com
529,"Simon Property Group, Inc.",David Simon,Financials,Real estate,"Indianapolis, IN",225 W. Washington St.,http://www.simon.com
530,"Constellation Brands, Inc.",Robert S. Sands,"Food, Beverages & Tobacco",Beverages,"Victor, NY",207 High Point Dr.,http://www.cbrands.com
531,"Quad/Graphics, Inc.",J. Joel Quadracci,Media,"Publishing, Printing","Sussex, WI",N61 W23044 Harry's Way,http://www.qg.com
532,"Burlington Stores, Inc.",Thomas A. Kingsbury,Retailing,Specialty Retailers: Apparel,"Burlington, NJ",2006 Route 130 N.,http://www.burlingtonstores.com
533,Neiman Marcus Group LTD LLC,Karen W. Katz,Retailing,Specialty Retailers: Apparel,"Dallas, TX",1618 Main St.,http://www.neimanmarcusgroup.com
534,"Bemis Company, Inc.",William F. Austen,Materials,"Packaging, Containers","Neenah, WI",1 Neenah Center,http://www.bemis.com
535,"Coach, Inc.",Victor Luis,Apparel,Apparel,"New York, NY",516 W. 34th St.,http://www.coach.com
536,"Continental Resources, Inc.",Harold G. Hamm,Energy,"Mining, Crude-Oil Production","Oklahoma City, OK",20 N. Broadway,http://www.clr.com
537,"Ascena Retail Group, Inc.",David R. Jaffe,Retailing,Specialty Retailers: Apparel,"Mahwah, NJ",933 MacArthur Blvd.,http://www.ascenaretail.com
538,Zoetis Inc.,,Health Care,Pharmaceuticals,"Florham Park, NJ",100 Campus Dr.,http://www.zoetis.com
539,"Orbital ATK, Inc.",David W. Thompson,Aerospace & Defense,Aerospace and Defense,"Dulles, VA",45101 Warp Dr.,http://www.orbitalatk.com
540,Frontier Communications Corporation,Daniel J. McCarthy,Telecommunications,Telecommunications,"Stamford, CT",3 High Ridge Park,http://www.frontier.com
541,Levi Strauss & Co.,Charles V. Bergh,Apparel,Apparel,"San Francisco, CA",1155 Battery St.,http://www.levistrauss.com
542,SPX Corporation,Gene J. Lowe,Industrials,Industrial Machinery,"Charlotte, NC",13320 Ballantyne Corporate Place,http://www.spx.com
543,"CF Industries Holdings, Inc.",W. Anthony Will,Chemicals,Chemicals,"Deerfield, IL",4 Pkwy. N.,http://www.cfindustries.com
544,"Michaels Companies, Inc.",Carl S. Rubin,Retailing,Specialty Retailers: Other,"Irving, TX",8000 Bent Branch Dr.,http://www.michaels.com
545,M&T Bank Corporation,Robert G. Wilmers,Financials,Commercial Banks,"Buffalo, NY",1 M&T Plaza,http://www.mtb.com
546,"Rush Enterprises, Inc.",W. M. Rush,Retailing,"Automotive Retailing, Services","New Braunfels, TX",555 Interstate 35 S.,http://www.rushenterprises.com
547,Aleris Corporation,Sean M. Stack,Materials,Metals,"Cleveland, OH",25825 Science Park Dr.,http://www.aleris.com
548,"Nexeo Solutions Holdings, LLC",David A. Bradley,Wholesalers,Wholesalers: Diversified,"The Woodlands, TX",3 Waterway Square Place,http://www.nexeosolutions.com
549,"Keurig Green Mountain, Inc.",Brian P. Kelley,"Food, Beverages & Tobacco",Beverages,"Waterbury, VT",33 Coffee Lane,http://www.keurig.com
550,"Superior Energy Services, Inc.",David D. Dunlap,Energy,"Oil and Gas Equipment, Services","Houston, TX",1001 Louisiana St.,http://www.superiorenergy.com
551,"Williams-Sonoma, Inc.",Laura J. Alber,Retailing,Specialty Retailers: Other,"San Francisco, CA",3250 Van Ness Ave.,http://www.williams-sonomainc.com
552,Robert Half International Inc.,Harold M. Messmer Jr.,Business Services,Temporary Help,"Menlo Park, CA",2884 Sand Hill Rd.,http://www.roberthalf.com
553,NVIDIA Corporation,Jen-Hsun Huang,Technology,Semiconductors and Other Electronic Components,"Santa Clara, CA",2701 San Tomas Expressway,http://www.nvidia.com
554,First American Financial Corporation,Dennis J. Gilmore,Financials,Insurance: Property and Casualty (Stock),"Santa Ana, CA",1 First American Way,http://www.firstam.com
555,Zimmer Biomet Holdings,David C. Dvorak,Health Care,Medical Products and Equipment,"Warsaw, IN",345 E. Main St.,www.zimmerbiomet.com
556,"MDU Resources Group, Inc.",David L. Goodin,Energy,Energy,"Bismarck, ND",1200 W. Century Ave.,http://www.mdu.com
557,"Juniper Networks, Inc.",Rami Rahim,Technology,Network and Other Communications Equipment,"Sunnyvale, CA",1133 Innovation Way,http://www.juniper.net
558,Arthur J. Gallagher & Co.,J. Patrick Gallagher Jr.,Financials,Diversified Financials,"Itasca, IL",2 Pierce Place,http://www.ajg.com
559,Colfax Corporation,Matthew L. Trerotola,Industrials,Industrial Machinery,"Annapolis Junction, MD",420 National Business Pkwy.,http://www.colfaxcorp.com
560,Cliffs Natural Resources Inc.,Lourenco Goncalves,Energy,"Mining, Crude-Oil Production","Cleveland, OH",200 Public Sq.,http://www.cliffsnaturalresources.com
561,Yahoo! Inc.,Marissa A. Mayer,Technology,Internet Services and Retailing,"Sunnyvale, CA",701 First Ave.,http://www.yahoo.com
562,"MasTec, Inc.",Jose R. Mas,Engineering & Construction,"Engineering, Construction","Coral Gables, FL",800 S. Douglas Rd.,http://www.mastec.com
563,Lam Research Corporation,Martin B. Anstice,Technology,Semiconductors and Other Electronic Components,"Fremont, CA",4650 Cushing Pkwy.,http://www.lamresearch.com
564,Axiall Corporation,Timothy Mann Jr.,Chemicals,Chemicals,"Atlanta, GA",1000 Abernathy Rd. N.E.,http://www.axiall.com
565,"Intercontinental Exchange Group, Inc.",Jeffrey C. Sprecher,Financials,Securities,"Atlanta, GA",5660 New Northside Dr.,http://www.theice.com
566,Cintas Corporation,Scott D. Farmer,Business Services,Diversified Outsourcing Services,"Cincinnati, OH",6800 Cintas Blvd.,http://www.cintas.com
567,Coty Inc.,Lambertus J.H. Becht,Household Products,Household and Personal Products,"New York, NY",350 Fifth Ave.,http://www.coty.com
568,"CA, Inc.",Michael P. Gregoire,Technology,Computer Software,"Islandia, NY",1 CA Plaza,http://www.ca.com
569,"The Andersons, Inc.",Patrick E. Bowe,"Food, Beverages & Tobacco",Food Production,"Maumee, OH",480 W. Dussel Dr.,http://www.andersonsinc.com
570,The Valspar Corporation,Gary E. Hendrickson,Chemicals,Chemicals,"Minneapolis, MN",1101 S. Third St.,http://www.valsparglobal.com
571,Northern Trust Corporation,Frederick H. Waddell,Financials,Commercial Banks,"Chicago, IL",50 S. LaSalle St.,http://www.northerntrust.com
572,Intuit Inc.,Brad D. Smith,Technology,Computer Software,"Mountain View, CA",2700 Coast Ave.,http://www.intuit.com
573,Tutor Perini Corporation,Ronald N. Tutor,Engineering & Construction,"Engineering, Construction","Sylmar, CA",15901 Olden St.,http://www.tutorperini.com
574,Polaris Industries Inc.,Scott W. Wine,Transportation,Transportation Equipment,"Medina, MN",2100 Hwy. 55,http://www.polaris.com
575,"Hospira, Inc.",F. Michael Ball,Health Care,Pharmaceuticals,"Lake Forest, IL",275 N. Field Dr.,http://www.hospira.com
576,Factory Mutual Insurance Company,Thomas A. Lawson,Financials,Insurance: Property and Casualty (Stock),"Johnston, RI",270 Central Ave.,http://www.fmglobal.com
577,"NVR, Inc.",Paul C. Saville,Engineering & Construction,Homebuilders,"Reston, VA",11700 Plaza America Dr.,http://www.nvrinc.com
578,Liberty Media Corporation,Gregory B. Maffei,Media,Entertainment,"Englewood, CO",12300 Liberty Blvd.,http://www.libertymedia.com
579,Edgewell Personal Care,David P. Hatfield,Household Products,Household and Personal Products,"St. Louis, MO",533 Maryville University Dr.,www.edgewell.com
580,"Bloomin' Brands, Inc.",Elizabeth A. Smith,"Hotels, Resturants & Leisure",Food Services,"Tampa, FL",2202 N. West Shore Blvd.,http://www.bloominbrands.com
581,Avaya Inc.,Kevin J. Kennedy,Technology,Network and Other Communications Equipment,"Santa Clara, CA",4655 Great American Pkwy.,http://www.avaya.com
582,Westlake Chemical Corporation,Albert Chao,Chemicals,Chemicals,"Houston, TX",2801 Post Oak Blvd.,http://www.westlake.com
583,Hyatt Hotels Corporation,Mark S. Hoplamazian,"Hotels, Resturants & Leisure","Hotels, Casinos, Resorts","Chicago, IL",71 S. Wacker Dr.,http://www.hyatt.com
584,Mead Johnson Nutrition Company,Peter Kasper Jakobsen,"Food, Beverages & Tobacco",Food Consumer Products,"Glenview, IL",2701 Patriot Blvd.,http://www.meadjohnson.com
585,"Activision Blizzard, Inc.",Robert A. Kotick,Technology,Computer Software,"Santa Monica, CA",3100 Ocean Park Blvd.,http://www.activisionblizzard.com
586,Protective Life Corporation,John D. Johns,Financials,"Insurance: Life, Health (stock)","Birmingham, AL",2801 Hwy. 280 S.,http://www.protective.com
587,"Envision Healthcare Holdings, Inc.",William A. Sanger,Health Care,Health Care: Pharmacy and Other Services,"Greenwood Village, CO",6200 S. Syracuse Way,http://www.evhc.net
588,"Fortune Brands Home & Security, Inc.",Christopher J. Klein,Household Products,"Home Equipment, Furnishings","Deerfield, IL",520 Lake Cook Rd.,http://www.fbhs.com
589,RPM International Inc.,Frank C. Sullivan,Chemicals,Chemicals,"Medina, OH",2628 Pearl Rd.,http://www.rpminc.com
590,VWR Corporation,Manuel A.H. Brocke-Benz,Wholesalers,Wholesalers: Diversified,"Radnor, PA",100 Matsonford Rd.,http://www.vwr.com
591,LPL Financial Holdings Inc.,Mark S. Casady,Financials,Securities,"Boston, MA",75 State St.,http://www.lpl.com
592,KeyCorp,Beth E. Mooney,Financials,Commercial Banks,"Cleveland, OH",127 Public Sq.,http://www.key.com
593,Swift Transportation Company,Jerry C. Moyes,Transportation,"Trucking, Truck Leasing","Phoenix, AZ",2200 S. 75th Ave.,http://www.swifttrans.com
594,"Alpha Natural Resources, Inc.",Kevin S. Crutchfield,Energy,"Mining, Crude-Oil Production","Bristol, VA",1 Alpha Place,http://www.alphanr.com
595,"Hasbro, Inc.",Brian D. Goldner,Household Products,"Toys, Sporting Goods","Pawtucket, RI",1027 Newport Ave.,http://www.hasbro.com
596,Resolute Forest Products Inc.,Richard Garneau,Materials,Forest and Paper Products,"Catawba, SC",5300 Cureton Ferry Rd.,http://www.resolutefp.com
597,Tiffany & Co.,Frederic P. Cumenal,Retailing,Specialty Retailers: Other,"New York, NY",727 Fifth Ave.,http://www.tiffany.com
598,"McCormick & Company, Incorporated",Lawrence E. Kurzius,"Food, Beverages & Tobacco",Food Consumer Products,"Sparks, MD",18 Loveton Circle,http://www.mccormickcorporation.com
599,Graphic Packaging Holding Company,Michael P. Doss,Materials,"Packaging, Containers","Atlanta, GA",1500 Riveredge Pkwy.,http://www.graphicpkg.com
600,Greif,Peter G. Watson,Materials,"Packaging, Containers","Delaware, OH",425 Winter Rd.,http://www.greif.com
601,Allegheny Technologies Incorporated,Richard J. Harshman,Materials,Metals,"Pittsburgh, PA",1000 Six PPG Place,http://www.atimetals.com
602,"Securian Financial Group, Inc.",Christopher M. Hilger,Financials,"Insurance: Life, Health (stock)","St. Paul, MN",400 Robert St. N.,http://www.securian.com
603,"B/E Aerospace, Inc.",Werner Lieberherr,Aerospace & Defense,Aerospace and Defense,"Wellington, FL",1400 Corporate Center Way,http://www.beaerospace.com
604,Exelis Inc.,David F. Melcher,Aerospace & Defense,Aerospace and Defense,"McLean, VA",1650 Tysons Blvd.,http://www.exelisinc.com
605,Adobe Systems Incorporated,Shantanu Narayen,Technology,Computer Software,"San Jose, CA",345 Park Ave.,http://www.adobe.com
606,Molson Coors Brewing Company,Mark R. Hunter,"Food, Beverages & Tobacco",Beverages,"Denver, CO",1225 17th St.,http://www.molsoncoors.com
607,"Roundy's, Inc.",Robert A. Mariano,Food & Drug Stores,Food and Drug Stores,"Milwaukee, WI",875 E. Wisconsin Ave.,http://www.roundys.com
608,"CNO Financial Group, Inc.",Edward J. Bonach,Financials,"Insurance: Life, Health (stock)","Carmel, IN",11825 N. Pennsylvania St.,http://www.cnoinc.com
609,"Adams Resources & Energy, Inc.",Thomas S. Smith,Energy,Energy,"Houston, TX",17 S. Briar Hollow Lane,http://www.adamsresources.com
610,"Belk, Inc.",Thomas M. Belk Jr.,Retailing,General Merchandisers,"Charlotte, NC",2801 W. Tyvola Rd.,http://www.belk.com
611,"Chipotle Mexican Grill, Inc.",M. Steven Ells,"Hotels, Resturants & Leisure",Food Services,"Denver, CO",1401 Wynkoop St.,http://www.chipotle.com
612,American Tower Corporation,James D. Taiclet Jr.,Telecommunications,Telecommunications,"Boston, MA",116 Huntington Ave.,http://www.americantower.com
613,FMC Corporation,Pierre R. Brondeau,Chemicals,Chemicals,"Philadelphia, PA",1735 Market St.,http://www.fmc.com
614,Hillshire Brands Company,Donnie Smith,"Food, Beverages & Tobacco",Food Consumer Products,"Chicago, IL",400 S. Jefferson St.,http://www.tysonfoods.com
615,"AmTrust Financial Services, Inc.",Barry D. Zyskind,Financials,Insurance: Property and Casualty (Stock),"New York, NY",59 Maiden Lane,http://www.amtrustgroup.com
616,Brunswick Corporation,Mark D. Schwabero,Transportation,Transportation Equipment,"Lake Forest, IL",1 N. Field Court,http://www.brunswick.com
617,"Patterson Companies, Inc.",Scott P. Anderson,Wholesalers,Wholesalers: Health Care,"St. Paul, MN",1031 Mendota Heights Rd.,http://www.pattersoncompanies.com
618,Southwestern Energy Company,Steven L. Mueller,Energy,"Mining, Crude-Oil Production","Spring, TX",10000 Energy Dr.,http://www.swn.com
619,"AMETEK, Inc.",Frank S. Hermance,Technology,"Scientific,Photographic and Control Equipment","Berwyn, PA",1100 Cassatt Rd.,http://www.ametek.com
620,"T. Rowe Price Group, Inc.",William J. Stromberg,Financials,Securities,"Baltimore, MD",100 E. Pratt St.,http://www.troweprice.com
621,Torchmark Corporation,Gary L. Coleman,Financials,"Insurance: Life, Health (stock)","McKinney, TX",3700 S. Stonebridge Dr.,http://www.torchmarkcorp.com
622,Darling Ingredients Inc.,Randall C. Stuewe,"Food, Beverages & Tobacco",Food Production,"Irving, TX",251 O'Connor Ridge Blvd.,http://www.darlingii.com
623,"Leggett & Platt, Incorporated",Karl G. Glassman,Household Products,"Home Equipment, Furnishings","Carthage, MO",1 Leggett Rd.,http://www.leggett.com
624,"Watsco, Inc.",Albert H. Nahmad,Wholesalers,Wholesalers: Diversified,"Miami, FL",2665 S. Bayshore Dr.,http://www.watsco.com
625,Crestwood Equity Partners LP,Robert G Phillips,Energy,Energy,"Houston, TX",700 Louisiana St.,http://www.crestwoodlp.com
626,Xylem Inc.,Patrick K. Decker,Industrials,Industrial Machinery,"Rye Brook, NY",1 International Dr.,http://www.xyleminc.com
627,Silgan Holdings Inc.,Anthony J. Allott,Materials,"Packaging, Containers","Stamford, CT",4 Landmark Sq.,http://www.silganholdings.com
628,"Toll Brothers, Inc.",Douglas C. Yearley Jr.,Engineering & Construction,Homebuilders,"Horsham, PA",250 Gibraltar Rd.,http://www.tollbrothers.com
629,"The Manitowoc Company, Inc.",Barry L. Pennypacker,Industrials,Construction and Farm Machinery,"Manitowoc, WI",2400 S. 44th St.,http://www.manitowoc.com
630,Science Applications International Corporation,Anthony J. Moraco,Technology,Information Technology Services,"McLean, VA",1710 Saic Dr.,http://www.saic.com
631,The Carlyle Group L.P.,William E. Conway Jr.,Financials,Securities,"Washington, DC",1001 Pennsylvania Ave. N.W.,http://www.carlyle.com
632,The Timken Company,Richard G. Kyle,Industrials,Industrial Machinery,"North Canton, OH",4500 Mount Pleasant St. N.W.,http://www.timken.com
633,"Genesis Energy, L.P.",Grant E. Sims,Energy,Pipelines,"Houston, TX",919 Milam St.,http://www.genesisenergy.com
634,"WPX Energy, Inc.",Richard E. Muncrief,Energy,"Mining, Crude-Oil Production","Tulsa, OK",1 Williams Center,http://www.wpxenergy.com
635,CareFusion Corporation,Thomas Polen,Health Care,Medical Products and Equipment,"San Diego, CA",3750 Torrey View Court,http://www.carefusion.com
636,Pitney Bowes Inc.,Marc B. Lautenbach,Technology,"Computers, Office Equipment","Stamford, CT",3001 Summer St.,http://www.pb.com
637,"Ingles Markets, Incorporated",James W. Lanning,Food & Drug Stores,Food and Drug Stores,"Black Mountain, NC",2913 U.S. Hwy. 70 W.,http://www.ingles-markets.com
638,PolyOne Corporation,Robert M. Patterson,Chemicals,Chemicals,"Avon Lake, OH",33587 Walker Rd.,http://www.polyone.com
639,Brookdale Senior Living Inc.,T. Andrew Smith,Health Care,Health Care: Medical Facilities,"Brentwood, TN",111 Westwood Place,http://www.brookdale.com
640,"CommScope Holding Company, Inc.",Marvin S. Edwards Jr.,Technology,Network and Other Communications Equipment,"Hickory, NC",1100 CommScope Place S.E.,http://www.commscope.com
641,Meritor Inc.,Jeffrey A. Craig,Motor Vehicles & Parts,Motor Vehicles and Parts,"Troy, MI",2135 W. Maple Rd.,http://www.meritor.com
642,Joy Global Inc.,Edward L. Doheny II,Industrials,Construction and Farm Machinery,"Milwaukee, WI",100 E. Wisconsin Ave.,http://www.joyglobal.com
643,"Unified Grocers, Inc.",Robert M. Ling Jr.,Wholesalers,Wholesalers: Food and Grocery,"Commerce, CA",5200 Sheila St.,http://www.unifiedgrocers.com
644,"Triumph Group, Inc.",Daniel J. Crowley,Aerospace & Defense,Aerospace and Defense,"Berwyn, PA",899 Cassatt Rd.,http://www.triumphgroup.com
645,"Magellan Health, Inc.",Barry M. Smith,Health Care,Health Care: Insurance and Managed Care,"Scottsdale, AZ",4800 Scottsdale Rd.,http://www.magellanhealth.com
646,"Sally Beauty Holdings, Inc.",Christian A. Brickman,Retailing,Specialty Retailers: Other,"Denton, TX",3001 Colorado Blvd.,http://www.sallybeautyholdings.com
647,"Flowers Foods, Inc.",Allen L. Shiver,"Food, Beverages & Tobacco",Food Consumer Products,"Thomasville, GA",1919 Flowers Circle,http://www.flowersfoods.com
648,Abercrombie & Fitch Co.,Arthur C. Martinez,Retailing,Specialty Retailers: Apparel,"New Albany, OH",6301 Fitch Path,http://www.abercrombie.com
649,New Jersey Resources Corporation,Laurence M. Downes,Energy,Energy,"Wall, NJ",1415 Wyckoff Rd.,http://www.njresources.com
650,Fastenal Company,Daniel L. Florness,Retailing,Specialty Retailers: Other,"Winona, MN",2001 Theurer Blvd.,http://www.fastenal.com
651,"NII Holdings, Inc.",Steven M. Shindler,Telecommunications,Telecommunications,"Reston, VA",1875 Explorer St.,http://www.nii.com
652,CONSOL Energy Inc.,Nicholas J. DeIuliis,Energy,"Mining, Crude-Oil Production","Canonsburg, PA",1000 Consol Energy Dr.,http://www.consolenergy.com
653,USG Corporation,James S. Metcalf,Materials,"Building Materials, Glass","Chicago, IL",550 W. Adams St.,http://www.usg.com
654,The Brink's Company,Thomas C. Schievelbein,Business Services,Diversified Outsourcing Services,"Richmond, VA",1801 Bayberry Court,http://www.brinks.com
655,"Helmerich & Payne, Inc.",John W. Lindsay,Energy,"Oil and Gas Equipment, Services","Tulsa, OK",1437 S. Boulder Ave.,http://www.hpinc.com
656,"Lexmark International, Inc.",Paul A. Rooke,Technology,Computer Peripherals,"Lexington, KY",740 W. New Circle Rd.,http://www.lexmark.com
657,"American Axle & Manufacturing Holdings, Inc.",David C. Dauch,Motor Vehicles & Parts,Motor Vehicles and Parts,"Detroit, MI",1 Dauch Dr.,http://www.aam.com
658,Crown Castle International Corp.,Jay A. Brown,Telecommunications,Telecommunications,"Houston, TX",1220 Augusta Dr.,http://www.crowncastle.com
659,Targa Energy LP,Joe Bob Perkins,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,http://www.targaresources.com
660,"Oceaneering International, Inc.",M. Kevin McEvoy,Energy,"Oil and Gas Equipment, Services","Houston, TX",11911 FM 529 Rd.,http://www.oceaneering.com
661,Cabot Corporation,Sean D. Keohane,Chemicals,Chemicals,"Boston, MA",2 Seaport Lane,http://www.cabotcorp.com
662,CIT Group Inc.,Ellen R. Alemany,Financials,Commercial Banks,"New York, NY",11 W. 42nd St.,http://www.cit.com
663,Cabela's Incorporated,Thomas L. Millner,Retailing,Specialty Retailers: Other,"Sidney, NE",1 Cabela Dr.,http://www.cabelas.com
664,"Forest Laboratories, Inc.",Brenton L. Saunders,Health Care,Pharmaceuticals,"New York, NY",909 Third Ave.,http://www.actavis.com
665,"DCP Midstream Partners, LP",Wouter T. van Kempen,Energy,Pipelines,"Denver, CO",370 17th St.,http://www.dcppartners.com
666,Ryerson Holding Corporation,Edward J. Lehner,Materials,Metals,"Chicago, IL",227 W. Monroe St.,http://www.ryerson.com
667,"QEP Resources, Inc.",Charles B. Stanley,Energy,"Mining, Crude-Oil Production","Denver, CO",1050 17th St.,http://www.qepres.com
668,"Thor Industries, Inc.",Robert W. Martin,Motor Vehicles & Parts,Motor Vehicles and Parts,"Elkhart, IN",601 E. Beardsley Ave.,http://www.thorindustries.com
669,"HSN, Inc.",Mindy F. Grossman,Retailing,Specialty Retailers: Other,"St. Petersburg, FL",1 HSN Dr.,http://www.hsni.com
