Rank,Title,Previous Rank,CEO,Address,Website
240,DISH Network Corporation,252,Charles W. Ergen,"9601 S. Meridian Blvd., Englewood, CO 80112",www.dish.com
241,Trane Inc.,223,Frederic M. Poses,"1 Centennial Ave., Piscataway, NJ 8855",www.trane.com
242,"Principal Financial Group, Inc.",250,Larry D. Zimpleman,"711 High St., Des Moines, IA 50392",www.principal.com
243,Genuine Parts Company,244,Thomas C. Gallagher,"2999 Circle 75 Pkwy., Atlanta, GA 30339",www.genpt.com
244,"Harrah’s Entertainment, Inc.",254,Gary W. Loveman,"1 Caesars Palace Dr., Las Vegas, NV 89109",www.caesars.com
245,Regions Financial Corporation,312,C. Dowd Ritter,"1900 Fifth Ave. N., Birmingham, AL 35203",www.regions.com
246,Lincoln National Corporation,277,Dennis R. Glass,"150 N. Radnor Chester Rd., Radnor, PA 19087",www.lfg.com
247,Parker-Hannifin Corporation,266,Donald E. Washkewicz,"6035 Parkland Blvd., Cleveland, OH 44124",www.parker.com
248,"Progress Energy, Inc.",238,William D. Johnson,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
249,Huntsman Corporation,184,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
250,BB&T Corporation,265,John A. Allison IV,"200 W. Second St., Winston-Salem, NC 27101",www.bbt.com
251,Unum Group,236,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
252,Baker Hughes Incorporated,278,Chad C. Deaton,"2929 Allen Pkwy., Houston, TX 77019",www.bakerhughes.com
253,"Yum! Brands, Inc.",262,David C. Novak,"1441 Gardiner Lane, Louisville, KY 40213",www.yum.com
254,"Integrys Energy Group, Inc.",334,Larry L. Weyers,"130 E. Randolph Dr., Chicago, IL 60601",www.integrysgroup.com
255,Sanmina-SCI Corporation,230,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
256,Lennar Corporation,142,Stuart A. Miller,"700 N.W. 107th Ave., Miami, FL 33172",www.lennar.com
257,"Limited Brands, Inc.",240,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
258,"Air Products & Chemicals, Inc.",275,John E. McGlade,"7201 Hamilton Blvd., Allentown, PA 18195",www.airproducts.com
259,Guardian Life Ins. Co. of America,257,Dennis J. Manning,"7 Hanover Square, New York, NY 10004",www.guardianlife.com
260,Xcel Energy Inc.,251,Richard C. Kelly,"414 Nicollet Mall, Minneapolis, MN 55401",www.xcelenergy.com
261,CSX Corporation,261,Michael J. Ward,"500 Water St., Jacksonville, FL 32202",www.csx.com
262,Apache Corporation,293,G. Steven Farris,"2000 Post Oak Blvd., Houston, TX 77056",www.apachecorp.com
263,Aon Corporation,247,Gregory C. Case,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
264,The PNC Financial Services Group Inc.,231,James E. Rohr,"249 Fifth Ave., Pittsburgh, PA 15222",www.pnc.com
265,"Avon Products, Inc.",283,Andrea Jung,"1345 Sixth Ave., New York, NY 10105",www.avoncompany.com
266,Coventry Health Care Inc.,313,Dale B. Wolf,"6705 Rockledge Dr., Bethesda, MD 20817",www.coventryhealthcare.com
267,Southwest Airlines Co.,276,Gary C. Kelly,"2702 Love Field Dr., Dallas, TX 75235",www.southwest.com
268,"National Oilwell Varco, Inc.",333,Merrill A. Miller Jr.,"7909 Parkwood Circle Dr., Houston, TX 77036",www.nov.com
269,Thermo Fisher Scientific Inc.,549,Marijn E. Dekkers,"81 Wyman St., Waltham, MA 2454",www.thermofisher.com
270,"Applied Materials, Inc.",274,Michael R. Splinter,"3050 Bowers Ave., Santa Clara, CA 95054",www.appliedmaterials.com
271,"CenterPoint Energy, Inc.",270,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
272,YRC Worldwide Inc.,249,William D. Zollars,"10990 Roe Ave., Overland Park, KS 66211",www.yrcw.com
273,DTE Energy Company,279,Anthony F. Earley Jr.,"2000 Second Ave., Detroit, MI 48226",www.dteenergy.com
274,Dollar General Corporation,273,Richard W. Dreiling,"100 Mission Ridge, Goodlettsville, TN 37072",www.dollargeneral.com
275,Liberty Media Corporation,281,Gregory B. Maffei,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyinteractive.com
276,Norfolk Southern Corporation,267,Charles W. Moorman IV,"3 Commercial Place, Norfolk, VA 23510",www.nscorp.com
277,Starbucks Corporation,310,Howard Schultz,"2401 Utah Ave. S., Seattle, WA 98134",www.starbucks.com
278,"Praxair, Inc.",291,Stephen F. Angel,"39 Old Ridgebury Rd., Danbury, CT 6810",www.praxair.com
279,"Pepco Holdings, Inc.",290,Dennis R. Wraase,"701 Ninth St. N.W., Washington, DC 20068",www.pepcoholdings.com
280,Tenet Healthcare Corporation,258,Trevor Fetter,"13737 Noel Rd., Dallas, TX 75240",www.tenethealth.com
281,"Automatic Data Processing, Inc.",272,Gary C. Butler,"1 ADP Blvd., Roseland, NJ 7068",www.adp.com
282,"Pulte Homes, Inc.",170,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
283,Dana Holding Corporation,255,John M. Devine,"4500 Dorr St., Toledo, OH 43615",www.dana.com
284,"KBR, Inc.",-,William P. Utt,"601 Jefferson St., Houston, TX 77002",www.kbr.com
285,ITT Corporation,295,Steven R. Loranger,"4 W. Red Oak Lane, White Plains, NY 10604",www.itt.com
286,SLM Corporation,284,Albert L. Lord,"12061 Bluemont Way, Reston, VA 20190",www.salliemae.com
287,Terex Corporation,314,Ronald M. DeFeo,"200 Nyala Farm Rd., Westport, CT 6880",www.terex.com
288,OfficeMax Incorporated,280,Sam K. Duncan,"263 Shuman Blvd., Naperville, IL 60563",www.officemax.com
289,"SAIC, Inc.",298,Kenneth C. Dahlberg,"10260 Campus Point Dr., San Diego, CA 92121",www.leidos.com
290,Reynolds American Inc.,288,Susan M. Ivey,"401 N. Main St., Winston-Salem, NC 27102",www.reynoldsamerican.com
291,"BJ’s Wholesale Club, Inc.",287,Herbert J. Zarkin,"1 Mercer Rd., Natick, MA 1760",www.bjs.com
292,"Liberty Global, Inc.",340,Michael T. Fries,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyglobal.com/
293,H.J. Heinz Company,269,William R. Johnson,"600 Grant St., Pittsburgh, PA 15219",www.heinz.com
294,"Land O’Lakes, Inc.",329,Christopher J. Policinski,"4001 Lexington Ave. N., Arden Hills, MN 55126",www.landolakesinc.com
295,Rohm and Haas Company,292,Rajiv L. Gupta,"100 Independence Mall W., Philadelphia, PA 19106",www.rohmhaas.com
296,"Ameriprise Financial, Inc.",297,James M. Cracchiolo,"55 Ameriprise Financial Center, Minneapolis, MN 55474",www.ameriprise.com
297,"Qualcomm, Inc.",317,Paul E. Jacobs,"5775 Morehouse Dr., San Diego, CA 92121",www.qualcomm.com
298,"Sonic Automotive, Inc.",285,O. Bruton Smith,"6415 Idlewild Rd., Charlotte, NC 28212",www.sonicautomotive.com
299,"Nordstrom, Inc.",286,Blake W. Nordstrom,"1617 Sixth Ave., Seattle, WA 98101",www.nordstrom.com
300,ALLTEL Corporation,256,Scott T. Ford,"1 Allied Dr., Little Rock, AR 72202",www.alltel.com
301,"ArvinMeritor, Inc.",253,Charles G. McClure Jr.,"2135 W. Maple Rd., Troy, MI 48084",www.meritor.com
302,"Smith International, Inc.",324,Douglas L. Rock,"16740 E. Hardy Rd., Houston, TX 77032",www.smith.com
303,Commercial Metals Company,316,Murray R. McClean,"6565 N. MacArthur Blvd., Irving, TX 75039",www.cmc.com
304,"Hertz Global Holdings, Inc.",301,Mark P. Frissora,"225 Brae Blvd., Park Ridge, NJ 7656",www.hertz.com
305,Monsanto Company,323,Hugh Grant,"800 N. Lindbergh Blvd., St. Louis, MO 63167",www.monsanto.com
306,"CIT Group, Inc.",335,Jeffrey M. Peek,"505 Fifth Ave., New York, NY 10017",www.cit.com
307,Fifth Third Bancorp,299,Kevin T. Kabat,"38 Fountain Square Plaza, Cincinnati, OH 45263",www.53.com
308,Jacobs Engineering Group Inc.,322,Craig L. Martin,"1111 S. Arroyo Pkwy., Pasadena, CA 91105",www.jacobs.com
309,"Assurant, Inc.",300,Robert B. Pollock,"1 Chase Manhattan Plaza, New York, NY 10005",www.assurant.com
310,Boston Scientific Corporation,308,James R. Tobin,"1 Boston Scientific Place, Natick, MA 1760",www.bostonscientific.com
311,"Fortune Brands, Inc.",294,Bruce A. Carbonari,"520 Lake Cook Rd., Deerfield, IL 60015",www.beamglobal.com
312,The First American Corporation,289,Parker S. Kennedy,"1 First American Way, Santa Ana, CA 92707",www.corelogic.com
313,Virgin Media Inc.,347,Neil Berkett,"909 Third Ave., New York, NY 10022",www.virginmedia.com
314,"Owens-Illinois, Inc.",318,Albert P.L. Stroucken,"1 Michael Owens Way, Perrysburg, OH 43551",www.o-i.com
315,First Data Corporation,331,Michael Capellas,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstdata.com
316,The Sherwin-Williams Company,309,Christopher M. Connor,"101 Prospect Ave. N.W., Cleveland, OH 44115",www.sherwin.com
317,Energy Future Holdings Corp.,234,John F. Young,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
318,Calpine Corporation,344,Robert P. May,"50 W. San Fernando St., San Jose, CA 95113",www.calpine.com
319,NiSource Inc.,320,Robert C. Skaggs Jr.,"801 E. 86th Ave., Merrillville, IN 46410",www.nisource.com
320,Campbell Soup Co.,311,Douglas R. Conant,"1 Campbell Place, Camden, NJ 8103",www.campbellsoupcompany.com
321,KeyCorp,319,Henry L. Meyer III,"127 Public Square, Cleveland, OH 44114",www.key.com
322,Ashland Inc.,248,James J. O'Brien Jr.,"50 E. RiverCenter Blvd., Covington, KY 41012",www.ashland.com
323,MGM MIRAGE,315,J. Terrence Lanni,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",www.mgmresorts.com
324,Chesapeake Energy Corporation,325,Aubrey K. McClendon,"6100 N. Western Ave., Oklahoma City, OK 73118",www.chk.com
325,"Crown Holdings, Inc.",328,John W. Conway,"1 Crown Way, Philadelphia, PA 19154",www.crowncork.com
326,eBay Inc.,383,John Donahoe,"2145 Hamilton Ave., San Jose, CA 95125",www.ebayinc.com
327,Pilgrim’s Pride Corporation,432,J. Clinton Rivers,"4845 U.S. Highway 271 N., Pittsburg, TX 75686",www.pilgrimspride.com
328,"Mohawk Industries, Inc.",304,Jeffrey S. Lorberbaum,"160 S. Industrial Blvd., Calhoun, GA 30701",www.mohawkind.com
329,Ameren Corporation,339,Gary L. Rainwater,"1901 Chouteau Ave., St. Louis, MO 63103",www.ameren.com
330,"Community Health Systems, Inc.",494,Wayne T. Smith,"4000 Meridian Blvd., Franklin, TN 37067",www.chs.net
331,Dover Corporation,327,Ronald L. Hoffman,"280 Park Ave., New York, NY 10017",www.dovercorporation.com
332,"Gannett Co., Inc.",302,Craig A. Dubow,"7950 Jones Branch Dr., McLean, VA 22107",www.gannett.com
333,"CarMax, Inc.",365,Thomas J. Folliard,"12800 Tuckahoe Creek Pkwy., Richmond, VA 23238",www.carmax.com
334,Smurfit-Stone Container Corporation,303,Patrick J. Moore,"150 N. Michigan Ave., Chicago, IL 60601",www.smurfit-stone.com
335,V.F. Corporation,332,Eric C. Wiseman,"105 Corporate Center Blvd., Greensboro, NC 27408",www.vfc.com
336,Ball Corporation,348,R. David Hoover,"10 Longs Peak Dr., Broomfield, CO 80021",www.ball.com
337,Eastman Chemical Company,321,J. Brian Ferguson,"200 S. Wilcox Dr., Kingsport, TN 37660",www.eastman.com
338,Dillard’s Inc.,307,William Dillard II,"1600 Cantrell Rd., Little Rock, AR 72201",www.dillards.com
339,"Clear Channel Communications, Inc.",330,Mark P. Mays,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
340,KB Home,228,Jeffrey T. Mezger,"10990 Wilshire Blvd., Los Angeles, CA 90024",www.kbhome.com
341,"C. H. Robinson Worldwide, Inc.",349,John P. Wiehoff,"14701 Charlson Rd., Eden Prairie, MN 55347",www.chrobinson.com
342,"Western Refining, Inc.",508,Paul L. Foster,"123 W. Mills Ave., El Paso, TX 79901",www.wnr.com
343,"Enbridge Energy Partners, L.P.",351,Stephen J.J. Letwin,"1100 Louisiana St., Houston, TX 77002",www.enbridgepartners.com
344,"Targa Resources, Inc.",-,Rene R. Joyce,"1000 Louisiana St., Houston, TX 77002",www.targaresources.com
345,Reliance Steel & Aluminum Co.,402,David H. Hannah,"350 S. Grand Ave., Los Angeles, CA 90071",www.rsac.com
346,PPL Corporation,336,James .H. Miller,"2 N. Ninth St., Allentown, PA 18101",www.pplweb.com
347,"Winn-Dixie Stores, Inc.",305,Peter L. Lynch,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
348,GameStop Corp.,426,R. Richard Fontaine,"625 Westport Pkwy., Grapevine, TX 76051",www.gamestopcorp.com
350,Synnex Corp.,360,Robert T. Huang,"44201 Nobel Dr., Fremont, CA 94538",www.synnex.com
351,AK Steel Holding Corporation,378,James L. Wainscott,"9227 Centre Pointe Dr., West Chester, OH 45069",www.aksteel.com
352,American Family Ins. Group,338,David R. Anderson,"6000 American Pkwy., Madison, WI 53783",www.amfam.com
353,Yahoo! Inc.,357,Jerry Yang,"701 First Ave., Sunnyvale, CA 94089",www.yahoo.com
354,"Dole Food Company, Inc.",367,David A. DeLorenzo,"1 Dole Dr., Westlake Village, CA 91362",www.dole.com
355,Federal-Mogul Corporation,361,-,"26555 Northwestern Highway, Southfield, MI 48033",www.federalmogul.com
356,MeadWestvaco Corporation,350,John A. Luke Jr.,"11013 W. Broad St., Glen Allen, VA 23060",www.mwv.com
357,"The Great Atlantic & Pacific Tea Company, Inc.",-,Eric Claus,"2 Paragon Dr., Montvale, NJ 7645",www.aptea.com
358,"Family Dollar Stores, Inc.",359,Howard R. Levine,"10401 Monroe Rd., Matthews, NC 28105",www.familydollar.com
359,AGCO Corporation,421,Martin H. Richenhagen,"4205 River Green Pkwy., Duluth, GA 30096",www.agcocorp.com
360,"Owens & Minor, Inc.",418,Craig R. Smith,"9120 Lockwood Blvd., Mechanicsville, VA 23116",www.owens-minor.com
361,"Energy Transfer Equity, L.P.",306,Kelcy L. Warren,"3738 Oak Lawn Ave., Dallas, TX 75219",www.energytransfer.com
362,"The McGraw-Hill Companies, Inc.",366,Harold W. McGraw III,"1221 Sixth Ave., New York, NY 10020",www.mhfi.com
363,"Autoliv, Inc.",376,Jan Carlson,"1320 Pacific Dr., Auburn Hills, MI 48326",www.autoliv.com
364,Global Partners LP,491,Eric Slifka,"800 South St., Waltham, MA 2453",www.globalp.com
365,Quest Diagnostics Incorporated,364,Surya N. Mohapatra,"3 Giralda Farms, Madison, NJ 7940",www.questdiagnostics.com
366,CMS Energy Corporation,341,David W. Joos,"1 Energy Plaza, Jackson, MI 49201",www.cmsenergy.com
367,Celanese Corporation,346,David N. Weidman,"1601 W. L.B.J. Freeway, Dallas, TX 75234",www.celanese.com
368,"Bed Bath & Beyond, Inc.",397,Steven H. Temares,"650 Liberty Ave., Union, NJ 7083",www.bedbathandbeyond.com
369,"Whole Foods Market, Inc.",411,John P. Mackey,"550 Bowie St., Austin, TX 78703",www.wholefoodsmarket.com
370,IAC/INTERACTIVECORP,345,Barry Diller,"555 W. 18th St., New York, NY 10011",www.iac.com
371,"Ryder System, Inc.",362,Gregory T. Swienton,"11690 N.W. 105th St., Miami, FL 33178",www.ryder.com
372,The Black & Decker Corporation,356,Nolan D. Archibald,"701 E. Joppa Rd., Towson, MD 21286",www.stanleyblackanddecker.com
373,"The Interpublic Group of Companies, Inc.",368,Michael I. Roth,"1114 Sixth Ave., New York, NY 10036",www.interpublic.com
374,Cablevision Systems Corporation,380,James L. Dolan,"1111 Stewart Ave., Bethpage, NY 11714",www.cablevision.com
375,Goodrich Corporation,390,Marshall O. Larsen,"2730 W. Tyvola Rd., Charlotte, NC 28217",www.goodrich.com
376,"Aleris International, Inc.",468,Steven J. Demetriou,"25825 Science Park Dr., Beachwood, OH 44122",www.aleris.com
377,"W.W. Grainger, Inc.",388,Richard L. Keyser,"100 Grainger Pkwy., Lake Forest, IL 60045",www.grainger.com
378,Newell Rubbermaid Inc.,343,Mark D. Ketchum,"10 B Glenlake Pkwy., Atlanta, GA 30328",www.newellrubbermaid.com
379,"Group 1 Automotive, Inc.",377,Earl J. Hesterberg,"950 Echo Lane, Houston, TX 77024",www.group1auto.com
380,"Becton, Dickinson and Company",392,Edward J. Ludwig,"1 Becton Dr., Franklin Lakes, NJ 7417",www.bd.com
381,Embarq Corporation,-,Thomas A. Gerke,"5454 W. 110th St., Overland Park, KS 66211",www.embarq.com
382,Avery Dennison Corporation,412,Dean A. Scarborough,"150 N. Orange Grove Blvd., Pasadena, CA 91103",www.averydennison.com
383,Oshkosh Corporation,584,Robert G. Bohn,"2307 Oregon St., Oshkosh, WI 54902",www.oshkoshcorporation.com
384,Performance Food Group Company,393,Steven L. Spinner,"12500 W. Creek Pkwy., Richmond, VA 23238",pfgc.com
385,"Peter Kiewit Sons’, Inc.",446,Bruce E. Grewcock,"1000 Kiewit Plaza, Omaha, NE 68131",www.kiewit.com
386,"Omnicare, Inc.",353,Joel F. Gemunder,"100 E. RiverCenter Blvd., Covington, KY 41011",www.omnicare.com
387,ProLogis,743,Jeffrey H. Schwartz,"4545 Airport Way, Denver, CO 80239",www.prologis.com
388,Safeco Corporation,363,Paula Rosput Reynolds,"1001 Fourth Ave., Seattle, WA 98154",www.safeco.com
389,"Franklin Resources, Inc.",445,Gregory E. Johnson,"1 Franklin Pkwy., San Mateo, CA 94403",www.franklinresources.com
390,Hormel Foods Corporation,403,Jeffrey M. Ettinger,"1 Hormel Place, Austin, MN 55912",www.hormelfoods.com
391,NCR Corporation,374,William R. Nuti,"1700 S. Patterson Blvd., Dayton, OH 45479",www.ncr.com
392,Molson Coors Brewing Company,386,W. Leo Kiely III,"1225 17th St., Denver, CO 80202",www.molsoncoors.com
393,Tenneco Inc.,473,Gregg M. Sherrill,"500 N. Field Dr., Lake Forest, IL 60045",www.tenneco.com
394,"AutoZone, Inc.",384,William C. Rhodes III,"123 S. Front St., Memphis, TN 38103",www.autozone.com
395,TravelCenters of America LLC,-,Thomas M. O'Brien,"24601 Center Ridge Rd., Westlake, OH 44145",www.tatravelcenters.com
396,"Starwood Hotels & Resorts Worldwide, Inc.",381,Frits van Paasschen,"1111 Westchester Ave., White Plains, NY 10604",www.starwoodhotels.com
397,"Harley-Davidson, Inc.",369,James L. Ziemer,"3700 W. Juneau Ave., Milwaukee, WI 53208",www.harley-davidson.com
398,Thrivent Financial for Lutherans,370,Bruce J. Nicholson,"625 Fourth Ave. S., Minneapolis, MN 55415",www.thrivent.com
399,Pitney Bowes Inc.,395,Murray D. Martin,"1 Elmcroft Rd., Stamford, CT 6926",www.pb.com
400,"Allied Waste Industries, Inc.",379,John J. Zillmer,"18500 N. Allied Way, Phoenix, AZ 85054",www.alliedwaste.com
401,Stryker Corporation,422,Stephen P. MacMillan,"2825 Airview Blvd., Kalamazoo, MI 49002",www.stryker.com
402,The Charles Schwab Corporation,389,Charles R. Schwab,"120 Kearny St., San Francisco, CA 94108",www.aboutschwab.com
403,"NRG Energy, Inc.",394,David W. Crane,"211 Carnegie Center, Princeton, NJ 8540",www.nrgenergy.com
404,"CB Richard Ellis Group, Inc.",520,Brett White,"11150 Santa Monica Blvd., Los Angeles, CA 90025",www.cbre.com
405,"The Pantry, Inc.",436,Peter J. Sodini,"1801 Douglas Dr., Sanford, NC 27331",www.thepantry.com
406,"Advanced Micro Devices, Inc.",407,Hector de J. Ruiz,"1 AMD Place, Sunnyvale, CA 94085",www.amd.com
407,"Emcor Group, Inc.",448,Frank T. MacInnis,"301 Merritt 7 Corporate Park, Norwalk, CT 6851",www.emcorgroup.com
408,"WESCO International, Inc.",425,Roy W. Haley,"225 West Station Square Dr., Pittsburgh, PA 15219",www.wesco.com
409,"Charter Communications, Inc.",409,Neil Smit,"12405 Powerscourt Dr., St. Louis, MO 63131",www.charter.com
410,"Henry Schein, Inc.",438,Stanley M. Bergman,"135 Duryea Rd., Melville, NY 11747",www.henryschein.com
411,"Avis Budget Group, Inc.",405,Ronald L. Nelson,"6 Sylvan Way, Parsippany, NJ 7054",www.avisbudgetgroup.com
412,"Ross Stores, Inc.",415,Michael A. Balmuth,"4440 Rosewood Dr., Pleasanton, CA 94588",www.rossstores.com
413,"Mattel, Inc.",406,Robert A. Eckert,"333 Continental Blvd., El Segundo, CA 90245",www.mattel.com
414,Realogy Corporation,354,Richard A. Smith,"1 Campus Dr., Parsippany, NJ 7054",www.realogy.com
415,"Darden Restaurants, Inc.",404,Clarence Otis Jr.,"5900 Lake Ellenor Dr., Orlando, FL 32809",www.darden.com
416,Atmos Energy Corporation,372,Robert W. Best,"5430 L.B.J. Freeway, Dallas, TX 75240",www.atmosenergy.com
417,Corning Inc.,439,Wendell P. Weeks,"1 Riverfront Plaza, Corning, NY 14831",www.corning.com
418,Anixter International Inc.,454,Robert W. Grubbs Jr.,"2301 Patriot Blvd., Glenview, IL 60026",www.anixter.com
419,Northeast Utilities,337,Charles W. Shivery,"107 Selden St., Berlin, CT 6037",www.nu.com
420,"Hexion Specialty Chemicals, Inc.",433,Craig O. Morrison,"180 E. Broad St., Columbus, OH 43215",www.momentive.com
421,"Asbury Automotive Group, Inc.",391,Charles R. Oglesby,"622 Third Ave., New York, NY 10017",www.asburyauto.com
422,The Mosaic Company,427,James T. Prokopanko,"3033 Campus Dr., Plymouth, MN 55441",www.mosaicco.com
423,"Affiliated Computer Services, Inc.",424,Lynn R. Blodgett,"2828 N. Haskell Ave., Dallas, TX 75204",www.acs-inc.com
424,Brunswick Corporation,382,Dustan E. McCoy,"1 N. Field Court, Lake Forest, IL 60045",www.brunswick.com
425,Marshall & Ilsley Corporation,441,Mark F. Furlong,"770 N. Water St., Milwaukee, WI 53202",www.micorp.com
426,"The Shaw Group, Inc.",464,James M. Bernhard Jr.,"4171 Essen Lane, Baton Rouge, LA 70809",www.cbi.com
427,"Micron Technology, Inc.",429,Steven R. Appleton,"8000 S. Federal Way, Boise, ID 83716",www.micron.com
428,"Kelly Services, Inc.",408,Carl T. Camden,"999 W. Big Beaver Rd., Troy, MI 48084",www.kellyservices.com
429,Unisys Corporation,400,Joseph W. McGrath,"Unisys Way, Blue Bell, PA 19424",www.unisys.com
430,Newmont Mining Corporation,447,Richard T. O'Brien,"1700 Lincoln St., Denver, CO 80203",www.newmont.com
431,Owens Corning,355,Michael H. Thaman,"1 Owens Corning Pkwy., Toledo, OH 43659",www.owenscorning.com
432,Peabody Energy Corporation,431,Gregory H. Boyce,"701 Market St., St. Louis, MO 63101",www.peabodyenergy.com
433,W.R. Berkley Corporation,423,William R. Berkley,"475 Steamboat Rd., Greenwich, CT 6830",www.wrberkley.com
434,Blockbuster Inc.,410,James W. Keyes,"1201 Elm St., Dallas, TX 75270",www.blockbuster.com
435,"Fidelity National Financial, Inc.",264,Alan L. Stinson,"601 Riverside Ave., Jacksonville, FL 32204",www.fnf.com
436,"XTO Energy, Inc.",482,Bob R. Simpson,"810 Houston St., Fort Worth, TX 76102",www.xtoenergy.com
437,UGI Corporation,435,Lon R. Greenberg,"460 N. Gulph Rd., King of Prussia, PA 19406",www.ugicorp.com
438,Ecolab Inc.,457,Douglas M. Baker Jr.,"370 Wabasha St. N., St. Paul, MN 55102",www.ecolab.com
439,Western Digital Corporation,498,John F. Coyne,"20511 Lake Forest Dr., Lake Forest, CA 92630",www.westerndigital.com
440,"Host Hotels & Resorts, Inc.",452,W. Edward Walter,"6903 Rockledge Dr., Bethesda, MD 20817",www.hosthotels.com
441,Allegheny Technologies Inc.,455,L. Patrick Hassey,"1000 Six PPG Place, Pittsburgh, PA 15222",www.atimetals.com
442,"Foot Locker, Inc.",401,Matthew D. Serra,"112 W. 34th St., New York, NY 10120",www.footlocker-inc.com
443,"Agilent Technologies, Inc.",387,William P. Sullivan,"5301 Stevens Creek Blvd., Santa Clara, CA 95051",www.agilent.com
444,Precision Castparts Corporation,568,Mark Donegan,"4650 S.W. Macadam Ave., Portland, OR 97239",www.precast.com
445,"Boise Cascade Holdings, L.L.C.",399,W. Thomas Stephens,"1111 W. Jefferson St., Boise, ID 83702",www.bc.com
446,Barnes & Noble Inc.,430,Stephen Riggio,"122 Fifth Ave., New York, NY 10011",www.barnesandnobleinc.com
447,Northern Trust Corporation,490,Frederick H. Waddell,"50 S. LaSalle St., Chicago, IL 60603",www.northerntrust.com
448,Wm. Wrigley Jr. Company,472,William D. Perez,"410 N. Michigan Ave., Chicago, IL 60611",www.wrigley.com
449,URS Corporation,505,Martin M. Koffel,"600 Montgomery St., San Francisco, CA 94111",www.urs.com
450,Rockwell Automation Inc.,416,Keith D. Nosbusch,"1201S. Second St., Milwaukee, WI 53204",www.rockwellautomation.com
451,"BorgWarner, Inc.",481,Timothy M. Manganello,"3850 Hamlin Rd., Auburn Hills, MI 48326",www.borgwarner.com
452,Pacific Life,437,James T. Morris,"700 Newport Center Dr., Newport Beach, CA 92660",www.pacificlife.com
453,Longs Drug Stores Corporation,443,Warren F. Bryant,"141 N. Civic Dr., Walnut Creek, CA 94596",www.longs.com
454,"DaVita, Inc.",458,Kent J. Thiry,"601 Hawaii St., El Segundo, CA 90245",www.davita.com
455,"Graybar Electric Company, Inc.",450,Robert A. Reynolds Jr.,"34 N. Meramec Ave., St. Louis, MO 63105",www.graybar.com
456,"Leggett & Platt, Incorporated",419,David S. Haffner,"1 Leggett Rd., Carthage, MO 64836",www.leggett.com
457,The Timken Company,428,James W. Griffith,"1835 Dueber Ave. S.W., Canton, OH 44706",www.timken.com
458,"Expeditors International of Washington, Inc.",477,Peter J. Rose,"1015 Third Ave., Seattle, WA 98104",www.expeditors.com
459,"Constellation Brands, Inc.",480,Robert S. Sands,"370 Woodcliff Dr., Fairport, NY 14450",www.cbrands.com
460,USG Corporation,396,William C. Foote,"550 W. Adams St., Chicago, IL 60661",www.usg.com
461,Symantec Corporation,515,John W. Thompson,"20330 Stevens Creek Blvd., Cupertino, CA 95014",www.symantec.com
462,Frontier Oil Corporation,462,James R. Gibbs,"10000 Memorial Dr., Houston, TX 77024",www.frontieroil.com
463,Energy East Corporation,434,Wesley W. von Schack,"52 Farm View Dr., New Gloucester, ME 4260",www.energyeast.com
464,"NVR, Inc.",371,Paul C. Saville,"11700 Plaza America Dr., Reston, VA 20190",www.nvrinc.com
465,Auto-Owners Insurance Group,444,Roger L. Looyenga,"6101 Anacapri Blvd., Lansing, MI 48917",www.auto-owners.com
466,SPX Corporation,471,Christopher J. Kearney,"13515 Ballantyne Corporate Place, Charlotte, NC 28277",www.spx.com
467,Tribune Company,413,Samuel Zell,"435 N. Michigan Ave., Chicago, IL 60611",www.tribune.com
468,Fiserv Inc.,486,Jeffery W. Yabuki,"255 Fiserv Dr., Brookfield, WI 53045",www.fiserv.com
469,"Sovereign Bancorp, Inc.",479,Joseph P. Campanelli,"1500 Market St., Philadelphia, PA 19102",www.sovereignbank.com
470,"Lexmark International, Inc.",442,Paul J. Curlander,"740 W. New Circle Rd., Lexington, KY 40550",www.lexmark.com
471,The Hershey Company,453,David J. West,"100 Crystal A Dr., Hershey, PA 17033",www.thehersheycompany.com
472,"SunGard Data Systems, Inc.",500,-,"680 E. Swedesford Rd., Wayne, PA 19087",www.sungard.com
473,The Western Union Company,492,Christina A. Gold,"12500 E.Belford Ave., Englewood, CO 80112",www.westernunion.com
474,The Clorox Company,475,Donald R. Knauss,"1221 Broadway, Oakland, CA 94612",www.thecloroxcompany.com
475,"BlackRock, Inc.",831,Laurence D. Fink,"40 E. 52nd St., New York, NY 10022",www.blackrock.com
