Rank,Title,Previous Rank,CEO,Address,Website
83,The Coca-Cola Company,94,E. Neville Isdell,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
84,News Corporation,88,Keith Rupert Murdoch,"1211 Sixth Ave., New York, NY 10036",www.21cf.com
85,Aetna Inc.,85,Ronald A. Williams,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
86,Teachers Insurance and Annuity Association College Retiremen,80,Roger W. Ferguson Jr.,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
87,General Dynamics Corporation,92,Nicholas D. Chabraja,"2941 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
88,"Tyson Foods, Inc.",86,Richard L. Bond,"2210 W. Oaklawn Dr., Springdale, AR 72762",www.tysonfoods.com
89,HCA Inc,87,Jack O. Bovender Jr.,"1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
90,"Enterprise GP Holdings, L.P.",177,Ralph S. Cunningham,"1100 Louisiana St., Houston, TX 77002",www.enterprisegp.com
91,"Macy’s, Inc.",76,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
92,Delphi Corporation,83,Rodney O'Neal,"5725 Delphi Dr., Troy, MI 48098",www.delphi.com
93,"The Travelers Companies, Inc.",89,Jay S. Fishman,"385 Washington St., St. Paul, MN 55102",www.travelers.com
94,Liberty Mutual Holding Company Inc.,95,Edmund F. Kelly,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
95,The Hartford Financial Services Group Inc.,82,Ramani Ayer,"1 Hartford Plaza, Hartford, CT 6155",www.thehartford.com
96,Abbott Laboratories,102,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
97,"Washington Mutual, Inc.",81,Kerry K. Killinger,"1301 Second Ave., Seattle, WA 98101",www.wamu.com
98,Humana Inc.,110,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
99,Massachusetts Financial Group,90,Stuart H. Reese,"1295 State St., Springfield, MA 1111",www.massmutual.com
100,3M Company,97,George W. Buckley,"3M Center, St. Paul, MN 55144",www.3m.com
101,"Merck & Co., Inc.",99,Richard T. Clark,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
102,Deere & Company,98,Robert W. Lane,"1 John Deere Place, Moline, IL 61265",www.deere.com
103,"Apple , Inc.",121,Steven P. Jobs,"1 Infinite Loop, Cupertino, CA 95014",www.apple.com
104,Countrywide Financial Corporation,91,Angelo R. Mozilo,"4500 Park Granada, Calabasas, CA 91302",www.countrywide.com
105,Tech Data Corporation,109,Robert M. Dutkowsky,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
106,McDonald’s Corporation,108,James A. Skinner,"McDonald's Plaza, Oak Brook, IL 60523",www.mcdonalds.com
107,"Publix Super Markets, Inc.",107,William E. Crenshaw,"3300 Publix Corporate Pkwy., Lakeland, FL 33811",www.publix.com
108,Nationwide Mutual Insurance Co.,104,William G. Jurgensen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
109,AMR Corporation,101,Gerard J. Arpey,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
110,Northwestern Mutual Life Insurance Company,112,Edward J. Zore,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
111,Emerson Electric Co.,115,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
112,Raytheon Company,96,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
113,Wyeth,113,Bernard Poussot,"5 Giralda Farms, Madison, NJ 7940",www.wyeth.com
114,International Paper Company,93,John V. Faraci,"6400 Poplar Ave., Memphis, TN 38197",www.internationalpaper.com
115,Electronic Data Systems Corporation,111,Ronald A. Rittenmeyer,"5400 Legacy Dr., Plano, TX 75024",www.eds.com
116,Tesoro Corporation,128,Bruce A. Smith,"300 Concord Plaza Dr., San Antonio, TX 78216",www.tsocorp.com
117,"Constellation Energy Group, Inc.",119,Mayo A. Shattuck III,"750 E. Pratt St., Baltimore, MD 21202",www.exeloncorp.com
118,Coca-Cola Enterprises Inc.,118,John F. Brock,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
119,Goodyear Tire & Rubber Company,114,Robert J. Keegan,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
120,Manpower Inc.,131,Jeffrey A. Joerres,"100 Manpower Place, Milwaukee, WI 53212",www.manpowergroup.com
121,"Plains All American Pipeline, L.P.",103,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
122,U.S. Bancorp,123,Richard K. Davis,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
123,Occidental Petroleum Corporation,124,Ray R. Irani,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
124,UAL Corporation,120,Glenn F. Tilton,"77 W. Wacker Dr., Chicago, IL 60601",www.unitedcontinentalholdings.com
125,Bristol-Myers Squibb Company,129,James M. Cornelius,"345 Park Ave., New York, NY 10154",www.bms.com
126,"J.C. Penney Company, Inc.",116,Myron E. Ullman III,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
127,Whirlpool Corporation,127,Jeff M. Fettig,"2000 North M-63, Benton Harbor, MI 49022",www.whirlpoolcorp.com
128,"Staples, Inc.",126,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
129,"Delta Air Lines, Inc.",136,Richard H. Anderson,"1030 Delta Blvd., Atlanta, GA 30354",www.delta.com
130,Capital One Financial Corporation,154,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
131,Exelon Corporation,150,John W. Rowe,"10 S. Dearborn St., Chicago, IL 60603",www.exeloncorp.com
132,"The TJX Companies, Inc.",133,Carol M. Meyrowitz,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
133,Eli Lilly and Company,149,John C. Lechleiter,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
134,Murphy Oil Corporation,169,Claiborne P. Deming,"200 Peach St., El Dorado, AR 71730",www.murphyoilcorp.com
135,"Express Scripts, Inc.",132,George Paz,"1 Express Way, St. Louis, MO 63121",www.express-scripts.com
136,Kimberly-Clark Corporation,137,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
137,Oracle Corporation,167,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
138,"Autonation, Inc.",122,Michael J. Jackson,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",www.autonation.com
139,Loews Corporation,135,James S. Tisch,"667 Madison Ave., New York, NY 10021",www.loews.com
140,"Freeport-McMoRan Copper & Gold, Inc.",398,Richard C. Adkerson,"1 N. Central Ave., Phoenix, AZ 85004",www.fcx.com
141,CIGNA Corporation,139,H. Edward Hanway,"2 Liberty Place, Philadelphia, PA 19192",www.cigna.com
142,Rite Aid Corporation,134,Mary F. Sammons,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
143,"The DirecTV Group, Inc.",160,Chase Carey,"2230 E. Imperial Highway, El Segundo, CA 90245",www.directv.com
144,Xerox Corporation,145,Anne M. Mulcahy,"45 Glover Ave., Norwalk, CT 6850",www.xerox.com
145,CHS Inc.,166,John D. Johnson,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
146,United States Steel Corporation,147,John P. Surma Jr.,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
147,Weyerhaeuser Company,105,Steven R. Rogel,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.weyerhaeuser.com
148,Fluor Corporation,174,Alan L. Boeckmann,"6700 Las Colinas Blvd., Irving, TX 75039",www.fluor.com
149,"Anheuser-Busch Companies, Inc.",146,August A. Busch IV,"1 Busch Place, St. Louis, MO 63118",www.anheuser-busch.com
150,Google Inc.,241,Eric E. Schmidt,"1600 Amphitheatre Pkwy., Mountain View, CA 94043",www.google.com
151,Nucor Corporation,161,Daniel R. DiMicco,"1915 Rexford Rd., Charlotte, NC 28211",www.nucor.com
152,Kohl’s Corporation,152,R. Lawrence Montgomery,"N56 W17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
153,"Nike, Inc.",158,Mark G. Parker,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
154,Union Pacific Corporation,151,James R. Young,"1400 Douglas St., Omaha, NE 68179",www.up.com
155,Illinois Tool Works Inc.,175,David B. Speer,"3600 W. Lake Ave., Glenview, IL 60026",www.itw.com
156,"The Bear Stearns Companies, Inc.",138,Alan D. Schwartz,"383 Madison Ave., New York, NY 10179",www.bearstearns.com
157,Lear Corporation,130,Robert E. Rossiter,"21557 Telegraph Rd., Southfield, MI 48033",www.lear.com
158,"Arrow Electronics, Inc",179,William E. Mitchell,"50 Marcus Dr., Melville, NY 11747",www.arrow.com
159,Anadarko Petroleum Corp.,233,James T. Hackett,"1201 Lake Robbins Dr., The Woodlands, TX 77380",www.anadarko.com
160,Burlington Northern Santa Fe Corp.,157,Matthew K. Rose,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.bnsf.com
161,"Dominion Resources, Inc.",140,Thomas F. Farrell II,"120 Tredegar St., Richmond, VA 23219",www.dom.com
162,"The Gap, Inc.",144,Glenn K. Murphy,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
163,"Avnet, Inc.",172,Roy A. Vallee,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
164,"Office Depot, Inc.",156,Steve Odland,"2200 Old Germantown Rd., Delray Beach, FL 33445",www.officedepot.com
165,AFLAC Incorporated,164,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
166,The Southern Company,168,David M. Ratcliffe,"30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",www.southerncompany.com
167,Halliburton Company,100,David J. Lesar,"1401 McKinney St., Houston, TX 77010",www.halliburton.com
168,"FPL Group, Inc.",148,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
169,PACCAR Inc,141,Mark C. Pigott,"777 106th Ave. N.E., Bellevue, WA 98004",www.paccar.com
170,Computer Sciences Corporation,163,Michael W. Laphen,"3170 Fairview Park Dr., Falls Church, VA 22042",www.csc.com
171,Amazon.Com Inc.,237,Jeffrey P. Bezos,"1200 12th Avenue S., Seattle, WA 98144",www.amazon.com
172,The Bank of New York Mellon Corporation,209,Robert P. Kelly,"1 Wall St., New York, NY 10286",www.bnymellon.com
173,"Amgen, Inc",171,Kevin W. Sharer,"1 Amgen Center Dr., Thousand Oaks, CA 91320",www.amgen.com
174,TRW Automotive Holdings Corp.,185,John C. Plant,"12001 Tech Center Dr., Livonia, MI 48150",www.trw.com
175,The Progressive Corporation,159,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
176,United Services Automobile Association,180,Josue Robles Jr.,"9800 Fredericksburg Rd, San Antonio, TX 78288",www.usaa.com
177,Centex Corporation,153,Timothy R. Eller,"2728 N. Harwood St., Dallas, TX 75201",www.centex.com
178,"Continental Airlines, Inc.",186,Lawrence W. Kellner,"1600 Smith St., Houston, TX 77002",www.continental.com
179,"Health Net, Inc.",189,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
180,The Chubb Corporation,176,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7061",www.chubb.com
181,CBS Corporation,165,Leslie Moonves,"51 W. 52nd St., New York, NY 10019",www.cbscorporation.com
182,"L-3 Communications Holdings, Inc.",197,Michael T. Strianese,"600 Third Ave., New York, NY 10016",www.l-3com.com
183,The AES Corporation,-,Paul T. Hanrahan,"4300 Wilson Blvd., Arlington, VA 22203",www.aes.com
184,"Sun Microsystems, Inc.",187,Jonathan I. Schwartz,"4150 Network Circle, Santa Clara, CA 95054",www.sun.com
185,Texas Instruments Incorporated,162,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75243",www.ti.com
186,Colgate-Palmolive Company,200,Ian M. Cook,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
187,Qwest Communications International Inc.,178,Edward A. Mueller,"1801 California St., Denver, CO 80202",www.centurylink.com
188,World Fuel Services Corporation,235,Paul H. Stebbins,"9800 N.W. 41st St., Miami, FL 33178",www.wfscorp.com
189,"Toys “R” Us, Inc.",202,Gerald L. Storch,"1 Geoffrey Way, Wayne, NJ 7470",www.toysrusinc.com
190,"The Pepsi Bottling Group, Inc.",191,Eric J. Foss,"1 Pepsi Way, Somers, NY 10589",www.pbg.com
191,"Viacom, Inc.",218,Philippe P. Dauman,"1515 Broadway, New York, NY 10036",www.viacom.com
192,"Oneok, Inc.",208,John W Gibson,"100 W. Fifth St., Tulsa, OK 74103",www.oneok.com
193,"SunTrust Banks, Inc.",183,James M. Wells III,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
194,"Penske Automotive Group, Inc.",205,Roger S. Penske,"2555 Telegraph Rd., Bloomfield Hills, MI 48302",www.penskeautomotive.com
195,"Consolidated Edison, Inc.",204,Kevin Burke,"4 Irving Place, New York, NY 10003",www.conedison.com
196,"American Electric Power Company, Inc.",192,Michael G. Morris,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
197,"Marriott International, Inc.",203,J.W. Marriott Jr.,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
198,"Public Service Enterprise Group, Inc.",199,Ralph Izzo,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
199,"Waste Management, Inc.",181,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
200,PG&E Corporation,196,Peter A. Darbee,"1 Market St., San Francisco, CA 94105",www.pge.com
201,EMC Corporation,224,Joseph M. Tucci,"176 South St., Hopkinton, MA 1748",www.emc.com
202,Textron Inc.,194,Lewis B. Campbell,"40 Westminster St., Providence, RI 2903",www.textron.com
203,Sara Lee Corporation,125,Brenda C. Barnes,"3500 Lacey Rd., Downers Grove, IL 60515",www.hillshirebrands.com
204,Duke Energy Corporation,143,James E. Rogers,"526 S. Church St., Charlotte, NC 28202",www.duke-energy.com
205,Edison International,192,John E. Bryson,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
206,Cummins,221,Theodore M. Solso,"500 Jackson St., Columbus, IN 47201",www.cummins.com
207,Eaton Corporation,198,Alexander M. Cutler,"1111 Superior Ave., Cleveland, OH 44114",www.eaton.com
208,"The Williams Companies, Inc.",211,Steven J. Malcolm,"1 Williams Center, Tulsa, OK 74172",www.williams.com
209,FirstEnergy Corp.,212,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
210,"ConAgra Foods, Incorporated",173,Gary M. Rodkin,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
211,Omnicom Group Inc.,220,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
212,Schering-Plough Corporation,242,Fred Hassan,"2000 Galloping Hill Rd., Kenilworth, NJ 7033",www.schering-plough.com
213,Northwest Airlines Corporation,195,Douglas M. Steenland,"2700 Lone Oak Pkwy., Eagan, MN 55121",www.nwa.com
214,"General Mills, Inc.",213,Kendall J. Powell,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
215,"Circuit City Stores, Inc.",215,Philip J. Schoonover,"9950 Mayland Dr., Richmond, VA 23233",www.circuitcity.com
216,Aramark Corporation,214,Joseph Neubauer,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
217,"Medtronic, Inc.",222,Arthur D. Collins Jr.,"710 Medtronic Pkwy., Minneapolis, MN 55432",www.medtronic.com
217,"PPG Industries, Inc.",226,Charles E. Bunch,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
219,"Jabil Circuit, Inc.",-,Timothy L. Main,"10560 Dr. Martin Luther King Jr. St. N., St. Petersburg, FL 33716",www.jabil.com
220,"Marsh & McLennan Companies, Inc.",207,Brian Duperreault,"1166 Sixth Ave., New York, NY 10036",www.mmc.com
221,Devon Energy Corporation,239,J. Larry Nichols,"20 N. Broadway, Oklahoma City, OK 73102",www.devonenergy.com
222,"Smithfield Foods, Inc.",217,C. Larry Pope,"200 Commerce St., Smithfield, VA 23430",www.smithfieldfoods.com
223,Masco Corporation,190,Timothy Wadhams,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
224,Dean Foods Company,246,Gregg L. Engles,"2515 McKinney Ave., Dallas, TX 75201",www.deanfoods.com
225,State Street Corporation,263,Ronald E. Logue,"1 Lincoln St., Boston, MA 2111",www.statestreet.com
226,National City Corporation,188,Peter E. Raskind,"1900 E. Ninth St., Cleveland, OH 44114",www.nationalcity.com
227,Kellogg Company,232,A.D. David Mackay,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
228,"US Airways Group, Inc.",216,W. Douglas Parker,"111 W. Rio Salado Pkwy., Tempe, AZ 85281",www.usairways.com
229,R.R. Donnelley & Sons Company,271,Thomas J. Quinlan III,"111 S. Wacker Dr., Chicago, IL 60606",www.rrdonnelley.com
230,"Knight, Inc.",201,Richard D. Kinder,"500 Dallas St., Houston, TX 77002",www.kindermorgan.com
231,Entergy Corporation,225,J. Wayne Leonard,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
232,Sempra Energy,210,Donald E. Felsinger,"101 Ash St., San Diego, CA 92101",www.sempra.com
233,"Genworth Financial , Inc.",227,Michael D. Fraizer,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
234,Visteon Corporation,219,Michael F. Johnston,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
235,"D.R. Horton, Inc.",155,Donald J. Tomnitz,"301 Commerce St., Fort Worth, TX 76102",www.drhorton.com
236,Baxter International Inc.,245,Robert L. Parkinson Jr.,"1 Baxter Pkwy., Deerfield, IL 60015",www.baxter.com
237,"Reliant Energy, Inc.",229,Mark M. Jacobs,"1000 Main St., Houston, TX 77002",www.genon.com
238,Eastman Kodak Company,182,Antonio M. Perez,"343 State St., Rochester, NY 14650",www.kodak.com
239,Danaher Corporation,260,H. Lawrence Culp Jr.,"2099 Pennsylvania Ave. N.W., Washington, DC 20006",www.danaher.com
