Rank,Title,Previous Rank,CEO,Address,Website
240,CSX Corporation,261,Michael J. Ward,"500 Water St., Jacksonville, FL 32202",www.csx.com
241,Jacobs Engineering Group Inc.,308,Craig L. Martin,"1111 S. Arroyo Pkwy., Pasadena, CA 91105",www.jacobs.com
242,Xcel Energy Inc.,260,Richard C. Kelly,"414 Nicollet Mall, Minneapolis, MN 55401",www.xcelenergy.com
243,"Community Health Systems, Inc.",330,Wayne T. Smith,"4000 Meridian Blvd., Franklin, TN 37067",www.chs.net
244,"Qualcomm, Inc.",297,Paul E. Jacobs,"5775 Morehouse Dr., San Diego, CA 92121",www.qualcomm.com
245,"American International Group,Inc.",13,Edward M. Liddy,"70 Pine St., New York, NY 10270",www.aig.com
246,Southwest Airlines Co.,267,Gary C. Kelly,"2702 Love Field Dr., Dallas, TX 75235",www.southwest.com
247,Genuine Parts Company,243,Thomas C. Gallagher,"2999 Circle 75 Pkwy., Atlanta, GA 30339",www.genpt.com
248,"Air Products & Chemicals, Inc.",258,John E. McGlade,"7201 Hamilton Blvd., Allentown, PA 18195",www.airproducts.com
249,"Praxair, Inc.",278,Stephen F. Angel,"39 Old Ridgebury Rd., Danbury, CT 6810",www.praxair.com
250,"Smith International, Inc.",302,John Yearwood,"16740 E. Hardy Rd., Houston, TX 77032",www.smith.com
251,Commercial Metals Company,303,Murray R. McClean,"6565 N. MacArthur Blvd., Irving, TX 75039",www.cmc.com
252,Sempra Energy,232,Donald E. Felsinger,"101 Ash St., San Diego, CA 92101",www.sempra.com
253,"Western Refining, Inc.",342,Paul L. Foster,"123 W. Mills Ave., El Paso, TX 79901",www.wnr.com
254,"Pepco Holdings, Inc.",279,Joseph M. Rigby,"701 Ninth St. N.W., Washington, DC 20068",www.pepcoholdings.com
255,"Avon Products, Inc.",265,Andrea Jung,"1345 Sixth Ave., New York, NY 10105",www.avoncompany.com
256,Norfolk Southern Corporation,276,Charles W. Moorman IV,"3 Commercial Place, Norfolk, VA 23510",www.nscorp.com
257,"Liberty Global, Inc.",292,Michael T. Fries,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyglobal.com/
258,Thermo Fisher Scientific Inc.,269,Marijn E. Dekkers,"81 Wyman St., Waltham, MA 2451",www.thermofisher.com
259,Dollar General Corporation,274,Richard W. Dreiling,"100 Mission Ridge, Goodlettsville, TN 37072",www.dollargeneral.com
260,BB&T Corporation,250,Kelly S. King,"200 W. Second St., Winston-Salem, NC 27101",www.bbt.com
261,Starbucks Corporation,277,Howard Schultz,"2401 Utah Ave. S., Seattle, WA 98134",www.starbucks.com
262,Huntsman Corporation,249,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
263,"Harrah’s Entertainment, Inc.",244,Gary W. Loveman,"1 Caesars Palace Dr., Las Vegas, NV 89109",www.caesars.com
264,URS Corporation,449,Martin M. Koffel,"600 Montgomery St., San Francisco, CA 94111",www.urs.com
265,Liberty Media Corporation,275,Gregory B. Maffei,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyinteractive.com
266,"SAIC, Inc.",289,Kenneth C. Dahlberg,"10260 Campus Point Dr., San Diego, CA 92121",www.leidos.com
267,H.J. Heinz Company,293,William R. Johnson,"1 PPG Place, Pittsburgh, PA 15222",www.heinz.com
268,"Enbridge Energy Partners, L.P.",343,Stephen J.J. Letwin,"1100 Louisiana St., Houston, TX 77002",www.enbridgepartners.com
269,"BJ’s Wholesale Club, Inc.",291,Laura J. Sen,"1 Mercer Rd., Natick, MA 1760",www.bjs.com
270,Unum Group,251,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
271,"Genworth Financial , Inc.",233,Michael D. Fraizer,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
272,Calpine Corporation,318,Jack A. Fusco,"717 Texas Ave., Houston, TX 77002",www.calpine.com
273,"Principal Financial Group, Inc.",242,Larry D. Zimpleman,"711 High St., Des Moines, IA 50392",www.principal.com
274,Lincoln National Corporation,246,Dennis R. Glass,"150 N. Radnor Chester Rd., Radnor, PA 19087",www.lfg.com
275,Terex Corporation,287,Ronald M. DeFeo,"200 Nyala Farm Rd., Westport, CT 6880",www.terex.com
276,The Mosaic Company,422,James T. Prokopanko,"3033 Campus Dr., Plymouth, MN 55441",www.mosaicco.com
277,Masco Corporation,223,Timothy Wadhams,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
278,The PNC Financial Services Group Inc.,264,James E. Rohr,"249 Fifth Ave., Pittsburgh, PA 15222",www.pnc.com
279,Guardian Life Ins. Co. of America,259,Dennis J. Manning,"7 Hanover Square, New York, NY 10004",www.guardianlife.com
280,Regions Financial Corporation,245,C. Dowd Ritter,"1900 Fifth Ave. N., Birmingham, AL 35203",www.regions.com
281,Rohm and Haas Company,295,Andrew N. Liveris,"100 Independence Mall W., Philadelphia, PA 19106",www.rohmhaas.com
282,Visteon Corporation,234,Donald J. Stebbins,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
283,Tenet Healthcare Corporation,280,Trevor Fetter,"13737 Noel Rd., Dallas, TX 75240",www.tenethealth.com
284,Eastman Kodak Company,238,Antonio M. Perez,"343 State St., Rochester, NY 14650",www.kodak.com
285,DTE Energy Company,273,Anthony F. Earley Jr.,"2000 Second Ave., Detroit, MI 48226",www.dteenergy.com
286,"Energy Transfer Equity, L.P.",361,Kelcy L. Warren,"3738 Oak Lawn Ave., Dallas, TX 75219",www.energytransfer.com
287,The Hartford Financial Services Group Inc.,95,Ramani Ayer,"1 Hartford Plaza, Hartford, CT 6155",www.thehartford.com
288,"Progress Energy, Inc.",248,William D. Johnson,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
289,NiSource Inc.,319,Robert C. Skaggs Jr.,"801 E. 86th Ave., Merrillville, IN 46410",www.nisource.com
290,"Limited Brands, Inc.",257,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
291,Global Partners LP,364,Eric Slifka,"800 South St., Waltham, MA 2454",www.globalp.com
292,Sanmina-SCI Corporation,255,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
293,YRC Worldwide Inc.,272,William D. Zollars,"10990 Roe Ave., Overland Park, KS 66211",www.yrcw.com
294,Reynolds American Inc.,290,Susan M. Ivey,"401 N. Main St., Winston-Salem, NC 27101",www.reynoldsamerican.com
295,First Data Corporation,315,Michael Capellas,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstdata.com
296,GameStop Corp.,348,Daniel A. DeMatteo,"625 Westport Pkwy., Grapevine, TX 76051",www.gamestopcorp.com
297,"Automatic Data Processing, Inc.",281,Gary C. Butler,"1 ADP Blvd., Roseland, NJ 7068",www.adp.com
298,Reliance Steel & Aluminum Co.,345,David H. Hannah,"350 S. Grand Ave., Los Angeles, CA 90071",www.rsac.com
299,"Assurant, Inc.",309,Robert B. Pollock,"1 Chase Manhattan Plaza, New York, NY 10005",www.assurant.com
300,"C. H. Robinson Worldwide, Inc.",341,John P. Wiehoff,"14701 Charlson Rd., Eden Prairie, MN 55347",www.chrobinson.com
301,"Nordstrom, Inc.",299,Blake W. Nordstrom,"1617 Sixth Ave., Seattle, WA 98101",www.nordstrom.com
302,Fifth Third Bancorp,307,Kevin T. Kabat,"38 Fountain Square Plaza, Cincinnati, OH 45263",www.53.com
303,eBay Inc.,326,John J. Donahoe,"2145 Hamilton Ave., San Jose, CA 95125",www.ebayinc.com
304,Pilgrim’s Pride Corporation,327,Don Jackson,"4845 U.S. Highway 271 N., Pittsburg, TX 75686",www.pilgrimspride.com
305,"Hertz Global Holdings, Inc.",304,Mark P. Frissora,"225 Brae Blvd., Park Ridge, NJ 7656",www.hertz.com
306,AGCO Corporation,359,Martin H. Richenhagen,"4205 River Green Pkwy., Duluth, GA 30096",www.agcocorp.com
307,Aon Corporation,263,Gregory C. Case,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
308,Centex Corporation,177,Timothy R. Eller,"2728 N. Harwood St., Dallas, TX 75201",www.centex.com
309,Campbell Soup Co.,320,Douglas R. Conant,"1 Campbell Place, Camden, NJ 8103",www.campbellsoupcompany.com
310,Ashland Inc.,322,James J. O'Brien Jr.,"50 E. RiverCenter Blvd., Covington, KY 41012",www.ashland.com
311,"CarMax, Inc.",333,Thomas J. Folliard,"12800 Tuckahoe Creek Pkwy., Richmond, VA 23238",www.carmax.com
312,"Crown Holdings, Inc.",325,John W. Conway,"1 Crown Way, Philadelphia, PA 19154",www.crowncork.com
313,OfficeMax Incorporated,288,Sam K. Duncan,"263 Shuman Blvd., Naperville, IL 60563",www.officemax.com
314,PPL Corporation,346,James H. Miller,"2 N. Ninth St., Allentown, PA 18101",www.pplweb.com
315,"Applied Materials, Inc.",270,Michael R. Splinter,"3050 Bowers Ave., Santa Clara, CA 95054",www.appliedmaterials.com
316,Dana Holding Corporation,283,John M. Devine,"4500 Dorr St., Toledo, OH 43615",www.dana.com
317,"The Pantry, Inc.",405,Peter J. Sodini,"1801 Douglas Dr., Sanford, NC 27331",www.thepantry.com
318,"Steel Dynamics, Inc.",517,Keith E. Busse,"6714 Pointe Inverness Way, Fort Wayne, IN 46804",www.steeldynamics.com
319,Western Digital Corporation,439,John F. Coyne,"20511 Lake Forest Dr., Lake Forest, CA 92630",www.westerndigital.com
320,Boston Scientific Corporation,310,James R. Tobin,"1 Boston Scientific Place, Natick, MA 1760",www.bostonscientific.com
321,"Peter Kiewit Sons’, Inc.",385,Bruce E. Grewcock,"1000 Kiewit Plaza, Omaha, NE 68131",www.kiewit.com
322,The Sherwin-Williams Company,316,Christopher M. Connor,"101 Prospect Ave. N.W., Cleveland, OH 44115",www.sherwin.com
323,"Targa Resources, Inc.",344,Rene R. Joyce,"1000 Louisiana St., Houston, TX 77002",www.targaresources.com
324,"Whole Foods Market, Inc.",369,John P. Mackey,"550 Bowie St., Austin, TX 78703",www.wholefoodsmarket.com
326,"Owens-Illinois, Inc.",314,Albert P.L. Stroucken,"1 Michael Owens Way, Perrysburg, OH 43551",www.o-i.com
327,Ameren Corporation,329,Thomas Voss,"1901 Chouteau Ave., St. Louis, MO 63103",www.ameren.com
328,Synnex Corp.,350,Kevin M. Murai,"44201 Nobel Dr., Fremont, CA 94538",www.synnex.com
329,"Dole Food Company, Inc.",354,David A. DeLorenzo,"1 Dole Dr., Westlake Village, CA 91362",www.dole.com
330,"XTO Energy, Inc.",436,Keith A. Hutton,"810 Houston St., Fort Worth, TX 76102",www.xtoenergy.com
331,SLM Corporation,286,Albert L. Lord,"12061 Bluemont Way, Reston, VA 20190",www.salliemae.com
332,TravelCenters of America LLC,395,Thomas M. O'Brien,"24601 Center Ridge Rd., Westlake, OH 44145",www.tatravelcenters.com
333,Dover Corporation,331,Robert A. Livingston,"280 Park Ave., New York, NY 10017",www.dovercorporation.com
334,AK Steel Holding Corporation,351,James L. Wainscott,"9227 Centre Pointe Dr., West Chester, OH 45069",www.aksteel.com
335,V.F. Corporation,335,Eric C. Wiseman,"105 Corporate Center Blvd., Greensboro, NC 27408",www.vfc.com
336,Ball Corporation,336,R. David Hoover,"10 Longs Peak Dr., Broomfield, CO 80021",www.ball.com
337,"Sonic Automotive, Inc.",298,O. Bruton Smith,"6415 Idlewild Rd., Charlotte, NC 28212",www.sonicautomotive.com
338,Virgin Media Inc.,313,Neil Berkett,"909 Third Ave., New York, NY 10022",www.virginmedia.com
339,"Owens & Minor, Inc.",360,Craig R. Smith,"9120 Lockwood Blvd., Mechanicsville, VA 23116",www.owens-minor.com
340,"Winn-Dixie Stores, Inc.",347,Peter L. Lynch,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
341,Quest Diagnostics Incorporated,365,Surya N. Mohapatra,"3 Giralda Farms, Madison, NJ 7940",www.questdiagnostics.com
342,Cablevision Systems Corporation,374,James L. Dolan,"1111 Stewart Ave., Bethpage, NY 11714",www.cablevision.com
343,Atmos Energy Corporation,416,Robert W. Best,"5430 L.B.J. Freeway, Dallas, TX 75240",www.atmosenergy.com
344,MGM MIRAGE,323,James J. Murren,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",www.mgmresorts.com
345,Yahoo! Inc.,353,Carol A. Bartz,"701 First Ave., Sunnyvale, CA 94089",www.yahoo.com
346,"ArvinMeritor, Inc.",301,Charles G. McClure Jr.,"2135 W. Maple Rd., Troy, MI 48084",www.meritor.com
347,"Becton, Dickinson and Company",380,Edward J. Ludwig,"1 Becton Dr., Franklin Lakes, NJ 7417",www.bd.com
348,"Ameriprise Financial, Inc.",296,James M. Cracchiolo,"1099 Ameriprise Financial Center, Minneapolis, MN 55474",www.ameriprise.com
349,Oshkosh Corporation,383,Robert G. Bohn,"2307 Oregon St., Oshkosh, WI 54902",www.oshkoshcorporation.com
350,"EOG Resources, Inc",538,Mark G. Papa,"1111 Bagby St., Houston, TX 77002",www.eogresources.com
351,"Fortune Brands, Inc.",311,Bruce A. Carbonari,"520 Lake Cook Rd., Deerfield, IL 60015",www.beamglobal.com
352,Discover Financial Services,-,David W. Nelms,"2500 Lake Cook Rd., Riverwoods, IL 60015",www.discoverfinancial.com
353,Peabody Energy Corporation,432,Gregory H. Boyce,"701 Market St., St. Louis, MO 63101",www.peabodyenergy.com
354,Goodrich Corporation,375,Marshall O. Larsen,"2730 W. Tyvola Rd., Charlotte, NC 28217",www.goodrich.com
355,"Bed Bath & Beyond, Inc.",368,Steven H. Temares,"650 Liberty Ave., Union, NJ 7083",www.bedbathandbeyond.com
356,Smurfit-Stone Container Corporation,334,Patrick J. Moore,"150 N. Michigan Ave., Chicago, IL 60601",www.smurfit-stone.com
357,"The Shaw Group, Inc.",426,James M. Bernhard Jr.,"4171 Essen Lane, Baton Rouge, LA 70809",www.cbi.com
358,Dillard’s Inc.,338,William Dillard II,"1600 Cantrell Rd., Little Rock, AR 72201",www.dillards.com
359,"Family Dollar Stores, Inc.",358,Howard R. Levine,"10401 Monroe Rd., Matthews, NC 28105",www.familydollar.com
360,"The Great Atlantic & Pacific Tea Company, Inc.",357,Eric Claus,"2 Paragon Dr., Montvale, NJ 7645",www.aptea.com
361,"The Interpublic Group of Companies, Inc.",373,Michael I. Roth,"1114 Sixth Ave., New York, NY 10036",www.interpublic.com
362,Precision Castparts Corporation,444,Mark Donegan,"4650 S.W. Macadam Ave., Portland, OR 97239",www.precast.com
363,"NRG Energy, Inc.",403,David W. Crane,"211 Carnegie Center, Princeton, NJ 8540",www.nrgenergy.com
364,Eastman Chemical Company,337,J. Brian Ferguson,"200 S. Wilcox Dr., Kingsport, TN 37660",www.eastman.com
365,MeadWestvaco Corporation,356,John A. Luke Jr.,"11013 W. Broad St., Glen Allen, VA 23060",www.mwv.com
366,"W.W. Grainger, Inc.",377,James T. Ryan,"100 Grainger Pkwy., Lake Forest, IL 60045",www.grainger.com
367,"Mohawk Industries, Inc.",328,Jeffrey S. Lorberbaum,"160 S. Industrial Blvd., Calhoun, GA 30701",www.mohawkind.com
368,Celanese Corporation,367,David N. Weidman,"1601 W. L.B.J. Freeway, Dallas, TX 75234",www.celanese.com
369,CMS Energy Corporation,366,David W. Joos,"1 Energy Plaza, Jackson, MI 49201",www.cmsenergy.com
370,"Emcor Group, Inc.",407,Frank T. MacInnis,"301 Merritt Seven, Norwalk, CT 6851",www.emcorgroup.com
371,"Gannett Co., Inc.",332,Craig A. Dubow,"7950 Jones Branch Dr., McLean, VA 22107",www.gannett.com
372,"CC Media Holdings, Inc.",339,Mark P. Mays,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
373,Hormel Foods Corporation,390,Jeffrey M. Ettinger,"1 Hormel Place, Austin, MN 55912",www.hormelfoods.com
374,"Darden Restaurants, Inc.",415,Clarence Otis Jr.,"5900 Lake Ellenor Dr., Orlando, FL 32809",www.darden.com
375,Stryker Corporation,401,Stephen P. MacMillan,"2825 Airview Blvd., Kalamazoo, MI 49002",www.stryker.com
376,Avery Dennison Corporation,382,Dean A. Scarborough,"150 N. Orange Grove Blvd., Pasadena, CA 91103",www.averydennison.com
377,UGI Corporation,437,Lon R. Greenberg,"460 N. Gulph Rd., King of Prussia, PA 19406",www.ugicorp.com
378,"D.R. Horton, Inc.",235,Donald J. Tomnitz,"301 Commerce St., Fort Worth, TX 76102",www.drhorton.com
379,AbitibiBowater Inc.,563,David J. Paterson,"55 E. Camperdown Way, Greenville, SC 29602",www.resolutefp.com
380,"AutoZone, Inc.",394,William C. Rhodes III,"123 S. Front St., Memphis, TN 38103",www.autozone.com
381,"WellCare Health Plans, Inc.",-,Heath G. Schiesser,"8725 Henderson Rd., Tampa, FL 33634",www.wellcare.com
382,KeyCorp,321,Henry L. Meyer III,"127 Public Square, Cleveland, OH 44114",www.key.com
383,Frontier Oil Corporation,462,Michael C. Jennings,"10000 Memorial Dr., Houston, TX 77024",www.frontieroil.com
384,"Ross Stores, Inc.",412,Michael A. Balmuth,"4440 Rosewood Dr., Pleasanton, CA 94588",www.rossstores.com
385,"Charter Communications, Inc.",409,Neil Smit,"12405 Powerscourt Dr., St. Louis, MO 63131",www.charter.com
386,"Autoliv, Inc.",363,Jan Carlson,"1320 Pacific Dr., Auburn Hills, MI 48326",www.autoliv.com
387,Newell Rubbermaid Inc.,378,Mark D. Ketchum,"3 Glenlake Pkwy., Atlanta, GA 30328",www.newellrubbermaid.com
388,American Family Ins. Group,352,David R. Anderson,"6000 American Pkwy., Madison, WI 53783",www.amfam.com
389,"Henry Schein, Inc.",410,Stanley M. Bergman,"135 Duryea Rd., Melville, NY 11747",www.henryschein.com
390,Domtar Corporation,-,John D. Williams,"100 Kingsley Park Dr., Fort Mill, SC 29715",www.domtar.com
391,"The McGraw-Hill Companies, Inc.",362,Harold W. McGraw III,"1221 Sixth Ave., New York, NY 10020",www.mhfi.com
392,"Omnicare, Inc.",386,Joel F. Gemunder,"100 E. RiverCenter Blvd., Covington, KY 41011",www.omnicare.com
393,"Pulte Homes, Inc.",282,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
394,"Visa, Inc.",-,Joseph W. Saunders,"595 Market St., San Francisco, CA 94105",www.corporate.visa.com
395,Pitney Bowes Inc.,399,Murray D. Martin,"1 Elmcroft Rd., Stamford, CT 6926",www.pb.com
396,General Cable Corporation,502,Gregory B. Kenny,"4 Tesseneer Dr., Highland Heights, KY 41076",www.generalcable.com
397,"CIT Group, Inc.",306,Jeffrey M. Peek,"505 Fifth Ave., New York, NY 10017",www.cit.com
398,The First American Corporation,312,Parker S. Kennedy,"1 First American Way, Santa Ana, CA 92707",www.corelogic.com
399,"Ryder System, Inc.",371,Gregory T. Swienton,"11690 N.W. 105th St., Miami, FL 33178",www.ryder.com
400,Newmont Mining Corporation,430,Richard T. O'Brien,"6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",www.newmont.com
401,"Affiliated Computer Services, Inc.",423,Lynn R. Blodgett,"2828 N. Haskell Ave., Dallas, TX 75204",www.acs-inc.com
402,SPX Corporation,466,Christopher J. Kearney,"13515 Ballantyne Corporate Place, Charlotte, NC 28277",www.spx.com
403,Ecolab Inc.,438,Douglas M. Baker Jr.,"370 Wabasha St. N., St. Paul, MN 55102",www.ecolab.com
404,Anixter International Inc.,418,Robert J. Eck,"2301 Patriot Blvd., Glenview, IL 60026",www.anixter.com
405,Embarq Corporation,381,Thomas A. Gerke,"5454 W. 110th St., Overland Park, KS 66211",www.embarq.com
406,"WESCO International, Inc.",408,Roy W. Haley,"225 W. Station Square Dr., Pittsburgh, PA 15219",www.wesco.com
407,"Hexion Specialty Chemicals, Inc.",420,Craig O. Morrison,"180 E. Broad St., Columbus, OH 43215",www.momentive.com
408,The Black & Decker Corporation,372,Nolan D. Archibald,"701 E. Joppa Rd., Towson, MD 21286",www.stanleyblackanddecker.com
409,Thrivent Financial for Lutherans,398,Bruce J. Nicholson,"625 Fourth Ave. S., Minneapolis, MN 55415",www.thrivent.com
410,"Franklin Resources, Inc.",389,Gregory E. Johnson,"1 Franklin Pkwy., San Mateo, CA 94403",www.franklinresources.com
411,"Avis Budget Group, Inc.",411,Ronald L. Nelson,"6 Sylvan Way, Parsippany, NJ 7054",www.avisbudgetgroup.com
412,"Harley-Davidson, Inc.",397,Keith E. Wandell,"3700 W. Juneau Ave., Milwaukee, WI 53208",www.harley-davidson.com
413,"Aleris International, Inc.",376,Steven J. Demetriou,"25825 Science Park Dr., Beachwood, OH 44122",www.aleris.com
414,Corning Inc.,417,Wendell P. Weeks,"1 Riverfront Plaza, Corning, NY 14831",www.corning.com
415,"Mattel, Inc.",413,Robert A. Eckert,"333 Continental Blvd., El Segundo, CA 90245",www.mattel.com
416,Tenneco Inc.,393,Gregg M. Sherrill,"500 N. Field Dr., Lake Forest, IL 60045",www.tenneco.com
417,"Starwood Hotels & Resorts Worldwide, Inc.",396,Frits D. van Paasschen,"1111 Westchester Ave., White Plains, NY 10604",www.starwoodhotels.com
418,"Advanced Micro Devices, Inc.",406,Derrick R. Meyer,"1 AMD Place, Sunnyvale, CA 94085",www.amd.com
419,Symantec Corporation,461,Enrique T. Salem,"20330 Stevens Creek Blvd., Cupertino, CA 95014",www.symantec.com
420,Holly Corporation,484,Matthew P. Clifton,"100 Crescent Court, Dallas, TX 75201",www.hollyfrontier.com
421,Cameron International Corporation,490,Jack B. Moore,"1333 W. Loop S., Houston, TX 77027",www.c-a-m.com
422,Owens Corning,431,Michael H. Thaman,"1 Owens Corning Pkwy., Toledo, OH 43659",www.owenscorning.com
423,"Micron Technology, Inc.",427,Steven R. Appleton,"8000 S. Federal Way, Boise, ID 83716",www.micron.com
424,Northeast Utilities,419,Charles W. Shivery,"107 Selden St., Berlin, CT 6037",www.nu.com
425,"Agilent Technologies, Inc.",443,William P. Sullivan,"5301 Stevens Creek Blvd., Santa Clara, CA 95051",www.agilent.com
426,ProLogis,387,Walter C. Rakowich,"4545 Airport Way, Denver, CO 80239",www.prologis.com
427,"Dr Pepper Snapple Group, Inc.",-,Larry D. Young,"5301 Legacy Dr., Plano, TX 75024",www.drpeppersnapplegroup.com
428,"Group 1 Automotive, Inc.",379,Earl J. Hesterberg,"800 Gessner Rd., Houston, TX 77024",www.group1auto.com
429,Rockwell Automation Inc.,450,Keith D. Nosbusch,"1201 S. Second St., Milwaukee, WI 53204",www.rockwellautomation.com
430,Northern Trust Corporation,447,Frederick H. Waddell,"50 S. LaSalle St., Chicago, IL 60603",www.northerntrust.com
431,The Timken Company,457,James W. Griffith,"1835 Dueber Ave. S.W., Canton, OH 44706",www.timken.com
432,Perini Corporation,499,Ronald N. Tutor,"73 Mt. Wayte Ave., Framingham, MA 1701",www.tutorperini.com
433,DaVita Inc.,454,Kent J. Thiry,"601 Hawaii St., El Segundo, CA 90245",www.davita.com
434,"Expeditors International of Washington, Inc.",458,Peter J. Rose,"1015 Third Ave., Seattle, WA 98104",www.expeditors.com
435,"SunGard Data Systems, Inc.",472,-,"680 E. Swedesford Rd., Wayne, PA 19087",www.sungard.com
436,"CH2M Hill Companies, Ltd.",520,Lee A. McIntire,"9191 S. Jamaica St., Englewood, CO 80112",www.ch2m.com
437,"Kelly Services, Inc.",428,Carl T. Camden,"999 W. Big Beaver Rd., Troy, MI 48084",www.kellyservices.com
438,BJ Services Company,482,James W. Stewart,"4601 Westway Park Blvd., Houston, TX 77041",www.bjservices.com
439,"Graybar Electric Company, Inc.",455,Robert A. Reynolds Jr.,"34 N. Meramec Ave., St. Louis, MO 63105",www.graybar.com
440,The Charles Schwab Corporation,402,Walter W. Bettinger II,"120 Kearny St., San Francisco, CA 94108",www.aboutschwab.com
441,Western & Southern Mutual Holding Company,480,John F. Barrett,"400 Broadway, Cincinnati, OH 45202",www.westernsouthern.com
442,Jarden Corporation,492,Martin E. Franklin,"555 Theodore Fremd Ave., Rye, NY 10580",www.jarden.com
443,El Paso Corporation,486,Douglas L. Foshee,"1001 Louisiana St., Houston, TX 77002",www.elpaso.com
444,"Gilead Sciences, Inc.",536,John C. Martin,"333 Lakeside Dr., Foster City, CA 94404",www.gilead.com
445,SCANA Corporation,500,William B. Timmerman,"1426 Main St., Columbia, SC 29201",www.scana.com
446,NCR Corporation,391,William R. Nuti,"1700 S. Patterson Blvd., Dayton, OH 45479",www.ncr.com
447,Harris Corporation,532,Howard L. Lance,"1025 W. NASA Blvd., Melbourne, FL 32919",www.harris.com
448,Allegheny Technologies Inc.,441,L. Patrick Hassey,"1000 Six PPG Place, Pittsburgh, PA 15222",www.atimetals.com
449,"Host Hotels & Resorts, Inc.",440,W. Edward Walter,"6903 Rockledge Dr., Bethesda, MD 20817",www.hosthotels.com
450,Blockbuster Inc.,434,James W. Keyes,"1201 Elm St., Dallas, TX 75270",www.blockbuster.com
451,The Western Union Company,473,Christina A. Gold,"12500 E.Belford Ave., Englewood, CO 80112",www.westernunion.com
452,The Clorox Company,474,Donald R. Knauss,"1221 Broadway, Oakland, CA 94612",www.thecloroxcompany.com
453,BorgWarner Inc.,451,Timothy M. Manganello,"3850 Hamlin Rd., Auburn Hills, MI 48326",www.borgwarner.com
454,"Foot Locker, Inc.",442,Matthew D. Serra,"112 W. 34th St., New York, NY 10120",www.footlocker-inc.com
455,Barnes & Noble Inc.,446,Stephen Riggio,"122 Fifth Ave., New York, NY 10011",www.barnesandnobleinc.com
456,Unisys Corporation,429,J. Edward Coleman,"Unisys Way, Blue Bell, PA 19424",www.unisys.com
457,"Freescale Semiconductor, Inc.",-,Richard M. Beyer,"6501 William Cannon Dr. W., Austin, TX 78735",www.freescale.com
458,AECOM Technology Corporation,535,John M. Dionisio,"555 S. Flower St., Los Angeles, CA 90071",www.aecom.com
459,Spectra Energy Corp,487,Gregory L. Ebel,"5400 Westheimer Court, Houston, TX 77056",www.spectraenergy.com
460,"FMC Technologies, Inc.",498,Peter D. Kinnear,"1803 Gears Rd., Houston, TX 77067",www.fmctechnologies.com
461,"Advance Auto Parts, Inc.",476,Darren R. Jackson,"5008 Airport Rd., Roanoke, VA 24012",www.advanceautoparts.com
462,Mylan Inc.,736,Robert J. Coury,"1500 Corporate Dr., Canonsburg, PA 15317",www.mylan.com
463,The Hershey Company,471,David J. West,"100 Crystal A Dr., Hershey, PA 17033",www.thehersheycompany.com
464,"CB Richard Ellis Group, Inc.",404,Brett White,"11150 Santa Monica Blvd., Los Angeles, CA 90025",www.cbre.com
465,"Telephone and Data Systems, Inc.",478,LeRoy T. Carlson Jr.,"30 N. LaSalle St., Chicago, IL 60602",www.teldta.com
466,Icahn Enterprises L.P.,678,Keith A. Meister,"767 Fifth Ave., New York, NY 10153",www.ielp.com
467,"Universal Health Services, Inc.",485,Alan B. Miller,"367 S. Gulph Rd., King of Prussia, PA 19406",www.uhsinc.com
468,"PetSmart, Inc.",489,Philip L. Francis,"19601 N. 27th Ave., Phoenix, AZ 85027",www.petm.com
469,"BlackRock, Inc.",475,Laurence D. Fink,"40 E. 52nd St., New York, NY 10022",www.blackrock.com
470,Con-way Incorporated,516,Douglas W. Stotlar,"2855 Campus Dr., San Mateo, CA 94403",www.con-way.com
471,The Lubrizol Corporation,505,James L. Hambrick,"29400 Lakeland Blvd., Wickliffe, OH 44092",www.lubrizol.com
472,"CVR Energy, Inc.",680,John J. Lipinski,"2277 Plaza Dr., Sugar Land, TX 77479",www.cvrenergy.com
473,"MDU Resources Group, Inc.",521,Terry D. Hildestad,"1200 W. Century Ave., Bismarck, ND 58506",www.mdu.com
474,MasterCard Incorporated,548,Robert W. Selander,"2000 Purchase St., Purchase, NY 10577",www.mastercard.com
475,United Stationers Inc.,496,Richard W. Gochnauer,"1 Parkway N. Blvd., Deerfield, IL 60015",www.unitedstationers.com
