Rank,Title,Previous Rank,CEO,Address,Website
36,Walgreen Co.,40,Gregory D. Wasson,"200 Wilmot Rd., Deerfield, IL 60015",www.walgreens.com
37,United Technologies Corporation,39,-,"1 Financial Plaza, Hartford, CT 6103",www.utc.com
38,The Dow Chemical Company,42,Andrew N. Liveris,"2030 Dow Ctr., Midland, MI 48674",www.dow.com
39,"MetLife, Inc.",43,C. Robert Henrikson,"200 Park Ave., New York, NY 10166",www.metlife.com
40,"The Goldman Sachs Group, Inc.",20,Lloyd C. Blankfein,"85 Broad St., New York, NY 10004",www.gs.com
41,Wells Fargo & Company,41,John G. Stumpf,"420 Montgomery St., San Francisco, CA 94163",www.wellsfargo.com
41,"Sunoco, Inc.",56,Lynn L. Elsenhans,"1735 Market St., Philadelphia, PA 19103",www.sunocoinc.com
43,"United Parcel Service, Inc.",46,D. Scott Davis,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",www.ups.com
44,Caterpillar Inc.,50,James W. Owens,"100 N.E. Adams St., Peoria, IL 61629",www.caterpillar.com
45,"Medco Health Solutions, Inc.",51,David B. Snow Jr.,"100 Parsons Pond Dr., Franklin Lakes, NJ 7417",www.express-scripts.com
46,Pfizer Inc.,47,Jeffrey B. Kindler,"235 E. 42nd St., New York, NY 10017",www.pfizer.com
47,"Lowe’s Companies, Inc.",48,Robert A. Niblock,"1000 Lowe's Blvd., Mooresville, NC 28117",www.lowes.com
48,Time Warner Inc.,49,Jeffrey L. Bewkes,"1 Time Warner Center, New York, NY 10019",www.timewarner.com
49,Sears Holdings Corporation,45,W. Bruce Johnson,"3333 Beverly Rd., Hoffman Estates, IL 60179",www.searsholdings.com
50,Safeway Inc.,55,Steven A. Burd,"5918 Stoneridge Mall Rd., Pleasanton, CA 94588",www.safeway.com
51,Supervalu Inc.,62,Jeffrey Noddle,"11840 Valley View Rd., Eden Prairie, MN 55344",www.supervalu.com
52,"PepsiCo, Inc.",59,Indra K. Nooyi,"700 Anderson Hill Rd., Purchase, NY 10577",www.pepsico.com
53,Kraft Foods Inc.,63,Irene B. Rosenfeld,"3 Lakes Dr., Northfield, IL 60093",www.mondelezinternational.com
54,Lockheed Martin Corporation,57,Robert J. Stevens,"6801 Rockledge Dr., Bethesda, MD 20817",www.lockheedmartin.com
55,Hess Corporation,77,John B. Hess,"1185 Sixth Ave., New York, NY 10036",www.hess.com
56,Best Buy Co. Inc.,66,Bradbury H. Anderson,"7601 Penn Ave. S., Richfield, MN 55423",www.bestbuy.com
57,"Cisco Systems, Inc.",71,John T. Chambers,"170 W. Tasman Dr., San Jose, CA 95134",www.cisco.com
58,"Johnson Controls, Inc.",72,Stephen A. Roell,"5757 N. Green Bay Ave., Milwaukee, WI 53209",www.johnsoncontrols.com
59,FedEx Corporation,68,Frederick W. Smith,"942 S. Shady Grove Rd., Memphis, TN 38120",www.fedex.com
60,The Walt Disney Company,67,Robert A. Iger,"500 S. Buena Vista St., Burbank, CA 91521",www.disney.com
61,Intel Corporation,60,Paul S. Otellini,"2200 Mission College Blvd., Santa Clara, CA 95054",www.intel.com
62,Sysco Corporation,70,William J. DeLaney III,"1390 Enclave Pkwy., Houston, TX 77077",www.sysco.com
63,Honeywell International Inc.,73,David M. Cote,"101 Columbia Rd., Morris Township, NJ 7962",www.honeywell.com
64,Sprint Nextel Corporation,58,Daniel R. Hesse,"6200 Sprint Pkwy., Overland Park, KS 66251",www.sprint.com
65,"Enterprise GP Holdings, L.P.",90,Ralph S. Cunningham,"1100 Louisiana St., Houston, TX 77002",www.enterprisegp.com
66,GMAC LLC,78,Alvaro G. de Molina,"200 Renaissance Center , Detroit, MI 48265",www.ally.com
67,Ingram Micro Inc.,69,Gregory M.E. Spierkel,"1600 E. St. Andrew Place, Santa Ana, CA 92705",www.ingrammicro.com
68,Comcast Corporation,79,Brian L. Roberts,"1 Comcast Center, Philadelphia, PA 19103",www.comcastcorporation.com
69,Northrop Grumman Corporation,76,Ronald D. Sugar,"1840 Century Park E., Los Angeles, CA 90067",www.northropgrumman.com
70,News Corporation,84,Keith Rupert Murdoch,"1211 Sixth Ave., New York, NY 10036",www.21cf.com
71,"Apple , Inc.",103,Steven P. Jobs,"1 Infinite Loop, Cupertino, CA 95014",www.apple.com
72,CHS Inc.,145,John D. Johnson,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
73,The Coca-Cola Company,83,Muhtar Kent,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
74,American Express Company,75,Kenneth I. Chenault,"200 Vesey St., New York, NY 10285",www.americanexpress.com
75,E.I. du Pont de Nemours and Company,81,Ellen J. Kullman,"1007 Market St., Wilmington, DE 19898",www.dupont.com
76,New York Life Insurance Company,82,Theodore A. Mathas,"51 Madison Ave., New York, NY 10010",www.newyorklife.com
77,Aetna Inc.,85,Ronald A. Williams,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
78,"Motorola, Inc.",65,Sanjay K. Jha,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
79,"Plains All American Pipeline, L.P.",121,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
80,Abbott Laboratories,96,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
81,The Allstate Corporation,64,Thomas J. Wilson,"2775 Sanders Rd., Northbrook, IL 60062",www.allstate.com
82,Teachers Insurance and Annuity Association College Retiremen,86,Roger W. Ferguson Jr.,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
83,General Dynamics Corporation,87,Nicholas D. Chabraja,"2941 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
84,"Prudential Financial, Inc.",74,John R. Strangfeld Jr.,"751 Broad St., Newark, NJ 7102",www.prudential.com
85,Humana Inc.,98,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
86,Liberty Mutual Holding Company Inc.,94,Edmund F. Kelly,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
87,Deere & Company,102,Robert W. Lane,"1 John Deere Place, Moline, IL 61265",www.deere.com
88,HCA Inc,89,Richard M. Bracken,"1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
89,"Tyson Foods, Inc.",88,Leland E. Tollett,"2200 Don Tyson Pkwy., Springdale, AR 72762",www.tysonfoods.com
90,"Alcoa, Inc.",80,Klaus Kleinfeld,"390 Park Ave., New York, NY 10022",www.alcoa.com
91,Tesoro Corporation,116,Bruce A. Smith,"300 Concord Plaza Dr., San Antonio, TX 78216",www.tsocorp.com
92,Murphy Oil Corporation,134,David M. Wood,"200 Peach St., El Dorado, AR 71730",www.murphyoilcorp.com
93,Philip Morris International Inc.,-,Louis C. Camilleri,"120 Park Ave., New York, NY 10017",www.pmi.com
94,Emerson Electric Co.,111,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
95,3M Company,100,George W. Buckley,"3M Center, St. Paul, MN 55144",www.3m.com
96,"Macy’s, Inc.",91,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
97,International Paper Company,114,John V. Faraci,"6400 Poplar Ave., Memphis, TN 38197",www.internationalpaper.com
98,Occidental Petroleum Corporation,123,Ray R. Irani,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
99,"The Travelers Companies, Inc.",93,Jay S. Fishman,"485 Lexington Ave., New York, NY 10017",www.travelers.com
100,Rite Aid Corporation,142,Mary F. Sammons,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
101,"Publix Super Markets, Inc.",107,William E. Crenshaw,"3300 Publix Corporate Pkwy., Lakeland, FL 33811",www.publix.com
102,Tech Data Corporation,105,Robert M. Dutkowsky,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
103,"Merck & Co., Inc.",101,Richard T. Clark,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
104,AMR Corporation,109,Gerard J. Arpey,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
105,United States Steel Corporation,146,John P. Surma Jr.,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
106,Nucor Corporation,151,Daniel R. DiMicco,"1915 Rexford Rd., Charlotte, NC 28211",www.nucor.com
107,McDonald’s Corporation,106,James A. Skinner,"1 McDonald's Plaza, Oak Brook, IL 60523",www.mcdonalds.com
108,Raytheon Company,112,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
109,"Staples, Inc.",128,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
110,Wyeth,113,Bernard J. Poussot,"5 Giralda Farms, Madison, NJ 7940",www.wyeth.com
111,"Delta Air Lines, Inc.",129,Richard H. Anderson,"1030 Delta Blvd., Atlanta, GA 30354",www.delta.com
112,Fannie Mae,53,Herbert M. Allison Jr.,"3900 Wisconsin Ave. N.W., Washington, DC 20016",www.fanniemae.com
113,Oracle Corporation,137,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
114,Fluor Corporation,148,Alan L. Boeckmann,"6700 Las Colinas Blvd., Irving, TX 75039",www.fluor.com
115,"Express Scripts, Inc.",135,George Paz,"1 Express Way, St. Louis, MO 63121",www.express-scripts.com
116,Coca-Cola Enterprises Inc.,118,John F. Brock,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
117,Google Inc.,150,Eric E. Schmidt,"1600 Amphitheatre Pkwy., Mountain View, CA 94043",www.google.com
118,Northwestern Mutual Life Insurance Company,110,Edward J. Zore,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
119,Manpower Inc.,120,Jeffrey A. Joerres,"100 Manpower Place, Milwaukee, WI 53212",www.manpowergroup.com
120,Bristol-Myers Squibb Company,125,James M. Cornelius,"345 Park Ave., New York, NY 10154",www.bms.com
121,Delphi Corporation,92,Rodney O'Neal,"5725 Delphi Dr., Troy, MI 48098",www.delphi.com
122,Eli Lilly and Company,133,John C. Lechleiter,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
123,UAL Corporation,124,Glenn F. Tilton,"77 W. Wacker Dr., Chicago, IL 60601",www.unitedcontinentalholdings.com
124,Nationwide Mutual Insurance Co.,108,Stephen S. Rasmussen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
125,"Constellation Energy Group, Inc.",117,Mayo A. Shattuck III,"100 Constellation Way, Baltimore, MD 21202",www.exeloncorp.com
126,"The DirecTV Group, Inc.",143,Chase Carey,"2230 E. Imperial Highway, El Segundo, CA 90245",www.directv.com
127,The Goodyear Tire & Rubber Company,119,Robert J. Keegan,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
128,Kimberly-Clark Corporation,136,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
129,U.S. Bancorp,122,Richard K. Davis,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
130,Amazon.Com Inc.,171,Jeffrey P. Bezos,"1200 12th Avenue S., Seattle, WA 98144",www.amazon.com
131,"The TJX Companies, Inc.",132,Carol M. Meyrowitz,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
132,CIGNA Corporation,141,H. Edward Hanway,"2 Liberty Place, Philadelphia, PA 19192",www.cigna.com
133,Whirlpool Corporation,127,Jeff M. Fettig,"2000 North M-63, Benton Harbor, MI 49022",www.whirlpoolcorp.com
134,Exelon Corporation,131,John W. Rowe,"10 S. Dearborn St., Chicago, IL 60680",www.exeloncorp.com
135,Massachusetts Financial Group,99,Stuart H. Reese,"1295 State St., Springfield, MA 1111",www.massmutual.com
136,"Nike, Inc.",153,Mark G. Parker,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
137,World Fuel Services Corporation,188,Paul H. Stebbins,"9800 N.W. 41st St., Miami, FL 33178",www.wfscorp.com
138,Schering-Plough Corporation,212,Fred Hassan,"2000 Galloping Hill Rd., Kenilworth, NJ 7033",www.schering-plough.com
139,"J.C. Penney Company, Inc.",126,Myron E. Ullman III,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
140,International Assets Holding Corporation,512,Sean M. O'Connor,"220 E. Central Pkwy., Altamonte Springs, FL 32701",www.intlfcstone.com
141,Halliburton Company,167,David J. Lesar,"1401 McKinney St., Houston, TX 77010",www.halliburton.com
142,Burlington Northern Santa Fe Corp.,160,Matthew K. Rose,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.bnsf.com
143,Union Pacific Corporation,154,James R. Young,"1400 Douglas St., Omaha, NE 68179",www.up.com
144,"Avnet, Inc.",163,Roy A. Vallee,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
145,Capital One Financial Corporation,130,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
146,"Freeport-McMoRan Copper & Gold, Inc.",140,Richard C. Adkerson,"1 N. Central Ave., Phoenix, AZ 85004",www.fcx.com
147,Xerox Corporation,144,Anne M. Mulcahy,"45 Glover Ave., Norwalk, CT 6850",www.xerox.com
148,Illinois Tool Works Inc.,155,David B. Speer,"3600 W. Lake Ave., Glenview, IL 60026",www.itw.com
149,The Southern Company,166,David M. Ratcliffe,"30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",www.southerncompany.com
150,"Merrill Lynch & Co., Inc.",30,Kenneth D. Lewis,"4 World Financial Center, New York, NY 10080",www.ml.com
151,"Arrow Electronics, Inc",158,Michael J. Long,"50 Marcus Dr., Melville, NY 11747",www.arrow.com
152,AFLAC Incorporated,165,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
153,Computer Sciences Corporation,170,Michael W. Laphen,"3170 Fairview Park Dr., Falls Church, VA 22042",www.csc.com
154,"FPL Group, Inc.",168,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
155,Kohl’s Corporation,152,Kevin B. Mansell,"N56 W17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
156,The Bank of New York Mellon Corporation,172,Robert P. Kelly,"1 Wall St., New York, NY 10286",www.bnymellon.com
157,"Dominion Resources, Inc.",161,Thomas F. Farrell II,"120 Tredegar St., Richmond, VA 23219",www.dom.com
158,The AES Corporation,183,Paul T. Hanrahan,"4300 Wilson Blvd., Arlington, VA 22203",www.aes.com
159,"Oneok, Inc.",192,John W. Gibson,"100 W. Fifth St., Tulsa, OK 74103",www.oneok.com
160,"Altria Group, Inc.",61,Michael E. Szymanczyk,"6601 W. Broad St., Richmond, VA 23230",www.altria.com
161,"PPG Industries, Inc.",217,Charles E. Bunch,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
162,Anadarko Petroleum Corp.,159,James T. Hackett,"1201 Lake Robbins Dr., The Woodlands, TX 77380",www.anadarko.com
163,Devon Energy Corporation,221,J. Larry Nichols,"20 N. Broadway, Oklahoma City, OK 73102",www.devonenergy.com
164,Eaton Corporation,207,Alexander M. Cutler,"1111 Superior Ave., Cleveland, OH 44114",www.eaton.com
165,"Health Net, Inc.",179,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
166,Colgate-Palmolive Company,186,Ian M. Cook,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
167,"Continental Airlines, Inc.",178,Lawrence W. Kellner,"1600 Smith St., Houston, TX 77002",www.continental.com
168,"Amgen, Inc",173,Kevin W. Sharer,"1 Amgen Center Dr., Thousand Oaks, CA 91320",www.amgen.com
169,TRW Automotive Holdings Corp.,174,John C. Plant,"12001 Tech Center Dr., Livonia, MI 48150",www.trw.com
170,PACCAR Inc,169,Mark C. Pigott,"777 106th Ave. N.E., Bellevue, WA 98004",www.paccar.com
171,"L-3 Communications Holdings, Inc.",182,Michael T. Strianese,"600 Third Ave., New York, NY 10016",www.l-3com.com
172,EMC Corporation,201,Joseph M. Tucci,"176 South St., Hopkinton, MA 1748",www.emc.com
173,Textron Inc.,202,Lewis B. Campbell,"40 Westminster St., Providence, RI 2903",www.textron.com
174,Loews Corporation,139,James S. Tisch,"667 Madison Ave., New York, NY 10065",www.loews.com
175,Navistar International Corporation,-,Daniel C. Ustian,"4201 Winfield Rd., Warrenville, IL 60555",www.navistar.com
176,PG&E Corporation,200,Peter A. Darbee,"1 Market St., San Francisco, CA 94105",www.pge.com
177,"Viacom, Inc.",191,Philippe P. Dauman,"1515 Broadway, New York, NY 10036",www.viacom.com
178,"The Gap, Inc.",162,Glenn K. Murphy,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
179,"Office Depot, Inc.",164,Steve Odland,"6600 N. Military Trail, Boca Raton, FL 33496",www.officedepot.com
180,"American Electric Power Company, Inc.",196,Michael G. Morris,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
181,Cummins Inc.,206,Theodore M. Solso,"500 Jackson St., Columbus, IN 47201",www.cummins.com
182,"Autonation, Inc.",138,Michael J. Jackson,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",www.autonation.com
183,"Smithfield Foods, Inc.",222,C. Larry Pope,"200 Commerce St., Smithfield, VA 23430",www.smithfieldfoods.com
184,Edison International,205,Theodore F. Craver,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
185,"Integrys Energy Group, Inc.",254,Charles A. Schrock,"130 E. Randolph Dr., Chicago, IL 60601",www.integrysgroup.com
186,CBS Corporation,181,Leslie Moonves,"51 W. 52nd St., New York, NY 10019",www.cbscorporation.com
187,"Sun Microsystems, Inc.",184,Jonathan I. Schwartz,"4150 Network Circle, Santa Clara, CA 95054",www.sun.com
188,"ConAgra Foods, Incorporated",210,Gary M. Rodkin,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
189,"The Pepsi Bottling Group, Inc.",190,Eric J. Foss,"1 Pepsi Way, Somers, NY 10589",www.pbg.com
190,"Public Service Enterprise Group, Inc.",198,Ralph Izzo,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
191,"Consolidated Edison, Inc.",195,Kevin Burke,"4 Irving Place, New York, NY 10003",www.conedison.com
192,"Toys ” R ” Us, Inc.",189,Gerald L. Storch,"1 Geoffrey Way, Wayne, NJ 7470",www.toysrusinc.com
193,"General Mills, Inc.",214,Kendall J. Powell,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
194,FirstEnergy Corp.,209,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
195,Lear Corporation,157,Robert E. Rossiter,"21557 Telegraph Rd., Southfield, MI 48033",www.lear.com
196,"Medtronic, Inc.",217,William A. Hawkins III,"710 Medtronic Pkwy., Minneapolis, MN 55432",www.medtronic.com
197,Qwest Communications International Inc.,187,Edward A. Mueller,"1801 California St., Denver, CO 80202",www.centurylink.com
198,Aramark Corporation,216,Joseph Neubauer,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
199,Sara Lee Corporation,203,Brenda C. Barnes,"3500 Lacey Rd., Downers Grove, IL 60515",www.hillshirebrands.com
200,"National Oilwell Varco, Inc.",268,Merrill A. Miller Jr.,"7909 Parkwood Circle Dr., Houston, TX 77036",www.nov.com
201,"Waste Management, Inc.",199,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
202,Omnicom Group Inc.,211,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
203,The Chubb Corporation,180,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7059",www.chubb.com
204,Duke Energy Corporation,204,James E. Rogers,"526 S. Church St., Charlotte, NC 28202",www.duke-energy.com
205,Entergy Corporation,231,J. Wayne Leonard,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
206,State Street Corporation,225,Ronald E. Logue,"1 Lincoln St., Boston, MA 2111",www.statestreet.com
207,United Services Automobile Association,176,Josue Robles Jr.,"9800 Fredericksburg Rd, San Antonio, TX 78288",www.usaa.com
208,"Marriott International, Inc.",197,J.W. Marriott Jr.,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
209,The Progressive Corporation,175,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
210,Kellogg Company,227,A.D. David Mackay,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
211,"SunTrust Banks, Inc.",193,James M. Wells III,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
212,"Jabil Circuit, Inc.",219,Timothy L. Main,"10560 Dr. Martin Luther King Jr. St. N., St. Petersburg, FL 33716",www.jabil.com
213,Danaher Corporation,239,H. Lawrence Culp Jr.,"2099 Pennsylvania Ave. N.W., Washington, DC 20006",www.danaher.com
214,"Reliant Energy, Inc.",237,Mark M. Jacobs,"1000 Main St., Houston, TX 77002",www.genon.com
215,Texas Instruments Incorporated,185,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75243",www.ti.com
216,Dean Foods Company,224,Gregg L. Engles,"2515 McKinney Ave., Dallas, TX 75201",www.deanfoods.com
217,Apache Corporation,262,G. Steven Farris,"2000 Post Oak Blvd., Houston, TX 77056",www.apachecorp.com
218,"The Williams Companies, Inc.",208,Steven J. Malcolm,"1 Williams Center, Tulsa, OK 74172",www.williams.com
219,Baxter International Inc.,236,Robert L. Parkinson Jr.,"1 Baxter Pkwy., Deerfield, IL 60015",www.baxter.com
220,Freddie Mac,54,John A. Koskinen,"8200 Jones Branch Dr., McLean, VA 22102",www.freddiemac.com
221,Parker-Hannifin Corporation,247,Donald E. Washkewicz,"6035 Parkland Blvd., Cleveland, OH 44124",www.parker.com
222,"US Airways Group, Inc.",228,W. Douglas Parker,"111 W. Rio Salado Pkwy., Tempe, AZ 85281",www.usairways.com
223,"Knight, Inc.",230,Richard D. Kinder,"500 Dallas St., Houston, TX 77002",www.kindermorgan.com
224,"Land O’Lakes, Inc.",294,Christopher J. Policinski,"4001 Lexington Ave. N., Arden Hills, MN 55112",www.landolakesinc.com
225,"Penske Automotive Group, Inc.",194,Roger S. Penske,"2555 Telegraph Rd., Bloomfield Hills, MI 48302",www.penskeautomotive.com
226,Coventry Health Care Inc.,266,Allen F. Wise,"6705 Rockledge Dr., Bethesda, MD 20817",www.coventryhealthcare.com
227,Baker Hughes Incorporated,252,Chad C. Deaton,"2929 Allen Pkwy., Houston, TX 77019",www.bakerhughes.com
228,"Circuit City Stores, Inc.",215,James A. Marcum,"9950 Mayland Dr., Richmond, VA 23233",www.circuitcity.com
229,ITT Corporation,285,Steven R. Loranger,"1133 Westchester Ave., White Plains, NY 10604",www.itt.com
230,Chesapeake Energy Corporation,324,Aubrey K. McClendon,"6100 N. Western Ave., Oklahoma City, OK 73118",www.chk.com
231,DISH Network Corporation,240,Charles W. Ergen,"9601 S. Meridian Blvd., Englewood, CO 80112",www.dish.com
232,"Marsh & McLennan Companies, Inc.",220,Brian Duperreault,"1166 Sixth Ave., New York, NY 10036",www.mmc.com
233,R.R. Donnelley & Sons Company,229,Thomas J. Quinlan III,"111 S. Wacker Dr., Chicago, IL 60606",www.rrdonnelley.com
234,"KBR, Inc.",284,William P. Utt,"601 Jefferson St., Houston, TX 77002",www.kbr.com
235,Monsanto Company,305,Hugh Grant,"800 N. Lindbergh Blvd., St. Louis, MO 63167",www.monsanto.com
236,Weyerhaeuser Company,147,Daniel S. Fulton,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.weyerhaeuser.com
237,Energy Future Holdings Corp.,317,John F. Young,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
238,"CenterPoint Energy, Inc.",271,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
239,"Yum! Brands, Inc.",253,David C. Novak,"1441 Gardiner Lane, Louisville, KY 40213",www.yum.com
