Rank,Title,Previous Rank,CEO,Address,Website
87,PG&E Corporation,82,Robert D. Glynn Jr.,"1 Liberty Place, Philadelphia, PA 19192",www.pge.com
88,"Alcoa, Inc.",77,Alain J.P. Belda,"151 Farmington Ave., Hartford, CT 6156",www.alcoa.com
89,American Express Company,74,Kenneth I. Chenault,"730 Third Ave., New York, NY 10017",www.americanexpress.com
90,Wachovia Corp.,73,G. Kennedy Thompson,"1 Park Plaza, Nashville, TN 37203",www.wachovia.com
91,"Lehman Brothers Holdings, Inc.",65,Richard S. Fuld Jr.,"7075 Flying Cloud Dr., Eden Prairie, MN 55344",www.lehman.com
92,"Cisco Systems, Inc.",107,John T. Chambers,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.cisco.com
93,CVS Corporation,100,Thomas M. Ryan,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",info.cvscaremark.com
95,Sysco Corporation,105,Charles H. Cotros,"170 W. Tasman Dr., San Jose, CA 95134",www.sysco.com
96,Bristol-Myers Squibb Company,88,Peter R. Dolan,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.bms.com
97,Electronic Data Systems Corporation,106,Richard H. Brown,"17000 Rotunda Dr., Dearborn, MI 48120",www.eds.com
98,"Caterpillar, Inc.",99,Glen A. Barton,"345 Park Ave., New York, NY 10154",www.caterpillar.com
99,The Coca-Cola Company,93,Douglas N. Daft,"1840 Century Park E., Los Angeles, CA 90067",www.coca-colacompany.com
100,Archer Daniels Midland Company,152,G. Allen Andreas,"100 Abbott Park Rd., Abbott Park, IL 60064",www.adm.com
101,"AutoNation, Inc.",83,Michael J. Jackson,"3 First National Plaza, Chicago, IL 60602",www.autonation.com
102,Qwest Communications International Inc.,120,Joseph P. Nacchio,"1945 Lakepointe Dr., Lewisville, TX 75029",www.centurylink.com
103,FedEx Corporation,112,Frederick W. Smith,"1 WellPoint Way, Thousand Oaks, CA 91362",www.fedex.com
104,Massachusetts Mutual Life Insurance Company,173,Robert J. O'Connell,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.massmutual.com
105,Pharmacia Corporation,113,Fred Hassan,"141 Spring St., Lexington, MA 2421",www.pnu.com
106,FleetBoston Financial Corporation,81,Charles K. Gifford,"100 Route 206 N., Peapack, NJ 7977",www.fleet.com
107,CIGNA Corporation,102,H. Edward Hanway,"667 Madison Ave., New York, NY 10021",www.cigna.com
108,AMR Corporation,98,Donald J. Carty,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.aa.com
109,Loews Corporation,92,James S. Tisch,"745 Seventh Ave., New York, NY 10019",www.loews.com
110,Solectron Corporation,139,Koichi Nishimura,"3M Center, St. Paul, MN 55144",www.solectron.com
111,"Johnson Controls, Inc.",115,James H. Keyes,"1 Nationwide Plaza, Columbus, OH 43215",www.johnsoncontrols.com
112,"Sun Microsystems, Inc.",125,Scott G. McNealy,"1936 George Jenkins Blvd., Lakeland, FL 33815",www.sun.com
113,"HCA, Inc",119,Jack O. Bovender Jr.,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.hcahealthcare.com
114,Visteon Corporation,-,Peter J. Pestillo,"690 Asylum Ave., Hartford, CT 6115",www.visteon.com
115,Sara Lee Corporation,96,C. Steven McMillan,"100 Federal St., Boston, MA 2110",www.hillshirebrands.com
116,"Washington Mutual, Inc.",124,Kerry K. Killinger,"800 Long Ridge Rd., Stamford, CT 6904",www.wamu.com
117,Tech Data Corporation,95,Steven A. Raymund,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
118,"Federated Department Stores, Inc.",110,James M. Zimmerman,"526 S. Church St., Charlotte, NC 28202",www.macysinc.com
119,Raytheon Company,111,Daniel P. Burnham,"7277 164th Ave., Redmond, WA 98052",www.raytheon.com
120,Xerox Corporation,109,Anne Mulcahy,"1 Riverside Plaza, Columbus, OH 43215",www.xerox.com
121,U.S. Bancorp,268,Jerry A. Grundhofer,"1801 California St., Denver, CO 80202",www.usbank.com
122,TRW Inc.,114,Philip A. Odeen,"7 W. Seventh St., Cincinnati, OH 45202",www.trw.com
123,Abbott Laboratories,144,Miles D. White,"601 Second Ave. S., Minneapolis, MN 55402",www.abbott.com
124,Northwestern Mutual Life Insurance Company,116,Edward J. Zore,-,www.northwesternmutual.com
125,UAL Corporation,104,John W. Creighton Jr.,"30 Hunter Lane, Camp Hill, PA 17011",www.unitedcontinentalholdings.com
126,Minnesota Mining and Manufacturing Company,118,W. James McNerney Jr.,"10 S. Dearborn St., Chicago, IL 60680",www.3m.com
127,AmerisourceBergen Corp.,165,R. David Yost,"2700 Sanders Rd., Prospect Heights, IL 60070",www.amerisourcebergen.com
128,"Coca-Cola Enterprises, Inc.",128,Lowry F. Kline,"5 Giralda Farms, Madison, NJ 7940",www.cokecce.com
129,"Fleming Companies, Inc.",135,Mark S. Hansen,"175 Berkeley St., Boston, MA 2117",-
130,Emerson Electric Co.,126,David N. Farr,"2 Folsom St., San Francisco, CA 94105",www.emerson.com
131,Best Buy Co. Inc.,156,Richard M. Schulze,"21557 Telegraph Rd., Southfield, MI 48086",www.bestbuy.com
132,Rite Aid Corporation,130,Robert G. Miller,"1200 E. Algonquin Rd., Elk Grove Tnshp., IL 60007",www.riteaid.com
133,"Publix Super Markets, Inc.",132,Charles H. Jenkins Jr.,"9 W. 57th Street, New York, NY 10019",www.publix.com
134,Hartford Financial Services Group Inc.,129,Ramani Ayer,"1601 Bryan St., Dallas, TX 75201",www.thehartford.com
135,Exelon Corporation,245,John W. Rowe,"1 John Deere Place, Moline, IL 61265",www.exeloncorp.com
136,Nationwide Mutual Insurance Co.,127,William G. Jurgensen,"3820 State St., Santa Barbara, CA 93105",www.nationwide.com
137,Xcel Energy Inc.,166,Wayne Brunetti,"3190 Fairview Park Dr., Falls Church, VA 22042",www.xcelenergy.com
138,Valero Energy Corp,131,William E. Greehey,"8000 W. Florissant Ave., St. Louis, MO 63136",www.valero.com
140,Weyerhaeuser Company,122,Steven R. Rogel,"1 Market St., San Francisco, CA 94105",www.weyerhaeuser.com
141,Kimberly-Clark Corporation,142,Wayne R. Sanders,"600 Mountain Ave., Murray Hill, NJ 7974",www.kimberly-clark.com
142,Liberty Mutual Insurance Group,121,Edmund F. Kelly,"1 Busch Place, St. Louis, MO 63118",www.libertymutual.com
143,The May Department Stores Company,134,Eugene S. Kahn,"351 Phelps Dr., Irving, TX 75038",www.mayco.com
144,The Goodyear Tire & Rubber Company and Subsidiaries,136,Samir G. Gibara,"611 Olive St., St. Louis, MO 63101",www.goodyear.com
145,Wyeth,143,Robert A. Essner,"1030 Delta Blvd., Atlanta, GA 30320",www.wyeth.com
146,Occidental Petroleum Corporation,133,Ray R. Irani,"120 Monument Circle, Indianapolis, IN 46204",www.oxy.com
147,"Household International, Inc.",161,William F. Aldinger III,"13900 Riverport Dr., Maryland Heights, MO 63043",www.household.com
148,"Delta Air Lines, Inc.",123,Leo F. Mullin,"750 W. John Carpenter Freeway, Irving, TX 75039",www.delta.com
149,"The Gap, Inc.",147,Millard S. Drexler,"5050 Edgewood Court, Jacksonville, FL 32254",www.gapinc.com
150,Lear Corporation,140,Robert E. Rossiter,"343 State St., Rochester, NY 14650",www.lear.com
151,Northrop Grumman Corporation,232,Kent Kresa,"9950 Mayland Dr., Richmond, VA 23233",www.northropgrumman.com
152,Amerada Hess Corporation,158,John B. Hess,"1001 Louisiana St., Houston, TX 77002",www.hess.com
153,Halliburton Company,148,David J. Lesar,"4100 Clinton Dr., Houston, TX 77020",www.halliburton.com
154,Deere & Company,149,Robert W. Lane,"1801 Market St., Philadelphia, PA 19103",www.deere.com
155,Eastman Kodak Company,141,Daniel A. Carp,"4150 Network Circle, Santa Clara, CA 95054",www.kodak.com
156,CMS Energy Corporation,211,William T. McCormick Jr.,"1416 Dodge St., Omaha, NE 68179",www.cmsenergy.com
157,"Circuit City Stores, Inc.",155,W. Alan McCollough,"1500 Market St., Philadelphia, PA 19102",www.circuitcity.com
158,CInergy Corp.,228,James E. Rogers,"777 Gibraltar Dr., Milpitas, CA 95035",www.cinergy.com
159,"Anheuser-Busch Companies, Inc.",159,August A. Busch III,"76 S. Main St., Akron, OH 44308",www.anheuser-busch.com
160,"Winn-Dixie Stores, Inc.",145,Allen R. Rowland,"139 E. Fourth St., Cincinnati, OH 45202",www.winn-dixie.com
161,"Avnet, Inc.",208,Roy Vallee,"770 Cochituate Rd., Framingham, MA 1701",www.avnet.com
162,WellPoint Health Networks Inc.,204,Leonard D. Schaeffer,"1185 Sixth Ave, New York, NY 10036",www.wellpoint.com
163,"Sunoco, Inc.",154,John G. Drosdick,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.sunocoinc.com
164,Textron Inc.,150,Lewis B. Campbell,"1111 Louisiana St., Houston, TX 77002",www.textron.com
165,Edison International,164,John E. Bryson,"500 Staples Dr., Framingham, MA 1702",www.edisoninvestor.com
166,General Dynamics Corporation,180,Nicholas D. Chabraja,"2200 Old Germantown Rd., Delray Beach, FL 33445",www.generaldynamics.com
167,Tenet Healthcare Corporation,171,Jeffrey C. Barbakow,"2100 E. Grand Ave., El Segundo, CA 90245",www.tenethealth.com
168,Union Pacific Corporation,162,Richard K. Davidson,"461 From Rd., Paramus, NJ 7652",www.up.com
169,PacifiCare Health Systems Inc.,169,Howard G. Phanstiel,"500 W. Main St., Louisville, KY 40202",www.pacificare.com
170,"Farmland Industries, Inc.",160,Robert W. Honse,"5995 Plaza Dr., Cypress, CA 90630",www.farmland.com
171,Eli Lilly and Company,176,Sidney Taurel,"1001 Fannin St., Houston, TX 77002",www.lilly.com
172,"Waste Management, Inc.",157,A. Maurice Myers,"Lilly Corporate Center, Indianapolis, IN 46285",www.wm.com
173,"Office Depot, Inc.",167,M. Bruce Nelson,"2000 North M-63, Benton Harbor, MI 49022",www.officedepot.com
174,"The Williams Companies, Inc.",168,Steven J. Malcolm,"40 Westminster St., Providence, RI 2903",www.williams.com
176,Oracle Corporation,184,Lawrence J. Ellison,"5301 N. Ironwood Rd., Milwaukee, WI 53217",www.oracle.com
177,"Tyson Foods, Inc.",257,John H. Tyson,"270 Peachtree St. N.W., Atlanta, GA 30303",www.tysonfoods.com
178,"Staples, Inc.",178,Ronald L. Sargent,"1166 Sixth Ave., New York, NY 10036",www.staples.com
179,"The TJX Companies, Inc.",195,Edmond J. English,"1100 N. King St., Wilmington, DE 19884",www.tjx.com
180,"Dominion Resources, Inc.",203,Thomas E. Capps,"800 Nicollet Mall, Minneapolis, MN 55402",www.dom.com
181,Computer Sciences Corporation,200,Van B. Honeycutt,"1001 N. 19th St., Arlington, VA 22209",www.csc.com
182,Manpower Inc.,177,Jeffrey A. Joerres,"4500 Dorr St., Toledo, OH 43615",www.manpowergroup.com
183,Dana Corporation,153,Joseph Magliochetti,"1932 Wynnton Rd., Columbus, GA 31999",www.dana.com
184,"Anthem,Inc.",219,Larry Glasscock,"120 Tredegar St., Richmond, VA 23219",www.wellpoint.com
185,Allegheny Energy Incorporated,417,Alan J. Noia,"21650 Oxnard St., Woodland Hills, CA 91367",www.firstenergycorp.com
186,Whirlpool Corporation,181,David R. Whitwam,"1 Enterprise Dr., Aliso Viejo, CA 92656",www.whirlpoolcorp.com
187,Humana Inc.,179,Michael B. McCallister,"2000 Galloping Hill Rd., Kenilworth, NJ 7033",www.humana.com
188,Southern Company,76,H. Allen Franklin,"1 Bowerman Dr., Beaverton, OR 97005",www.southerncompany.com
189,"Marriott International, Inc.",186,J. W. Marriott Jr.,"3600 W. Lake Ave., Glenview, IL 60025",www.marriott.com
190,MBNA Corporation,240,Alfred Lerner,"500 Oracle Pkwy., Redwood City, CA 94065",www.mbna.com
191,"Arrow Electronics, Inc",151,Francis M. Scricco,"2980 Fairview Park Dr., Falls Church, VA 22042",www.arrow.com
192,Health Net Inc.,209,Jay M. Gellert,"1 Fountain Square, Chattanooga, TN 37402",www.healthnet.com
193,"Marsh & McLennan Companies, Inc.",183,Jeffrey W. Greenberg,"2700 Lone Oak Pkwy., Eagan, MN 55121",www.mmc.com
194,Northwest Airlines Corporation,170,Richard H. Anderson,"600 Grant St., Pittsburgh, PA 15219",www.nwa.com
195,"Public Service Enterprise Group, Inc.",275,E. James Ferland,"21001 Van Born Rd., Taylor, MI 48180",www.pseg.com
196,Schering-Plough Corporation,192,Richard Jay Kogan,"1 Williams Center, Tulsa, OK 74172",www.schering-plough.com
197,"Illinois Tool Works, Inc.",189,W. James Farrell,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.itw.com
198,Comcast Corporation,233,Brian L. Roberts,"300 Park Ave., New York, NY 10022",www.comcastcorporation.com
199,"Consolidated Edison, Inc.",197,Eugene R. McGrath,"9800 Fredericksburg Rd., San Antonio, TX 78288",www.conedison.com
200,Entergy Corporation,187,J. Wayne Leonard,"1 Pepsi Way, Somers, NY 10589",www.entergy.com
201,AES Corporation,279,Dennis W. Bakke,"2515 McKinney Ave., Dallas, TX 75201",www.aes.com
202,"AFLAC, Inc.",193,Daniel P. Amos,"3 Limited Pkwy., Columbus, OH 43230",www.aflac.com
203,NiSource Inc.,294,Gary L. Neale,"15 Mountain View Rd., Warren, NJ 7061",www.nisource.com
204,"Nike, Inc.",212,Philip H. Knight,"N56 W. 17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.nikeinc.com
205,UnumProvident Corporation,198,J. Harold Chandler,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.unum.com
206,H.J. Heinz Company,199,William R. Johnson,"2211 S. 47th St., Phoenix, AZ 85034",www.heinz.com
207,Colgate-Palmolive Company,201,Reuben Mark,"385 Washington St., St. Paul, MN 55102",www.colgatepalmolive.com
208,"The Limited, Inc.",185,Leslie H. Wexner,"John Hancock Place, Boston, MA 2117",www.lb.com
209,John Hancock Financial Services Inc.,244,-,"4500 Park Granada, Calabasas, CA 91302",www.jhancock.com
210,"Express Scripts, Inc.",276,Barrett A. Toan,"711 High St., Des Moines, IA 50392",www.express-scripts.com
211,Burlington Northern Santa Fe Corp.,206,Matthew K. Rose,"80 Park Plaza, Newark, NJ 7101",www.bnsf.com
212,Agilent Technologies Inc.,-,Edward W. Barnholt,"200 E. Randolph St., Chicago, IL 60601",www.agilent.com
213,National City Corporation,210,David A. Daberko,"1101 Market St., Philadelphia, PA 19107",www.nationalcity.com
214,Fluor Corporation,-,Alan L. Boeckmann,"2700 N. First St., San Jose, CA 95134",www.fluor.com
215,United Services Automobile Association,224,Robert G. Davis,"1900 E. Ninth St., Cleveland, OH 44114",www.usaa.com
216,"Continental Airlines, Inc.",191,Gordon M. Bethune,"2001 Edmund Halley Dr., Reston, VA 20191",www.continental.com
217,Cendant Corporation,367,Henry R. Silverman,"4 Irving Place, New York, NY 10003",www.avisbudgetgroup.com
218,"The St. Paul Companies, Inc.",222,Jay S. Fishman,"Prudential Tower Building, Boston, MA 2199",www.travelers.com
219,Guardian Life Insurance Co. of America,214,Joseph D. Sargent,"200 E. Basse Rd., San Antonio, TX 78209",www.guardianlife.com
220,Kellogg Company,269,Carlos M. Gutierrez,"1600 Smith St., Houston, TX 77002",www.kelloggcompany.com
221,"Principal Financial Group, Inc.",215,J. Barry Griswell,"333 Clay St., Houston, TX 77002",www.principal.com
222,"SCI Systems, Inc.",230,Jure Sola,"1 Baxter Pkwy., Deerfield, IL 60015",www.sci.com
223,"The Bear Stearns Companies, Inc.",182,James E. Cayne,"12500 TI Blvd., Dallas, TX 75266",www.bearstearns.com
224,"R. J. Reynolds Tobacco Holdings, Inc.",235,Andrew J. Schindler,"639 Loyola Ave., New Orleans, LA 70113",www.reynoldsamerican.com
225,Ashland Inc.,234,Paul W. Chellgren,"1 Kellogg Square, Battle Creek, MI 49016",www.ashland.com
226,"FPL Group, Inc.",264,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
227,"Progress Energy, Inc.",406,William Cavanaugh III,"2999 Circle 75 Pkwy., Atlanta, GA 30339",www.progress-energy.com
228,"The Pepsi Bottling Group, Inc.",237,John T. Cahill,"410 S. Wilmington St., Raleigh, NC 27601",www.pbg.com
229,"SunTrust Banks, Inc.",221,L. Phillip Humann,"1600 Cantrell Rd., Little Rock, AR 72201",www.suntrust.com
231,Smurfit-Stone Container Corporation,217,Patrick J. Moore,"901 E. Cary St., Richmond, VA 23219",www.smurfit-stone.com
232,Anadarko Petroleum Corp.,314,John N. Seitz,"7 Hanover Square, New York, NY 10004",www.anadarko.com
233,Masco Corporation,255,Richard A. Manoogian,"1 PPG Place, Pittsburgh, PA 15272",www.masco.com
234,"US Airways Group, Inc.",202,David N. Siegel,"1 Allied Dr., Little Rock, AR 72202",www.usairways.com
235,Genuine Parts Company,229,Larry L. Prince,"1 General Mills Blvd., Minneapolis, MN 55426",www.genpt.com
236,Texas Instruments Incorporated,163,Thomas J. Engibous,"1111 Louisiana St., Houston, TX 77002",www.ti.com
237,"PPG Industries, Inc.",220,Raymond W. LeBoeuf,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.ppg.com
238,CSX,225,John W. Snow,"1 Centennial Ave., Piscataway, NJ 8855",www.csx.com
239,"Conseco, Inc.",231,Gary C. Wendt,"50 E. RiverCenter Blvd., Covington, KY 41012",www.cnoinc.com
240,Gillette Company,188,James M. Kilts,"1441 Gardiner Lane, Louisville, KY 40213",www.gillette.com
241,Sempra Energy,259,Stephen L. Baum,"2728 N. Harwood St., Dallas, TX 75201",www.sempra.com
242,FirstEnergy Corporation,266,H. Peter Burg,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstenergycorp.com
243,"Clear Channel Communications, Inc.",331,L. Lowry Mays,"12200 N. Ambassador Dr., Kansas City, MO 64163",www.clearchannel.com
244,Cenex Harvest States Cooperatives,223,John D. Johnson,"2555 Telegraph Rd, Bloomfield Hills, MI 48302",www.chsinc.com
245,DTE Energy Company,318,Anthony F. Earley Jr.,"50 Marcus Dr., Melville, NY 11747",www.dteenergy.com
