ranking,full name,ceo,sector,industry,hq location,hq address,website
759,Cooper Tire & Rubber Company,Bradley E. Hughes,Motor Vehicles & Parts,Motor Vehicles and Parts,"Findlay, Ohio",701 Lima Ave.,http://www.coopertire.com
760,"The Hain Celestial Group, Inc.",Irwin D. Simon,"Food, Beverages & Tobacco",Food Consumer Products,"Lake Success, N.Y.",1111 Marcus Ave.,http://www.hain.com
761,Penn Mutual Life Insurance Co.,Eileen C. McDonnell,Financials,"Insurance: Life, Health (stock)","Horsham, Pa.",600 Dresher Rd.,http://www.pennmutual.com
762,"Colony NorthStar, Inc.",Richard B. Saltzman,Financials,Real estate,Los Angeles,515 S. Flower St.,http://www.clns.com
763,ArcBest Corporation,Judy R. McReynolds,Transportation,"Trucking, Truck Leasing","Fort Smith, Ark.",8401 McClure Dr.,http://www.arcb.com
764,"Presidio, Inc.",Robert Cagnazzi,Technology,Information Technology Services,New York City,1 Penn Plaza,http://www.presidio.com
765,"TRI Pointe Group, Inc.",Douglas F. Bauer,Engineering & Construction,Homebuilders,"Irvine, Calif.",19540 Jamboree Rd.,http://www.tripointegroup.com
766,"Annaly Capital Management, Inc.",Kevin G. Keyes,Financials,Diversified Financials,New York City,1211 Ave. of the Americas,http://www.annaly.com
767,"G-III Apparel Group, Ltd.",Morris Goldfarb,Apparel,Apparel,New York City,512 Seventh Ave.,http://www.giii.com
768,AMC Networks Inc.,Joshua W. Sapan,Media,Entertainment,New York City,11 Penn Plaza,http://www.amcnetworks.com
769,"Enable Midstream Partners, LP",Rodney J. Sailor,Energy,Pipelines,Oklahoma City,211 N. Robinson Ave.,http://www.enablemidstream.com
770,Ciena Corporation,Gary B. Smith,Technology,Network and Other Communications Equipment,"Hanover, Md.",7035 Ridge Rd.,http://www.ciena.com
771,DSW Inc.,Roger L. Rawlins,Retailing,Specialty Retailers: Apparel,"Columbus, Ohio",810 DSW Dr.,http://www.dswinc.com
772,Convergys Corporation,Andrea J. Ayers,Business Services,Diversified Outsourcing Services,Cincinnati,201 E. Fourth St.,http://www.convergys.com
773,Park Hotels & Resorts Inc.,Thomas J. Baltimore Jr.,Financials,Real estate,"McLean, Va.",1775 Tysons Blvd.,http://www.pkhotelsandresorts.com
774,Pool Corporation,Manuel J. Perez de la Mesa,Wholesalers,Wholesalers: Diversified,"Covington, La.",109 Northpark Blvd.,http://www.poolcorp.com
775,"Fossil Group, Inc.",Kosta N. Kartsotis,Apparel,Apparel,"Richardson, Texas",901 S. Central Expressway,http://www.fossilgroup.com
776,"Domino's Pizza, Inc.",J. Patrick Doyle,"Hotels, Restaurants & Leisure",Food Services,"Ann Arbor, Mich.",30 Frank Lloyd Wright Dr.,http://www.dominos.com
777,Crane Co.,Max H. Mitchell,Industrials,Industrial Machinery,"Stamford, Conn.",100 First Stamford Place,http://www.craneco.com
778,"Caleres, Inc.",Diane M. Sullivan,Retailing,Specialty Retailers: Apparel,St. Louis,8300 Maryland Ave.,http://www.caleres.com
779,"Tempur Sealy International, Inc.",Scott L. Thompson,Household Products,"Home Equipment, Furnishings","Lexington, Ky.",1000 Tempur Way,http://www.tempursealy.com
780,"Tetra Tech, Inc.",Dan L. Batrack,Engineering & Construction,"Engineering, Construction","Pasadena, Calif.",3475 E. Foothill Blvd.,http://www.tetratech.com
781,"Illumina, Inc.",Francis A. deSouza,Technology,"Scientific,Photographic and Control Equipment",San Diego,5200 Illumina Way,http://www.illumina.com
782,"Valmont Industries, Inc.",Stephen G. Kaniewski,Materials,Metals,Omaha,1 Valmont Plaza,http://www.valmont.com
783,"Hill-Rom Holdings, Inc.",John P. Groetelaars,Health Care,Medical Products and Equipment,Chicago,130 E. Randolph St.,http://www.hill-rom.com
784,Unisys Corporation,Peter A. Altabef,Technology,Information Technology Services,"Blue Bell, Pa.",801 Lakeview Dr.,http://www.unisys.com
785,Zions Bancorporation,Harris H. Simmons,Financials,Commercial Banks,Salt Lake City,1 S. Main St.,http://www.zionsbancorporation.com
786,"Sinclair Broadcast Group, Inc.",Christopher S. Ripley,Media,Entertainment,"Hunt Valley, Md.",10706 Beaver Dam Rd.,http://www.sbgi.net
787,Louisiana-Pacific Corporation,W. Bradley Southern,Materials,"Building Materials, Glass",Nashville,414 Union St.,http://www.lpcorp.com
788,Mettler-Toledo International Inc.,Olivier A. Filliol,Technology,"Scientific,Photographic and Control Equipment","Columbus, Ohio",1900 Polaris Pkwy.,http://www.mt.com
789,"Synopsys, Inc.",Aart J. de Geus/Chi-Foon Chan,Technology,Computer Software,"Mountain View, Calif.",690 E. Middlefield Rd.,http://www.synopsys.com
790,Kemper Corporation,Joseph P. Lacher Jr.,Financials,Insurance: Property and Casualty (Stock),Chicago,1 E. Wacker Dr.,http://www.kemper.com
791,Cabot Corporation,Sean D. Keohane,Chemicals,Chemicals,Boston,2 Seaport Lane,http://www.cabotcorp.com
792,Great Plains Energy Incorporated,Terry D. Bassham,Energy,Utilities: Gas and Electric,"Kansas City, Mo.",1200 Main St.,http://www.evergyinc.com
793,"Rent-A-Center, Inc.",Mitchell E. Fadel,Retailing,Specialty Retailers: Other,"Plano, Texas",5501 Headquarters Dr.,http://www.rentacenter.com
794,"Hawaiian Holdings, Inc.",Peter R. Ingram,Transportation,Airlines,Honolulu,3375 Koapaka St.,http://www.hawaiianairlines.com
795,"Revlon, Inc.",Paul M. Meister,Household Products,Household and Personal Products,New York City,1 New York Plaza,http://www.revloninc.com
796,"Syneos Health, Inc.",Alistair MacDonald,Health Care,Health Care: Pharmacy and Other Services,"Raleigh, N.C.",3201 Beechleaf Court,http://www.syneoshealth.com
797,Public Storage,Ronald L. Havner Jr.,Financials,Real estate,"Glendale, Calif.",701 Western Ave.,http://www.publicstorage.com
798,"TTM Technologies, Inc.",Thomas T. Edman,Technology,Semiconductors and Other Electronic Components,"Costa Mesa, Calif.",1665 Scenic Ave.,http://www.ttm.com
799,Vectren Corporation,Carl L. Chapman,Energy,Utilities: Gas and Electric,"Evansville, Ind.",1 Vectren Sq.,http://www.vectren.com
800,Trimble Inc.,Steven W. Berglund,Technology,"Scientific,Photographic and Control Equipment","Sunnyvale, Calif.",935 Stewart Dr.,http://www.trimble.com
801,NOW INC.,Robert R. Workman,Wholesalers,Wholesalers: Diversified,Houston,7402 N. Eldridge Pkwy.,http://www.distributionnow.com
802,"Spirit Airlines, Inc.",Robert L. Fornaro,Transportation,Airlines,"Miramar, Fla.",2800 Executive Way,http://www.spirit.com
803,ASGN Incorporated,Peter T. Dameris,Business Services,Temporary Help,"Calabasas, Calif.",26745 Malibu Hills Rd.,http://www.asgn.com
804,"Lincoln Electric Holdings, Inc.",Christopher L. Mapes,Industrials,Industrial Machinery,Cleveland,22801 St. Clair Ave.,http://www.lincolnelectric.com
805,"Prologis, Inc.",Hamid R. Moghadam,Financials,Real estate,San Francisco,"Pier 1, Bay 1",http://www.prologis.com
806,Range Resources Corporation,Jeffrey L. Ventura,Energy,"Mining, Crude-Oil Production",Fort Worth,100 Throckmorton St.,http://www.rangeresources.com
807,Teledyne Technologies Incorporated,Robert Mehrabian,Aerospace & Defense,Aerospace and Defense,"Thousand Oaks, Calif.",1049 Camino Dos Rios,http://www.teledyne.com
808,"Vishay Intertechnology, Inc.",Gerald Paul,Technology,Semiconductors and Other Electronic Components,"Malvern, Pa.",63 Lancaster Ave.,http://www.vishay.com
809,"Boston Properties, Inc.",Owen D. Thomas,Financials,Real estate,Boston,800 Boylston St.,http://www.bostonproperties.com
810,"Applied Industrial Technologies, Inc.",Neil A. Schrimsher,Wholesalers,Wholesalers: Diversified,Cleveland,1 Applied Plaza,http://www.applied.com
811,Graham Holdings Company,Timothy J. O'Shaughnessy,Business Services,Education,"Arlington, Va.",1300 N. 17th St.,http://www.ghco.com
812,Amica Mutual Insurance Co.,Robert A. DiMuccio,Financials,Insurance: Property and Casualty (Mutual),"Lincoln, R.I.",100 Amica Way,http://www.amica.com
813,Concho Resources Inc.,Timothy A. Leach,Energy,"Mining, Crude-Oil Production","Midland, Texas",600 W. Illinois Ave.,http://www.concho.com
814,ITT Inc.,Denise L. Ramos,Industrials,Industrial Machinery,"White Plains, N.Y.",1133 Westchester Ave.,http://www.itt.com
815,Kansas City Southern,Patrick J. Ottensmeyer,Transportation,Railroads,"Kansas City, Mo.",427 W. 12th St.,http://www.kcsouthern.com
816,"M.D.C. Holdings, Inc.",Larry A. Mizel,Engineering & Construction,Homebuilders,Denver,4350 S. Monaco St.,http://www.mdcholdings.com
817,"Evergy, Inc.",Mark A. Ruelle,Energy,Utilities: Gas and Electric,"Topeka, Kans.",818 S. Kansas Ave.,http://www.westarenergy.com
818,Pinnacle Entertainment Inc.,Anthony M. Sanfilippo,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Las Vegas,3980 Howard Hughes Pkwy.,http://www.pnk.com
819,"Hawaiian Electric Industries, Inc.",Constance H. Lau,Energy,Utilities: Gas and Electric,Honolulu,1001 Bishop St.,http://www.hei.com
820,TEGNA Inc.,David T. Lougee,Media,Entertainment,"McLean, Va.",7950 Jones Branch Dr.,http://www.tegna.com
821,"Southwest Gas Holdings, Inc.",John P. Hester,Energy,Utilities: Gas and Electric,Las Vegas,5241 Spring Mountain Rd.,http://www.swgasholdings.com
822,Vista Outdoor Inc.,Christopher T. Metz,Household Products,Miscellaneous,"Farmington, Utah","262 N. University Ave,",http://www.vistaoutdoor.com
823,"The Bon-Ton Stores, Inc.",William X. Tracy,Retailing,General Merchandisers,"York, Pa.",2801 E. Market St.,http://www.bonton.com
824,"Super Micro Computer, Inc.",Charles Liang,Technology,"Computers, Office Equipment","San Jose, Calif.",980 Rock Ave.,http://www.supermicro.com
825,Plexus Corp.,Todd P. Kelsey,Technology,Semiconductors and Other Electronic Components,"Neenah, Wis.",1 Plexus Way,http://www.plexus.com
826,"TrueBlue, Inc.",Steven C. Cooper,Business Services,Temporary Help,"Tacoma, Wash.",1015 A St.,http://www.trueblue.com
827,"Magellan Midstream Partners, L.P.",Michael N. Mears,Energy,Pipelines,"Tulsa, Okla.",1 Williams Center,http://www.magellanlp.com
828,The Toro Company,Richard M. Olson,Industrials,Construction and Farm Machinery,"Bloomington, Minn.",8111 Lyndale Ave. S.,http://www.thetorocompany.com
829,"Akamai Technologies, Inc.",F. Thomson Leighton,Technology,Internet Services and Retailing,"Cambridge, Mass.",150 Broadway,http://www.akamai.com
830,Moog Inc.,John R. Scannell,Aerospace & Defense,Aerospace and Defense,"Elma, N.Y.",400 Jamison Rd.,http://www.moog.com
831,Vertex Pharmaceuticals Incorporated,Jeffrey M. Leiden,Health Care,Pharmaceuticals,Boston,50 Northern Ave.,http://www.vrtx.com
832,Equity Residential,David J. Neithercut,Financials,Real estate,Chicago,2 N. Riverside Plaza,http://www.equityapartments.com
833,"Selective Insurance Group, Inc.",Gregory E. Murphy,Financials,Insurance: Property and Casualty (Stock),"Branchville, N.J.",40 Wantage Ave.,http://www.selective.com
834,"AptarGroup, Inc.",Stephan B. Tanda,Materials,"Packaging, Containers","Crystal Lake, Ill.",475 W. Terra Cotta Ave.,http://www.aptar.com
835,"Benchmark Electronics, Inc.",Paul J. Tufano,Technology,Semiconductors and Other Electronic Components,"Scottsdale, Ariz.",4141 N. Scottsdale Rd.,http://www.bench.com
836,Columbia Sportswear Company,Timothy P. Boyle,Apparel,Apparel,"Portland, Ore.",14375 N.W. Science Park Dr.,http://www.columbia.com
837,"A. Schulman, Inc.",Joseph M. Gingo,Chemicals,Chemicals,"Fairlawn, Ohio",3637 Ridgewood Rd.,http://www.aschulman.com
838,Verso Corporation,B. Christopher DiSantis,Materials,Forest and Paper Products,"Miamisburg, Ohio",8540 Gander Creek Dr.,http://www.versoco.com
839,"Digital Realty Trust, Inc.",A. William Stein,Financials,Real estate,San Francisco,4 Embarcadero Center,http://www.digitalrealty.com
840,"GNC Holdings, Inc.",Kenneth A. Martindale,Food & Drug Stores,Food and Drug Stores,Pittsburgh,300 Sixth Ave.,http://www.gnc.com
841,E*Trade Financial Corporation,Karl A. Roessner,Financials,Securities,New York City,11 Times Sq.,http://www.etrade.com
842,"Hovnanian Enterprises, Inc.",Ara K. Hovnanian,Engineering & Construction,Homebuilders,"Red Bank, N.J.",110 W. Front St.,http://www.khov.com
843,"MAXIMUS, INC.",Bruce L. Caswell,Technology,Information Technology Services,"Reston, Va.",1891 Metro Center Dr.,http://www.maximus.com
844,"Twitter, Inc.",Jack Dorsey,Technology,Internet Services and Retailing,San Francisco,1355 Market St.,http://www.twitter.com
845,"Par Pacific Holdings, Inc.",William C. Pate,Energy,Petroleum Refining,Houston,800 Gessner Rd.,http://www.parpacific.com
846,PAREXEL International Corporation,Jamie Macdonald,Health Care,Health Care: Pharmacy and Other Services,"Waltham, Mass.",195 West St.,http://www.parexel.com
847,RH,Gary G. Friedman,Retailing,Specialty Retailers: Other,"Corte Madera, Calif.",15 Koch Rd.,http://www.rh.com
848,"Nexstar Media Group, Inc.",Perry A. Sook,Media,Entertainment,"Irving, Texas",545 E. John Carpenter Freeway,http://www.nexstar.tv
849,Knight-Swift Transportation Holdings Inc.,David A. Jackson,Transportation,"Trucking, Truck Leasing",Phoenix,20002 N. 19th Ave.,http://www.knight-swift.com
850,"Red Hat, Inc.",James M. Whitehurst,Technology,Computer Software,"Raleigh, N.C.",100 E. Davie St.,http://www.redhat.com
851,Belden Inc.,John S. Stroup,Industrials,"Electronics, Electrical Equip.",St. Louis,1 N. Brentwood Blvd.,http://www.belden.com
852,Boyd Gaming Corporation,Keith E. Smith,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Las Vegas,3883 Howard Hughes Pkwy.,http://www.boydgaming.com
853,Primoris Services Corporation,David L. King,Engineering & Construction,"Engineering, Construction",Dallas,2100 McKinney Ave.,http://www.primoriscorp.com
854,"Gardner Denver Holdings, Inc.",Vicente Reynal,Industrials,Industrial Machinery,Milwaukee,222 E. Erie St.,http://www.gardnerdenver.com
855,"Donaldson Company, Inc.",Tod E. Carpenter,Industrials,Industrial Machinery,Minneapolis,1400 W. 94th St.,http://www.donaldson.com
856,Party City Holdco Inc.,James M. Harrison,Retailing,Specialty Retailers: Other,"Elmsford, N.Y.",80 Grasslands Rd.,http://www.partycity.com
857,"J.Crew Group, Inc.",James W. Brett,Retailing,Specialty Retailers: Apparel,New York City,770 Broadway,http://www.jcrew.com
858,EnerSys,David M. Shaffer,Industrials,"Electronics, Electrical Equip.","Reading, Pa.",2366 Bernville Rd.,http://www.enersys.com
859,"Guess?, Inc.",Victor Herrero,Retailing,Specialty Retailers: Apparel,Los Angeles,1444 S. Alameda St.,http://www.guess.com
860,"Patterson-UTI Energy, Inc.",William A. Hendricks Jr.,Energy,"Oil and Gas Equipment, Services",Houston,10713 W. Sam Houston Pkwy N.,http://www.patenergy.com
861,"WGL Holdings, Inc.",Terry D. McCallister,Energy,Energy,Washington,101 Constitution Ave. N.W.,http://www.wglholdings.com
862,"Wolverine World Wide, Inc.",Blake W. Krueger,Apparel,Apparel,"Rockford, Mich.",9341 Cortland Dr. N.E.,http://www.wolverineworldwide.com
863,"Xilinx, Inc.",Victor Peng,Technology,Semiconductors and Other Electronic Components,"San Jose, Calif.",2100 Logic Dr.,http://www.xilinx.com
864,Vornado Realty Trust,Steven Roth,Financials,Real estate,New York City,888 Seventh Ave.,http://www.vno.com
865,The Middleby Corporation,Selim A. Bassoul,Industrials,Industrial Machinery,"Elgin, Ill.",1400 Toastmaster Dr.,http://www.middleby.com
866,MPM Holdings Inc.,John G. Boss,Chemicals,Chemicals,"Waterford, N.Y.",260 Hudson River Rd.,http://www.momentive.com
867,Cleveland-Cliffs Inc.,Lourenco C. Goncalves,Energy,"Mining, Crude-Oil Production",Cleveland,200 Public Sq.,http://www.clevelandcliffs.com
868,GGP Inc.,Sandeep Mathrani,Financials,Real estate,Chicago,350 N. Orleans St,http://www.ggp.com
869,Cypress Semiconductor Corporation,Hassane El-Khoury,Technology,Semiconductors and Other Electronic Components,"San Jose, Calif.",198 Champion Court,http://www.cypress.com
870,"Arch Coal, Inc.",John W. Eaves,Energy,"Mining, Crude-Oil Production",St. Louis,1 CityPlace Dr.,http://www.archcoal.com
871,GMS Inc.,G. Michael Callahan Jr.,Wholesalers,Wholesalers: Diversified,"Tucker, Ga.",100 Crescent Centre Pkwy.,http://www.gms.com
872,Waters Corporation,Christopher J. O'Connell,Technology,"Scientific,Photographic and Control Equipment","Milford, Mass.",34 Maple St.,http://www.waters.com
873,H.B. Fuller Company,James J. Owens,Chemicals,Chemicals,"St. Paul, Minn.",1200 Willow Lake Blvd.,http://www.hbfuller.com
874,"Affiliated Managers Group, Inc.",Sean M. Healey,Financials,Securities,"West Palm Beach, Fla.",777 S. Flagler Dr.,http://www.amg.com
875,"PerkinElmer, Inc.",Robert F. Friel,Technology,"Scientific,Photographic and Control Equipment","Waltham, Mass.",940 Winter St.,http://www.perkinelmer.com
876,Edgewell Personal Care Company,David P. Hatfield,Household Products,Household and Personal Products,"Chesterfield, Mo.",1350 Timberlake Manor Pkwy.,http://www.edgewell.com
877,"Maxim Integrated Products, Inc.",,Technology,Semiconductors and Other Electronic Components,"San Jose, Calif.",160 Rio Robles,http://www.maximintegrated.com
878,Knights of Columbus,Carl A. Anderson,Financials,"Insurance: Life, Health (Mutual)","New Haven, Conn.",1 Columbus Plaza,http://www.kofc.org
879,IDEX Corporation,Andrew K. Silvernail,Industrials,Industrial Machinery,"Lake Forest, Ill.",1925 W. Field Court,http://www.idexcorp.com
880,"DST Systems, Inc.",William C. Stone,Business Services,Financial Data Services,"Kansas City, Mo.",333 W. 11th St.,http://www.dstsystems.com
881,"Chico's FAS, Inc.",Shelley G. Broader,Retailing,Specialty Retailers: Apparel,"Fort Myers, Fla.",11215 Metro Pkwy.,http://www.chicosfas.com
882,"Nu Skin Enterprises, Inc.",Ritch N. Wood,Household Products,Household and Personal Products,"Provo, Utah",75 W. Center St.,http://www.nuskinenterprises.com
883,"Herman Miller, Inc.",Brian C. Walker,Household Products,"Home Equipment, Furnishings","Zeeland, Mich.",855 E. Main Ave.,http://www.hermanmiller.com
884,NLV Financial Corporation,Mehran Assadi,Financials,"Insurance: Life, Health (stock)","Montpelier, Vt.",1 National Life Dr.,http://www.nationallifegroup.com
885,Curtiss-Wright Corporation,David C. Adams,Aerospace & Defense,Aerospace and Defense,"Charlotte, N.C.",13925 Ballantyne Corporate Place,http://www.curtisswright.com
886,New Jersey Resources Corporation,Laurence M. Downes,Energy,Energy,"Wall, N.J.",1415 Wyckoff Rd.,http://www.njresources.com
887,"REV Group, Inc.",Timothy W. Sullivan,Motor Vehicles & Parts,Motor Vehicles and Parts,Milwaukee,111 E. Kilbourn Ave.,http://www.revgroup.com
888,"Mueller Industries, Inc.",Gregory L. Christopher,Industrials,Industrial Machinery,Memphis,8285 Tournament Dr.,http://www.muellerindustries.com
889,"The GEO Group, Inc.",George C. Zoley,Business Services,Miscellaneous,"Boca Raton, Fla.",621 N.W. 53rd St.,http://www.geogroup.com
890,"Allison Transmission Holdings, Inc.",Lawrence E. Dewey,Motor Vehicles & Parts,Motor Vehicles and Parts,Indianapolis,1 Allison Way,http://www.allisontransmission.com
891,OGE Energy Corp.,Sean R. Trauschke,Energy,Utilities: Gas and Electric,Oklahoma City,321 N. Harvey Ave.,http://www.oge.com
892,The Cheesecake Factory Incorporated,David M. Overton,"Hotels, Restaurants & Leisure",Food Services,"Calabasas Hills, Calif.",26901 Malibu Hills Rd.,http://www.thecheesecakefactory.com
893,"PRA Health Sciences, Inc.",Colin Shannon,Technology,"Scientific,Photographic and Control Equipment","Raleigh, N.C.",4130 ParkLake Ave.,http://www.prahs.com
894,Tupperware Brands Corporation,Patricia A. Stitzel,Household Products,Household and Personal Products,Orlando,14901 S. Orange Blossom Trail,http://www.tupperwarebrands.com
895,"Euronet Worldwide, Inc.",Michael J. Brown,Business Services,Financial Data Services,"Leawood, Kans.",3500 College Blvd.,http://www.euronetworldwide.com
896,"FLEETCOR Technologies, Inc.",Ronald F. Clarke,Business Services,Financial Data Services,"Peachtree Corners, Ga.",5445 Triangle Pkwy.,http://www.fleetcor.com
897,Nationstar Mortgage Holdings Inc.,Jay Bray,Financials,Diversified Financials,"Coppell, Texas",8950 Cypress Waters Blvd.,http://www.nationstarholdings.com
898,GoDaddy Inc.,Scott W. Wagner,Technology,Internet Services and Retailing,"Scottsdale, Ariz.",14455 N. Hayden Rd.,http://www.godaddy.com
899,"Blackhawk Network Holdings, Inc.",Talbott Roche,Business Services,Financial Data Services,"Pleasanton, Calif.",6220 Stoneridge Mall Rd.,http://www.blackhawknetwork.com
900,"Cboe Global Markets, Inc.",Edward T. Tilly,Financials,Securities,Chicago,400 S. LaSalle St.,http://www.cboe.com
901,"Snyder's-Lance, Inc.",Carlos Abrams-Rivera,"Food, Beverages & Tobacco",Food Consumer Products,"Charlotte, N.C.",13024 Ballantyne Corporate Place,http://www.snyderslance.com
902,Murphy Oil Corporation,Roger W. Jenkins,Energy,"Mining, Crude-Oil Production","El Dorado, Ark.",300 Peach St.,http://www.murphyoilcorp.com
903,"CDK Global, Inc.",Brian P. MacDonald,Technology,Computer Software,"Hoffman Estates, Ill.",1950 Hassell Rd.,http://www.cdkglobal.com
904,"Texas Roadhouse, Inc.",W. Kent Taylor,"Hotels, Restaurants & Leisure",Food Services,"Louisville, Ky.",6040 Dutchmans Lane,http://www.texasroadhouse.com
905,Kirby Corporation,David W. Grzebinski,Transportation,Shipping,Houston,55 Waugh Dr.,http://www.kirbycorp.com
906,"Square, Inc.",Jack Dorsey,Business Services,Financial Data Services,San Francisco,1455 Market St.,http://www.squareup.com
907,Genesee & Wyoming Inc.,John C. Hellmann,Transportation,Railroads,"Darien, Conn.",20 West Ave.,http://www.gwrr.com
908,"Zayo Group Holdings, Inc.",Daniel P. Caruso,Telecommunications,Telecommunications,"Boulder, Colo.",1805 29th St.,http://www.zayo.com
909,NewMarket Corporation,Thomas E. Gottwald,Chemicals,Chemicals,"Richmond, Va.",330 S. Fourth St.,http://www.newmarket.com
910,99 Cents Only Stores LLC,Jack L. Sinclair,Retailing,Specialty Retailers: Other,"Commerce, Calif.",4000 Union Pacific Ave.,http://www.99only.com
911,"PCM, Inc",Frank F. Khulusi,Wholesalers,Wholesalers: Electronics and Office Equipment,"El Segundo, Calif.",1940 E. Mariposa Ave.,http://www.pcm.com
912,Federated Mutual Insurance Company,Jeffrey E. Fetters,Financials,Insurance: Property and Casualty (Mutual),"Owatonna, Minn.",121 E. Park Sq.,http://www.federatedinsurance.com
913,HNI Corporation,Stanley A. Askren,Household Products,"Home Equipment, Furnishings","Muscatine, Iowa",408 E. Second St.,http://www.hnicorp.com
914,Hospitality Properties Trust,John G. Murray,Financials,Real estate,"Newton, Mass.",255 Washington St.,http://www.hptreit.com
915,"The Greenbrier Companies, Inc.",William A. Furman,Transportation,Transportation Equipment,"Lake Oswego, Ore.",1 Centerpointe Dr.,http://www.gbrx.com
916,"Bio-Rad Laboratories, Inc.",Norman A. Schwartz,Health Care,"Scientific,Photographic and Control Equipment","Hercules, Calif.",1000 Alfred Nobel Dr.,http://www.bio-rad.com
917,"AvalonBay Communities, Inc.",Timothy J. Naughton,Financials,Real estate,"Arlington, Va.",671 N. Glebe Rd.,http://www.avalonbay.com
918,"Renewable Energy Group, Inc.",Randolph L. Howard,Energy,Energy,"Ames, Iowa",416 S. Bell Ave.,http://www.regi.com
919,"Atlas Air Worldwide Holdings, Inc.",William J. Flynn,Transportation,Transportation and Logistics,"Purchase, N.Y.",2000 Westchester Ave.,http://www.atlasair.com
920,Teradata Corporation,Victor L. Lund,Technology,Information Technology Services,"Dayton, Ohio",10000 Innovation Dr.,http://www.teradata.com
921,LCI Industries,Jason D. Lippert,Motor Vehicles & Parts,Motor Vehicles and Parts,"Elkhart, Ind.",3501 County Rd. 6 E.,http://www.lci1.com
922,Teleflex Incorporated,Liam J. Kelly,Health Care,Medical Products and Equipment,"Wayne, Pa.",550 E. Swedesford Rd.,http://www.teleflex.com
923,"Verisk Analytics, Inc.",Scott G. Stephenson,Business Services,Financial Data Services,"Jersey City, N.J.",545 Washington Blvd.,http://www.verisk.com
924,"Popular, Inc.",Ignacio Alvarez,Financials,Commercial Banks,"Hato Rey, Puerto Rico",,http://www.popular.com
925,"Workday, Inc.",Aneel Bhusri,Technology,Computer Software,"Pleasanton, Calif.",6230 Stoneridge Mall Rd.,http://www.workday.com
926,"The Cooper Companies, Inc.",Albert G. White III,Health Care,Medical Products and Equipment,"Pleasanton, Calif.",6140 Stoneridge Mall Rd.,http://www.coopercos.com
927,"Express, Inc.",David G. Kornberg,Retailing,Specialty Retailers: Apparel,"Columbus, Ohio",1 Express Dr.,http://www.express.com
928,"Teradyne, Inc.",Mark E. Jagiela,Technology,Semiconductors and Other Electronic Components,"North Reading, Mass.",600 Riverpark Dr.,http://www.teradyne.com
929,"Werner Enterprises, Inc.",Derek J. Leathers,Transportation,"Trucking, Truck Leasing",Omaha,14507 Frontier Rd.,http://www.werner.com
930,"Oaktree Capital Group, LLC",Jay S. Wintrob,Financials,Securities,Los Angeles,333 S. Grand Ave.,http://www.oaktreecapital.com
931,"Woodward, Inc.",Thomas A. Gendron,Aerospace & Defense,Aerospace and Defense,"Fort Collins, Colo.",1081 Woodward Way,http://www.woodward.com
932,"F5 Networks, Inc.",,Technology,Network and Other Communications Equipment,Seattle,401 Elliott Ave. W.,http://www.f5.com
933,"Valvoline, Inc.",Samuel J. Mitchell Jr.,Chemicals,Chemicals,"Lexington, Ky.",100 Valvoline Way,http://www.valvoline.com
934,"Roadrunner Transportation Systems, Inc.",Curtis W. Stoelting,Transportation,"Trucking, Truck Leasing","Downers Grove, Ill.",1431 Opus Place,http://www.rrts.com
935,SemGroup Corporation,Carlin G. Conner,Energy,Pipelines,"Tulsa, Okla.",6120 S. Yale Ave.,http://www.semgroupcorp.com%20
936,"Catalent, Inc.",John R. Chiminski,Health Care,Pharmaceuticals,"Somerset, N.J.",14 Schoolhouse Rd.,http://www.catalent.com
937,Quorum Health Corporation,Thomas D. Miller,Health Care,Health Care: Medical Facilities,"Brentwood, Tenn.",1573 Mallory Lane,http://www.quorumhealth.com
938,Universal Corporation,George C. Freeman III,"Food, Beverages & Tobacco",Tobacco,"Richmond, Va.",9201 Forest Hill Ave.,http://www.universalcorp.com
939,Nordson Corporation,Michael F. Hilton,Industrials,Industrial Machinery,"Westlake, Ohio",28601 Clemens Rd.,http://www.nordson.com
940,ResMed Inc.,Michael J. Farrell,Health Care,Medical Products and Equipment,San Diego,9001 Spectrum Center Blvd.,http://www.resmed.com
941,"Tower International, Inc.",James C. Gouin,Motor Vehicles & Parts,Motor Vehicles and Parts,"Livonia, Mich.",17672 Laurel Park Dr. N.,http://www.towerinternational.com
942,"Fred's, Inc.",Joseph M. Anto,Food & Drug Stores,Food and Drug Stores,Memphis,4300 New Getwell Rd.,http://www.fredsinc.com
943,"Foundation Building Materials, Inc.",Ruben D. Mendoza,Wholesalers,Wholesalers: Diversified,"Tustin, Calif.",2741 Walnut Ave.,http://www.fbmsales.com
944,Kennametal Inc.,Christopher Rossi,Industrials,Industrial Machinery,Pittsburgh,600 Grant St.,http://www.kennametal.com
945,"Autodesk, Inc.",Andrew Anagnost,Technology,Computer Software,"San Rafael, Calif.",111 McInnis Pkwy.,http://www.autodesk.com
946,"Ply Gem Holdings, Inc.",Gary E. Robinette,Materials,"Building Materials, Glass","Cary, N.C.",5020 Weston Pkwy.,http://www.plygem.com
947,Central Garden & Pet Company,George C. Roeth,Household Products,Household and Personal Products,"Walnut Creek, Calif.",1340 Treat Blvd.,http://www.central.com
948,"Matson, Inc.",Matthew J. Cox,Transportation,Shipping,Honolulu,1411 Sand Island Pkwy.,http://www.matson.com
