Rank,Title,Previous Rank,CEO,Address,Website
242,Entergy Corporation,261,Leo P. Denault,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
243,"Automatic Data Processing, Inc.",255,Carlos A. Rodriguez,"1 ADP Blvd., Roseland, NJ 07068",www.adp.com
244,"NRG Energy, Inc.",314,David W. Crane,"211 Carnegie Center, Princeton, NJ 08540",www.nrgenergy.com
245,Guardian Life Ins. Co. of America,238,Deanna M. Mulligan,"7 Hanover Sq., New York, NY 10004",www.guardianlife.com
246,Liberty Interactive Corporation,270,Gregory B. Maffei,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyinteractive.com
247,Norfolk Southern Corporation,247,Charles W. Moorman IV,"3 Commercial Place, Norfolk, VA 23510",www.nscorp.com
248,"Office Depot, Inc.",253,Roland C. Smith,"6600 N. Military Trail, Boca Raton, FL 33496",www.officedepot.com
249,"Ameriprise Financial, Inc.",263,James M. Cracchiolo,"1099 Ameriprise Financial Center, Minneapolis, MN 55474",www.ameriprise.com
250,"Gilead Sciences, Inc.",280,John C. Martin,"333 Lakeside Dr., Foster City, CA 94404",www.gilead.com
251,Centene Corporation,303,Michael F. Neidorff,"7700 Forsyth Blvd., St. Louis, MO 63105",www.centene.com
252,Leucadia National Corporation,289,Richard B. Handler,"520 Madison Ave., New York, NY 10022",www.leucadia.com
253,Huntsman Corporation,241,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
254,"Health Net, Inc.",236,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
255,"Stanley Black & Decker, Inc.",245,John F. Lundgren,"1000 Stanley Dr., New Britain, CT 06053",www.stanleyblackanddecker.com
256,URS Corporation,248,Martin M. Koffel,"600 Montgomery St., San Francisco, CA 94111",www.urs.com
257,Xcel Energy Inc.,266,Benjamin G.S. Fowke III,"414 Nicollet Mall, Minneapolis, MN 55401",www.xcelenergy.com
258,Bed Bath & Beyond Inc.,285,Steven H. Temares,"650 Liberty Ave., Union, NJ 07083",www.bedbathandbeyond.com
259,Navistar International Corporation,216,Troy A. Clarke,"2701 Navistar Dr., Lisle, IL 60532",www.navistar.com
260,Synnex Corporation,262,Kevin M. Murai,"44201 Nobel Dr., Fremont, CA 94538",www.synnex.com
261,First Data Corporation,254,Frank J. Bisignano,"5565 Glenridge Connector N.E., Atlanta, GA 30342",www.firstdata.com
262,AGCO Corporation,272,Martin H. Richenhagen,"4205 River Green Pkwy., Duluth, GA 30096",www.agcocorp.com
263,"L Brands, Inc.",258,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
264,"Hertz Global Holdings, Inc.",293,Mark P. Frissora,"225 Brae Blvd., Park Ridge, NJ 07656",www.hertz.com
265,CDW Corporation,267,Thomas E. Richards,"200 N. Milwaukee Ave., Vernon Hills, IL 60061",www.cdw.com
266,"CST Brands, Inc.",-,Kimberly S. Bowers,"1 Valero Way, San Antonio, TX 78249",www.cstbrands.com
267,Sempra Energy,281,Debra L. Reed,"101 Ash St., San Diego, CA 92101",www.sempra.com
268,R.R. Donnelley & Sons Company,264,Thomas J. Quinlan III,"111 S. Wacker Dr., Chicago, IL 60606",www.rrdonnelley.com
269,BB&T Corporation,251,Kelly S. King,"200 W. Second St., Winston-Salem, NC 27101",www.bbt.com
270,Devon Energy Corporation,284,John Richels,"333 W. Sheridan Ave., Oklahoma City, OK 73102",www.devonenergy.com
271,"Family Dollar Stores, Inc.",287,Howard R. Levine,"10401 Monroe Rd., Matthews, NC 28105",www.familydollar.com
272,Unum Group,257,Thomas R. Watjen,"1 Fountain Sq., Chattanooga, TN 37402",www.unum.com
273,Ally Financial Inc.,221,Michael A. Carpenter,"200 Renaissance Center, Detroit, MI 48243",www.ally.com
274,"Reinsurance Group of America, Incorporated",275,A. Greig Woodring,"1370 Timberlake Manor Pkwy., Chesterfield, MO 63017",www.rgare.com
275,State Street Corporation,268,Joseph L. Hooley,"1 Lincoln St., Boston, MA 02111",www.statestreet.com
276,"Air Products & Chemicals, Inc.",273,John E. McGlade,"7201 Hamilton Blvd., Allentown, PA 18195",www.airproducts.com
277,"Ross Stores, Inc.",278,Michael A. Balmuth,"5130 Hacienda Dr., Dublin, CA 94568",www.rossstores.com
278,The Sherwin-Williams Company,282,Christopher M. Connor,"101 W. Prospect Ave. , Cleveland, OH 44115",www.sherwin.com
279,The Estée Lauder Companies Inc.,279,Fabrizio Freda,"767 Fifth Ave., New York, NY 10153",www.elcompanies.com
280,"BlackRock, Inc.",286,Laurence D. Fink,"55 E. 52nd St., New York, NY 10055",www.blackrock.com
281,"Western Refining, Inc.",283,Jeff A. Stevens,"123 W. Mills Ave., El Paso, TX 79901",www.wnr.com
282,"Avon Products, Inc.",252,Sherilyn S. McCoy,"777 Third Ave., New York, NY 10017",www.avoncompany.com
283,The Mosaic Company,246,James T. Prokopanko,"3033 Campus Dr., Plymouth, MN 55441",www.mosaicco.com
284,Public Service Enterprise Group Incorporated,276,Ralph Izzo,"80 Park Plaza, Newark, NJ 07102",www.pseg.com
285,Dean Foods Company,217,Gregg A. Tanner,"2711 N. Haskell Ave., Dallas, TX 75204",www.deanfoods.com
286,Cameron International Corporation,310,Jack B. Moore,"1333 W. Loop S., Houston, TX 77027",www.c-a-m.com
287,MGM Resorts International,292,James J. Murren,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",www.mgmresorts.com
288,KKR & Co. L.P.,277,"Henry R. Kravis, George R. Roberts","9 W. 57th St., New York, NY 10019",www.kkr.com
289,Hilton Worldwide Holdings Inc.,-,Christopher J. Nassetta,"7930 Jones Branch Dr., McLean, VA 22102",www.hiltonworldwide.com
290,DTE Energy Company,299,Gerard M. Anderson,"1 Energy Plaza, Detroit, MI 48226",www.dteenergy.com
291,"Genworth Financial, Inc.",271,Thomas J. McInerney,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
292,"Henry Schein, Inc.",296,Stanley M. Bergman,"135 Duryea Rd., Melville, NY 11747",www.henryschein.com
293,Rock-Tenn Company,291,Steven C. Voorhees,"504 Thrasher St., Norcross, GA 30071",www.rocktenn.com
294,"WellCare Health Plans, Inc.",345,David J. Gallitano,"8725 Henderson Rd., Tampa, FL 33634",www.wellcare.com
295,"W.W. Grainger, Inc.",295,James T. Ryan,"100 Grainger Pkwy., Lake Forest, IL 60045",www.grainger.com
296,Discover Financial Services,294,David W. Nelms,"2500 Lake Cook Rd., Riverwoods, IL 60015",www.discoverfinancial.com
297,Eastman Chemical Company,324,Mark J. Costa,"200 S. Wilcox Dr., Kingsport, TN 37660",www.eastman.com
298,"Principal Financial Group, Inc.",290,Larry D. Zimpleman,"711 High St., Des Moines, IA 50392",www.principal.com
299,Reliance Steel & Aluminum Co.,313,David H. Hannah,"350 S. Grand Ave., Los Angeles, CA 90071",www.rsac.com
300,"AutoZone, Inc.",306,William C. Rhodes III,"123 S. Front St., Memphis, TN 38103",www.autozone.com
301,Dover Corporation,308,Robert A. Livingston,"3005 Highland Pkwy., Downers Grove, IL 60515",www.dovercorporation.com
302,"Micron Technology, Inc.",318,D. Mark Durcan,"8000 S. Federal Way, Boise, ID 83716",www.micron.com
303,"Owens & Minor, Inc.",297,Craig R. Smith,"9120 Lockwood Blvd., Mechanicsville, VA 23116",www.owens-minor.com
304,"Assurant, Inc.",309,Robert B. Pollock,"1 Chase Manhattan Plaza, New York, NY 10005",www.assurant.com
305,GameStop Corp.,298,J. Paul Raines,"625 Westport Pkwy., Grapevine, TX 76051",www.gamestopcorp.com
306,Stryker Corporation,305,Kevin A. Lobo,"2825 Airview Blvd., Kalamazoo, MI 49002",www.stryker.com
307,"Group 1 Automotive, Inc.",343,Earl J. Hesterberg,"800 Gessner Rd., Houston, TX 77024",www.group1auto.com
308,Cognizant Technology Solutions Corporation,352,Francisco D'Souza,"500 Frank W. Burr Blvd., Teaneck, NJ 07666",www.cognizant.com
309,"Sonic Automotive, Inc.",307,O. Bruton Smith,"4401 Colwick Rd., Charlotte, NC 28211",www.sonicautomotive.com
310,"Autoliv, Inc.",317,Jan Carlson,"1320 Pacific Dr., Auburn Hills, MI 48326",www.autoliv.com
311,Hormel Foods Corporation,319,Jeffrey M. Ettinger,"1 Hormel Place, Austin, MN 55912",www.hormelfoods.com
312,"Motorola Solutions, Inc.",304,Gregory Q. Brown,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
313,"Crown Holdings, Inc.",312,John W. Conway,"1 Crown Way, Philadelphia, PA 19154",www.crowncork.com
314,"SunTrust Banks, Inc.",239,William H. Rogers Jr.,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
315,Campbell Soup Company,338,Denise M. Morrison,"1 Campbell Place, Camden, NJ 08103",www.campbellsoupcompany.com
316,"Fidelity National Financial, Inc.",353,Raymond R. Quirk,"601 Riverside Ave., Jacksonville, FL 32204",www.fnf.com
317,"HD Supply Holdings, Inc.",330,Joseph J. DeAngelo,"3100 Cumberland Blvd., Atlanta, GA 30339",www.hdsupply.com
318,Caesars Entertainment Corporation,300,Gary W. Loveman,"1 Caesars Palace Dr., Las Vegas, NV 89109",www.caesars.com
319,"Darden Restaurants, Inc.",328,Clarence Otis Jr.,"1000 Darden Center Dr., Orlando, FL 32837",www.darden.com
320,Weyerhaeuser Company,363,Doyle R. Simons,"33663 Weyerhaeuser Way S., Federal Way, WA 98003",www.weyerhaeuser.com
321,Ball Corporation,301,John A. Hayes,"10 Longs Peak Dr., Broomfield, CO 80021",www.ball.com
322,Precision Castparts Corp.,355,Mark Donegan,"4650 S.W. Macadam Ave., Portland, OR 97239",www.precast.com
323,Masco Corporation,336,Keith J. Allman,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
324,"Universal Health Services, Inc.",337,Alan B. Miller,"367 S. Gulph Rd., King of Prussia, PA 19406",www.uhsinc.com
325,"Republic Services, Inc.",323,Donald W. Slager,"18500 N. Allied Way, Phoenix, AZ 85054",www.republicservices.com
326,MasterCard Incorporated,348,Ajaypal S. Banga,"2000 Purchase St., Purchase, NY 10577",www.mastercard.com
327,Newmont Mining Corporation,274,Gary J. Goldberg,"6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",www.newmont.com
328,Broadcom Corporation,327,Scott A. McGregor,"5300 California Ave., Irvine, CA 92617",www.broadcom.com
329,Reynolds American Inc.,316,Daniel M. Delen,"401 N. Main St., Winston-Salem, NC 27101",www.reynoldsamerican.com
330,PVH Corp.,422,Emanuel Chirico,"200 Madison Ave., New York, NY 10016",www.pvh.com
331,"Charter Communications, Inc.",340,Thomas M. Rutledge,"400 Atlantic St., Stamford, CT 06901",www.charter.com
332,AECOM Technology Corporation,320,Michael S. Burke,"555 S. Flower St., Los Angeles, CA 90071",www.aecom.com
333,"CenterPoint Energy, Inc.",344,Scott M. Prochazka,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
333,Pacific Life,369,James T. Morris,"700 Newport Center Dr., Newport Beach, CA 92660",www.pacificlife.com
335,Thrivent Financial for Lutherans,325,Bradford L. Hewitt,"625 Fourth Ave. S., Minneapolis, MN 55415",www.thrivent.com
336,"Becton, Dickinson and Company",332,Vincent A. Forlenza,"1 Becton Dr., Franklin Lakes, NJ 07417",www.bd.com
337,"Franklin Resources, Inc.",362,Gregory E. Johnson,"1 Franklin Pkwy., San Mateo, CA 94403",www.franklinresources.com
338,Tenneco Inc.,349,Gregg M. Sherrill,"500 N. Field Dr., Lake Forest, IL 60045",www.tenneco.com
339,TravelCenters of America LLC,329,Thomas M. O'Brien,"24601 Center Ridge Rd., Westlake, OH 44145",www.tatravelcenters.com
340,"Avis Budget Group, Inc.",350,Ronald L. Nelson,"6 Sylvan Way, Parsippany, NJ 07054",www.avisbudgetgroup.com
341,"Facebook, Inc.",482,Mark Zuckerberg,"1601 Willow Rd., Menlo Park, CA 94025",www.facebook.com
342,"Dollar Tree, Inc.",346,Bob Sasser,"500 Volvo Pkwy., Chesapeake, VA 23320",www.dollartree.com
343,Corning Incorporated,326,Wendell P. Weeks,"1 Riverfront Plaza, Corning, NY 14831",www.corning.com
344,Ashland Inc.,321,James J. O'Brien,"50 E. RiverCenter Blvd., Covington, KY 41011",www.ashland.com
345,Sealed Air Corporation,333,Jerome A. Peribere,"200 Riverfront Blvd., Elmwood Park, NJ 07407",www.sealedair.com
346,"Core-Mark Holding Company, Inc.",368,Thomas B. Perkins,"395 Oyster Point Blvd., South San Francisco, CA 94080",www.core-mark.com
347,Oshkosh Corporation,322,Charles L. Szews,"2307 Oregon St., Oshkosh, WI 54902",www.oshkoshcorporation.com
348,"Coca-Cola Enterprises, Inc.",339,John F. Brock,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
349,"WESCO International, Inc.",385,John J. Engel,"225 W. Station Square Dr., Pittsburgh, PA 15219",www.wesco.com
350,"Applied Materials, Inc.",302,Gary E. Dickerson,"3050 Bowers Ave., Santa Clara, CA 95054",www.appliedmaterials.com
351,Visteon Corporation,359,Timothy D. Leuliette,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
352,BorgWarner Inc.,358,James R. Verrier,"3850 Hamlin Rd., Auburn Hills, MI 48326",www.borgwarner.com
353,"Spectrum Group International, Inc.",331,Gregory N. Roberts,"1063 McGaw Ave, Irvine, CA 92614",www.spectrumgi.com
354,"Oaktree Capital Group, LLC",-,John B. Frank,"333 S. Grand Ave., Los Angeles, CA 90071",www.oaktreecapital.com
355,"Steel Dynamics, Inc.",354,Mark D. Millett,"7575 W. Jefferson Blvd., Fort Wayne, IN 46804",www.steeldynamics.com
356,Jarden Corporation,383,James E. Lillie,"1800 N. Military Trail, Boca Raton, FL 33431",www.jarden.com
357,"Mohawk Industries, Inc.",442,Jeffrey S. Lorberbaum,"160 S. Industrial Blvd., Calhoun, GA 30701",www.mohawkind.com
358,Terex Corporation,351,Ronald M. DeFeo,"200 Nyala Farm Rd., Westport, CT 06880",www.terex.com
359,Northeast Utilities,402,Thomas J. May,"1 Federal St., Springfield, MA 01105",www.nu.com
360,"KBR, Inc.",334,Stuart Bradie,"601 Jefferson St., Houston, TX 77002",www.kbr.com
361,Fifth Third Bancorp,361,Kevin T. Kabat,"38 Fountain Square Plaza, Cincinnati, OH 45263",www.53.com
362,UGI Corporation,388,John L. Walsh,"460 N. Gulph Rd., King of Prussia, PA 19406",www.ugicorp.com
363,"CBRE Group, Inc.",387,Robert E. Sulentic,"400 S. Hope St., Los Angeles, CA 90071",www.cbre.com
364,Quest Diagnostics Incorporated,341,Stephen H. Rusckowski,"3 Giralda Farms, Madison, NJ 07940",www.questdiagnostics.com
365,Peabody Energy Corporation,315,Gregory H. Boyce,"701 Market St., St. Louis, MO 63101",www.peabodyenergy.com
366,The Hershey Company,384,John P. Bilbrey,"100 Crystal A Dr., Hershey, PA 17033",www.thehersheycompany.com
367,Boston Scientific Corporation,357,Michael F. Mahoney,"1 Boston Scientific Place, Natick, MA 01760",www.bostonscientific.com
368,"FMC Technologies, Inc.",417,John T. Gremp,"5875 N. Sam Houston Pkwy. W., Houston, TX 77086",www.fmctechnologies.com
369,"The Interpublic Group of Companies, Inc.",366,Michael I. Roth,"1114 Ave. of the Americas, New York, NY 10036",www.interpublic.com
370,Commercial Metals Company,335,Joseph Alvarado,"6565 N. MacArthur Blvd., Irving, TX 75039",www.cmc.com
371,"The Pantry, Inc.",347,Dennis G. Hatchell,"305 Gregson Dr., Cary, NC 27511",www.thepantry.com
372,"Owens-Illinois, Inc.",364,Albert P.L. Stroucken,"1 Michael Owens Way, Perrysburg, OH 43551",www.o-i.com
373,American Family Ins. Group,393,Jack C. Salzwedel,"6000 American Pkwy., Madison, WI 53783",www.amfam.com
374,Ralph Lauren Corporation,370,Ralph Lauren,"650 Madison Ave., New York, NY 10022",www.ralphlauren.com
375,Biogen Idec Inc.,454,George A. Scangos,"225 Binney St., Cambridge, MA 02142",www.biogenidec.com
376,"PetSmart, Inc.",377,David K. Lenhardt,"19601 N. 27th Ave., Phoenix, AZ 85027",www.petm.com
377,Mylan Inc.,374,Heather M. Bresch,"1000 Mylan Blvd., Canonsburg, PA 15317",www.mylan.com
378,Symantec Corporation,379,Michael Brown,"350 Ellis St., Mountain View, CA 94043",www.symantec.com
379,Ameren Corporation,373,Warner L. Baxter,"1901 Chouteau Ave., St. Louis, MO 63103",www.ameren.com
380,"The Williams Companies, Inc.",342,Alan S. Armstrong,"1 Williams Center, Tulsa, OK 74172",www.williams.com
381,"Barnes & Noble, Inc.",360,Michael P. Huseby,"122 Fifth Ave., New York, NY 10011",www.barnesandnobleinc.com
382,"Huntington Ingalls Industries, Inc.",380,C. Michael Petters,"4101 Washington Ave., Newport News, VA 23607",www.huntingtoningalls.com
383,The Priceline Group Inc.,473,Darren R. Huston,"800 Connecticut Ave., Norwalk, CT 06854",www.pricelinegroup.com
384,"Agilent Technologies, Inc.",371,William P. Sullivan,"5301 Stevens Creek Blvd., Santa Clara, CA 95051",www.agilent.com
385,Dana Holding Corporation,356,Roger J. Wood,"3939 Technology Dr., Maumee, OH 43537",www.dana.com
386,"Dillard’s, Inc.",378,William T. Dillard II,"1600 Cantrell Rd., Little Rock, AR 72201",www.dillards.com
387,Seaboard Corporation,411,Steven J. Bresky,"9000 W. 67th St., Shawnee Mission, KS 66202",www.seaboardcorp.com
388,"Vanguard Health Systems, Inc.",391,Charles N. Martin Jr.,"20 Burton Hills Blvd., Nashville, TN 37215",www.tenethealth.com
389,"Casey’s General Stores, Inc.",392,Robert J. Myers,"1 Convenience Blvd., Ankeny, IA 50021",www.caseys.com
390,"O’Reilly Automotive, Inc.",412,Gregory L. Henslee,"233 S. Patterson Ave., Springfield, MO 65802",www.oreillyauto.com
391,The Blackstone Group L.P.,585,Stephen A. Schwarzman,"345 Park Ave., New York, NY 10154",www.blackstone.com
392,Mutual of Omaha Insurance Company,394,Daniel P. Neary,"Mutual of Omaha Plaza, Omaha, NE 68175",www.mutualofomaha.com
393,"Molina Healthcare, Inc.",423,Joseph M. Molina,"200 Oceangate, Long Beach, CA 90802",www.molinahealthcare.com
394,CMS Energy Corporation,406,John G. Russell,"1 Energy Plaza, Jackson, MI 49201",www.cmsenergy.com
395,Targa Resources Corp.,435,Joe Bob Perkins,"1000 Louisiana St., Houston, TX 77002",www.targaresources.com
396,"Quanta Services, Inc.",397,James F. O'Neil III,"2800 Post Oak Blvd., Houston, TX 77056",www.quantaservices.com
397,Cablevision Systems Corporation,382,James L. Dolan,"1111 Stewart Ave., Bethpage, NY 11714",www.cablevision.com
398,Avery Dennison Corporation,375,Dean A. Scarborough,"207 Goode Ave., Glendale, CA 91203",www.averydennison.com
399,Celanese Corporation,396,Mark C. Rohr,"222 W. Las Colinas Blvd., Irving, TX 75039",www.celanese.com
400,"Foot Locker, Inc.",413,Ken C. Hicks,"112 W. 34th St., New York, NY 10120",www.footlocker-inc.com
401,Celgene Corporation,456,Robert J. Hugin,"86 Morris Ave., Summit, NJ 07901",www.celgene.com
402,"Advance Auto Parts, Inc.",409,Darren R. Jackson,"5008 Airport Rd., Roanoke, VA 24012",www.advanceautoparts.com
403,"Mattel, Inc.",395,Bryan G. Stockton,"333 Continental Blvd., El Segundo, CA 90245",www.mattel.com
404,"Live Nation Entertainment, Inc.",439,Michael Rapino,"9348 Civic Center Dr., Beverly Hills, CA 90210",www.livenation.com
405,General Cable Corporation,425,Gregory B. Kenny,"4 Tesseneer Dr., Highland Heights, KY 41076",www.generalcable.com
406,"Ryder System, Inc.",404,Robert E. Sanchez,"11690 N.W. 105th St., Miami, FL 33178",www.ryder.com
407,"EMCOR Group, Inc.",399,Anthony J. Guzzi,"301 Merritt Seven, Norwalk, CT 06851",www.emcorgroup.com
408,"Allergan, Inc.",440,David E.I. Pyott,"2525 Dupont Dr., Irvine, CA 92612",www.allergan.com
409,W.R. Berkley Corporation,438,William R. Berkley,"475 Steamboat Rd., Greenwich, CT 06830",www.wrberkley.com
410,"Rockwell Automation, Inc.",403,Keith D. Nosbusch,"1201 S. Second St., Milwaukee, WI 53204",www.rockwellautomation.com
411,"NetApp, Inc.",408,Thomas Georgens,"495 E. Java Dr., Sunnyvale, CA 94089",www.netapp.com
412,Ingredion Incorporated,386,Ilene S. Gordon,"5 Westbrook Corporate Center, Westchester, IL 60154",www.ingredion.com
413,"Level 3 Communications, Inc.",398,Jeffrey K. Storey,"1025 Eldorado Blvd., Broomfield, CO 80021",www.level3.com
414,Calpine Corporation,459,John B. Hill,"717 Texas Ave., Houston, TX 77002",www.calpine.com
415,"Omnicare, Inc.",416,John L. Workman,"201 E. Fourth St., Cincinnati, OH 45202",www.omnicare.com
416,Erie Insurance Group,455,Terrence W. Cavanaugh,"100 Erie Insurance Place, Erie, PA 16530",www.erieinsurance.com
417,SLM Corporation,418,Raymond J. Quinlan,"300 Continental Dr., Newark, DE 19713",www.salliemae.com
418,"D.R. Horton, Inc.",545,Donald J. Tomnitz,"301 Commerce St., Fort Worth, TX 76102",www.drhorton.com
419,"CC Media Holdings, Inc.",407,Robert W. Pittman,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
420,Anixter International Inc.,405,Robert J. Eck,"2301 Patriot Blvd., Glenview, IL 60026",www.anixter.com
421,"Dick’s Sporting Goods, Inc.",437,Edward W. Stack,"345 Court St., Coraopolis, PA 15108",www.dickssportinggoods.com
422,SanDisk Corporation,487,Sanjay Mehrotra,"951 SanDisk Dr., Milpitas, CA 95035",www.sandisk.com
423,NCR Corporation,441,William R. Nuti,"3097 Satellite Blvd., Duluth, GA 30096",www.ncr.com
424,"Starwood Hotels & Resorts Worldwide, Inc.",400,Frits D. van Paasschen,"1 StarPoint, Stamford, CT 06902",www.starwoodhotels.com
425,"Expeditors International of Washington, Inc.",428,Jeffrey S. Musser,"1015 Third Ave., Seattle, WA 98104",www.expeditors.com
426,"Fidelity National Information Services, Inc.",434,Frank R. Martire,"601 Riverside Ave., Jacksonville, FL 32204",www.fisglobal.com
427,"United Natural Foods, Inc.",474,Steven L. Spinner,"313 Iron Horse Way, Providence, RI 02908",www.unfi.com
428,Auto-Owners Insurance Group,443,Jeffrey F. Harrold,"6101 Anacapri Blvd., Lansing, MI 48917",www.auto-owners.com
429,"Windstream Holdings, Inc.",414,Jeffery R. Gardner,"4001 Rodney Parham Rd., Little Rock, AR 72212",www.windstream.com
430,"Dr Pepper Snapple Group, Inc.",427,Larry D. Young,"5301 Legacy Dr., Plano, TX 75024",www.drpeppersnapplegroup.com
431,Lennar Corporation,573,Stuart A. Miller,"700 N.W. 107th Ave., Miami, FL 33172",www.lennar.com
432,Sanmina,420,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
433,"Harley-Davidson, Inc.",449,Keith E. Wandell,"3700 W. Juneau Ave., Milwaukee, WI 53208",www.harley-davidson.com
434,CONSOL Energy Inc.,463,Nicholas J. DeIuliis,"1000 Consol Energy Dr., Canonsburg, PA 15317",www.consolenergy.com
435,The J.M. Smucker Company,452,Richard K. Smucker,"1 Strawberry Lane, Orrville, OH 44667",www.smucker.com
436,Newell Rubbermaid Inc.,433,Michael B. Polk,"3 Glenlake Pkwy., Atlanta, GA 30328",www.newellrubbermaid.com
437,"CH2M HILL Companies, Ltd.",415,Jacqueline C. Hinman,"9191 S. Jamaica St., Englewood, CO 80112",www.ch2m.com
438,Energy Future Holdings Corp.,447,John F. Young,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
439,Susser Holdings Corporation,460,Sam L. Susser,"4525 Ayers St., Corpus Christi, TX 78415",www.susser.com
440,Laboratory Corporation of America Holdings,444,David P. King,"358 S. Main St., Burlington, NC 27215",www.labcorp.com
441,"Kindred Healthcare, Inc.",410,Paul J. Diaz,"680 S. Fourth St., Louisville, KY 40202",www.kindredhealthcare.com
442,Leidos Holdings Inc.,240,John P. Jumper,"11951 Freedom Dr., Reston, VA 20190",www.leidos.com
443,Booz Allen Hamilton Holding Corp.,436,Ralph W. Shrader,"8283 Greensboro Dr., McLean, VA 22102",www.boozallen.com
444,"The Jones Financial Companies,L.L.L.P.",491,James D. Weddle,"12555 Manchester Rd., Des Peres, MO 63131",www.edwardjones.com
445,Cliffs Natural Resources Inc.,424,Gary B. Halverson,"200 Public Sq., Cleveland, OH 44114",www.cliffsnaturalresources.com
446,"PulteGroup, Inc.",501,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
447,Regions Financial Corporation,401,O.B Grayson Hall Jr.,"1900 Fifth Ave. N., Birmingham, AL 35203",www.regions.com
448,NiSource Inc.,480,Robert C. Skaggs Jr.,"801 E. 86th Ave., Merrillville, IN 46410",www.nisource.com
449,"Graybar Electric Company, Inc.",465,Kathleen M. Mazzarella,"34 N. Meramec Ave., St. Louis, MO 63105",www.graybar.com
450,"Integrys Energy Group, Inc.",559,Charles A. Schrock,"130 E. Randolph St., Chicago, IL 60601",www.integrysgroup.com
451,The Clorox Company,461,Donald R. Knauss,"1221 Broadway, Oakland, CA 94612",www.thecloroxcompany.com
452,"Wynn Resorts, Limited",478,Stephen A. Wynn,"3131 Las Vegas Blvd. S., Las Vegas, NV 89109",www.wynnresorts.com
453,"The Andersons, Inc.",472,Michael J. Anderson,"480 W. Dussel Dr., Maumee, OH 43537",www.andersonsinc.com
454,"J.B. Hunt Transport Services, Inc.",486,John N. Roberts III,"615 J.B. Hunt Corporate Dr., Lowell, AR 72745",www.jbhunt.com
455,AK Steel Holding Corporation,430,James L. Wainscott,"9227 Centre Pointe Dr., West Chester, OH 45069",www.aksteel.com
456,Harbinger Group Inc.,533,Philip A. Falcone,"450 Park Ave., New York, NY 10022",www.harbingergroupinc.com
457,MeadWestvaco Corporation,448,John A. Luke Jr.,"501 S. Fifth St., Richmond, VA 23219",www.mwv.com
458,The Western Union Company,445,Hikmet Ersek,"12500 E.Belford Ave., Englewood, CO 80112",www.westernunion.com
459,The Charles Schwab Corporation,488,Walter W. Bettinger II,"211 Main St., San Francisco, CA 94105",www.aboutschwab.com
460,"Discovery Communications, Inc.",531,David M. Zaslav,"1 Discovery Place, Silver Spring, MD 20910",www.discoverycommunications.com
461,Spectra Energy Corp,475,Gregory L. Ebel,"5400 Westheimer Court, Houston, TX 77056",www.spectraenergy.com
462,"St. Jude Medical, Inc.",457,Daniel J. Starks,"1 St. Jude Medical Dr., St. Paul, MN 55117",www.sjm.com
463,"CF Industries Holdings, Inc.",419,W. Anthony Will,"4 Pkwy. N., Deerfield, IL 60015",www.cfindustries.com
464,Con-way Inc.,450,Douglas W. Stotlar,"2211 Old Earhart Rd., Ann Arbor, MI 48105",www.con-way.com
465,Old Republic International Corporation,496,Aldo C. Zucaro,"307 N. Michigan Ave., Chicago, IL 60601",www.oldrepublic.com
466,JetBlue Airways Corporation,495,David Barger,"27-01 Queens Plaza N., Long Island City, NY 11101",www.jetblue.com
467,"Calumet Specialty Products Partners, L.P.",514,F. William Grube,"2780 Waterfront Pkwy. E. Dr., Indianapolis, IN 46214",www.calumetspecialty.com
468,"Kelly Services, Inc.",462,Carl T. Camden,"999 W. Big Beaver Rd., Troy, MI 48084",www.kellyservices.com
469,Domtar Corporation,458,John D. Williams,"100 Kingsley Park Dr., Fort Mill, SC 29715",www.domtar.com
470,Murphy Oil Corporation,104,Roger W. Jenkins,"200 Peach St., El Dorado, AR 71730",www.murphyoilcorp.com
471,Harris Corporation,429,William M. Brown,"1025 W. NASA Blvd., Melbourne, FL 32919",www.harris.com
472,"Asbury Automotive Group, Inc.",506,Craig T. Monaghan,"2905 Premiere Pkwy. N.W., Duluth, GA 30097",www.asburyauto.com
473,"Big Lots, Inc.",466,David Campisi,"300 Phillipi Rd., Columbus, OH 43228",www.biglots.com
