Rank,Title,Previous Rank,CEO,Address,Website
239,"SunTrust Banks, Inc.",271,William H. Rogers Jr.,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
240,"SAIC, Inc.",245,John P. Jumper,"1710 SAIC Dr., McLean, VA 22102",www.leidos.com
241,Huntsman Corporation,237,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
241,"Praxair, Inc.",238,Stephen F. Angel,"39 Old Ridgebury Rd., Danbury, CT 6810",www.praxair.com
243,"Peter Kiewit Sons’, Inc.",255,Bruce E. Grewcock,"1000 Kiewit Plaza, Omaha, NE 68131",www.kiewit.com
244,Las Vegas Sands Corp.,278,Sheldon G. Adelson,"3355 Las Vegas Blvd. S., Las Vegas, NV 89109",www.sands.com
245,"Stanley Black & Decker, Inc.",252,John F. Lundgren,"1000 Stanley Dr., New Britain, CT 6053",www.stanleyblackanddecker.com
246,The Mosaic Company,268,James T. Prokopanko,"3033 Campus Dr., Plymouth, MN 55441",www.mosaicco.com
247,Norfolk Southern Corporation,241,Charles W. Moorman IV,"3 Commercial Place, Norfolk, VA 23510",www.nscorp.com
248,URS Corporation,275,Martin M. Koffel,"600 Montgomery St., San Francisco, CA 94111",www.urs.com
249,Jacobs Engineering Group Inc.,254,Craig L. Martin,"155 N. Lake Ave., Pasadena, CA 91101",www.jacobs.com
250,V.F. Corporation,277,Eric C. Wiseman,"105 Corporate Center Blvd., Greensboro, NC 27408",www.vfc.com
251,BB&T Corporation,267,Kelly S. King,"200 W. Second St., Winston-Salem, NC 27101",www.bbt.com
252,"Avon Products, Inc.",234,Sherilyn S. McCoy,"777 Third Ave., New York, NY 10017",www.avoncompany.com
253,"Office Depot, Inc.",233,Neil R. Austrian,"6600 N. Military Trail, Boca Raton, FL 33496",www.officedepot.com
254,First Data Corporation,243,Edward A. Labry III,"5565 Glenridge Connector N.E., Atlanta, GA 30342",www.firstdata.com
255,"Automatic Data Processing, Inc.",269,Carlos A. Rodriguez,"1 ADP Blvd., Roseland, NJ 7068",www.adp.com
256,"Liberty Global, Inc.",261,Michael T. Fries,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyglobal.com/
257,Unum Group,260,Thomas R. Watjen,"1 Fountain Sq., Chattanooga, TN 37402",www.unum.com
258,"L Brands, Inc.",256,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
259,"CarMax, Inc.",279,Thomas J. Folliard,"12800 Tuckahoe Creek Pkwy., Richmond, VA 23238",www.carmax.com
260,Visa Inc.,281,Charles W. Scharf,"900 Metro Center Blvd., Foster City, CA 94404",www.corporate.visa.com
261,Entergy Corporation,239,Leo P. Denault,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
262,Synnex Corporation,253,Kevin M. Murai,"44201 Nobel Dr., Fremont, CA 94538",www.synnex.com
263,"Ameriprise Financial, Inc.",248,James M. Cracchiolo,"1099 Ameriprise Financial Center, Minneapolis, MN 55474",www.ameriprise.com
264,R.R. Donnelley & Sons Company,249,Thomas J. Quinlan III,"111 S. Wacker Dr., Chicago, IL 60606",www.rrdonnelley.com
265,"Kinder Morgan, Inc.",311,Richard D. Kinder,"1001 Louisiana St., Houston, TX 77002",www.kindermorgan.com
266,Xcel Energy Inc.,246,Benjamin G.S. Fowke III,"414 Nicollet Mall, Minneapolis, MN 55401",www.xcelenergy.com
267,CDW Corporation,270,Thomas E. Richards,"200 N. Milwaukee Ave., Vernon Hills, IL 60061",www.cdw.com
268,State Street Corporation,262,Joseph L. Hooley,"1 Lincoln St., Boston, MA 2111",www.statestreet.com
269,Tenet Healthcare Corporation,272,Trevor Fetter,"1445 Ross Ave., Dallas, TX 75202",www.tenethealth.com
270,Liberty Interactive Corporation,230,Gregory B. Maffei,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyinteractive.com
271,"Genworth Financial , Inc.",258,Thomas J. McInerney,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
272,AGCO Corporation,292,Martin H. Richenhagen,"4205 River Green Pkwy., Duluth, GA 30096",www.agcocorp.com
273,"Air Products & Chemicals, Inc.",265,John E. McGlade,"7201 Hamilton Blvd., Allentown, PA 18195",www.airproducts.com
274,Newmont Mining Corporation,257,Gary J. Goldberg,"6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",www.newmont.com
275,"Reinsurance Group of America, Incorporated",289,A. Greig Woodring,"1370 Timberlake Manor Pkwy., Chesterfield, MO 63017",www.rgare.com
276,Public Service Enterprise Group Incorporated,240,Ralph Izzo,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
277,KKR & Co. L.P.,854,Henry R. Kravis,"9 W. 57th St., New York, NY 10019",www.kkr.com
278,"Ross Stores, Inc.",299,Michael A. Balmuth,"4440 Rosewood Dr., Pleasanton, CA 94588",www.rossstores.com
279,The Estee Lauder Companies Inc.,290,Fabrizio Freda,"767 Fifth Ave., New York, NY 10153",www.elcompanies.com
280,"Gilead Sciences, Inc.",306,John C. Martin,"333 Lakeside Dr., Foster City, CA 94404",www.gilead.com
281,Sempra Energy,266,Debra L. Reed,"101 Ash St., San Diego, CA 92101",www.sempra.com
282,The Sherwin-Williams Company,293,Christopher M. Connor,"101 W. Prospect Ave. , Cleveland, OH 44115",www.sherwin.com
283,"Western Refining, Inc.",285,Jeff A. Stevens,"123 W. Mills Ave., El Paso, TX 79901",www.wnr.com
284,Devon Energy Corporation,232,John Richels,"333 W. Sheridan Ave., Oklahoma City, OK 73102",www.devonenergy.com
285,Bed Bath & Beyond Inc.,294,Steven H. Temares,"650 Liberty Ave., Union, NJ 7083",www.bedbathandbeyond.com
286,"BlackRock, Inc.",283,Laurence D. Fink,"55 E. 52nd St., New York, NY 10055",www.blackrock.com
287,"Family Dollar Stores, Inc.",301,Howard R. Levine,"10401 Monroe Rd., Matthews, NC 28105",www.familydollar.com
288,Hillshire Brands Company,220,Sean M. Connolly,"400 S. Jefferson St., Chicago, IL 60607",www.hillshirebrands.com
289,Leucadia National Corporation,-,Richard B. Handler,"315 Park Ave. S., New York, NY 10010",www.leucadia.com
290,"Principal Financial Group, Inc.",295,Larry D. Zimpleman,"711 High St., Des Moines, IA 50392",www.principal.com
291,Rock-Tenn Company,449,James A. Rubright,"504 Thrasher St., Norcross, GA 30071",www.rocktenn.com
292,MGM Resorts International,331,James J. Murren,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",www.mgmresorts.com
293,"Hertz Global Holdings, Inc.",309,Mark P. Frissora,"225 Brae Blvd., Park Ridge, NJ 7656",www.hertz.com
294,Discover Financial Services,300,David W. Nelms,"2500 Lake Cook Rd., Riverwoods, IL 60015",www.discoverfinancial.com
295,"W.W. Grainger, Inc.",318,James T. Ryan,"100 Grainger Pkwy., Lake Forest, IL 60045",www.grainger.com
296,"Henry Schein, Inc.",303,Stanley M. Bergman,"135 Duryea Rd., Melville, NY 11747",www.henryschein.com
297,"Owens & Minor, Inc.",298,Craig R. Smith,"9120 Lockwood Blvd., Mechanicsville, VA 23116",www.owens-minor.com
298,GameStop Corp.,273,J. Paul Raines,"625 Westport Pkwy., Grapevine, TX 76051",www.gamestopcorp.com
299,DTE Energy Company,287,Gerard M. Anderson,"1 Energy Plaza, Detroit, MI 48226",www.dteenergy.com
300,Caesars Entertainment Corporation,288,Gary W. Loveman,"1 Caesars Palace Dr., Las Vegas, NV 89109",www.caesars.com
301,Ball Corporation,297,John A. Hayes,"10 Longs Peak Dr., Broomfield, CO 80021",www.ball.com
302,"Applied Materials, Inc.",251,Michael R. Splinter,"3050 Bowers Ave., Santa Clara, CA 95052",www.appliedmaterials.com
303,Centene Corporation,453,Michael F. Neidorff,"7700 Forsyth Blvd., St. Louis, MO 63105",www.centene.com
304,"Motorola Solutions, Inc.",274,Gregory Q. Brown,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
305,Stryker Corporation,308,Kevin A. Lobo,"2825 Airview Blvd., Kalamazoo, MI 49002",www.stryker.com
306,"AutoZone, Inc.",320,William C. Rhodes III,"123 S. Front St., Memphis, TN 38103",www.autozone.com
307,"Sonic Automotive, Inc.",330,O. Bruton Smith,"4401 Colwick Rd., Charlotte, NC 28211",www.sonicautomotive.com
308,Dover Corporation,304,Robert A. Livingston,"3005 Highland Pkwy., Downers Grove, IL 60515",www.dovercorporation.com
309,"Assurant, Inc.",310,Robert B. Pollock,"1 Chase Manhattan Plaza, New York, NY 10005",www.assurant.com
310,Cameron International Corporation,362,Jack B. Moore,"1333 W. Loop S., Houston, TX 77027",www.c-a-m.com
311,DaVita HealthCare Partners Inc.,359,Kent J. Thiry,"2000 16th St., Denver, CO 80202",www.davita.com
312,"Crown Holdings, Inc.",296,John W. Conway,"1 Crown Way, Philadelphia, PA 19154",www.crowncork.com
313,Reliance Steel & Aluminum Co.,315,David H. Hannah,"350 S. Grand Ave., Los Angeles, CA 90071",www.rsac.com
314,"NRG Energy, Inc.",284,David W. Crane,"211 Carnegie Center, Princeton, NJ 8540",www.nrgenergy.com
315,Peabody Energy Corporation,316,Gregory H. Boyce,"701 Market St., St. Louis, MO 63101",www.peabodyenergy.com
316,Reynolds American Inc.,302,Daniel M. Delen,"401 N. Main St., Winston-Salem, NC 27101",www.reynoldsamerican.com
317,"Autoliv, Inc.",313,Jan Carlson,"1320 Pacific Dr., Auburn Hills, MI 48326",www.autoliv.com
318,"Micron Technology, Inc.",291,D. Mark Durcan,"8000 S. Federal Way, Boise, ID 83716",www.micron.com
319,Hormel Foods Corporation,327,Jeffrey M. Ettinger,"1 Hormel Place, Austin, MN 55912",www.hormelfoods.com
320,AECOM Technology Corporation,322,John M. Dionisio,"555 S. Flower St., Los Angeles, CA 90071",www.aecom.com
321,Ashland Inc.,307,James J. O'Brien,"50 E. RiverCenter Blvd., Covington, KY 41011",www.ashland.com
322,Oshkosh Corporation,337,Charles L. Szews,"2307 Oregon St., Oshkosh, WI 54902",www.oshkoshcorporation.com
323,"Republic Services, Inc.",314,Donald W. Slager,"18500 N. Allied Way, Phoenix, AZ 85054",www.republicservices.com
324,Eastman Chemical Company,346,James P. Rogers,"200 S. Wilcox Dr., Kingsport, TN 37660",www.eastman.com
325,Thrivent Financial for Lutherans,332,Bradford L. Hewitt,"625 Fourth Ave. S., Minneapolis, MN 55415",www.thrivent.com
326,Corning Incorporated,328,Wendell P. Weeks,"1 Riverfront Plaza, Corning, NY 14831",www.corning.com
327,Broadcom Corporation,344,Scott A. McGregor,"5300 California Ave., Irvine, CA 92617",www.broadcom.com
328,"Darden Restaurants, Inc.",342,Clarence Otis Jr.,"1000 Darden Center Dr., Orlando, FL 32837",www.darden.com
329,TravelCenters of America LLC,329,Thomas M. O'Brien,"24601 Center Ridge Rd., Westlake, OH 44145",www.tatravelcenters.com
330,"HD Supply, Inc.",-,Joseph J. DeAngelo,"3100 Cumberland Blvd., Atlanta, GA 30339",www.hdsupply.com
331,"Spectrum Group International, Inc.",352,Gregory N. Roberts,"1063 McGaw Ave, Irvine, CA 92614",www.spectrumgi.com
332,"Becton, Dickinson and Company",333,Vincent A. Forlenza,"1 Becton Dr., Franklin Lakes, NJ 7417",www.bd.com
333,Sealed Air Corporation,433,Jerome A. Peribere,"200 Riverfront Blvd., Elmwood Park, NJ 7407",www.sealedair.com
334,"KBR, Inc.",280,William P. Utt,"601 Jefferson St., Houston, TX 77002",www.kbr.com
335,Commercial Metals Company,326,Joseph Alvarado,"6565 N. MacArthur Blvd., Irving, TX 75039",www.cmc.com
336,Masco Corporation,338,Timothy Wadhams,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
337,"Universal Health Services, Inc.",339,Alan B. Miller,"367 S. Gulph Rd., King of Prussia, PA 19406",www.uhsinc.com
338,Campbell Soup Company,334,Denise M. Morrison,"1 Campbell Place, Camden, NJ 8103",www.campbellsoupcompany.com
339,"Coca-Cola Enterprises, Inc.",324,John F. Brock,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
340,"Charter Communications, Inc.",351,Thomas M. Rutledge,"400 Atlantic St., Stamford, CT 6901",www.charter.com
341,Quest Diagnostics Incorporated,341,Stephen H. Rusckowski,"3 Giralda Farms, Madison, NJ 7940",www.questdiagnostics.com
342,"The Williams Companies, Inc.",325,Alan S. Armstrong,"1 Williams Center, Tulsa, OK 74172",www.williams.com
343,"Group 1 Automotive, Inc.",405,Earl J. Hesterberg,"800 Gessner Rd., Houston, TX 77024",www.group1auto.com
344,"CenterPoint Energy, Inc.",305,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
345,"WellCare Health Plans, Inc.",401,Alec Cunningham,"8725 Henderson Rd., Tampa, FL 33634",www.wellcare.com
346,"Dollar Tree, Inc.",373,Bob Sasser,"500 Volvo Pkwy., Chesapeake, VA 23320",www.dollartree.com
347,"The Pantry, Inc.",347,Dennis G. Hatchell,"305 Gregson Dr., Cary, NC 27511",www.thepantry.com
348,MasterCard Incorporated,370,Ajaypal S. Banga,"2000 Purchase St., Purchase, NY 10577",www.mastercard.com
349,Tenneco Inc.,350,Gregg M. Sherrill,"500 N. Field Dr., Lake Forest, IL 60045",www.tenneco.com
350,"Avis Budget Group, Inc.",418,Ronald L. Nelson,"6 Sylvan Way, Parsippany, NJ 7054",www.avisbudgetgroup.com
351,Terex Corporation,379,Ronald M. DeFeo,"200 Nyala Farm Rd., Westport, CT 6880",www.terex.com
352,Cognizant Technology Solutions Corporation,398,Francisco D'Souza,"500 Frank W. Burr Blvd., Teaneck, NJ 7666",www.cognizant.com
353,"Fidelity National Financial, Inc.",472,George P. Scanlon,"601 Riverside Ave., Jacksonville, FL 32204",www.fnf.com
354,"Steel Dynamics, Inc.",323,Mark D. Millett,"7575 W. Jefferson Blvd., Fort Wayne, IN 46804",www.steeldynamics.com
355,Precision Castparts Corp.,387,Mark Donegan,"4650 S.W. Macadam Ave., Portland, OR 97239",www.precast.com
356,Dana Holding Corporation,336,Roger J. Wood,"3939 Technology Dr., Maumee, OH 43537",www.dana.com
357,Boston Scientific Corporation,335,Michael F. Mahoney,"1 Boston Scientific Place, Natick, MA 1760",www.bostonscientific.com
358,BorgWarner Inc.,355,James R. Verrier,"3850 Hamlin Rd., Auburn Hills, MI 48326",www.borgwarner.com
359,Visteon Corporation,321,Timothy D. Leuliette,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
360,"Barnes & Noble, Inc.",360,William J. Lynch Jr.,"122 Fifth Ave., New York, NY 10011",www.barnesandnobleinc.com
361,Fifth Third Bancorp,372,Kevin T. Kabat,"38 Fountain Square Plaza, Cincinnati, OH 45263",www.53.com
362,"Franklin Resources, Inc.",353,Gregory E. Johnson,"1 Franklin Pkwy., San Mateo, CA 94403",www.franklinresources.com
363,Weyerhaeuser Company,374,Daniel S. Fulton,"33663 Weyerhaeuser Way S., Federal Way, WA 98003",www.weyerhaeuser.com
364,"Owens-Illinois, Inc.",345,Albert P.L. Stroucken,"1 Michael Owens Way, Perrysburg, OH 43551",www.o-i.com
365,"Alpha Natural Resources, Inc.",356,Kevin S. Crutchfield,"1 Alpha Place, Bristol, VA 24202",www.alphanr.com
366,"The Interpublic Group of Companies, Inc.",358,Michael I. Roth,"1114 Ave. of the Americas, New York, NY 10036",www.interpublic.com
367,OfficeMax Incorporated,354,Ravichandra K. Saligram,"263 Shuman Blvd., Naperville, IL 60563",www.officemax.com
368,"Core-Mark Holding Company, Inc.",393,Thomas B. Perkins,"395 Oyster Point Blvd., South San Francisco, CA 94080",www.core-mark.com
369,Pacific Life,420,James T. Morris,"700 Newport Center Dr., Newport Beach, CA 92660",www.pacificlife.com
370,Ralph Lauren Corporation,431,Ralph Lauren,"650 Madison Ave., New York, NY 10022",www.ralphlauren.com
371,"Agilent Technologies, Inc.",375,William P. Sullivan,"5301 Stevens Creek Blvd., Santa Clara, CA 95051",www.agilent.com
372,"Dole Food Company, Inc.",349,David H. Murdock,"1 Dole Dr., Westlake Village, CA 91362",www.dole.com
373,Ameren Corporation,340,Thomas R. Voss,"1901 Chouteau Ave., St. Louis, MO 63103",www.ameren.com
374,Mylan Inc.,396,Heather M. Bresch,"1500 Corporate Dr., Canonsburg, PA 15317",www.mylan.com
375,Avery Dennison Corporation,367,Dean A. Scarborough,"150 N. Orange Grove Blvd., Pasadena, CA 91103",www.averydennison.com
376,"Health Management Associates, Inc.",423,Gary D. Newsome,"5811 Pelican Bay Blvd., Naples, FL 34108",www.hma.com
377,"PetSmart, Inc.",400,Robert F. Moran,"19601 N. 27th Ave., Phoenix, AZ 85027",www.petm.com
378,"Dillard’s, Inc.",383,William Dillard II,"1600 Cantrell Rd., Little Rock, AR 72201",www.dillards.com
379,Symantec Corporation,391,Stephen M. Bennett,"350 Ellis St., Mountain View, CA 94043",www.symantec.com
380,"Huntington Ingalls Industries, Inc.",-,C. Michael Petters,"4101 Washington Ave., Newport News, VA 23607",www.huntingtoningalls.com
381,"Enbridge Energy Partners, L.P.",282,Mark A. Maki,"1100 Louisiana St., Houston, TX 77002",www.enbridgepartners.com
382,Cablevision Systems Corporation,348,James L. Dolan,"1111 Stewart Ave., Bethpage, NY 11714",www.cablevision.com
383,Jarden Corporation,371,James E. Lillie,"555 Theodore Fremd Ave., Rye, NY 10580",www.jarden.com
384,The Hershey Company,404,John P. Bilbrey,"100 Crystal A Dr., Hershey, PA 17033",www.thehersheycompany.com
385,"WESCO International, Inc.",397,John J. Engel,"225 W. Station Square Dr., Pittsburgh, PA 15219",www.wesco.com
386,Ingredion Incorporated,390,Ilene S. Gordon,"5 Westbrook Corporate Center, Westchester, IL 60154",www.ingredion.com
387,"CBRE Group, Inc.",416,Robert E. Sulentic,"11150 Santa Monica Blvd., Los Angeles, CA 90025",www.cbre.com
388,UGI Corporation,403,John L. Walsh,"460 N. Gulph Rd., King of Prussia, PA 19406",www.ugicorp.com
389,NuStar Energy L.P.,377,Curtis V. Anastasio,"19003 IH-10 W., San Antonio, TX 78257",www.nustarenergy.com
390,"The McGraw-Hill Companies, Inc.",384,Harold W. McGraw III,"1221 Ave. of the Americas, New York, NY 10020",www.mhfi.com
391,"Vanguard Health Systems, Inc.",484,Charles N. Martin Jr.,"20 Burton Hills Blvd., Nashville, TN 37215",www.tenethealth.com
392,"Casey’s General Stores, Inc.",473,Robert J. Myers,"1 Convenience Blvd., Ankeny, IA 50021",www.caseys.com
393,American Family Ins. Group,382,Jack C. Salzwedel,"6000 American Pkwy., Madison, WI 53783",www.amfam.com
394,Mutual of Omaha Insurance Company,411,Daniel P. Neary,"Mutual of Omaha Plaza, Omaha, NE 68175",www.mutualofomaha.com
395,"Mattel, Inc.",388,Bryan G. Stockton,"333 Continental Blvd., El Segundo, CA 90245",www.mattel.com
396,Celanese Corporation,368,Mark C. Rohr,"222 W. Las Colinas Blvd., Irving, TX 75039",www.celanese.com
397,"Quanta Services, Inc.",513,James F. O'Neil III,"2800 Post Oak Blvd., Houston, TX 77056",www.quantaservices.com
398,"Level 3 Communications, Inc.",541,Jeffrey K. Storey,"1025 Eldorado Blvd., Broomfield, CO 80021",www.level3.com
399,"EMCOR Group, Inc.",428,Anthony J. Guzzi,"301 Merritt Seven, Norwalk, CT 6851",www.emcorgroup.com
400,"Starwood Hotels & Resorts Worldwide, Inc.",434,Frits D. van Paasschen,"1 StarPoint, Stamford, CT 6902",www.starwoodhotels.com
401,Regions Financial Corporation,343,O.B Grayson Hall Jr.,"1900 Fifth Ave. N., Birmingham, AL 35203",www.regions.com
402,Northeast Utilities,527,Thomas J. May,"1 Federal St., Springfield, MA 1105",www.nu.com
403,"Rockwell Automation, Inc.",410,Keith D. Nosbusch,"1201 S. Second St., Milwaukee, WI 53204",www.rockwellautomation.com
404,"Ryder System, Inc.",407,Robert E. Sanchez,"11690 N.W. 105th St., Miami, FL 33178",www.ryder.com
405,Anixter International Inc.,386,Robert J. Eck,"2301 Patriot Blvd., Glenview, IL 60026",www.anixter.com
406,CMS Energy Corporation,380,John G. Russell,"1 Energy Plaza, Jackson, MI 49201",www.cmsenergy.com
407,"CC Media Holdings, Inc.",394,Robert W. Pittman,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
408,"NetApp, Inc.",474,Thomas Georgens,"495 E. Java Dr., Sunnyvale, CA 94089",www.netapp.com
409,"Advance Auto Parts, Inc.",392,Darren R. Jackson,"5008 Airport Rd., Roanoke, VA 24012",www.advanceautoparts.com
410,"Kindred Healthcare, Inc.",444,Paul J. Diaz,"680 S. Fourth St., Louisville, KY 40202",www.kindredhealthcare.com
411,Seaboard Corporation,427,Steven J. Bresky,"9000 W. 67th St., Shawnee Mission, KS 66202",www.seaboardcorp.com
412,"O’Reilly Automotive, Inc.",424,Gregory L. Henslee,"233 S. Patterson Ave., Springfield, MO 65802",www.oreillyauto.com
413,"Foot Locker, Inc.",435,Ken C. Hicks,"112 W. 34th St., New York, NY 10120",www.footlocker-inc.com
414,Windstream Corporation,544,Jeffery R. Gardner,"4001 Rodney Parham Rd., Little Rock, AR 72212",www.windstream.com
415,"CH2M HILL Companies, Ltd.",440,Lee A. McIntire,"9191 S. Jamaica St., Englewood, CO 80112",www.ch2m.com
416,"Omnicare, Inc.",389,John L. Workman,"201 E. Fourth St., Cincinnati, OH 45202",www.omnicare.com
417,"FMC Technologies, Inc.",475,John T. Gremp,"5875 N. Sam Houston Pkwy. W., Houston, TX 77086",www.fmctechnologies.com
418,SLM Corporation,426,Albert L. Lord,"300 Continental Dr., Newark, DE 19713",www.salliemae.com
419,"CF Industries Holdings, Inc.",402,Stephen R. Wilson,"4 Pkwy. N., Deerfield, IL 60015",www.cfindustries.com
420,Sanmina,376,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
421,"NII Holdings, Inc.",369,Steven M. Shindler,"1875 Explorer St., Reston, VA 20190",www.nii.com
422,PVH Corp.,419,Emanuel Chirico,"200 Madison Ave., New York, NY 10016",www.pvh.com
423,"Molina Healthcare, Inc.",500,Joseph M. Molina,"200 Oceangate, Long Beach, CA 90802",www.molinahealthcare.com
424,Cliffs Natural Resources Inc.,366,Joseph A. Carrabba,"200 Public Sq., Cleveland, OH 44114",www.cliffsnaturalresources.com
425,General Cable Corporation,421,Gregory B. Kenny,"4 Tesseneer Dr., Highland Heights, KY 41076",www.generalcable.com
426,The Shaw Group Inc.,412,Philip K. Asherman,"4171 Essen Lane, Baton Rouge, LA 70809",www.cbi.com
427,"Dr Pepper Snapple Group, Inc.",417,Larry D. Young,"5301 Legacy Dr., Plano, TX 75024",www.drpeppersnapplegroup.com
428,"Expeditors International of Washington, Inc.",395,Peter J. Rose,"1015 Third Ave., Seattle, WA 98104",www.expeditors.com
429,Harris Corporation,413,William M. Brown,"1025 W. NASA Blvd., Melbourne, FL 32919",www.harris.com
430,AK Steel Holding Corporation,381,James L. Wainscott,"9227 Centre Pointe Dr., West Chester, OH 45069",www.aksteel.com
431,SPX Corporation,446,Christopher J. Kearney,"13320 Ballantyne Corporate Place, Charlotte, NC 28277",www.spx.com
432,"Actavis, Inc.",515,Paul M. Bisaro,"400 Interpace Pkwy., Parsippany, NJ 7054",www.actavis.com
433,Newell Rubbermaid Inc.,414,Michael B. Polk,"3 Glenlake Pkwy., Atlanta, GA 30328",www.newellrubbermaid.com
434,"Fidelity National Information Services, Inc.",425,Frank R. Martire,"601 Riverside Ave., Jacksonville, FL 32204",www.fisglobal.com
435,Targa Resources Corp.,361,Joe Bob Perkins,"1000 Louisiana St., Houston, TX 77002",www.targaresources.com
436,Booz Allen Hamilton Holding Corp.,439,Ralph W. Shrader,"8283 Greensboro Dr., McLean, VA 22102",www.boozallen.com
437,"Dick’s Sporting Goods, Inc.",466,Edward W. Stack,"345 Court St., Coraopolis, PA 15108",www.dickssportinggoods.com
438,W.R. Berkley Corporation,471,William R. Berkley,"475 Steamboat Rd., Greenwich, CT 6830",www.wrberkley.com
439,"Live Nation Entertainment, Inc.",450,Michael Rapino,"9348 Civic Center Dr., Beverly Hills, CA 90210",www.livenation.com
440,"Allergan, Inc.",448,David E.I. Pyott,"2525 Dupont Dr., Irvine, CA 92612",www.allergan.com
441,NCR Corporation,447,William R. Nuti,"3097 Satellite Blvd., Duluth, GA 30096",www.ncr.com
442,"Mohawk Industries, Inc.",432,Jeffrey S. Lorberbaum,"160 S. Industrial Blvd., Calhoun, GA 30701",www.mohawkind.com
443,Auto-Owners Insurance Group,429,Jeffrey F. Harrold,"6101 Anacapri Blvd., Lansing, MI 48917",www.auto-owners.com
444,Laboratory Corporation of America Holdings,443,David P. King,"358 S. Main St., Burlington, NC 27215",www.labcorp.com
445,The Western Union Company,445,Hikmet Ersek,"12500 E.Belford Ave., Englewood, CO 80112",www.westernunion.com
446,Joy Global Inc.,535,Michael W. Sutherlin,"100 E. Wisconsin Ave., Milwaukee, WI 53202",www.joyglobal.com
447,Energy Future Holdings Corp.,357,John F. Young,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
448,MeadWestvaco Corporation,406,John A. Luke Jr.,"501 S. Fifth St., Richmond, VA 23219",www.mwv.com
449,"Harley-Davidson, Inc.",458,Keith E. Wandell,"3700 W. Juneau Ave., Milwaukee, WI 53208",www.harley-davidson.com
450,Con-way Inc.,459,Douglas W. Stotlar,"2211 Old Earhart Rd., Ann Arbor, MI 48105",www.con-way.com
451,MRC Global Inc.,493,Andrew R. Lane,"909 Fannin St., Houston, TX 77010",www.mrcglobal.com
452,The J.M. Smucker Company,495,Richard K. Smucker,"1 Strawberry Lane, Orrville, OH 44667",www.smucker.com
453,Exelis Inc.,422,David F. Melcher,"1650 Tysons Blvd., McLean, VA 22102",www.exelisinc.com
454,Biogen Idec Inc.,476,George A. Scangos,"133 Boston Post Rd., Weston, MA 2493",www.biogenidec.com
455,Erie Insurance Group,497,Terrence W. Cavanaugh,"100 Erie Insurance Place, Erie, PA 16530",www.erieinsurance.com
456,Celgene Corporation,492,Robert J. Hugin,"86 Morris Ave., Summit, NJ 7901",www.celgene.com
457,"St. Jude Medical, Inc.",437,Daniel J. Starks,"1 St. Jude Medical Dr., St. Paul, MN 55117",www.sjm.com
458,Domtar Corporation,436,John D. Williams,"100 Kingsley Park Dr., Fort Mill, SC 29715",www.domtar.com
459,Calpine Corporation,364,Jack A. Fusco,"717 Texas Ave., Houston, TX 77002",www.calpine.com
460,Susser Holdings Corporation,486,Sam L. Susser,"4525 Ayers St., Corpus Christi, TX 78415",www.susser.com
461,The Clorox Company,456,Donald R. Knauss,"1221 Broadway, Oakland, CA 94612",www.thecloroxcompany.com
462,"Kelly Services, Inc.",441,Carl T. Camden,"999 W. Big Beaver Rd., Troy, MI 48084",www.kellyservices.com
463,CONSOL Energy Inc.,399,J. Brett Harvey,"1000 Consol Energy Dr., Canonsburg, PA 15317",www.consolenergy.com
464,"Advanced Micro Devices, Inc.",378,Rory P. Read,"1 AMD Place, Sunnyvale, CA 94088",www.amd.com
465,"Graybar Electric Company, Inc.",451,Kathleen M. Mazzarella,"34 N. Meramec Ave., St. Louis, MO 63105",www.graybar.com
466,"Big Lots, Inc.",467,Steven S. Fishman,"300 Phillipi Rd., Columbus, OH 43228",www.biglots.com
467,"Gannett Co., Inc.",465,Gracia C. Martore,"7950 Jones Branch Dr., McLean, VA 22107",www.gannett.com
468,"Telephone and Data Systems, Inc.",469,LeRoy T. Carlson Jr.,"30 N. LaSalle St., Chicago, IL 60602",www.teldta.com
469,"Host Hotels & Resorts, Inc.",479,W. Edward Walter,"6903 Rockledge Dr., Bethesda, MD 20817",www.hosthotels.com
470,"Insight Enterprises, Inc.",460,Kenneth T. Lamneck,"6820 S. Harl Ave., Tempe, AZ 85283",www.insight.com
