Rank,Title,Previous Rank,CEO,Address,Website
17,J.P. Morgan Chase & Co.,20,James Dimon,"270 Park Ave., New York, NY 10017",www.jpmorganchase.com
18,Verizon Communications Inc.,14,Ivan G. Seidenberg,"140 West St., New York, NY 10007",www.verizon.com
19,"Cardinal Health, Inc.",16,Robert D. Walter,"7000 Cardinal Place, Dublin, OH 43017",www.cardinal.com
20,"Altria Group, Inc.",17,Louis C. Camilleri,"120 Park Ave., New York, NY 10017",www.altria.com
21,The Kroger Company,21,David B. Dillon,"1014 Vine St., Cincinnati, OH 45202",www.thekrogerco.com
22,State Farm Insurance Cos.,19,Edward B. Rust Jr.,"1 State Farm Plaza, Bloomington, IL 61710",www.statefarm.com
23,Marathon Oil Corporation,31,Clarence P. Cazalot Jr.,"5555 San Felipe Rd., Houston, TX 77056",www.marathonoil.com
24,The Procter & Gamble Company,26,Alan G. Lafley,"1 Procter & Gamble Plaza, Cincinnati, OH 45202",www.pg.com
25,Dell Inc.,28,Kevin B. Rollins,"1 Dell Way, Round Rock, TX 78682",www.dell.com
26,The Boeing Company,25,W. James McNerney Jr.,"100 N. Riverside Plaza, Chicago, IL 60606",www.boeing.com
27,AmerisourceBergen Corp.,23,R. David Yost,"1300 Morris Dr., Chesterbrook, PA 19087",www.amerisourcebergen.com
28,Costco Wholesale Corporation,29,James D. Sinegal,"999 Lake Dr., Issaquah, WA 98027",www.costco.com
29,Target Corporation,27,Robert J. Ulrich,"1000 Nicollet Mall, Minneapolis, MN 55403",www.target.com
30,Morgan Stanley,36,John J. Mack,"1585 Broadway, New York, NY 10036",www.morganstanley.com
31,Pfizer Inc.,24,Henry A. McKinnell Jr.,"235 E. 42nd St., New York, NY 10017",www.pfizer.com
32,Johnson & Johnson,30,William C. Weldon,"1 Johnson & Johnson Plaza, New Brunswick, NJ 8933",www.jnj.com
33,Sears Holdings Corporation,113,Aylwin B. Lewis,"3333 Beverly Rd., Hoffman Estates, IL 60179",www.searsholdings.com
34,"Merrill Lynch & Company, Inc.",53,E. Stanley O'Neal,"4 World Financial Center, New York, NY 10080",www.ml.com
35,"MetLife, Inc.",37,C. Robert Henrikson,"200 Park Ave., New York, NY 10166",www.metlife.com
36,The Dow Chemical Company,34,Andrew N. Liveris,"2030 Dow Center, Midland, MI 48674",www.dow.com
37,UnitedHealth Group Incorporated,40,William W. McGuire,"9900 Bren Rd. E., Minnetonka, MN 55343",www.unitedhealthgroup.com
38,"WellPoint, Inc.",97,Larry C. Glasscock,"120 Monument Circle, Indianapolis, IN 46204",www.wellpoint.com
39,AT&T Inc.,33,Edward E. Whitacre Jr.,"175 E. Houston St., San Antonio, TX 78205",www.att.com
40,Time Warner Inc.,32,Richard D. Parsons,"1 Time Warner Center, New York, NY 10019",www.timewarner.com
41,"The Goldman Sachs Group, Inc.",59,Henry M. Paulson Jr.,"85 Broad St., New York, NY 10004",www.gs.com
42,"Lowe&#039;s Companies, Inc.",43,Robert A. Niblock,"1000 Lowe's Blvd., Mooresville, NC 28117",www.lowes.com
43,United Technologies Corporation,39,George David,"1 Financial Plaza, Hartford, CT 6103",www.utc.com
44,"United Parcel Service, Inc.",42,Michael L. Eskew,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",www.ups.com
45,Walgreen Co.,38,David W. Bernauer,"200 Wilmot Rd., Deerfield, IL 60015",www.walgreens.com
46,Wells Fargo & Company,52,Richard M. Kovacevich,"420 Montgomery St., San Francisco, CA 94104",www.wellsfargo.com
47,"Albertson&#039;s, Inc.",35,Lawrence R. Johnston,"250 Parkcenter Blvd., Boise, ID 83642",www.albertsons.com
48,Microsoft Corporation,41,Steven A. Ballmer,"1 Microsoft Way, Redmond, WA 98052",www.microsoft.com
49,Intel Corporation,50,Paul S. Otellini,"2200 Mission College Blvd., Santa Clara, CA 95054",www.intel.com
50,Safeway Inc.,46,Steven A. Burd,"5918 Stoneridge Mall Rd., Pleasanton, CA 94588",www.safeway.com
51,"Medco Health Solutions, Inc.",48,David B. Snow Jr.,"100 Parsons Pond Dr., Franklin Lakes, NJ 7417",www.express-scripts.com
52,Lockheed Martin Corporation,47,Robert J. Stevens,"6801 Rockledge Dr., Bethesda, MD 20817",www.lockheedmartin.com
53,CVS Corporation,55,Thomas M. Ryan,"1 CVS Dr., Woonsocket, RI 2895",info.cvscaremark.com
54,"Motorola, Inc.",49,Edward J. Zander,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
55,"Caterpillar, Inc.",57,James W. Owens,"100 N.E. Adams St., Peoria, IL 61629",www.caterpillar.com
56,Archer-Daniels-Midland Company,44,G. Allen Andreas,"4666 Faries Pkwy., Decatur, IL 62525",www.adm.com
57,Wachovia Corporation,65,G. Kennedy Thompson,"1 Wachovia Center, Charlotte, NC 28288",www.wachovia.com
58,The Allstate Corporation,51,Edward M. Liddy,"2775 Sanders Rd., Northbrook, IL 60062",www.allstate.com
59,Sprint Nextel Corporation,67,Gary D. Forsee,"2001 Edmund Halley Dr., Reston, VA 20191",www.sprint.com
60,"Caremark Rx, Inc.",73,Edwin M. Crawford,"211 Commerce St., Nashville, TN 37201",www.cvscaremark.com
61,"PepsiCo, Inc.",61,Steven S. Reinemund,"700 Anderson Hill Rd., Purchase, NY 10577",www.pepsico.com
62,"Lehman Brothers Holdings, Inc.",94,Richard S. Fuld Jr.,"745 Seventh Ave., New York, NY 10019",www.lehman.com
63,The Walt Disney Company,54,Robert A. Iger,"500 S. Buena Vista St., Burbank, CA 91521",www.disney.com
64,"Prudential Financial, Inc.",64,Arthur F. Ryan,"751 Broad St., Newark, NJ 7102",www.prudential.com
65,"Plains All American Pipeline, L.P.",96,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
66,"Sunoco, Inc.",82,John G. Drosdick,"1735 Market St., Philadelphia, PA 19103",www.sunocoinc.com
67,Northrop Grumman Corporation,58,Ronald D. Sugar,"1840 Century Park E., Los Angeles, CA 90067",www.northropgrumman.com
68,Sysco Corporation,60,Richard J. Schnieders,"1390 Enclave Pkwy., Houston, TX 77077",www.sysco.com
69,American Express Company,62,Kenneth I. Chenault,"200 Vesey St., New York, NY 10285",www.americanexpress.com
70,FedEx Corporation,78,Frederick W. Smith,"942 S. Shady Grove Rd., Memphis, TN 38120",www.fedex.com
71,Honeywell International Inc.,75,David M. Cote,"101 Columbia Rd., Morristown, NJ 7962",www.honeywell.com
72,Ingram Micro Inc.,76,Gregory M.E. Spierkel,"1600 E. St. Andrew Place, Santa Ana, CA 92705",www.ingrammicro.com
73,E.I. du Pont de Nemours,66,Charles O. Holliday Jr.,"1007 Market St., Wilmington, DE 19898",www.dupont.com
74,New York Life Insurance Company,68,Seymour G. Sternberg,"51 Madison Ave., New York, NY 10010",www.newyorklife.com
75,"Johnson Controls, Inc.",71,John M. Barth,"5757 N. Green Bay Ave., Milwaukee, WI 53201",www.johnsoncontrols.com
76,Best Buy Co. Inc.,77,Bradbury H. Anderson,"7601 Penn Ave. S., Richfield, MN 55423",www.bestbuy.com
77,Delphi Corporation,63,Robert S. Miller,"5725 Delphi Dr., Troy, MI 48098",www.delphi.com
78,The Hartford Financial Services Group Inc.,88,Ramani Ayer,"690 Asylum Ave., Hartford, CT 6115",www.thehartford.com
79,"Alcoa, Inc.",79,Alain J.P. Belda,"390 Park Ave., New York, NY 10022",www.alcoa.com
80,"Tyson Foods, Inc.",72,John H. Tyson,"2210 W. Oaklawn Dr., Springdale, AR 72762",www.tysonfoods.com
81,Teachers Insurance and Annuity Association College Retiremen,81,Herbert M. Allison,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
82,International Paper Company,70,John V. Faraci Jr.,"400 Atlantic St., Stamford, CT 6921",www.internationalpaper.com
83,"Cisco Systems, Inc.",91,John T. Chambers,"170 W. Tasman Dr., San Jose, CA 95134",www.cisco.com
84,HCA Inc,80,"Jack O. Bovender, Jr.","1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
85,"The St. Paul Travelers Companies, Inc.",85,Jay S. Fishman,"385 Washington St., St. Paul, MN 55102",www.travelers.com
86,News Corporation,98,Keith Rupert Murdoch,"1211 Sixth Ave., New York, NY 10036",www.21cf.com
87,"Federated Department Stores, Inc.",133,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
88,Amerada Hess Corporation,126,John B. Hess,"1185 Sixth Ave., New York, NY 10036",www.hess.com
89,The Coca-Cola Company,92,E. Neville Isdell,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
90,Weyerhaeuser Company,89,Steven R. Rogel,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.weyerhaeuser.com
91,Aetna Inc.,108,Ronald A Williams,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
92,Massachusetts Financial Group,83,Stuart H. Reese,"1295 State St., Springfield, MA 1111",www.massmutual.com
93,Abbott Laboratories,100,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
94,Comcast Corporation,102,Brian L. Roberts,"1500 Market St., Philadelphia, PA 19102",www.comcastcorporation.com
95,"Merck & Co., Inc.",84,Richard T. Clark,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
96,Deere & Company,106,Robert W. Lane,"1 John Deere Place, Moline, IL 61265",www.deere.com
97,Raytheon Company,103,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
98,Nationwide Mutual Insurance Co.,99,William G. Jurgensen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
99,"Washington Mutual, Inc.",131,Kerry K. Killinger,"1201 Third Ave., Seattle, WA 98101",www.wamu.com
100,General Dynamics Corporation,115,Nicholas D. Chabraja,"2941 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
101,3M Company,105,George W. Buckley,"3M Center, St. Paul, MN 55144",www.3m.com
102,Liberty Mutual Insurance Group,111,Edmund F. Kelly,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
103,Halliburton Company,101,David J. Lesar,"1401 McKinney St., Houston, TX 77010",www.halliburton.com
104,"Publix Super Markets, Inc.",117,Charles H. Jenkins Jr.,"3300 Publix Corporate Pkwy., Lakeland, FL 33811",www.publix.com
105,AMR Corporation,119,Gerard J. Arpey,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
106,BellSouth Corporation,87,F. Duane Ackerman,"1155 Peachtree St. N.E., Atlanta, GA 30309",www.bellsouth.com
107,Tech Data Corporation,110,Steven A. Raymund,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
108,Electronic Data Systems,95,Michael H. Jordan,"5400 Legacy Dr., Plano, TX 75024",www.eds.com
109,McDonald&#039;s Corporation,116,James A. Skinner,"1 McDonald's Plaza, Oak Brook, IL 60523",www.mcdonalds.com
110,Bristol-Myers Squibb Company,93,Peter R. Dolan,"345 Park Ave., New York, NY 10154",www.bms.com
111,Sara Lee Corporation,114,Brenda C. Barnes,"3 First National Plaza, Chicago, IL 60602",www.hillshirebrands.com
112,Goodyear Tire & Rubber Company,120,Robert J. Keegan,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
113,Supervalu Inc.,104,Jeffrey Noddle,"11840 Valley View Rd., Eden Prairie, MN 55344",www.supervalu.com
114,Cendant Corporation,107,Henry R. Silverman,"9 W. 57th St., New York, NY 10019",www.avisbudgetgroup.com
115,"Autonation, Inc.",112,Michael J. Jackson,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",www.autonation.com
116,Northwestern Mutual Life Insurance Company,124,Edward J. Zore,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
117,Duke Energy Corporation,86,Paul M. Anderson,"526 S. Church St., Charlotte, NC 28202",www.duke-energy.com
118,"J.C. Penney Company, Inc.",74,Myron E. Ullman III,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
119,Wyeth,125,Robert A. Essner,"5 Giralda Farms, Madison, NJ 7940",www.wyeth.com
120,"Coca-Cola Enterprises, Inc.",123,Lowry F. Kline,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
121,Lyondell Chemical Company,338,Dan F. Smith,"1221 McKinney St., Houston, TX 77010",www.lyondell.com
122,Countrywide Financial Corporation,150,Angelo R. Mozilo,"4500 Park Granada, Calabasas, CA 91302",www.countrywide.com
123,"Dominion Resources, Inc.",151,Thomas F. Farrell II,"120 Tredegar St., Richmond, VA 23219",www.dom.com
124,UAL Corporation,129,Glenn F. Tilton,"1200 E. Algonquin Rd., Elk Grove Township, IL 60007",www.unitedcontinentalholdings.com
125,"Constellation Energy Group, Inc.",167,Mayo A. Shattuck III,"750 E. Pratt St., Baltimore, MD 21202",www.exeloncorp.com
126,Emerson Electric Co.,134,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
127,Lear Corporation,127,Robert E. Rossiter,"21557 Telegraph Rd., Southfield, MI 48034",www.lear.com
128,Visteon Corporation,118,Michael F. Johnston,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
129,Rite Aid Corporation,128,Mary F. Sammons,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
130,CIGNA Corporation,122,H. Edward Hanway,"1601 Chestnut St, Philadelphia, PA 19192",www.cigna.com
131,U.S. Bancorp,143,Jerry A. Grundhofer,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
132,Tesoro Corporation,177,Bruce A. Smith,"300 Concord Plaza Dr., San Antonio, TX 78216",www.tsocorp.com
133,Occidental Petroleum Corporation,186,Ray R. Irani,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
134,"Express Scripts, Inc.",137,George Paz,"13900 Riverport Dr., Maryland Heights, MO 63043",www.express-scripts.com
135,"Delta Air Lines, Inc.",138,Gerald Grinstein,"1030 Delta Blvd., Atlanta, GA 30354",www.delta.com
136,Manpower Inc.,140,Jeffrey A. Joerres,"5301 N. Ironwood Rd., Milwaukee, WI 53217",www.manpowergroup.com
137,"Staples, Inc.",146,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
138,"The TJX Companies, Inc.",141,Bernard Cammarata,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
139,"The Gap, Inc.",130,Paul S. Pressler,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
140,Kimberly-Clark Corporation,135,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
141,Computer Sciences Corporation,142,Van B. Honeycutt,"2100 E. Grand Ave., El Segundo, CA 90245",www.csc.com
142,Xerox Corporation,132,Anne M. Mulcahy,"800 Long Ridge Rd., Stamford, CT 6904",www.xerox.com
143,"ConAgra Foods, Incorporated",121,Gary M. Rodkin,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
144,Exelon Corporation,145,John W. Rowe,"10 S. Dearborn St., Chicago, IL 60603",www.exeloncorp.com
145,Loews Corporation,144,James S. Tisch,"667 Madison Ave., New York, NY 10021",www.loews.com
146,"Anheuser-Busch Companies, Inc.",139,Patrick T. Stokes,"1 Busch Place, St. Louis, MO 63118",www.anheuser-busch.com
147,"Pulte Homes, Inc.",181,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
148,Eli Lilly and Company,152,Sidney Taurel,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
149,CBS Corporation,69,Leslie Moonves,"51 W. 52 St., New York, NY 10019",www.cbscorporation.com
150,Humana Inc.,162,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
151,AFLAC Incorporated,158,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
152,Whirlpool Corporation,160,Jeff M. Fettig,"2000 North M-63, Benton Harbor, MI 49022",www.whirlpoolcorp.com
153,The Progressive Corporation,155,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
154,"Office Depot, Inc.",156,Steve Odland,"2200 Old Germantown Rd., Delray Beach, FL 33445",www.officedepot.com
155,Eastman Kodak Company,153,Antonio M. Perez,"343 State St., Rochester, NY 14650",www.kodak.com
156,The Chubb Corporation,161,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7059",www.chubb.com
157,Paccar Inc.,188,Mark C. Pigott,"777 106th Ave. N.E., Bellevue, WA 98004",www.paccar.com
158,United States Steel Corporation,149,John P. Surma Jr.,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
159,"Apple Computer, Inc.",263,Steven P. Jobs,"1 Infinite Loop, Cupertino, CA 95014",www.apple.com
160,Qwest Communications International Inc.,154,Richard C. Notebaert,"1801 California St., Denver, CO 80202",www.centurylink.com
161,Lennar Corporation,214,Stuart A. Miller,"700 N.W. 107th Ave., Miami, FL 33172",www.lennar.com
162,"D.R. Horton, Inc.",203,Donald J. Tomnitz,"301 Commerce St., Fort Worth, TX 76102",www.drhorton.com
163,"Nike, Inc.",173,Mark Parker,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
164,Union Pacific Corporation,174,James R. Young,"1400 Douglas St., Omaha, NE 68179",www.up.com
165,The Southern Company,180,David M. Ratcliffe,"30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",www.southerncompany.com
166,Kohl&#039;s Corporation,184,R. Lawrence Montgomery,"N56 W. 17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
167,Texas Instruments Incorporated,166,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75243",www.ti.com
168,"The DirecTV Group, Inc.",179,Chase Carey,"2230 E. Imperial Highway, El Segundo, CA 90245",www.directv.com
169,Fluor Corporation,241,Alan L. Boeckmann,"6700 Las Colinas Blvd., Irving, TX 92656",www.fluor.com
170,"Waste Management, Inc.",168,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
171,Burlington Northern Santa Fe Corp.,200,Matthew K. Rose,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.bnsf.com
172,Huntsman Corporation,-,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
173,Illinois Tool Works Inc.,183,David B. Speer,"3600 W. Lake Ave., Glenview, IL 60026",www.itw.com
174,Masco Corporation,170,Richard A. Manoogian,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
175,Centex Corporation,204,Timothy R. Eller,"2728 N. Harwood St., Dallas, TX 75201",www.centex.com
176,"Oneok, Inc.",336,David L. Kyle,"100 W. Fifth St., Tulsa, OK 74103",www.oneok.com
177,Nucor Corporation,189,Daniel R. DiMicco,"2100 Rexford Rd., Charlotte, NC 28211",www.nucor.com
178,"Public Service Enterprise Group, Inc.",199,E. James Ferland,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
179,TRW Automotive Holdings Corp.,178,John C. Plant,"12025 Tech Center Dr., Livonia, MI 48150",www.trw.com
180,"The Williams Companies, Inc.",165,Steven J. Malcolm,"1 Williams Center, Tulsa, OK 74172",www.williams.com
181,"Amgen, Inc",212,Kevin W. Sharer,"1 Amgen Center Dr., Thousand Oaks, CA 91320",www.amgen.com
182,Northwest Airlines Corporation,190,Douglas M. Steenland,"2700 Lone Oak Pkwy., Eagan, MN 55121",www.nwa.com
183,"Enterprise Products Partners, L.P.",260,Robert G. Phillips,"2727 N. Loop W., Houston, TX 77008",www.enterpriseproducts.com
184,FirstEnergy Corp.,163,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
185,American Electric Power Company,148,Michael G. Morris,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
186,"Marsh & McLennan Companies, Inc.",176,Michael G. Cherkasky,"1166 Sixth Ave., New York, NY 10036",www.mmc.com
187,Capital One Financial Corporation,206,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
188,CHS Inc.,198,John D. Johnson,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
189,United Services Automobile Association,191,Robert G. Davis,"9800 Fredericksburg Rd, San Antonio, TX 78288",www.usaa.com
190,Textron Inc.,216,Lewis B. Campbell,"40 Westminster St., Providence, RI 2903",www.textron.com
191,"Health Net, Inc.",185,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
192,"The Pepsi Bottling Group, Inc.",202,John T. Cahill,"1 Pepsi Way, Somers, NY 10589",www.pbg.com
193,Murphy Oil Corporation,255,Claiborne P. Deming,"200 Peach St., El Dorado, AR 71731",www.murphyoilcorp.com
194,Edison International,187,John E. Bryson,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
195,"FPL Group, Inc.",213,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
196,Oracle Corporation,220,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
197,Sempra Energy,235,Donald E. Felsinger,"101 Ash St., San Diego, CA 92101",www.sempra.com
198,Sanmina-SCI Corporation,175,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
199,"Consolidated Edison, Inc.",228,Kevin Burke,"4 Irving Place, New York, NY 10003",www.conedison.com
200,PG&E Corporation,196,Peter A. Darbee,"1 Market St., San Francisco, CA 94101",www.pge.com
201,Navistar International Corporation,233,Daniel C. Ustian,"4201 Winfield Rd., Warrenville, IL 60555",www.navistar.com
202,"The Bear Stearns Companies, Inc.",258,James E. Cayne,"383 Madison Ave., New York, NY 10179",www.bearstearns.com
203,"Marriott International, Inc.",224,J.W. Marriott Jr.,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
204,Colgate-Palmolive Company,210,Reuben Mark,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
205,"Smithfield Foods, Inc.",222,Joseph W. Luter III,"200 Commerce St., Smithfield, VA 23430",www.smithfieldfoods.com
206,"General Mills, Inc.",197,Stephen W. Sanger,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
207,"Continental Airlines, Inc.",232,Lawrence W. Kellner,"1600 Smith St., Houston, TX 77002",www.continental.com
208,"Toys &#039;R&#039; Us, Inc.",192,Gerald L. Storch,"1 Geoffrey Way, Wayne, NJ 7470",www.toysrusinc.com
209,"Arrow Electronics, Inc",207,William E. Mitchell,"50 Marcus Dr., Melville, NY 11747",www.arrow.com
210,Eaton Corporation,227,Alexander M. Cutler,"1111 Superior Ave., Cleveland, OH 44114",www.eaton.com
211,"Sun Microsystems, Inc.",194,Scott G. McNealy,"4150 Network Circle, Santa Clara, CA 95054",www.sun.com
212,"Avnet, Inc.",217,Roy A. Vallee,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
213,National City Corporation,211,David A. Daberko,"1900 E. Ninth St., Cleveland, OH 44114",www.nationalcity.com
214,"United Auto Group, Inc.",225,Roger S. Penske,"2555 Telegraph Rd, Bloomfield Hills, MI 48302",www.penskeautomotive.com
215,Aramark Corporation,219,Joseph Neubauer,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
216,Dean Foods Company,205,Gregg L. Engles,"2515 McKinney Ave., Dallas, TX 75201",www.deanfoods.com
217,"SunTrust Banks, Inc.",273,L. Phillip Humann,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
218,Entergy Corporation,221,J. Wayne Leonard,"639 Loyala Avenue, New Orleans, LA 70113",www.entergy.com
219,Devon Energy Corporation,243,J. Larry Nichols,"20 N. Broadway, Oklahoma City, OK 73102",www.devonenergy.com
220,"Reliant Energy, Inc.",250,Joel V. Staff,"1000 Main St., Houston, TX 77002",www.genon.com
221,The AES Corporation,226,Paul T. Hanrahan,"4300 Wilson Blvd., Arlington, VA 22203",www.aes.com
222,"Progress Energy, Inc.",229,Robert B. McGehee,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
223,"Genworth Financial , Inc.",-,Michael D. Fraizer,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
224,First Data Corporation,223,Henry C. Duques,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstdata.com
225,Omnicom Group Inc.,230,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
226,"Circuit City Stores, Inc.",231,Philip Schoonover,"9950 Mayland Dr., Richmond, VA 23233",www.circuitcity.com
227,Solectron Corporation,164,Michael R. Cannon,"847 Gibraltar Dr., Milpitas, CA 95035",www.solectron.com
228,TXU Corp.,195,C. John Wilder,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
229,UnumProvident Corporation,208,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
230,"American Standard Companies, Inc.",238,Frederic M. Poses,"1 Centennial Ave., Piscataway, NJ 8855",www.trane.com
231,"Winn-Dixie Stores, Inc.",182,Peter L. Lynch,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
232,"PPG Industries, Inc.",236,Charles E. Bunch,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
233,Kellogg Company,234,James M. Jenness,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
234,Dana Corporation,201,Michael J. Burns,"4500 Dorr St., Toledo, OH 43615",www.dana.com
235,"Medtronic, Inc.",246,Arthur D. Collins Jr.,"710 Medtronic Pkwy., Minneapolis, MN 55432",www.medtronic.com
236,Tenet Healthcare Corporation,169,Trevor Fetter,"13737 Noel Rd., Dallas, TX 75240",www.tenethealth.com
237,Aon Corporation,218,Gregory C. Case,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
238,Cummins,257,Theodore M. Solso,"500 Jackson St., Columbus, IN 47201",www.cummins.com
239,Ashland Inc.,252,James J. O'Brien,"50 E. RiverCenter Blvd., Covington, KY 41012",www.ashland.com
