Rank,Title,Previous Rank,CEO,Address,Website
240,Public Service Enterprise Group Inc.,201,Ralph Izzo,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
241,Norfolk Southern Corporation,261,Charles W. Moorman IV,"3 Commercial Place, Norfolk, VA 23510",www.nscorp.com
242,"Nordstrom, Inc.",254,Blake W. Nordstrom,"1617 Sixth Ave., Seattle, WA 98101",www.nordstrom.com
243,First Data Corporation,236,Jonathan J. Judge,"5565 Glenridge Connector N.E., Atlanta, GA 30342",www.firstdata.com
244,H.J. Heinz Company,232,William R. Johnson,"1 PPG Place, Pittsburgh, PA 15222",www.heinz.com
245,"SAIC, Inc.",219,John P. Jumper,"1710 SAIC Dr., McLean, VA 22102",www.leidos.com
246,Xcel Energy Inc.,237,Benjamin G.S. Fowke III,"414 Nicollet Mall, Minneapolis, MN 55401",www.xcelenergy.com
247,Lincoln National Corporation,235,Dennis R. Glass,"150 N. Radnor Chester Rd., Radnor, PA 19087",www.lfg.com
248,"Ameriprise Financial, Inc.",246,James M. Cracchiolo,"1099 Ameriprise Financial Center, Minneapolis, MN 55474",www.ameriprise.com
249,R.R. Donnelley & Sons Company,247,Thomas J. Quinlan III,"111 S. Wacker Dr., Chicago, IL 60606",www.rrdonnelley.com
250,Guardian Life Ins. Co. of America,245,Deanna M. Mulligan,"7 Hanover Square, New York, NY 10004",www.guardianlife.com
251,"Applied Materials, Inc.",259,Michael R. Splinter,"3050 Bowers Ave., Santa Clara, CA 95054",www.appliedmaterials.com
252,"Stanley Black & Decker, Inc.",288,John F. Lundgren,"1000 Stanley Dr., New Britain, CT 6053",www.stanleyblackanddecker.com
253,Synnex Corporation,281,Kevin M. Murai,"44201 Nobel Dr., Fremont, CA 94538",www.synnex.com
254,Jacobs Engineering Group Inc.,250,Craig L. Martin,"1111 S. Arroyo Pkwy., Pasadena, CA 91105",www.jacobs.com
255,"Peter Kiewit Sons’, Inc.",249,Bruce E. Grewcock,"1000 Kiewit Plaza, Omaha, NE 68131",www.kiewit.com
256,"Limited Brands, Inc.",258,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
257,Newmont Mining Corporation,260,Richard T. O'Brien,"6363 S. Fiddler's Green Circle, Greenwood Village, CO 80111",www.newmont.com
258,"Genworth Financial , Inc.",243,Michael D. Fraizer,"6620 W. Broad St., Richmond, VA 23230",www.genworth.com
259,"C. H. Robinson Worldwide, Inc.",265,John P. Wiehoff,"14701 Charlson Rd., Eden Prairie, MN 55347",www.chrobinson.com
260,Unum Group,239,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
261,"Liberty Global, Inc.",255,Michael T. Fries,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyglobal.com/
262,State Street Corporation,253,Joseph L. Hooley,"1 Lincoln St., Boston, MA 2111",www.statestreet.com
263,"EOG Resources, Inc.",377,Mark G. Papa,"1111 Bagby St., Houston, TX 77002",www.eogresources.com
264,"Whole Foods Market, Inc.",273,John P. Mackey,"550 Bowie St., Austin, TX 78703",www.wholefoodsmarket.com
265,"Air Products & Chemicals, Inc.",271,John E. McGlade,"7201 Hamilton Blvd., Allentown, PA 18195",www.airproducts.com
266,Sempra Energy,274,Debra L. Reed,"101 Ash St., San Diego, CA 92101",www.sempra.com
267,BB&T Corporation,220,Kelly S. King,"200 W. Second St., Winston-Salem, NC 27101",www.bbt.com
268,The Mosaic Company,346,James T. Prokopanko,"3033 Campus Dr., Plymouth, MN 55441",www.mosaicco.com
269,"Automatic Data Processing, Inc.",275,Carlos A. Rodriguez,"1 ADP Blvd., Roseland, NJ 7068",www.adp.com
270,CDW Corporation,-,Thomas E. Richards,"200 N. Milwaukee Ave., Vernon Hills, IL 60061",www.cdw.com
271,"SunTrust Banks, Inc.",244,William H. Rogers Jr.,"303 Peachtree St. N.E., Atlanta, GA 30308",www.suntrust.com
272,Tenet Healthcare Corporation,266,Trevor Fetter,"1445 Ross Ave., Dallas, TX 75202",www.tenethealth.com
273,GameStop Corp.,262,J. Paul Raines,"625 Westport Pkwy., Grapevine, TX 76051",www.gamestopcorp.com
274,"Motorola Solutions, Inc.",116,Gregory Q. Brown,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
275,URS Corporation,267,Martin M. Koffel,"600 Montgomery St., San Francisco, CA 94111",www.urs.com
276,Western Digital Corporation,251,John F. Coyne,"3355 Michelson Dr., Irvine, CA 92612",www.westerndigital.com
277,V.F. Corporation,310,Eric C. Wiseman,"105 Corporate Center Blvd., Greensboro, NC 27408",www.vfc.com
278,Las Vegas Sands Corp.,342,Sheldon G. Adelson,"3355 Las Vegas Blvd. S., Las Vegas, NV 89109",www.sands.com
279,"CarMax, Inc.",311,Thomas J. Folliard,"12800 Tuckahoe Creek Pkwy., Richmond, VA 23238",www.carmax.com
280,"KBR, Inc.",242,William P. Utt,"601 Jefferson St., Houston, TX 77002",www.kbr.com
281,Visa Inc.,297,Joseph W. Saunders,"595 Market St., San Francisco, CA 94105",www.corporate.visa.com
282,"Enbridge Energy Partners, L.P.",309,Mark A. Maki,"1100 Louisiana St., Houston, TX 77002",www.enbridgepartners.com
283,"BlackRock, Inc.",282,Laurence D. Fink,"55 E. 52nd St., New York, NY 10055",www.blackrock.com
284,"NRG Energy, Inc.",276,David W. Crane,"211 Carnegie Center, Princeton, NJ 8540",www.nrgenergy.com
285,"Western Refining, Inc.",298,Jeff A. Stevens,"123 W. Mills Ave., El Paso, TX 79901",www.wnr.com
286,"Progress Energy, Inc.",240,William D. Johnson,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
287,DTE Energy Company,283,Gerard M. Anderson,"1 Energy Plaza, Detroit, MI 48226",www.dteenergy.com
288,Caesars Entertainment Corporation,277,Gary W. Loveman,"1 Caesars Palace Dr., Las Vegas, NV 89109",www.caesars.com
289,"Reinsurance Group of America, Incorporated",290,A. Greig Woodring,"1370 Timberlake Manor Pkwy., Chesterfield, MO 63017",www.rgare.com
291,"Micron Technology, Inc.",287,Mark Duncan,"8000 S. Federal Way, Boise, ID 83716",www.micron.com
292,AGCO Corporation,340,Martin H. Richenhagen,"4205 River Green Pkwy., Duluth, GA 30096",www.agcocorp.com
293,The Sherwin-Williams Company,308,Christopher M. Connor,"101 W. Prospect Ave. , Cleveland, OH 44115",www.sherwin.com
294,Bed Bath & Beyond Inc.,304,Steven H. Temares,"650 Liberty Ave., Union, NJ 7083",www.bedbathandbeyond.com
295,"Principal Financial Group, Inc.",268,Larry D. Zimpleman,"711 High St., Des Moines, IA 50392",www.principal.com
296,"Crown Holdings, Inc.",301,John W. Conway,"1 Crown Way, Philadelphia, PA 19154",www.crowncork.com
297,Ball Corporation,300,John A. Hayes,"10 Longs Peak Dr., Broomfield, CO 80021",www.ball.com
298,"Owens & Minor, Inc.",295,Craig R. Smith,"9120 Lockwood Blvd., Mechanicsville, VA 23116",www.owens-minor.com
299,"Ross Stores, Inc.",303,Michael Balmuth,"4440 Rosewood Dr., Pleasanton, CA 94588",www.rossstores.com
300,Discover Financial Services,291,David W. Nelms,"2500 Lake Cook Rd., Riverwoods, IL 60015",www.discoverfinancial.com
301,"Family Dollar Stores, Inc.",302,Howard R. Levine,"10401 Monroe Rd., Matthews, NC 28105",www.familydollar.com
302,Reynolds American Inc.,284,Daniel M. Delen,"401 N. Main St., Winston-Salem, NC 27101",www.reynoldsamerican.com
303,"Henry Schein, Inc.",317,Stanley M. Bergman,"135 Duryea Rd., Melville, NY 11747",www.henryschein.com
304,Dover Corporation,331,Robert A. Livingston,"3005 Highland Pkwy., Downers Grove, IL 60515",www.dovercorporation.com
305,"CenterPoint Energy, Inc.",279,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
306,"Gilead Sciences, Inc.",299,John C. Martin,"333 Lakeside Dr., Foster City, CA 94404",www.gilead.com
307,Ashland Inc.,272,James J. O'Brien,"50 E. RiverCenter Blvd., Covington, KY 41011",www.ashland.com
308,Stryker Corporation,323,Curt R. Hartman,"2825 Airview Blvd., Kalamazoo, MI 49002",www.stryker.com
309,"Hertz Global Holdings, Inc.",315,Mark P. Frissora,"225 Brae Blvd., Park Ridge, NJ 7656",www.hertz.com
310,"Assurant, Inc.",285,Robert B. Pollock,"1 Chase Manhattan Plaza, New York, NY 10005",www.assurant.com
311,"Kinder Morgan, Inc.",294,Richard D. Kinder,"500 Dallas St., Houston, TX 77002",www.kindermorgan.com
312,"Energy Transfer Equity, L.P.",351,Kelcy L. Warren,"3738 Oak Lawn Ave., Dallas, TX 75219",www.energytransfer.com
313,"Autoliv, Inc.",329,Jan Carlson,"1320 Pacific Dr., Auburn Hills, MI 48326",www.autoliv.com
314,"Republic Services, Inc.",296,Donald W. Slager,"18500 N. Allied Way, Phoenix, AZ 85054",www.republicservices.com
315,Reliance Steel & Aluminum Co.,367,David H. Hannah,"350 S. Grand Ave., Los Angeles, CA 90071",www.rsac.com
316,Peabody Energy Corporation,338,Gregory H. Boyce,"701 Market St., St. Louis, MO 63101",www.peabodyenergy.com
317,"The Great Atlantic & Pacific Tea Company, Inc.",278,Samuel Martin III,"2 Paragon Dr., Montvale, NJ 7645",www.aptea.com
318,"W.W. Grainger, Inc.",328,James T. Ryan,"100 Grainger Pkwy., Lake Forest, IL 60045",www.grainger.com
319,Goodrich Corporation,337,Marshall O. Larsen,"2730 W. Tyvola Rd., Charlotte, NC 28217",www.goodrich.com
320,"AutoZone, Inc.",322,William C. Rhodes III,"123 S. Front St., Memphis, TN 38103",www.autozone.com
321,Visteon Corporation,319,Donald J. Stebbins,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
322,AECOM Technology Corporation,353,John M. Dionisio,"555 S. Flower St., Los Angeles, CA 90071",www.aecom.com
323,"Steel Dynamics, Inc.",368,Mark D. Millett,"7575 W. Jefferson Blvd., Fort Wayne, IN 46804",www.steeldynamics.com
324,"Coca-Cola Enterprises, Inc.",347,John F. Brock,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
325,"The Williams Companies, Inc.",257,Alan S. Armstrong,"1 Williams Center, Tulsa, OK 74172",www.williams.com
326,Commercial Metals Company,361,Joseph Alvarado,"6565 N. MacArthur Blvd., Irving, TX 75039",www.cmc.com
327,Hormel Foods Corporation,325,Jeffrey M. Ettinger,"1 Hormel Place, Austin, MN 55912",www.hormelfoods.com
328,Corning Incorporated,350,Wendell P. Weeks,"1 Riverfront Plaza, Corning, NY 14831",www.corning.com
329,TravelCenters of America LLC,385,Thomas M. O'Brien,"24601 Center Ridge Rd., Westlake, OH 44145",www.tatravelcenters.com
330,"Sonic Automotive, Inc.",339,O. Bruton Smith,"4401 Colwick Rd., Charlotte, NC 28211",www.sonicautomotive.com
331,MGM Resorts International,380,James J. Murren,"3600 Las Vegas Blvd. S., Las Vegas, NV 89109",www.mgmresorts.com
332,Thrivent Financial for Lutherans,318,Bradford L. Hewitt,"625 Fourth Ave. S., Minneapolis, MN 55415",www.thrivent.com
333,"Becton, Dickinson and Company",316,Vincent A. Forlenza,"1 Becton Dr., Franklin Lakes, NJ 7417",www.bd.com
334,Campbell Soup Company,312,Denise M. Morrison,"1 Campbell Place, Camden, NJ 8103",www.campbellsoupcompany.com
335,Boston Scientific Corporation,305,William H. Kucheman,"1 Boston Scientific Place, Natick, MA 1760",www.bostonscientific.com
336,Dana Holding Corporation,376,Roger J. Wood,"3939 Technology Dr., Maumee, OH 43537",www.dana.com
337,Oshkosh Corporation,252,Charles L. Szews,"2307 Oregon St., Oshkosh, WI 54902",www.oshkoshcorporation.com
338,Masco Corporation,314,Timothy Wadhams,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
339,"Universal Health Services, Inc.",408,Alan B. Miller,"367 S. Gulph Rd., King of Prussia, PA 19406",www.uhsinc.com
340,Ameren Corporation,313,Thomas R. Voss,"1901 Chouteau Ave., St. Louis, MO 63103",www.ameren.com
341,Quest Diagnostics Incorporated,320,Stephen H. Rusckowski,"3 Giralda Farms, Madison, NJ 7940",www.questdiagnostics.com
342,"Darden Restaurants, Inc.",332,Clarence Otis Jr.,"1000 Darden Center Dr., Orlando, FL 32837",www.darden.com
343,Regions Financial Corporation,293,O.B Grayson Hall Jr.,"1900 Fifth Ave. N., Birmingham, AL 35203",www.regions.com
344,Broadcom Corporation,343,Scott A. McGregor,"5300 California Ave., Irvine, CA 92617",www.broadcom.com
345,"Owens-Illinois, Inc.",345,Albert P.L. Stroucken,"1 Michael Owens Way, Perrysburg, OH 43551",www.o-i.com
346,Eastman Chemical Company,348,James P. Rogers,"200 S. Wilcox Dr., Kingsport, TN 37660",www.eastman.com
347,"The Pantry, Inc.",363,Dennis G. Hatchell,"305 Gregson Dr., Cary, NC 27511",www.thepantry.com
348,Cablevision Systems Corporation,321,James L. Dolan,"1111 Stewart Ave., Bethpage, NY 11714",www.cablevision.com
349,"Dole Food Company, Inc.",341,David A. DeLorenzo,"1 Dole Dr., Westlake Village, CA 91362",www.dole.com
350,Tenneco Inc.,386,Gregg M. Sherrill,"500 N. Field Dr., Lake Forest, IL 60045",www.tenneco.com
351,"Charter Communications, Inc.",333,Thomas M. Rutledge,"12405 Powerscourt Dr., St. Louis, MO 63131",www.charter.com
352,"Spectrum Group International, Inc.",381,Gregory N. Roberts,"18061 Fitch, Irvine, CA 92614",www.spectrumgi.com
353,"Franklin Resources, Inc.",393,Gregory E. Johnson,"1 Franklin Pkwy., San Mateo, CA 94403",www.franklinresources.com
354,OfficeMax Incorporated,330,Ravichandra K. Saligram,"263 Shuman Blvd., Naperville, IL 60563",www.officemax.com
355,BorgWarner Inc.,403,Timothy M. Manganello,"3850 Hamlin Rd., Auburn Hills, MI 48326",www.borgwarner.com
356,"Alpha Natural Resources, Inc.",545,Kevin S. Crutchfield,"1 Alpha Place, Bristol, VA 24209",www.alphanr.com
357,Energy Future Holdings Corp.,292,John F. Young,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
358,"The Interpublic Group of Companies, Inc.",355,Michael I. Roth,"1114 Ave. of the Americas, New York, NY 10036",www.interpublic.com
359,DaVita Inc.,359,Kent J. Thiry,"1551 Wewatta St., Denver, CO 80202",www.davita.com
360,"Barnes & Noble, Inc.",395,William J. Lynch Jr.,"122 Fifth Ave., New York, NY 10011",www.barnesandnobleinc.com
361,Targa Resources Corp.,416,Joe Bob Perkins,"1000 Louisiana St., Houston, TX 77002",www.targaresources.com
362,Cameron International Corporation,375,Jack B. Moore,"1333 W. Loop S., Houston, TX 77027",www.c-a-m.com
363,"Winn-Dixie Stores, Inc.",324,Randall Onstead,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
364,Calpine Corporation,349,Jack A. Fusco,"717 Texas Ave., Houston, TX 77002",www.calpine.com
365,Ecolab Inc.,378,Douglas M. Baker Jr.,"370 Wabasha St. N., St. Paul, MN 55102",www.ecolab.com
366,Cliffs Natural Resources Inc.,477,Joseph A. Carrabba,"200 Public Square, Cleveland, OH 44114",www.cliffsnaturalresources.com
367,Avery Dennison Corporation,356,Dean A. Scarborough,"150 N. Orange Grove Blvd., Pasadena, CA 91103",www.averydennison.com
368,Celanese Corporation,388,Mark C. Rohr,"222 W. Las Colinas Blvd., Dallas, TX 75039",www.celanese.com
369,"NII Holdings, Inc.",406,Steven P. Dussek,"1875 Explorer St., Reston, VA 20190",www.nii.com
370,MasterCard Incorporated,410,Ajaypal S. Banga,"2000 Purchase St., Purchase, NY 10577",www.mastercard.com
371,Jarden Corporation,379,James E. Lillie,"555 Theodore Fremd Ave., Rye, NY 10580",www.jarden.com
372,Fifth Third Bancorp,326,Kevin T. Kabat,"38 Fountain Square Plaza, Cincinnati, OH 45263",www.53.com
373,"Dollar Tree, Inc.",390,Bob Sasser,"500 Volvo Pkwy., Chesapeake, VA 23320",www.dollartree.com
374,Weyerhaeuser Company,354,Daniel S. Fulton,"33663 Weyerhaeuser Way S., Federal Way, WA 98003",www.weyerhaeuser.com
375,"Agilent Technologies, Inc.",419,William P. Sullivan,"5301 Stevens Creek Blvd., Santa Clara, CA 95051",www.agilent.com
376,Sanmina-SCI Corporation,366,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
377,NuStar Energy L.P.,497,Curtis V. Anastasio,"2330 N. Loop 1604 W., San Antonio, TX 78248",www.nustarenergy.com
378,"Advanced Micro Devices, Inc.",357,Rory P. Read,"1 AMD Place, Sunnyvale, CA 94088",www.amd.com
379,Terex Corporation,485,Ronald M. DeFeo,"200 Nyala Farm Rd., Westport, CT 6880",www.terex.com
380,CMS Energy Corporation,360,John G. Russell,"1 Energy Plaza, Jackson, MI 49201",www.cmsenergy.com
381,AK Steel Holding Corporation,383,James L. Wainscott,"9227 Centre Pointe Dr., West Chester, OH 45069",www.aksteel.com
382,American Family Ins. Group,358,Jack C. Salzwedel,"6000 American Pkwy., Madison, WI 53783",www.amfam.com
383,"Dillard’s, Inc.",370,William Dillard II,"1600 Cantrell Rd., Little Rock, AR 72201",www.dillards.com
384,"The McGraw-Hill Companies, Inc.",372,Harold W. McGraw III,"1221 Ave. of the Americas, New York, NY 10020",www.mhfi.com
385,AMERIGROUP Corporation,396,James G. Carlson,"4425 Corporation Lane, Virginia Beach, VA 23462",www.amerigroupcorp.com
386,Anixter International Inc.,414,Robert J. Eck,"2301 Patriot Blvd., Glenview, IL 60026",www.anixter.com
387,Precision Castparts Corp.,409,Mark Donegan,"4650 S.W. Macadam Ave., Portland, OR 97239",www.precast.com
388,"Mattel, Inc.",392,Bryan G. Stockton,"333 Continental Blvd., El Segundo, CA 90245",www.mattel.com
389,"Omnicare, Inc.",371,John G. Figueroa,"100 E. RiverCenter Blvd., Covington, KY 41011",www.omnicare.com
390,"Corn Products International, Inc.",502,Ilene S. Gordon,"5 Westbrook Corporate Center, Westchester, IL 60154",www.ingredion.com
391,Symantec Corporation,382,Enrique T. Salem,"350 Ellis St., Mountain View, CA 94043",www.symantec.com
392,"Advance Auto Parts, Inc.",387,Darren R. Jackson,"5008 Airport Rd., Roanoke, VA 24012",www.advanceautoparts.com
393,"Core-Mark Holding Company, Inc.",412,J. Michael Walsh,"395 Oyster Point Blvd., South San Francisco, CA 94080",www.core-mark.com
394,"CC Media Holdings, Inc.",391,Robert W. Pittman,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
395,"Expeditors International of Washington, Inc.",384,Peter J. Rose,"1015 Third Ave., Seattle, WA 98104",www.expeditors.com
396,Mylan Inc.,418,Heather Bresch,"1500 Corporate Dr., Canonsburg, PA 15317",www.mylan.com
397,"WESCO International, Inc.",443,John J. Engel,"225 W. Station Square Dr., Pittsburgh, PA 15219",www.wesco.com
398,Cognizant Technology Solutions Corporation,484,Francisco D'Souza,"500 Frank W. Burr Blvd., Teaneck, NJ 7666",www.cognizant.com
399,CONSOL Energy Inc.,428,J. Brett Harvey,"1000 Consol Energy Dr., Canonsburg, PA 15317",www.consolenergy.com
400,"PetSmart, Inc.",400,Robert F. Moran,"19601 N. 27th Ave., Phoenix, AZ 85027",www.petm.com
401,"WellCare Health Plans, Inc.",420,Alec Cunningham,"8725 Henderson Rd., Tampa, FL 33634",www.wellcare.com
402,"CF Industries Holdings, Inc.",539,Stephen R. Wilson,"4 Pkwy. N., Deerfield, IL 60015",www.cfindustries.com
403,UGI Corporation,407,Lon R. Greenberg,"460 N. Gulph Rd., King of Prussia, PA 19406",www.ugicorp.com
404,The Hershey Company,402,John P. Bilbrey,"100 Crystal A Dr., Hershey, PA 17033",www.thehersheycompany.com
405,"Group 1 Automotive, Inc.",413,Earl J. Hesterberg,"800 Gessner Rd., Houston, TX 77024",www.group1auto.com
406,MeadWestvaco Corporation,373,John A. Luke Jr.,"501 S. Fifth St., Richmond, VA 23219",www.mwv.com
407,"Ryder System, Inc.",437,Gregory T. Swienton,"11690 N.W. 105th St., Miami, FL 33178",www.ryder.com
408,Eastman Kodak Company,327,Antonio M. Perez,"343 State St., Rochester, NY 14650",www.kodak.com
409,NiSource Inc.,362,Robert C. Skaggs Jr.,"801 E. 86th Ave., Merrillville, IN 46410",www.nisource.com
410,"Rockwell Automation, Inc.",466,Keith D. Nosbusch,"1201 S. Second St., Milwaukee, WI 53204",www.rockwellautomation.com
411,Mutual of Omaha Insurance Company,399,Daniel P. Neary,"Mutual of Omaha Plaza, Omaha, NE 68175",www.mutualofomaha.com
412,The Shaw Group Inc.,336,James M. Bernhard Jr.,"4171 Essen Lane, Baton Rouge, LA 70809",www.cbi.com
413,Harris Corporation,429,William M. Brown,"1025 W. NASA Blvd., Melbourne, FL 32919",www.harris.com
414,Newell Rubbermaid Inc.,397,Michael B. Polk,"3 Glenlake Pkwy., Atlanta, GA 30328",www.newellrubbermaid.com
415,"Pepco Holdings, Inc.",335,Joseph M. Rigby,"701 Ninth St. N.W., Washington, DC 20068",www.pepcoholdings.com
416,"CBRE Group, Inc.",440,W. Brett White,"11150 Santa Monica Blvd., Los Angeles, CA 90025",www.cbre.com
417,"Dr Pepper Snapple Group, Inc.",404,Larry D. Young,"5301 Legacy Dr., Plano, TX 75024",www.drpeppersnapplegroup.com
418,"Avis Budget Group, Inc.",432,Ronald L. Nelson,"6 Sylvan Way, Parsippany, NJ 7054",www.avisbudgetgroup.com
419,PVH Corp.,479,Emanuel Chirico,"200 Madison Ave., New York, NY 10016",www.pvh.com
420,Pacific Life,405,James T. Morris,"700 Newport Center Dr., Newport Beach, CA 92660",www.pacificlife.com
421,General Cable Corporation,465,Gregory B. Kenny,"4 Tesseneer Dr., Highland Heights, KY 41076",www.generalcable.com
422,Exelis Inc.,-,David F. Melcher,"1650 Tysons Blvd., McLean, VA 22102",www.exelisinc.com
423,"Health Management Associates, Inc.",435,Gary D. Newsome,"5811 Pelican Bay Blvd., Naples, FL 34108",www.hma.com
424,"O’Reilly Automotive, Inc.",424,Gregory L. Henslee,"233 S. Patterson Ave., Springfield, MO 65802",www.oreillyauto.com
425,"Fidelity National Information Services, Inc.",426,Frank R. Martire,"601 Riverside Ave., Jacksonville, FL 32204",www.fisglobal.com
426,SLM Corporation,344,Albert L. Lord,"300 Continental Dr., Newark, DE 19713",www.salliemae.com
427,Seaboard Corporation,500,Steven J. Bresky,"9000 W. 67th St., Shawnee Mission, KS 66202",www.seaboardcorp.com
428,"EMCOR Group, Inc.",439,Anthony J. Guzzi,"301 Merritt Seven, Norwalk, CT 6851",www.emcorgroup.com
429,Auto-Owners Insurance Group,425,Jeffrey F. Harrold,"6101 Anacapri Blvd., Lansing, MI 48917",www.auto-owners.com
430,SanDisk Corporation,468,Sanjay Mehrotra,"601 McCarthy Blvd., Milpitas, CA 95035",www.sandisk.com
431,Ralph Lauren Corporation,451,Ralph Lauren,"650 Madison Ave., New York, NY 10022",www.ralphlauren.com
432,"Mohawk Industries, Inc.",427,Jeffrey S. Lorberbaum,"160 S. Industrial Blvd., Calhoun, GA 30701",www.mohawkind.com
433,Sealed Air Corporation,490,William V. Hickey,"200 Riverfront Blvd., Elmwood Park, NJ 7407",www.sealedair.com
434,"Starwood Hotels & Resorts Worldwide, Inc.",441,Frits D. van Paasschen,"One StarPoint, Stamford, CT 6902",www.starwoodhotels.com
435,"Foot Locker, Inc.",446,Ken C. Hicks,"112 W. 34th St., New York, NY 10120",www.footlocker-inc.com
436,Domtar Corporation,394,John D. Williams,"100 Kingsley Park Dr., Fort Mill, SC 29715",www.domtar.com
437,"St. Jude Medical, Inc.",436,Daniel J. Starks,"1 St. Jude Medical Dr., St. Paul, MN 55117",www.sjm.com
438,Spectra Energy Corp,441,Gregory L. Ebel,"5400 Westheimer Court, Houston, TX 77056",www.spectraenergy.com
439,Booz Allen Hamilton Holding Corp.,438,Ralph W. Shrader,"8283 Greensboro Dr., McLean, VA 22102",www.boozallen.com
440,"CH2M HILL Companies, Ltd.",422,Lee A. McIntire,"9191 S. Jamaica St., Englewood, CO 80112",www.ch2m.com
441,"Kelly Services, Inc.",455,Carl T. Camden,"999 W. Big Beaver Rd., Troy, MI 48084",www.kellyservices.com
442,Avaya Inc.,445,Kevin J. Kennedy,"211 Mount Airy Rd., Basking Ridge, NJ 7920",www.avaya.com
443,Laboratory Corporation of America Holdings,447,David P. King,"358 S. Main St., Burlington, NC 27215",www.labcorp.com
444,"Kindred Healthcare, Inc.",501,Paul J. Diaz,"680 S. Fourth St., Louisville, KY 40202",www.kindredhealthcare.com
445,The Western Union Company,431,Hikmet Ersek,"12500 E.Belford Ave., Englewood, CO 80112",www.westernunion.com
446,SPX Corporation,460,Christopher J. Kearney,"13515 Ballantyne Corporate Place, Charlotte, NC 28277",www.spx.com
447,NCR Corporation,469,William R. Nuti,"3097 Satellite Blvd., Duluth, GA 30096",www.ncr.com
448,"Allergan, Inc.",457,David E.I. Pyott,"2525 Dupont Dr., Irvine, CA 92612",www.allergan.com
449,Rock-Tenn Company,669,James A. Rubright,"504 Thrasher St., Norcross, GA 30071",www.rocktenn.com
450,"Live Nation Entertainment, Inc.",444,Michael Rapino,"9348 Civic Center Dr., Beverly Hills, CA 90210",www.livenation.com
451,"Graybar Electric Company, Inc.",480,Robert A. Reynolds Jr.,"34 N. Meramec Ave., St. Louis, MO 63105",www.graybar.com
452,Momentive Specialty Chemicals Inc.,433,Craig O. Morrison,"180 E. Broad St., Columbus, OH 43215",www.momentive.com
453,Centene Corporation,493,Michael F. Neidorff,"7700 Forsyth Blvd., St. Louis, MO 63105",www.centene.com
454,Owens Corning,448,Michael H. Thaman,"1 Owens Corning Pkwy., Toledo, OH 43659",www.owenscorning.com
455,"Catalyst Health Solutions, Inc.",562,David T. Blair,"800 King Farm Blvd., Rockville, MD 20850",www.chsi.com
456,The Clorox Company,411,Donald R. Knauss,"1221 Broadway, Oakland, CA 94612",www.thecloroxcompany.com
457,"Bemis Company, Inc.",462,Henry J. Theisen,"1 Neenah Center, Neenah, WI 54956",www.bemis.com
458,"Harley-Davidson, Inc.",458,Keith E. Wandell,"3700 W. Juneau Ave., Milwaukee, WI 53208",www.harley-davidson.com
459,Con-way Inc.,454,Douglas W. Stotlar,"2211 Old Earhart Rd., Ann Arbor, MI 48105",www.con-way.com
460,"Insight Enterprises, Inc.",471,Kenneth T. Lamneck,"6820 S. Harl Ave., Tempe, AZ 85283",www.insight.com
461,Pitney Bowes Inc.,421,Murray D. Martin,"1 Elmcroft Rd., Stamford, CT 6926",www.pb.com
462,"Wynn Resorts, Limited",514,Stephen A. Wynn,"3131 Las Vegas Blvd. S., Las Vegas, NV 89109",www.wynnresorts.com
463,"BrightPoint, Inc.",582,Robert J. Laikin,"7635 Interactive Way, Indianapolis, IN 46278",www.brightpoint.com
464,Frontier Communications Corporation,558,Mary Agnes Wilderotter,"3 High Ridge Park, Stamford, CT 6905",www.frontier.com
465,"Gannett Co., Inc.",415,Gracia C. Martore,"7950 Jones Branch Dr., McLean, VA 22107",www.gannett.com
466,"Dick’s Sporting Goods, Inc.",464,Edward W. Stack,"345 Court St., Coraopolis, PA 15108",www.dickssportinggoods.com
467,"Big Lots, Inc.",453,Steven S. Fishman,"300 Phillipi Rd., Columbus, OH 43228",www.biglots.com
468,Allegheny Technologies Incorporated,534,Richard J. Harshman,"1000 Six PPG Place, Pittsburgh, PA 15222",www.atimetals.com
469,"Telephone and Data Systems, Inc.",450,LeRoy T. Carlson Jr.,"30 N. LaSalle St., Chicago, IL 60602",www.teldta.com
470,The Timken Company,531,James W. Griffith,"1835 Dueber Ave. S.W., Canton, OH 44706",www.timken.com
471,W.R. Berkley Corporation,475,William R. Berkley,"475 Steamboat Rd., Greenwich, CT 6830",www.wrberkley.com
472,"Fidelity National Financial, Inc.",398,George P. Scanlon,"601 Riverside Ave., Jacksonville, FL 32204",www.fnf.com
