Rank,Title,Previous Rank,CEO,Address,Website
36,"Medco Health Solutions, Inc.",34,George Paz,"100 Parsons Pond Dr., Franklin Lakes, NJ 7417",www.express-scripts.com
37,Microsoft Corporation,38,Steven A. Ballmer,"1 Microsoft Way, Redmond, WA 98052",www.microsoft.com
38,Target Corporation,33,Gregg W. Steinhafel,"1000 Nicollet Mall, Minneapolis, MN 55403",www.target.com
39,The Boeing Company,36,W. James McNerney Jr.,"100 N. Riverside Plaza, Chicago, IL 60606",www.boeing.com
40,Pfizer Inc.,31,Ian C. Read,"235 E. 42nd St., New York, NY 10017",www.pfizer.com
41,"PepsiCo, Inc.",43,Indra K. Nooyi,"700 Anderson Hill Rd., Purchase, NY 10577",www.pepsico.com
42,Johnson & Johnson,40,Alex Gorsky,"1 Johnson & Johnson Plaza, New Brunswick, NJ 8933",www.jnj.com
43,State Farm Insurance Cos.,37,Edward B. Rust Jr.,"1 State Farm Plaza, Bloomington, IL 61710",www.statefarm.com
44,Dell Inc.,41,Michael S. Dell,"1 Dell Way, Round Rock, TX 78682",www.dell.com
45,"WellPoint, Inc.",42,Angela F. Braly,"120 Monument Circle, Indianapolis, IN 46204",www.wellpoint.com
46,Caterpillar Inc.,58,Douglas R. Oberhelman,"100 N.E. Adams St., Peoria, IL 61629",www.caterpillar.com
47,The Dow Chemical Company,45,Andrew N. Liveris,"2030 Dow Center, Midland, MI 48674",www.dow.com
48,United Technologies Corporation,44,-,"1 Financial Plaza, Hartford, CT 6103",www.utc.com
49,Comcast Corporation,66,Brian L. Roberts,"1 Comcast Center, Philadelphia, PA 19103",www.comcastcorporation.com
50,Kraft Foods Inc.,49,Irene B. Rosenfeld,"3 Lakes Dr., Northfield, IL 60093",www.mondelezinternational.com
51,Intel Corporation,56,Paul S. Otellini,"2200 Mission College Blvd., Santa Clara, CA 95054",www.intel.com
52,"United Parcel Service, Inc.",48,D. Scott Davis,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",www.ups.com
53,"Best Buy Co., Inc.",47,George L. Mikan III,"7601 Penn Ave. S., Richfield, MN 55423",www.bestbuy.com
54,"Lowe’s Companies, Inc.",50,Robert A. Niblock,"1000 Lowe's Blvd., Mooresville, NC 28117",www.lowes.com
55,"Prudential Financial, Inc.",64,John R. Strangfeld Jr.,"751 Broad St., Newark, NJ 7102",www.prudential.com
56,"Amazon.com, Inc.",78,Jeffrey P. Bezos,"410 Terry Ave. N., Seattle, WA 98109",www.amazon.com
57,"Merck & Co., Inc.",53,Kenneth C. Frazier,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
58,Lockheed Martin Corporation,52,Robert J. Stevens,"6801 Rockledge Dr., Bethesda, MD 20817",www.lockheedmartin.com
59,The Coca-Cola Company,70,Muhtar Kent,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
60,Express Scripts Holding Company,55,George Paz,"1 Express Way, St. Louis, MO 63121",www.express-scripts.com
61,"Sunoco, Inc.",68,Brian P. MacDonald,"1818 Market St., Philadelphia, PA 19103",www.sunocoinc.com
62,Enterprise Products Partners L.P.,80,Michael A. Creel,"1100 Louisiana St., Houston, TX 77002",www.enterpriseproducts.com
63,Safeway Inc.,60,Steven A. Burd,"5918 Stoneridge Mall Rd., Pleasanton, CA 94588",www.safeway.com
64,"Cisco Systems, Inc.",62,John T. Chambers,"170 W. Tasman Dr., San Jose, CA 95134",www.cisco.com
65,Sears Holdings Corporation,57,Louis J. D'Ambrosio,"3333 Beverly Rd., Hoffman Estates, IL 60179",www.searsholdings.com
66,The Walt Disney Company,65,Robert A. Iger,"500 S. Buena Vista St., Burbank, CA 91521",www.disney.com
67,"Johnson Controls, Inc.",76,Stephen A. Roell,"5757 N. Green Bay Ave., Milwaukee, WI 53209",www.johnsoncontrols.com
68,Morgan Stanley,63,James P. Gorman,"1585 Broadway, New York, NY 10036",www.morganstanley.com
69,Sysco Corporation,67,William J. DeLaney III,"1390 Enclave Pkwy., Houston, TX 77077",www.sysco.com
70,FedEx Corporation,73,Frederick W. Smith,"942 S. Shady Grove Rd., Memphis, TN 38120",www.fedex.com
71,Abbott Laboratories,69,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
72,E.I. du Pont de Nemours and Company,84,Ellen J. Kullman,"1007 Market St., Wilmington, DE 19898",www.dupont.com
73,Google Inc.,92,Larry Page,"1600 Amphitheatre Pkwy., Mountain View, CA 94043",www.google.com
74,Hess Corporation,74,John B. Hess,"1185 Ave.of the Americas, New York, NY 10036",www.hess.com
75,Supervalu Inc.,61,Craig R. Herkert,"7075 Flying Cloud Dr., Eden Prairie, MN 55344",www.supervalu.com
76,"United Continental Holdings, Inc.",114,Jeffery A. Smisek,"77 W. Wacker Dr., Chicago, IL 60601",www.unitedcontinentalholdings.com
77,Honeywell International Inc.,81,David M. Cote,"101 Columbia Rd., Morris Township, NJ 7962",www.honeywell.com
78,CHS Inc.,103,Carl M. Casale,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
79,Humana Inc.,79,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
80,"The Goldman Sachs Group, Inc.",54,Lloyd C. Blankfein,"200 West St., New York, NY 10282",www.gs.com
81,Ingram Micro Inc.,75,-,"1600 E. St. Andrew Place, Santa Ana, CA 92705",www.ingrammicro.com
82,Oracle Corporation,96,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
83,"Delta Air Lines, Inc.",88,Richard H. Anderson,"1030 Delta Blvd., Atlanta, GA 30320",www.delta.com
84,Liberty Mutual Holding Company Inc.,82,David H. Long,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
85,World Fuel Services Corporation,133,Michael J. Kasbar,"9800 N.W. 41st St., Miami, FL 33178",www.wfscorp.com
86,New York Life Insurance Company,71,Theodore A. Mathas,"51 Madison Ave., New York, NY 10010",www.newyorklife.com
87,"Plains All American Pipeline, L.P.",99,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
88,Teachers Insurance and Annuity Association College Retiremen,87,Roger W. Ferguson Jr.,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
89,Aetna Inc.,77,Mark T. Bertolini,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
90,Sprint Nextel Corporation,85,Daniel R. Hesse,"6200 Sprint Pkwy., Overland Park, KS 66251",www.sprint.com
91,News Corporation,83,K. Rupert Murdoch,"1211 Ave. of the Americas, New York, NY 10036",www.21cf.com
92,General Dynamics Corporation,86,Jay L. Johnson,"2941 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
93,The Allstate Corporation,89,Thomas J. Wilson,"2775 Sanders Rd., Northbrook, IL 60062",www.allstate.com
94,"HCA Holdings, Inc.",90,Richard M. Bracken,"1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
95,American Express Company,91,Kenneth I. Chenault,"200 Vesey St., New York, NY 10285",www.americanexpress.com
96,"Tyson Foods, Inc.",93,Donnie Smith,"2200 Don Tyson Pkwy., Springdale, AR 72762",www.tysonfoods.com
97,Deere & Company,98,Samuel R. Allen,"1 John Deere Place, Moline, IL 61265",www.deere.com
98,Murphy Oil Corporation,113,David M. Wood,"200 Peach St., El Dorado, AR 71731",www.murphyoilcorp.com
99,Philip Morris International Inc.,94,Louis C. Camilleri,"120 Park Ave., New York, NY 10017",www.pmi.com
100,Nationwide Mutual Insurance Co.,127,Stephen S. Rasmussen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
101,Tesoro Corporation,128,Gregory J. Goff,"19100 Ridgewood Pkwy., San Antonio, TX 78259",www.tsocorp.com
102,3M Company,97,Inge G. Thulin,"3M Center, St. Paul, MN 55144",www.3m.com
103,Time Warner Inc.,95,Jeffrey L. Bewkes,"1 Time Warner Center, New York, NY 10019",www.timewarner.com
104,Northrop Grumman Corporation,72,Wesley G. Bush,"2980 Fairview Park Dr., Falls Church, VA 22042",www.northropgrumman.com
105,DIRECTV,110,Michael D. White,"2230 E. Imperial Highway, El Segundo, CA 90245",www.directv.com
106,"Publix Super Markets, Inc.",102,William E. Crenshaw,"3300 Publix Corporate Pkwy., Lakeland, FL 33811",www.publix.com
107,McDonald’s Corporation,111,James A. Skinner,"1 McDonald's Plaza, Oak Brook, IL 60523",www.mcdonalds.com
108,"Avnet, Inc.",132,Richard Hamada,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
109,Tech Data Corporation,109,Robert M. Dutkowsky,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
110,"Macy’s, Inc.",107,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
111,International Paper Company,105,John V. Faraci Jr.,"6400 Poplar Ave., Memphis, TN 38197",www.internationalpaper.com
112,"The Travelers Companies, Inc.",106,Jay S. Fishman,"485 Lexington Ave., New York, NY 10017",www.travelers.com
113,Rite Aid Corporation,100,John T. Standley,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
114,"Staples, Inc.",108,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
115,Alcoa Inc.,123,Klaus Kleinfeld,"390 Park Ave., New York, NY 10022",www.alcoa.com
116,"Northwestern Mutual Life Insurance Company,Inc.",112,John E. Schlifske,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
117,Raytheon Company,104,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
118,Halliburton Company,144,David J. Lesar,"3000 N. Sam Houston Pkwy E., Houston, TX 77032",www.halliburton.com
119,Eli Lilly and Company,115,John C. Lechleiter Ph.D.,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
120,Emerson Electric Co.,120,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
121,Massachusetts Mutual Life Insurance Company,101,Roger W. Crandall,"1295 State St., Springfield, MA 1111",www.massmutual.com
122,Occidental Petroleum Corporation,129,Stephen I. Chazen,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
123,AMR Corporation,118,Thomas W. Horton,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
124,Fluor Corporation,124,David T. Seaton,"6700 Las Colinas Blvd., Irving, TX 75039",www.fluor.com
125,"The TJX Companies, Inc.",119,Carol M. Meyrowitz,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
126,The Goodyear Tire & Rubber Company,139,Richard J. Kramer,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
127,Xerox Corporation,121,Ursula M. Burns,"45 Glover Ave., Norwalk, CT 6850",www.xerox.com
128,Aflac Incorporated,125,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
129,Manpower Inc.,138,Jeffrey A. Joerres,"100 Manpower Place, Milwaukee, WI 53212",www.manpowergroup.com
130,CIGNA Corporation,122,David M. Cordani,"900 Cottage Grove Rd., Bloomfield, CT 6002",www.cigna.com
131,The Hartford Financial Services Group Inc.,117,Liam E. McGee,"1 Hartford Plaza, Hartford, CT 6155",www.thehartford.com
132,U.S. Bancorp,126,Richard K. Davis,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
133,"Arrow Electronics, Inc",140,Michael J. Long,"7459 S. Lima St., Englewood, CO 80112",www.arrow.com
134,Bristol-Myers Squibb Company,131,Lamberto Andreotti,"345 Park Ave., New York, NY 10154",www.bms.com
135,Freeport-McMoRan Copper & Gold Inc.,136,Richard C. Adkerson,"333 N. Central Ave., Phoenix, AZ 85004",www.fcx.com
136,"Nike, Inc.",135,Mark G. Parker,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
137,Kimberly-Clark Corporation,130,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
138,Nucor Corporation,157,Daniel R. DiMicco,"1915 Rexford Rd., Charlotte, NC 28211",www.nucor.com
139,EMC Corporation,152,Joseph M. Tucci,"176 South St., Hopkinton, MA 1748",www.emc.com
140,United States Steel Corporation,148,John P. Surma Jr.,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
141,Baker Hughes Incorporated,170,Martin S. Craighead,"2929 Allen Pkwy., Houston, TX 77019",www.bakerhughes.com
142,Time Warner Cable Inc.,137,Glenn A. Britt,"60 Columbus Circle, New York, NY 10023",www.twc.com
143,Union Pacific Corporation,153,John J. Koraleski,"1400 Douglas St., Omaha, NE 68179",www.up.com
144,United Services Automobile Association,145,Josue Robles Jr.,"9800 Fredericksburg Rd., San Antonio, TX 78288",www.usaa.com
145,Exelon Corporation,141,Christopher M. Crane,"10 S. Dearborn St., Chicago, IL 60680",www.exeloncorp.com
146,Kohl’s Corporation,142,Kevin Mansell,"N56 W17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
147,Whirlpool Corporation,143,Jeff M. Fettig,"2000 North M-63, Benton Harbor, MI 49022",www.whirlpoolcorp.com
148,Capital One Financial Corporation,134,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
149,Illinois Tool Works Inc.,156,David B. Speer,"3600 W. Lake Ave., Glenview, IL 60026",www.itw.com
150,Cummins Inc.,186,N. Thomas Linebarger,"500 Jackson St., Columbus, IN 47201",www.cummins.com
151,The AES Corporation,150,-,"4300 Wilson Blvd., Arlington, VA 22203",www.aes.com
152,The Southern Company,147,Thomas A. Fanning,"30 Ivan Allen Jr. Blvd. N.W., Atlanta, GA 30308",www.southerncompany.com
153,"J.C. Penney Company, Inc.",146,Ronald B. Johnson,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
154,Apache Corporation,206,G. Steven Farris,"2000 Post Oak Blvd., Houston, TX 77056",www.apachecorp.com
155,Colgate-Palmolive Company,160,Ian M. Cook,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
156,"Altria Group, Inc.",154,Michael E. Szymanczyk,"6601 W. Broad St., Richmond, VA 23230",www.altria.com
157,"Jabil Circuit, Inc.",182,Timothy L. Main,"10560 Dr. Martin Luther King Jr. St. N., St. Petersburg, FL 33716",www.jabil.com
158,Danaher Corporation,187,H. Lawrence Culp Jr.,"2200 Pennsylvania Ave. N.W., Washington, DC 20037",www.danaher.com
159,PACCAR Inc,238,Mark C. Pigott,"777 106th Ave. N.E., Bellevue, WA 98004",www.paccar.com
160,FirstEnergy Corp.,183,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
161,TRW Automotive Holdings Corp.,171,John C. Plant,"12001 Tech Center Dr., Livonia, MI 48150",www.trw.com
162,Computer Sciences Corporation,155,J. Michael Lawrie,"3170 Fairview Park Dr., Falls Church, VA 22042",www.csc.com
163,Eaton Corporation,178,Alexander M. Cutler,"1111 Superior Ave., Cleveland, OH 44114",www.eaton.com
164,"Medtronic, Inc.",158,Omar Ishrak,"710 Medtronic Pkwy., Minneapolis, MN 55432",www.medtronic.com
165,"The PNC Financial Services Group, Inc.",151,James E. Rohr,"249 Fifth Ave., Pittsburgh, PA 15222",www.pnc.com
166,The Bank of New York Mellon Corporation,165,Gerald L. Hassell,"1 Wall St., New York, NY 10286",www.bnymellon.com
167,Southwest Airlines Co.,205,Gary C. Kelly,"2702 Love Field Dr., Dallas, TX 75235",www.southwest.com
168,Amgen Inc.,163,Kevin W. Sharer,"1 Amgen Center Dr., Thousand Oaks, CA 91320",www.amgen.com
169,The Progressive Corporation,164,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
170,HollyFrontier Corporation,289,Michael C. Jennings,"2828 N. Harwood, Dallas, TX 75201",www.hollyfrontier.com
171,"CenturyLink, Inc.",334,Glen F. Post III,"100 CenturyLink Dr., Monroe, LA 71203",www.centurylink.com
172,"NextEra Energy, Inc.",161,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
173,Marathon Oil Corporation,29,Clarence P. Cazalot Jr.,"5555 San Felipe Street, Houston, TX 77056",www.marathonoil.com
174,"L-3 Communications Holdings, Inc.",159,Michael T. Strianese,"600 Third Ave., New York, NY 10016",www.l-3com.com
175,"Oneok, Inc.",189,John W. Gibson,"100 W. Fifth St., Tulsa, OK 74103",www.oneok.com
176,"American Electric Power Company, Inc.",169,Nicholas K. Akins,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
177,Viacom Inc.,180,Philippe P. Dauman,"1515 Broadway, New York, NY 10036",www.viacom.com
178,Qualcomm Incorporated,222,Paul E. Jacobs,"5775 Morehouse Dr., San Diego, CA 92121",www.qualcomm.com
179,PG&E Corporation,177,Anthony F. Earley Jr.,"77 Beale St., San Francisco, CA 94105",www.pge.com
180,"PPG Industries, Inc.",181,Charles E. Bunch,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
181,"General Mills, Inc.",166,Kendall J. Powell,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
182,Global Partners LP,306,Eric Slifka,"800 South St., Waltham, MA 2454",www.globalp.com
183,Dollar General Corporation,188,Richard W. Dreiling,"100 Mission Ridge, Goodlettsville, TN 37072",www.dollargeneral.com
184,"National Oilwell Varco, Inc.",202,Merrill A. Miller Jr.,"7909 Parkwood Circle Dr., Houston, TX 77036",www.nov.com
185,"The Gap, Inc.",167,Glenn K. Murphy,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
186,Duke Energy Corporation,173,James E. Rogers,"550 S. Tryon St., Charlotte, NC 28202",www.duke-energy.com
187,"Dominion Resources, Inc.",162,Thomas F. Farrell II,"120 Tredegar St., Richmond, VA 23219",www.dom.com
188,CBS Corporation,174,Leslie Moonves,"51 W. 52nd St., New York, NY 10019",www.cbscorporation.com
189,Lear Corporation,207,Matthew J. Simoncini,"21557 Telegraph Rd., Southfield, MI 48033",www.lear.com
190,Loews Corporation,168,James S. Tisch,"667 Madison Ave., New York, NY 10065",www.loews.com
191,DISH Network Corporation,193,Joseph P. Clayton,"9601 S. Meridian Blvd., Englewood, CO 80112",www.dish.com
192,Anadarko Petroleum Corporation,223,James T. Hackett,"1201 Lake Robbins Dr., The Woodlands, TX 77380",www.anadarko.com
193,Navistar International Corporation,204,Daniel C. Ustian,"2701 Navistar Dr., Lisle, IL 60532",www.navistar.com
194,"Toys “R” Us, Inc.",176,Gerald L. Storch,"1 Geoffrey Way, Wayne, NJ 7470",www.toysrusinc.com
195,Baxter International Inc.,192,Robert L. Parkinson Jr.,"1 Baxter Pkwy., Deerfield, IL 60015",www.baxter.com
196,Omnicom Group Inc.,195,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
197,"AutoNation, Inc.",197,Michael J. Jackson,"200 S.W. First Ave., Fort Lauderdale, FL 33301",www.autonation.com
198,"Community Health Systems, Inc.",190,Wayne T. Smith,"4000 Meridian Blvd., Franklin, TN 37067",www.chs.net
199,"Constellation Energy Group, Inc.",172,Christopher M. Crane,"100 Constellation Way, Baltimore, MD 21202",www.exeloncorp.com
200,Texas Instruments Incorporated,175,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75243",www.ti.com
201,Ally Financial Inc.,149,Michael A. Carpenter,"200 Renaissance Center, Detroit, MI 48243",www.ally.com
202,The Chubb Corporation,185,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7059",www.chubb.com
203,"Waste Management, Inc.",196,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
204,Aramark Corporation,194,Joseph Neubauer,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
205,Kellogg Company,199,John A. Bryant,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
206,"Motorola Mobility Holdings, Inc.",-,Sanjay K. Jha,"600 N. U.S. Hwy. 45, Libertyville, IL 60048",investors.motorola.com
207,Dean Foods Company,203,Gregg L. Engles,"2711 N. Haskell Ave., Dallas, TX 75204",www.deanfoods.com
208,"US Airways Group, Inc.",208,W. Douglas Parker,"111 W. Rio Salado Pkwy., Tempe, AZ 85281",www.usairways.com
209,"Consolidated Edison, Inc.",184,Kevin Burke,"4 Irving Place, New York, NY 10003",www.conedison.com
210,"Land O’Lakes, Inc.",218,Christopher J. Policinski,"4001 Lexington Ave. N., Arden Hills, MN 55126",www.landolakesinc.com
211,Edison International,198,Theodore F. Craver Jr.,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
212,PPL Corporation,280,William H. Spence,"2 N. Ninth St., Allentown, PA 18101",www.pplweb.com
213,"Yum! Brands, Inc.",214,David C. Novak,"1441 Gardiner Lane, Louisville, KY 40213",www.yum.com
214,Genuine Parts Company,215,Thomas C. Gallagher,"2999 Circle 75 Pkwy., Atlanta, GA 30339",www.genpt.com
215,"ConAgra Foods, Inc.",200,Gary M. Rodkin,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
216,Parker-Hannifin Corporation,248,Donald E. Washkewicz,"6035 Parkland Blvd., Cleveland, OH 44124",www.parker.com
217,"Marriott International, Inc.",210,Arne M. Sorenson,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
218,"Smithfield Foods, Inc.",216,C. Larry Pope,"200 Commerce St., Smithfield, VA 23430",www.smithfieldfoods.com
219,"Coventry Health Care, Inc.",212,Allen F. Wise,"6720-B Rockledge Dr., Bethesda, MD 20817",www.coventryhealthcare.com
220,Sara Lee Corporation,191,Marcel H. M. Smits,"3500 Lacey Rd., Downers Grove, IL 60515",www.hillshirebrands.com
221,"Health Net, Inc.",179,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
222,"Penske Automotive Group, Inc.",228,Roger S. Penske,"2555 Telegraph Rd., Bloomfield Hills, MI 48302",www.penskeautomotive.com
223,Icahn Enterprises L.P.,270,Daniel A. Ninivaggi,"767 Fifth Ave., New York, NY 10153",www.ielp.com
224,Monsanto Company,234,Hugh Grant,"800 N. Lindbergh Blvd., St. Louis, MO 63167",www.monsanto.com
225,Thermo Fisher Scientific Inc.,227,Marc N. Casper,"81 Wyman St., Waltham, MA 2451",www.thermofisher.com
226,CSX Corporation,230,Michael J. Ward,"500 Water St., Jacksonville, FL 32202",www.csx.com
227,Starbucks Corporation,229,Howard D. Schultz,"2401 Utah Ave. S., Seattle, WA 98134",www.starbucks.com
228,eBay Inc.,269,John J. Donahoe,"2145 Hamilton Ave., San Jose, CA 95125",www.ebayinc.com
229,Chesapeake Energy Corporation,263,Aubrey K. McClendon,"6100 N. Western Ave., Oklahoma City, OK 73118",www.chk.com
230,Liberty Interactive Corporation,224,Gregory B. Maffei,"12300 Liberty Blvd., Englewood, CO 80112",www.libertyinteractive.com
231,"Marsh & McLennan Companies, Inc.",225,Brian Duperreault,"1166 Ave. of the Americas, New York, NY 10036",www.mmc.com
232,Devon Energy Corporation,231,John Richels,"333 W. Sheridan Ave., Oklahoma City, OK 73102",www.devonenergy.com
233,"Office Depot, Inc.",211,Neil R. Austrian,"6600 N. Military Trail, Boca Raton, FL 33496",www.officedepot.com
234,"Avon Products, Inc.",226,Sherilyn McCoy,"1345 Ave. of the Americas, New York, NY 10105",www.avoncompany.com
235,Aon Corporation,286,Gregory C. Case,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
236,Textron Inc.,233,Scott C. Donnelly,"40 Westminster St., Providence, RI 2903",www.textron.com
237,Huntsman Corporation,264,Peter R. Huntsman,"500 Huntsman Way, Salt Lake City, UT 84108",www.huntsman.com
238,"Praxair, Inc.",241,Stephen F. Angel,"39 Old Ridgebury Rd., Danbury, CT 6810",www.praxair.com
239,Entergy Corporation,213,J. Wayne Leonard,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
