Rank,Title,Previous Rank,CEO,Address,Website
24,Bank of America Corporation,23,Kenneth D. Lewis,"100 N. Tryon St., Charlotte, NC 28255",www.bankofamerica.com
25,Pfizer Inc.,37,Henry A. McKinnell Jr.,"235 E. 42nd St., New York, NY 10017",www.pfizer.com
26,J.P. Morgan Chase & Co.,26,William B. Harrison Jr.,"270 Park Ave., New York, NY 10017",www.jpmorganchase.com
27,Time Warner Inc.,29,Richard D. Parsons,"75 Rockefeller Plaza, New York, NY 10019",www.timewarner.com
28,The Procter & Gamble Company,31,Alan G. Lafley,"1 Procter & Gamble Plaza, Cincinnati, OH 45202",www.pg.com
29,Costco Wholesale Corporation,33,James D. Sinegal,"999 Lake Dr., Issaquah, WA 98027",www.costco.com
30,Johnson & Johnson,34,William C. Weldon,"1 Johnson & Johnson Plaza, New Brunswick, NJ 8933",www.jnj.com
31,Dell Inc.,36,Michael S. Dell,"1 Dell Way, Round Rock, TX 78682",www.dell.com
32,Sears Roebuck and Company,30,Alan J. Lacy,"3333 Beverly Rd., Hoffman Estates, IL 60179",www.sears.com
33,SBC Communications Inc.,27,Edward E. Whitacre Jr.,"175 E. Houston St., San Antonio, TX 78205",www.att.com
34,Valero Energy Corp,55,William E. Greehey,"1 Valero Place, San Antonio, TX 78212",www.valero.com
35,Marathon Oil Corporation,52,Clarence P. Cazalot Jr.,"5555 San Felipe Rd., Houston, TX 77056",www.marathonoil.com
36,MetLife Inc.,38,Robert H. Benmosche,"1 Madison Ave., New York, NY 10010",www.metlife.com
37,Safeway Inc.,41,Steven A. Burd,"5918 Stoneridge Mall Rd., Pleasanton, CA 94588",www.safeway.com
38,"Albertson&#039;s, Inc.",35,Lawrence R. Johnston,"250 Parkcenter Blvd., Boise, ID 83726",www.albertsons.com
39,Morgan Stanley,40,Philip J. Purcell,"1585 Broadway, New York, NY 10036",www.morganstanley.com
40,AT&T,22,David W. Dorman,"1 AT&T Way, Bedminster, NJ 7921",www.att.com
41,Medco Health Solutions,-,David B. Snow Jr.,"100 Parsons Pond Dr., Franklin Lakes, NJ 7417",www.express-scripts.com
42,"United Parcel Service, Inc.",43,Michael L. Eskew,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",www.ups.com
43,"J.C. Penney Company, Inc.",42,Allen I. Questrom,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
44,The Dow Chemical Company,51,William S. Stavropoulos,"2030 Dow Center, Midland, MI 48674",www.dow.com
45,Walgreen Co.,45,David W. Bernauer,"200 Wilmot Rd., Deerfield, IL 60015",www.walgreens.com
46,Microsoft Corporation,47,Steven A. Ballmer,"1 Microsoft Way, Redmond, WA 98052",www.microsoft.com
47,The Allstate Corporation,44,Edward M. Liddy,"2775 Sanders Rd., Northbrook, IL 60062",www.allstate.com
48,Lockheed Martin Corporation,56,Vance D. Coffman,"6801 Rockledge Dr., Bethesda, MD 20817",www.lockheedmartin.com
49,Wells Fargo,46,Richard M. Kovacevich,"420 Montgomery St., San Francisco, CA 94163",www.wellsfargo.com
50,"Lowe&#039;s Companies, Inc.",60,Robert L. Tillman,-,www.lowes.com
51,United Technologies Corporation,49,George David,"1 Financial Plaza, Hartford, CT 6103",www.utc.com
52,Archer-Daniels-Midland Company,71,G. Allen Andreas,"4666 Faries Pkwy., Decatur, IL 62525",www.adm.com
53,Intel Corporation,58,Craig R. Barrett,"2200 Mission College Blvd., Santa Clara, CA 95052",www.intel.com
54,"UnitedHealth Group, Incorporated",63,William W. McGuire,"9900 Bren Rd. East, Minnetonka, MN 55343",www.unitedhealthgroup.com
55,Northrop Grumman Corporation,99,Ronald D. Sugar,"1840 Century Park E., Los Angeles, CA 90067",www.northropgrumman.com
56,Delphi Corporation,53,J.T. Battenberg III,"5725 Delphi Dr., Troy, MI 48098",www.delphi.com
57,"Prudential Financial, Inc.",57,Arthur F. Ryan,"751 Broad St., Newark, NJ 7102",www.prudential.com
58,"Merrill Lynch & Co., Inc.",48,-,"4 World Financial Center, New York, NY 10080",www.ml.com
59,E.I. du Pont de Nemours,67,Charles O. Holliday Jr.,"1007 Market St., Wilmington, DE 19898",www.dupont.com
60,The Walt Disney Company,61,Michael D. Eisner,"500 S. Buena Vista St., Burbank, CA 91521",www.disney.com
61,"Motorola, Inc.",59,Edward J. Zander,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
62,"PepsiCo, Inc.",62,Steven S. Reinemund,"700 Anderson Hill Rd., Purchase, NY 10577",www.pepsico.com
63,CVS Corporation,68,Thomas M. Ryan,"1 CVS Dr., Woonsocket, RI 2895",info.cvscaremark.com
64,Viacom Inc.,66,Sumner M. Redstone,"1515 Broadway, New York, NY 10036",www.cbscorporation.com
65,Sprint Corporation,54,Gary D. Forsee,"6200 Sprint Pkwy., Overland Park, KS 66251",www.sprint.com
66,Sysco Corporation,73,Richard J. Schnieders,"1390 Enclave Pkwy., Houston, TX 77077",www.sysco.com
67,Kmart Holding Corporation,39,Julian C. Day,"3100 W. Big Beaver Rd., Troy, MI 48084",www.searsholdings.com
68,Teachers Insurance and Annuity Association College Retiremen,89,Herbert M. Allison,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
69,American Express Company,69,Kenneth I. Chenault,"200 Vesey St., New York, NY 10285",www.americanexpress.com
70,New York Life Insurance Company,65,Seymour G. Sternberg,"51 Madison Ave., New York, NY 10010",www.newyorklife.com
71,International Paper Company,64,John V. Faraci,"400 Atlantic St., Stamford, CT 6921",www.internationalpaper.com
72,"Tyson Foods, Inc.",72,John H. Tyson,"2210 W. Oaklawn Dr., Springdale, AR 72762",www.tysonfoods.com
73,Wachovia Corp.,70,G. Kennedy Thompson,"301 S. College St., Charlotte, NC 28288",www.wachovia.com
74,"Goldman Sachs Group, Inc.",75,Henry M. Paulson Jr.,"85 Broad St., New York, NY 10004",www.gs.com
75,Duke Energy,118,Paul M. Anderson,"526 S. Church St., Charlotte, NC 28202",www.duke-energy.com
76,Honeywell International Inc.,78,David M. Cote,"101 Columbia Rd., Morristown, NJ 7962",www.honeywell.com
77,"Caterpillar, Inc.",85,James W. Owens,"100 N.E. Adams St., Peoria, IL 61629",www.caterpillar.com
78,Best Buy Co. Inc.,91,Bradbury H. Anderson,"7601 Penn Ave. S., Richfield, MN 55423",www.bestbuy.com
79,"Johnson Controls, Inc.",86,John M. Barth,"5757 N. Green Bay Ave., Milwaukee, WI 53201",www.johnsoncontrols.com
80,BellSouth Corporation,77,F. Duane Ackerman,"1155 Peachtree St. N.E. , Atlanta, GA 30309",www.bellsouth.com
81,"Ingram Micro, Inc.",76,Kent B. Foster,"1600 E. St. Andrew Place, Santa Ana, CA 92705",www.ingrammicro.com
82,FedEx Corporation,83,Frederick W. Smith,"942 S. Shady Grove Rd., Memphis, TN 38120",www.fedex.com
83,"Merck & Co., Inc.",17,Raymond V. Gilmartin,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
84,"ConAgra Foods, Incorporated",50,Bruce C. Rohde,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
85,"HCA, Inc",90,Jack O. Bovender Jr.,"1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
86,"Alcoa, Inc.",82,Alain J.P. Belda,"201 Isabella St., Pittsburgh, PA 15212",www.alcoa.com
87,Electronic Data Systems,80,Michael H. Jordan,"5400 Legacy Dr., Plano, TX 75024",www.eds.com
88,Bank One Corporation,79,James Dimon,"1 Bank One Plaza, Chicago, IL 60670",www.bankone.com
89,Comcast Corporation,157,Brian L. Roberts,"1500 Market St., Philadelphia, PA 19102",www.comcastcorporation.com
90,Massachusetts Mutual Life Insurance Company,84,Robert J. O'Connell,"1295 State St., Springfield, MA 1111",www.massmutual.com
91,The Coca-Cola Company,92,Douglas N. Daft,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
92,Bristol-Myers Squibb Company,98,Peter R. Dolan,"345 Park Ave., New York, NY 10154",www.bms.com
93,WellPoint Health Networks Inc.,103,Leonard D. Schaeffer,"1 WellPoint Way, Thousand Oaks, CA 91362",www.wellpoint.com
94,Georgia-Pacific Corporation,74,Alston D. Correll,"133 Peachtree St. N.E., Atlanta, GA 30303",www.gp.com
95,Weyerhaeuser Company,96,Steven R. Rogel,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.weyerhaeuser.com
96,Abbott Laboratories,100,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
97,"AutoNation, Inc.",93,Michael J. Jackson,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",www.autonation.com
98,"The Williams Companies, Inc.",196,Steven J. Malcolm,"1 Williams Center, Tulsa, OK 74172",www.williams.com
99,Supervalu Inc.,81,Jeffrey Noddle,"11840 Valley View Rd., Eden Prairie, MN 55344",www.supervalu.com
100,"Cisco Systems, Inc.",95,John T. Chambers,"170 W. Tasman Dr., San Jose, CA 95134",www.cisco.com
101,CIGNA Corporation,87,H. Edward Hanway,"1 Liberty Place, Philadelphia, PA 19192",www.cigna.com
102,Hartford Financial Services Group Inc.,114,Ramani Ayer,"690 Asylum Ave., Hartford, CT 6115",www.thehartford.com
103,"Washington Mutual, Inc.",94,Kerry K. Killinger,"1201 Third Ave., Seattle, WA 98101",www.wamu.com
104,Sara Lee Corporation,101,C. Steven McMillan,"3 First National Plaza, Chicago, IL 60602",www.hillshirebrands.com
105,3M,110,W. James McNerney Jr.,"3M Center, St. Paul, MN 55144",www.3m.com
106,Cendant Corporation,133,Henry R. Silverman,"9 W. 57th St., New York, NY 10019",www.avisbudgetgroup.com
107,Raytheon Company,105,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
108,Aetna Inc.,88,John W. Rowe,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
109,Visteon Corporation,97,Peter J. Pestillo,"17000 Rotunda Dr., Dearborn, MI 48120",www.visteon.com
110,AMR Corporation,104,Gerard J. Arpey,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
111,Tech Data Corporation,117,Steven A. Raymund,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
112,"Coca-Cola Enterprises, Inc.",108,John R. Alm,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
113,"Lehman Brothers Holdings, Inc.",109,Richard S. Fuld Jr.,"745 Seventh Ave., New York, NY 10019",www.lehman.com
114,McDonald&#039;s Corporation,124,James R. Cantalupo,-,www.mcdonalds.com
115,Northwestern Mutual Life Insurance Company,113,Edward J. Zore,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
116,Liberty Mutual Insurance Group,129,Edmund F. Kelly,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
117,"Publix Super Markets, Inc.",112,Charles H. Jenkins Jr.,"3300 Airport Road, Lakeland, FL 33811",www.publix.com
118,Nationwide Mutual Insurance Co.,111,William G. Jurgensen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
119,"Anthem,Inc.",146,Larry C. Glasscock,"120 Monument Circle, Indianapolis, IN 46204",www.wellpoint.com
120,"AT&T Wireless Services, Inc.",119,John D. Zeglis,"7277 164th Ave. N.E., Redmond, WA 98052",www.attws.com
121,General Dynamics Corporation,137,Nicholas D. Chabraja,"3190 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
122,Halliburton Company,153,David J. Lesar,"1401 McKinney, Houston, TX 77020",www.halliburton.com
123,"Sunoco, Inc.",154,John G. Drosdick,"1801 Market St., Philadelphia, PA 19103",www.sunocoinc.com
124,"The Gap, Inc.",130,Paul S. Pressler,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
125,Wyeth,128,Robert A. Essner,"5 Giralda Farms, Madison, NJ 7940",www.wyeth.com
126,Exelon Corporation,126,John W. Rowe,"10 S. Dearborn St., Chicago, IL 60680",www.exeloncorp.com
127,Loews Corporation,107,James S. Tisch,"667 Madison Ave., New York, NY 10021",www.loews.com
128,Rite Aid Corporation,125,Mary F. Sammons,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
129,Lear Corporation,131,Robert E. Rossiter,"21557 Telegraph Rd., Southfield, MI 48034",www.lear.com
130,Xerox Corporation,116,Anne M. Mulcahy,"800 Long Ridge Rd., Stamford, CT 6904",www.xerox.com
131,Deere & Company,135,Robert W. Lane,"1 John Deere Place, Moline, IL 61265",www.deere.com
132,"American Electric Power Company, Inc.",120,Michael G. Morris,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
133,U.S. Bancorp,123,Jerry A. Grundhofer,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
134,"Federated Department Stores, Inc.",122,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
135,Travelers Property Casualty Corp.,-,Robert I. Lipp,"1 Tower Sq., Hartford, CT 6183",www.stpaultravelers.com
136,Qwest Communications International Inc.,121,Richard C. Notebaert,"1801 California St., Denver, CO 80202",www.centurylink.com
137,Goodyear Tire & Rubber Company,139,Robert Keegan,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
138,Tenet Healthcare Corporation,136,Trevor Fetter,"3820 State St., Santa Barbara, CA 93105",www.tenethealth.com
139,Amerada Hess Corporation,162,John B. Hess,"1185 Sixth Ave, New York, NY 10036",www.hess.com
140,FleetBoston Financial Corporation,115,Charles K. Gifford,"100 Federal St., Boston, MA 2110",www.fleet.com
141,Kimberly-Clark Corporation,143,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
142,"Anheuser-Busch Companies, Inc.",142,Patrick T. Stokes,"1 Busch Place, St. Louis, MO 63118",www.anheuser-busch.com
143,"AdvancePCS, Inc.",148,David D. Halbert,"750 W. John Carpenter Freeway, Irving, TX 75039",www.advancepcs.com
144,Emerson Electric Co.,138,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
145,UAL Corporation,132,Glenn F. Tilton,"1200 E. Algonquin Rd., Elk Grove Township, IL 60007",www.unitedcontinentalholdings.com
146,Countrywide Financial Corporation,209,Angelo R. Mozilo,"4500 Park Granada, Calabasas, CA 91302",www.countrywide.com
147,The May Department Stores Company,144,Eugene S. Kahn,"611 Olive St., St. Louis, MO 63101",www.mayco.com
148,"The TJX Companies, Inc.",161,Edmond J. English,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
149,Eastman Kodak Company,150,Daniel A. Carp,"343 State St., Rochester, NY 14650",www.kodak.com
150,"Delta Air Lines, Inc.",145,Gerald Grinstein,"1030 Delta Blvd., Atlanta, GA 30320",www.delta.com
151,"Express Scripts, Inc.",147,Barrett A. Toan,"13900 Riverport Dr., Maryland Heights, MO 63043",www.express-scripts.com
152,"Staples, Inc.",165,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
153,Union Pacific Corporation,156,Richard K. Davidson,"1416 Dodge St., Omaha, NE 68179",www.up.com
154,El Paso Corporation,152,Douglas L. Foshee,"1001 Louisiana St., Houston, TX 77002",www.elpaso.com
155,"Plains All American Pipeline, L.P.",221,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
156,Eli Lilly and Company,172,Sidney Taurel,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
157,"Office Depot, Inc.",166,M. Bruce Nelson,"2200 Old Germantown Rd., Delray Beach, FL 33445",www.officedepot.com
158,FirstEnergy Corporation,159,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
159,Humana Inc.,169,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
160,Manpower Inc.,176,Jeffrey A. Joerres,"5301 N. Ironwood Rd., Milwaukee, WI 53217",www.manpowergroup.com
161,Whirlpool Corporation,173,David R. Whitwam,"2000 M-63 N., Benton Harbor, MI 49022",www.whirlpoolcorp.com
162,"Winn-Dixie Stores, Inc.",149,Frank Lazaran,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
163,Edison International,163,John E. Bryson,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
164,"Dominion Resources, Inc.",184,Thomas E. Capps,"120 Tredegar St., Richmond, VA 23219",www.dom.com
165,The Progressive Corporation,197,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
166,"Reliant Resources, Inc.",164,Joel V. Staff,"1000 Main St., Houston, TX 77002",www.genon.com
167,Solectron Corporation,158,Michael R. Cannon,"777 Gibraltar Dr., Milpitas, CA 95035",www.solectron.com
168,MBNA Corporation,179,Bruce L. Hammonds,"1100 N. King St., Wilmington, DE 19884",www.mbna.com
169,"Marsh & McLennan Companies, Inc.",178,Jeffrey W. Greenberg,"1166 Sixth Ave., New York, NY 10036",www.mmc.com
170,"Waste Management, Inc.",171,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
172,AFLAC,183,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
173,"Sun Microsystems, Inc.",155,Scott G. McNealy,"4150 Network Circle, Santa Clara, CA 95054",www.sun.com
174,Chubb Corporation,203,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7061",www.chubb.com
175,Computer Sciences Corporation,167,Van B. Honeycutt,"2100 E. Grand Ave., El Segundo, CA 90245",www.csc.com
176,"Public Service Enterprise Group, Inc.",211,E. James Ferland,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
177,TXU Corp.,134,C. John Wilder,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
178,The Southern Company,177,H. Allen Franklin,"270 Peachtree St. N.W., Atlanta, GA 30303",www.southerncompany.com
179,PG&E Corp.,140,Robert D. Glynn Jr.,"1 Market St., San Francisco, CA 94105",www.pge.com
180,Masco Corporation,195,Richard A. Manoogian,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
181,Health Net Inc.,185,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
182,PacifiCare Health Systems Inc.,170,Howard G. Phanstiel,"5995 Plaza Dr., Cypress, CA 90630",www.pacificare.com
183,"Nextel Communications, Inc.",216,Timothy M. Donahue,"2001 Edmund Halley Dr., Reston, VA 20191",www.nextel.com
184,"Nike, Inc.",188,Philip H. Knight,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
185,United Services Automobile Association,199,Robert G. Davis,"9800 Fredericksburg Rd., San Antonio, TX 78288",www.usaa.com
186,"General Mills, Inc.",235,Stephen W. Sanger,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
187,UnumProvident Corporation,192,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
188,Sanmina-SCI Corporation,214,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
189,Kohl&#039;s Corporation,204,R. Lawrence Montgomery,"N56 W. 17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
190,"The Pepsi Bottling Group, Inc.",200,John T. Cahill,"1 Pepsi Way, Somers, NY 10589",www.pbg.com
191,"Illinois Tool Works, Inc.",189,W. James Farrell,"3600 W. Lake Ave., Glenview, IL 60025",www.itw.com
192,John Hancock Financial Services Inc.,208,-,"John Hancock Place, Boston, MA 2117",www.jhancock.com
193,Dana Corporation,182,Michael J. Burns,"4500 Dorr St., Toledo, OH 43615",www.dana.com
194,Textron Inc.,174,Lewis B. Campbell,"40 Westminster St., Providence, RI 2903",www.textron.com
195,"Circuit City Stores, Inc.",151,W. Alan McCollough,"9950 Mayland Dr., Richmond, VA 23233",www.circuitcity.com
196,Colgate-Palmolive Company,198,Reuben Mark,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
197,Texas Instruments Incorporated,223,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75266",www.ti.com
198,"Consolidated Edison, Inc.",217,Eugene R. McGrath,"4 Irving Place, New York, NY 10003",www.conedison.com
199,Aon Corporation,212,Patrick G. Ryan,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
200,Capital One Financial Corporation,191,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
201,"CenterPoint Energy, Inc.",236,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
202,Aramark Corporation,213,William Leonard,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
203,"Constellation Energy Group, Inc.",352,Mayo A. Shattuck III,"750 E. Pratt St., Baltimore, MD 21202",www.exeloncorp.com
204,The AES Corporation,181,Paul T. Hanrahan,"1001 N. 19th St., Arlington, VA 22209",www.aes.com
205,"FPL Group, Inc.",226,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
206,National City Corporation,215,David A. Daberko,"1900 E. Ninth St., Cleveland, OH 44114",www.nationalcity.com
207,Northwest Airlines Corporation,193,Richard H. Anderson,"2700 Lone Oak Pkwy., Eagan, MN 55121",www.nwa.com
208,Oracle Corporation,190,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
209,United States Steel Corporation,264,Thomas J. Usher,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
210,Burlington Northern Santa Fe Corp.,205,Matthew K. Rose,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.bnsf.com
211,"Principal Financial Group, Inc.",210,J. Barry Griswell,"711 High St., Des Moines, IA 50392",www.principal.com
212,CHS Inc.,237,John D. Johnson,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
213,H.J. Heinz Company,194,William R. Johnson,"600 Grant St., Pittsburgh, PA 15219",www.heinz.com
214,Occidental Petroleum Corporation,252,Ray R. Irani,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
215,Gillette Company,218,James M. Kilts,"Prudential Tower Building, Boston, MA 2199",www.gillette.com
216,"Marriott International, Inc.",175,J.W. Marriott Jr.,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
217,Entergy Corporation,224,J. Wayne Leonard,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
218,Dean Foods Company,201,Gregg L. Engles,"2515 McKinney Ave., Dallas, TX 75201",www.deanfoods.com
219,Centex Corporation,241,Laurence E. Hirsch,"2728 N. Harwood St., Dallas, TX 75201",www.centex.com
220,Baxter International,222,Harry M. Jansen Kraemer Jr.,"1 Baxter Pkwy., Deerfield, IL 60015",www.baxter.com
221,"Caremark Rx, Inc.",267,Edwin M. Crawford,"211 Commerce St., Nashville, TN 37201",www.cvscaremark.com
222,"Pulte Homes, Inc.",250,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
223,"Avnet, Inc.",206,Roy A. Vallee,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
224,"Progress Energy, Inc.",228,William Cavanaugh III,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
225,Guardian Life Insurance Co. of America,232,Dennis J. Manning,"7 Hanover Square, New York, NY 10004",www.guardianlife.com
226,Calpine Corporation,246,Peter Cartwright,"50 W. San Fernando St., San Jose, CA 95113",www.calpine.com
227,"The St. Paul Companies, Inc.",207,Jay S. Fishman,"385 Washington St., St. Paul, MN 55102",www.travelers.com
228,"Limited Brands, Inc.",202,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
229,"Clear Channel Communications, Inc.",219,L. Lowry Mays,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
230,Lennar Corp.,256,Stuart A. Miller,"700 N.W. 107th Ave., Miami, FL 33172",www.lennar.com
231,"Continental Airlines, Inc.",220,Gordon M. Bethune,"1600 Smith St., Houston, TX 77002",www.continental.com
232,Fluor,186,Alan L. Boeckmann,"1 Enterprise Dr., Aliso Viejo, CA 92656",www.fluor.com
233,Kellogg Company,225,Carlos M. Gutierrez,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
234,Premcor Inc.,269,-,"1700 E. Putnam Ave., Old Greenwich, CT 6870",www.premcor.com
235,"United Auto Group, Inc.",244,Roger S. Penske,"2555 Telegraph Rd, Bloomfield Hills, MI 48302",www.penskeautomotive.com
236,"PPG Industries, Inc.",233,Raymond W. LeBoeuf,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
237,Tesoro Petroleum Corporation,263,Bruce A. Smith,"300 Concord Plaza Dr., San Antonio, TX 78216",www.tsocorp.com
238,"Arrow Electronics, Inc",245,William E. Mitchell,"50 Marcus Dr., Melville, NY 11747",www.arrow.com
239,Omnicom Group Inc.,247,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
240,"American Standard Companies, Inc.",238,Frederic M. Poses,"1 Centennial Ave., Piscataway, NJ 8855",www.trane.com
241,"D.R. Horton, Inc.",271,Donald J. Tomnitz,"1901 Ascension Blvd., Arlington, TX 76006",www.drhorton.com
242,First Data Corporation,242,Charles T. Fote,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstdata.com
