ranking,full name,ceo,sector,industry,hq location,hq address,website
568,LPL Financial Holdings Inc.,Dan H. Arnold,Financials,Securities,"Boston, MA",75 State St.,http://www.lpl.com
569,"Alon USA Energy, Inc.",Paul Eisman,Energy,Petroleum Refining,"Dallas, TX",12700 Park Central Dr.,http://www.alonusa.com
570,Swift Transportation Company,Richard Stocking,Transportation,"Trucking, Truck Leasing","Phoenix, AZ",2200 S. 75th Ave.,http://www.swifttrans.com
571,"Calumet Specialty Products Partners, L.P.",Timothy Go,Energy,Petroleum Refining,"Indianapolis, IN",2780 Waterfront Pkwy. E. Dr.,http://www.calumetspecialty.com
572,"MasTec, Inc.",Jose R. Mas,Engineering & Construction,"Engineering, Construction","Coral Gables, FL",800 S. Douglas Rd.,http://www.mastec.com
573,"T. Rowe Price Group, Inc.",William J. Stromberg,Financials,Securities,"Baltimore, MD",100 E. Pratt St.,http://www.troweprice.com
574,"The Andersons, Inc.",Patrick E. Bowe,"Food, Beverages & Tobacco",Food Production,"Maumee, OH",480 W. Dussel Dr.,http://www.andersonsinc.com
575,"Coach, Inc.",Victor Luis,Apparel,Apparel,"New York, NY",516 W. 34th St.,http://www.coach.com
576,"Toll Brothers, Inc.",Douglas C. Yearley Jr.,Engineering & Construction,Homebuilders,"Horsham, PA",250 Gibraltar Rd.,http://www.tollbrothers.com
577,Graphic Packaging Holding Company,Michael P. Doss,Materials,"Packaging, Containers","Atlanta, GA",1500 Riveredge Pkwy.,http://www.graphicpkg.com
578,Brunswick Corporation,Mark D. Schwabero,Transportation,Transportation Equipment,"Lake Forest, IL",1 N. Field Court,http://www.brunswick.com
579,Atmos Energy Corporation,Kim R. Cocklin,Energy,Utilities: Gas and Electric,"Dallas, TX",5430 L.B.J. Freeway,http://www.atmosenergy.com
580,Hexion Inc.,Craig O. Morrison,Chemicals,Chemicals,"Columbus, OH",180 E. Broad St.,http://www.hexion.com
581,"Watsco, Inc.",Albert H. Nahmad,Wholesalers,Wholesalers: Diversified,"Miami, FL",2665 S. Bayshore Dr.,http://www.watsco.com
582,Tiffany & Co.,Frederic P. Cumenal,Retailing,Specialty Retailers: Other,"New York, NY",727 Fifth Ave.,http://www.tiffany.com
583,"Regeneron Pharmaceuticals, Inc.",Leonard S. Schleifer,Health Care,Pharmaceuticals,"Tarrytown, NY",777 Old Saw Mill River Rd.,http://www.regeneron.com
584,Avaya Inc.,Kevin J. Kennedy,Technology,Network and Other Communications Equipment,"Santa Clara, CA",4655 Great American Pkwy.,http://www.avaya.com
585,"Wynn Resorts, Limited",Stephen A. Wynn,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Las Vegas, NV",3131 Las Vegas Blvd. S.,http://www.wynnresorts.com
586,"Bemis Company, Inc.",William F. Austen,Materials,"Packaging, Containers","Neenah, WI",1 Neenah Center,http://www.bemis.com
587,Mead Johnson Nutrition Company,Peter Kasper Jakobsen,"Food, Beverages & Tobacco",Food Consumer Products,"Glenview, IL",2701 Patriot Blvd.,http://www.meadjohnson.com
588,"Tesla Motors, Inc.",Elon Musk,Motor Vehicles & Parts,Motor Vehicles and Parts,"Palo Alto, CA",3500 Deer Creek Rd.,http://www.teslamotors.com
589,"Agilent Technologies, Inc.",Michael R. McMullen,Technology,"Scientific,Photographic and Control Equipment","Santa Clara, CA",5301 Stevens Creek Blvd.,http://www.agilent.com
590,Torchmark Corporation,"Gary L. Coleman, Larry M. Hutchison",Financials,"Insurance: Life, Health (stock)","McKinney, TX",3700 S. Stonebridge Dr.,http://www.torchmarkcorp.com
591,"Thor Industries, Inc.",Robert W. Martin,Motor Vehicles & Parts,Motor Vehicles and Parts,"Elkhart, IN",601 E. Beardsley Ave.,http://www.thorindustries.com
592,Cabela's Incorporated,Thomas L. Millner,Retailing,Specialty Retailers: Other,"Sidney, NE",1 Cabela Dr.,http://www.cabelas.com
593,"Advanced Micro Devices, Inc.",Lisa T. Su,Technology,Semiconductors and Other Electronic Components,"Sunnyvale, CA",1 AMD Place,http://www.amd.com
594,"AMETEK, Inc.",David A. Zapico,Technology,"Scientific,Photographic and Control Equipment","Berwyn, PA",1100 Cassatt Rd.,http://www.ametek.com
595,"Smart & Final Stores, Inc.",David G. Hirz,Food and Drug Stores,Food and Drug Stores,"Commerce, CA",600 Citadel Dr.,http://www.smartandfinal.com
596,Colfax Corporation,Matthew L. Trerotola,Industrials,Industrial Machinery,"Annapolis Junction, MD",420 National Business Pkwy.,http://www.colfaxcorp.com
597,"Under Armour, Inc.",Kevin A. Plank,Apparel,Apparel,"Baltimore, MD",1020 Hull St.,http://www.uabiz.com
598,Antero Resources Corporation,Paul M. Rady,Energy,"Mining, Crude-Oil Production","Denver, CO",1615 Wynkoop St.,http://www.anteroresources.com
599,"Nexeo Solutions Holdings, LLC",David A. Bradley,Wholesalers,Wholesalers: Diversified,"The Woodlands, TX",3 Waterway Square Place,http://www.nexeosolutions.com
600,AGL Resources Inc.,Andrew W. Evans,Energy,Utilities: Gas and Electric,"Atlanta, GA",10 Peachtree Place N.E.,http://www.aglresources.com
601,"Leggett & Platt, Incorporated",Karl G. Glassman,Household Products,"Home Equipment, Furnishings","Carthage, MO",1 Leggett Rd.,http://www.leggett.com
602,"Ulta Salon, Cosmetics & Fragrance, Inc.",Mary N. Dillon,Retailing,Specialty Retailers: Other,"Bolingbrook, IL",1000 Remington Blvd.,http://www.ulta.com
603,CIT Group Inc.,Ellen R. Alemany,Financials,Commercial Banks,"New York, NY",11 W. 42nd St.,http://www.cit.com
604,"American Axle & Manufacturing Holdings, Inc.",David C. Dauch,Motor Vehicles & Parts,Motor Vehicles and Parts,"Detroit, MI",1 Dauch Dr.,http://www.aam.com
605,"Triumph Group, Inc.",Daniel J. Crowley,Aerospace & Defense,Aerospace and Defense,"Berwyn, PA",899 Cassatt Rd.,http://www.triumphgroup.com
606,Dynegy Inc.,Robert C. Flexon,Energy,Energy,"Houston, TX",601 Travis St.,http://www.dynegy.com
607,Fastenal Company,Daniel L. Florness,Retailing,Specialty Retailers: Other,"Winona, MN",2001 Theurer Blvd.,http://www.fastenal.com
608,The WhiteWave Foods Company,Gregg L. Engles,"Food, Beverages & Tobacco",Food Consumer Products,"Denver, CO",1225 Seventeenth St.,http://www.whitewave.com
609,Welltower Inc.,Thomas J. DeRosa,Financials,Real estate,"Toledo, OH",4500 Dorr St.,http://www.welltower.com
610,"Sally Beauty Holdings, Inc.",Christian A. Brickman,Retailing,Specialty Retailers: Other,"Denton, TX",3001 Colorado Blvd.,http://www.sallybeautyholdings.com
611,"CNO Financial Group, Inc.",Edward J. Bonach,Financials,"Insurance: Life, Health (stock)","Carmel, IN",11825 N. Pennsylvania St.,http://www.cnoinc.com
612,"CommScope Holding Company, Inc.",Marvin S. Edwards Jr.,Technology,Network and Other Communications Equipment,"Hickory, NC",1100 CommScope Place S.E.,http://www.commscope.com
613,Axiall Corporation,Timothy Mann Jr.,Chemicals,Chemicals,"Atlanta, GA",1000 Abernathy Rd.,http://www.axiall.com
614,"Ingles Markets, Incorporated",James W. Lanning,Food and Drug Stores,Food and Drug Stores,"Black Mountain, NC",2913 U.S. Hwy. 70 W.,http://www.ingles-markets.com
615,"Flowers Foods, Inc.",Allen L. Shiver,"Food, Beverages & Tobacco",Food Consumer Products,"Thomasville, GA",1919 Flowers Circle,http://www.flowersfoods.com
616,USG Corporation,Jennifer F. Scanlon,Materials,"Building Materials, Glass","Chicago, IL",550 W. Adams St.,http://www.usg.com
617,Silgan Holdings Inc.,Anthony J. Allott,Materials,"Packaging, Containers","Stamford, CT",4 Landmark Sq.,http://www.silganholdings.com
618,Select Medical Holdings Corporation,David S. Chernow,Health Care,Health Care: Medical Facilities,"Mechanicsburg, PA",4714 Gettysburg Rd.,http://www.selectmedicalholdings.com
619,Crown Castle International Corp.,Jay A. Brown,Telecommunications,Telecommunications,"Houston, TX",1220 Augusta Dr.,http://www.crowncastle.com
620,Allegheny Technologies Incorporated,Richard J. Harshman,Materials,Metals,"Pittsburgh, PA",1000 Six PPG Place,http://www.atimetals.com
621,"HSN, Inc.",Mindy Grossman,Retailing,Specialty Retailers: Other,"St. Petersburg, FL",1 HSN Dr.,http://www.hsni.com
622,Xylem Inc.,Patrick K. Decker,Industrials,Industrial Machinery,"Rye Brook, NY",1 International Dr.,http://www.xyleminc.com
623,Zebra Technologies Corporation,Anders Gustafsson,Industrials,"Electronics, Electrical Equip.","Lincolnshire, IL",3 Overlook Point,http://www.zebra.com
624,Albemarle Corporation,Luther C. Kissam IV,Chemicals,Chemicals,"Baton Rouge, LA",451 Florida St.,http://www.albemarle.com
625,Resolute Forest Products Inc.,Richard C. Garneau,Materials,Forest and Paper Products,"Catawba, SC",5300 Cureton Ferry Rd.,http://www.resolutefp.com
626,Towers Watson & Co.,John J. Haley,Business Services,Diversified Outsourcing Services,"Arlington, VA",901 N. Glebe Rd.,http://www.willistowerswatson.com
627,Boise Cascade Company,Thomas K. Corrick,Wholesalers,Wholesalers: Diversified,"Boise, ID",1111 W. Jefferson St.,http://www.bc.com
628,Greif,Peter G. Watson,Materials,"Packaging, Containers","Delaware, OH",425 Winter Rd.,http://www.greif.com
629,"Team Health Holdings, Inc.",Leif M. Murphy,Health Care,Health Care: Pharmacy and Other Services,"Knoxville, TN",265 Brookview Centre Way,http://www.teamhealth.com
630,Snap-on Incorporated,Nicholas T. Pinchuk,Industrials,Industrial Machinery,"Kenosha, WI",2801 80th St.,http://www.snapon.com
631,"Sprouts Farmers Market, Inc.",Amin N. Maredia,Food and Drug Stores,Food and Drug Stores,"Phoenix, AZ",5455 E. High St.,http://www.sprouts.com
632,"Roper Technologies, Inc.",Brian D. Jellison,Technology,"Scientific,Photographic and Control Equipment","Sarasota, FL",6901 Professional Pkwy. E.,http://www.ropertech.com
633,"First Solar, Inc.",Mark R. Widmar,Energy,Energy,"Tempe, AZ",350 W. Washington St.,http://www.firstsolar.com
634,Pitney Bowes Inc.,Marc B. Lautenbach,Technology,"Computers, Office Equipment","Stamford, CT",3001 Summer St.,http://www.pb.com
635,ADT Corporation,Timothy J. Whall,Business Services,Diversified Outsourcing Services,"Boca Raton, FL",1501 Yamato Rd.,http://www.adt.com
636,Molson Coors Brewing Company,Mark R. Hunter,"Food, Beverages & Tobacco",Beverages,"Denver, CO",1801 California St.,http://www.molsoncoors.com
637,"Builders FirstSource, Inc.",Floyd F. Sherman,Materials,"Building Materials, Glass","Dallas, TX",2001 Bryan St.,http://www.bldr.com
638,"Lexmark International, Inc.",Paul A. Rooke,Technology,Computer Peripherals,"Lexington, KY",740 W. New Circle Rd.,http://www.lexmark.com
639,Carlisle Companies Incorporated,D. Christian Koch,Materials,"Building Materials, Glass","Charlotte, NC",11605 N. Community House Rd.,http://www.carlisle.com
640,"CalAtlantic Group, Inc.",Larry T. Nicholson,Engineering & Construction,Homebuilders,"Irvine, CA",15360 Barranca Pkwy.,http://www.calatlantichomes.com
641,"Martin Marietta Materials, Inc.",C. Howard Nye,Materials,"Building Materials, Glass","Raleigh, NC",2710 Wycliff Rd.,http://www.martinmarietta.com
642,"Hub Group, Inc.",David P. Yeager,Transportation,Transportation and Logistics,"Oak Brook, IL",2000 Clearwater Dr.,http://www.hubgroup.com
643,"American Eagle Outfitters, Inc.",Jay L. Schottenstein,Retailing,Specialty Retailers: Apparel,"Pittsburgh, PA",77 Hot Metal St.,http://www.ae.com
644,Abercrombie & Fitch Co.,Joanne C. Crevoiserat,Retailing,Specialty Retailers: Apparel,"New Albany, OH",6301 Fitch Path,http://www.abercrombie.com
645,Regal Beloit Corporation,Mark J. Gliebe,Industrials,"Electronics, Electrical Equip.","Beloit, WI",200 State St.,http://www.regalbeloit.com
646,COUNTRY Financial,Kurt F. Bock,Financials,Insurance: Property and Casualty (Mutual),"Bloomington, IL",1701 N. Towanda Ave.,http://www.countryfinancial.com
647,Meritor Inc.,Jeffrey A. Craig,Motor Vehicles & Parts,Motor Vehicles and Parts,"Troy, MI",2135 W. Maple Rd.,http://www.meritor.com
648,"Tailored Brands, Inc.",Douglas S. Ewert,Retailing,Specialty Retailers: Apparel,"Houston, TX",6380 Rogerdale Rd.,http://www.tailoredbrands.com
649,ON Semiconductor Corporation,Keith D. Jackson,Technology,Semiconductors and Other Electronic Components,"Phoenix, AZ",5005 E. McDowell Rd.,http://www.onsemi.com
650,Pinnacle West Capital Corporation,Donald E. Brandt,Energy,Utilities: Gas and Electric,"Phoenix, AZ",400 N. Fifth St.,http://www.pinnaclewest.com
651,"Ventas, Inc.",Debra A. Cafaro,Financials,Real estate,"Chicago, IL",353 N. Clark St.,http://www.ventasreit.com
652,Moody's Corporation,Raymond W. McDaniel Jr.,Business Services,Financial Data Services,"New York, NY",250 Greenwich St.,http://www.moodys.com
653,Sprague Resources LP,David C. Glendon,Wholesalers,Wholesalers: Diversified,"Portsmouth, NH",185 International Dr.,http://www.spragueenergy.com
654,FMC Corporation,Pierre R. Brondeau,Chemicals,Chemicals,"Philadelphia, PA",1735 Market St.,http://www.fmc.com
655,Lennox International Inc.,Todd M. Bluedorn,Industrials,Industrial Machinery,"Richardson, TX",2140 Lake Park Blvd.,http://www.lennoxinternational.com
656,"Buckeye Partners, L.P.",Clark C. Smith,Energy,Pipelines,"Houston, TX",1 Greenway Plaza,http://www.buckeye.com
657,"Urban Outfitters, Inc.",Richard A. Hayne,Retailing,Specialty Retailers: Apparel,"Philadelphia, PA",5000 S. Broad St.,http://www.urbanoutfittersinc.com
658,"The Manitowoc Company, Inc.",Barry L. Pennypacker,Industrials,Construction and Farm Machinery,"Manitowoc, WI",2400 S. 44th St.,http://www.manitowoc.com
659,"Analog Devices, Inc.",Vincent T. Roche,Technology,Semiconductors and Other Electronic Components,"Norwood, MA",1 Technology Way,http://www.analog.com
660,Vulcan Materials Company,J. Thomas Hill,Materials,"Building Materials, Glass","Birmingham, AL",1200 Urban Center Dr.,http://www.vulcanmaterials.com
661,"C.R. Bard, Inc.",Timothy M. Ring,Health Care,Medical Products and Equipment,"Murray Hill, NJ",730 Central Ave.,http://www.crbard.com
662,Murphy Oil Corporation,Roger W. Jenkins,Energy,"Mining, Crude-Oil Production","El Dorado, AR",300 Peach St.,http://www.murphyoilcorp.com
663,"Nasdaq, Inc.",Adena T. Friedman,Financials,Securities,"New York, NY",1 Liberty Plaza,http://www.business.nasdaq.com
664,Darling Ingredients Inc.,Randall C. Stuewe,"Food, Beverages & Tobacco",Food Production,"Irving, TX",251 O'Connor Ridge Blvd.,http://www.darlingii.com
665,"Church & Dwight Co., Inc.",Matthew T. Farrell,Household Products,Household and Personal Products,"Ewing, NJ",500 Charles Ewing Blvd.,http://www.churchdwight.com
666,Hubbell Incorporated,David G. Nord,Industrials,"Electronics, Electrical Equip.","Shelton, CT",40 Waterview Dr.,http://www.hubbell.com
667,"Worthington Industries, Inc.",John P. McConnell,Materials,Metals,"Columbus, OH",200 Old Wilson Bridge Rd.,http://www.worthingtonindustries.com
668,PolyOne Corporation,Robert M. Patterson,Chemicals,Chemicals,"Avon Lake, OH",33587 Walker Rd.,http://www.polyone.com
669,"Diplomat Pharmacy, Inc.",Philip P. Hagerman,Food and Drug Stores,Food and Drug Stores,"Flint, MI",4100 S. Saginaw St.,http://www.diplomat.is
670,Cooper-Standard Holdings Inc.,Jeffrey S. Edwards,Motor Vehicles & Parts,Motor Vehicles and Parts,"Novi, MI",39550 Orchard Hill Place Dr.,http://www.cooperstandard.com
671,CME Group Inc.,Terrence A. Duffy,Financials,Securities,"Chicago, IL",20 S. Wacker Dr.,http://www.cmegroup.com
672,"Landstar System, Inc.",James B. Gattoni,Transportation,"Trucking, Truck Leasing","Jacksonville, FL",13410 Sutton Park Dr. S.,http://www.landstar.com
673,CACI International Inc.,Kenneth Asbury,Technology,Information Technology Services,"Arlington, VA",1100 N. Glebe Rd.,http://www.caci.com
674,Westinghouse Air Brake Technologies Corporation,Raymond T. Betler,Industrials,Industrial Machinery,"Wilmerding, PA",1001 Air Brake Ave.,http://www.wabtec.com
675,"Rent-A-Center, Inc.",Robert D. Davis,Retailing,Specialty Retailers: Other,"Plano, TX",5501 Headquarters Dr.,http://www.rentacenter.com
676,"Citrix Systems, Inc.",Kirill Tatarinov,Technology,Network and Other Communications Equipment,"Fort Lauderdale, FL",851 W. Cypress Creek Rd.,http://www.citrix.com
677,"Clean Harbors, Inc.",Alan S. McKim,Business Services,Waste Management,"Norwell, MA",42 Longwater Dr.,http://www.cleanharbors.com
678,"Skyworks Solutions, Inc.",Liam K. Griffin,Technology,Semiconductors and Other Electronic Components,"Woburn, MA",20 Sylvan Rd.,http://www.skyworksinc.com
679,Alliant Energy Corporation,Patricia L. Kampling,Energy,Utilities: Gas and Electric,"Madison, WI",4902 N. Biltmore Lane,http://www.alliantenergy.com
680,TD Ameritrade Holding Corporation,Timothy D. Hockey,Financials,Securities,"Omaha, NE",200 S. 108th Ave.,http://www.amtd.com
681,TEGNA Inc.,Gracia C. Martore,Media,Entertainment,"McLean, VA",7950 Jones Branch Dr.,http://www.tegna.com
682,IAC/InterActiveCorp,Joseph Levin,Technology,Internet Services and Retailing,"New York, NY",555 W. 18th St.,http://www.iac.com
683,"Fossil Group, Inc.",Kosta N. Kartsotis,Apparel,Apparel,"Richardson, TX",901 S. Central Expressway,http://www.fossilgroup.com
684,"NBTY, Inc.",Steven A. Cahillane,Health Care,Pharmaceuticals,"Ronkonkoma, NY",2100 Smithtown Ave.,http://www.nbty.com
685,"ScanSource, Inc.",Michael L. Baur,Wholesalers,Wholesalers: Electronics and Office Equipment,"Greenville, SC",6 Logue Court,http://www.scansource.com
686,"TreeHouse Foods, Inc.",Sam K. Reed,"Food, Beverages & Tobacco",Food Consumer Products,"Oak Brook, IL",2021 Spring Rd.,http://www.treehousefoods.com
687,Aleris Corporation,Sean M. Stack,Materials,Metals,"Cleveland, OH",25825 Science Park Dr.,http://www.aleris.com
688,"Groupon, Inc.",Rich Williams,Technology,Internet Services and Retailing,"Chicago, IL",600 W. Chicago Ave.,http://www.groupon.com
689,"Aaron's, Inc.",John W. Robinson III,Retailing,Specialty Retailers: Other,"Atlanta, GA",309 E. Paces Ferry Rd. N.E.,http://www.aarons.com
690,Joy Global Inc.,Edward L. Doheny II,Industrials,Construction and Farm Machinery,"Milwaukee, WI",100 E. Wisconsin Ave.,http://www.joyglobal.com
691,Ryerson Holding Corporation,Edward J. Lehner,Materials,Metals,"Chicago, IL",227 W. Monroe St.,http://www.ryerson.com
692,"Helmerich & Payne, Inc.",John W. Lindsay,Energy,"Oil and Gas Equipment, Services","Tulsa, OK",1437 S. Boulder Ave.,http://www.hpinc.com
693,HealthSouth Corporation,Mark J. Tarr,Health Care,Health Care: Medical Facilities,"Birmingham, AL",3660 Grandview Pkwy.,http://www.healthsouth.com
694,"Vantiv, Inc.",Charles D. Drucker,Business Services,Financial Data Services,"Symmes Township, OH",8500 Governor's Hill Dr.,http://www.vantiv.com
695,"Skechers U.S.A., Inc.",Robert Greenberg,Apparel,Apparel,"Manhattan Beach, CA",228 Manhattan Beach Blvd.,http://www.skx.com
696,"American Water Works Company, Inc.",Susan N. Story,Energy,Miscellaneous,"Voorhees, NJ",1025 Laurel Oak Rd.,http://www.amwater.com
697,Iasis Healthcare LLC,W. Carl Whitmer,Health Care,Health Care: Medical Facilities,"Franklin, TN",117 Seaboard Lane,http://www.iasishealthcare.com
698,Huntington Bancshares Incorporated,Stephen D. Steinour,Financials,Commercial Banks,"Columbus, OH",41 S. High St.,http://www.huntington.com
699,"Tempur Sealy International, Inc.",Scott L. Thompson,Household Products,"Home Equipment, Furnishings","Lexington, KY",1000 Tempur Way,http://www.tempursealy.com
700,EchoStar Corporation,Michael T. Dugan,Technology,Network and Other Communications Equipment,"Englewood, CO",100 Inverness Terrace E.,http://www.echostar.com
701,CMFG Life Insurance Company,Robert N. Trunzo,Financials,"Insurance: Life, Health (stock)","Madison, WI",5910 Mineral Point Rd.,http://www.cunamutual.com
702,Brown-Forman Corporation,Paul C. Varga,"Food, Beverages & Tobacco",Beverages,"Louisville, KY",850 Dixie Hwy.,http://www.brown-forman.com
703,"Noble Energy, Inc.",David L. Stover,Energy,"Mining, Crude-Oil Production","Houston, TX",1001 Noble Energy Way,http://www.nobleenergyinc.com
703,Southwestern Energy Company,William J. Way,Energy,"Mining, Crude-Oil Production","Spring, TX",10000 Energy Dr.,http://www.swn.com
705,Regal Entertainment Group,Amy E. Miles,Media,Entertainment,"Knoxville, TN",7132 Regal Lane,http://www.regmovies.com
706,CONSOL Energy Inc.,Nicholas J. DeIuliis,Energy,"Mining, Crude-Oil Production","Canonsburg, PA",1000 Consol Energy Dr.,http://www.consolenergy.com
707,Time Inc.,Richard L. Battista,Media,"Publishing, Printing","New York, NY",225 Liberty St.,http://www.timeinc.com
708,"Varian Medical Systems, Inc.",Dow R. Wilson,Health Care,Medical Products and Equipment,"Palo Alto, CA",3100 Hansen Way,http://www.varian.com
709,"SkyWest, Inc.",Russell A. Childs,Transportation,Airlines,"St. George, UT",444 S. River Rd.,http://www.skywest.com
710,"BGC Partners, Inc.",Howard W. Lutnick,Financials,Securities,"New York, NY",499 Park Ave.,http://www.bgcpartners.com
711,"Puget Energy, Inc.",Kimberly J. Harris,Energy,Utilities: Gas and Electric,"Bellevue, WA",10885 N.E. Fourth St.,http://www.pugetenergy.com
712,"H&R Block, Inc.",William C. Cobb,Financials,Diversified Financials,"Kansas City, MO",1 H&R Block Way,http://www.hrblock.com
713,Amerco,Edward J. Shoen,Transportation,"Trucking, Truck Leasing","Reno, NV",1325 Airmotive Way,http://www.amerco.com
714,The Brink's Company,Douglas A. Pertz,Business Services,Diversified Outsourcing Services,"Richmond, VA",1801 Bayberry Court,http://www.brinks.com
715,"Oceaneering International, Inc.",M. Kevin McEvoy,Energy,"Oil and Gas Equipment, Services","Houston, TX",11911 FM 529 Rd.,http://www.oceaneering.com
716,Steelcase Inc.,James P. Keane,Household Products,"Home Equipment, Furnishings","Grand Rapids, MI",901 44th St. S.E.,http://www.steelcase.com
717,W.R. Grace & Co.,Alfred E. Festa,Chemicals,Chemicals,"Columbia, MD",7500 Grace Dr.,http://www.grace.com
718,Metaldyne Performance Group Inc.,George Thanopoulos,Motor Vehicles & Parts,Motor Vehicles and Parts,"Southfield, MI",1 Towne Sq.,http://www.mpgdriven.com
719,KB Home,Jeffrey T. Mezger,Engineering & Construction,Homebuilders,"Los Angeles, CA",10990 Wilshire Blvd.,http://www.kbhome.com
720,International Flavors & Fragrances Inc.,Andreas Fibig,Chemicals,Chemicals,"New York, NY",521 W. 57th St.,http://www.iff.com
721,Genesco Inc.,Robert J. Dennis,Retailing,Specialty Retailers: Apparel,"Nashville, TN",1415 Murfreesboro Rd.,http://www.genesco.com
722,"Scripps Networks Interactive, Inc.",Kenneth W. Lowe,Media,Entertainment,"Knoxville, TN",9721 Sherrill Blvd.,http://www.scrippsnetworksinteractive.com
723,American National Insurance Company,James E. Pozzi,Financials,"Insurance: Life, Health (stock)","Galveston, TX",1 Moody Plaza,http://www.americannational.com
724,The Scotts Miracle-Gro Company,James Hagedorn,Chemicals,Chemicals,"Marysville, OH",14111 Scottslawn Rd.,http://www.scotts.com
725,Unisys Corporation,Peter A. Altabef,Technology,Information Technology Services,"Blue Bell, PA",801 Lakeview Dr.,http://www.unisys.com
726,"Carter's, Inc.",Michael D. Casey,Apparel,Apparel,"Atlanta, GA",3438 Peachtree Rd. N.E.,http://www.carters.com
727,NOW INC.,Robert R. Workman,Wholesalers,Wholesalers: Diversified,"Houston, TX",7402 N. Eldridge Pkwy.,http://www.distributionnow.com
728,Mercury General Corporation,Gabriel Tirador,Financials,Insurance: Property and Casualty (Stock),"Los Angeles, CA",4484 Wilshire Blvd.,http://www.mercuryinsurance.com
729,Iron Mountain Incorporated,William L. Meaney,Business Services,Diversified Outsourcing Services,"Boston, MA",1 Federal St.,http://www.ironmountain.com
730,The Carlyle Group L.P.,"William E. Conway Jr., David M. Rubenstein",Financials,Securities,"Washington, DC",1001 Pennsylvania Ave. N.W.,http://www.carlyle.com
731,"Brinker International, Inc.",Wyman T. Roberts,"Hotels, Restaurants & Leisure",Food Services,"Dallas, TX",6820 L.B.J. Freeway,http://www.brinker.com
732,Northern Tier Energy LP,David L. Lamp,Energy,Petroleum Refining,"Tempe, AZ",1250 W. Washington St.,http://www.ntenergy.com
733,LinkedIn Corporation,Jeffrey Weiner,Technology,Internet Services and Retailing,"Mountain View, CA",2029 Stierlin Court,http://www.linkedin.com
734,Service Corporation International,Thomas L. Ryan,Business Services,Miscellaneous,"Houston, TX",1929 Allen Pkwy.,http://www.sci-corp.com
735,"Stericycle, Inc.",Charles A. Alutto,Business Services,Waste Management,"Lake Forest, IL",28161 N. Keith Dr.,http://www.stericycle.com
736,Sabre Corporation,Sean E. Menke,Technology,Internet Services and Retailing,"Southlake, TX",3150 Sabre Dr.,http://www.sabre.com
737,Graham Holdings Company,Timothy J. O'Shaughnessy,Business Services,Education,"Arlington, VA",1300 N. 17th St.,http://www.ghco.com
738,Taylor Morrison Home Corporation,Sheryl D. Palmer,Engineering & Construction,Homebuilders,"Scottsdale, AZ",4900 N. Scottsdale Rd.,http://www.taylormorrison.com
739,Cooper Tire & Rubber Company,Bradley E. Hughes,Motor Vehicles & Parts,Motor Vehicles and Parts,"Findlay, OH",701 Lima Ave.,http://www.coopertire.com
740,"Old Dominion Freight Line, Inc.",David S. Congdon,Transportation,"Trucking, Truck Leasing","Thomasville, NC",500 Old Dominion Way,http://www.odfl.com
741,Warner Music Group Corp.,Stephen F. Cooper,Media,Entertainment,"New York, NY",1633 Broadway,http://www.wmg.com
742,Green Plains Inc.,Todd A. Becker,Energy,Energy,"Omaha, NE",450 Regency Pkwy.,http://www.gpreinc.com
743,"Alpha Natural Resources, Inc.",Kevin S. Crutchfield,Energy,"Mining, Crude-Oil Production","Bristol, VA",1 Alpha Place,http://www.alphanr.com
744,Convergys Corporation,Andrea J. Ayers,Business Services,Diversified Outsourcing Services,"Cincinnati, OH",201 E. Fourth St.,http://www.convergys.com
745,"TECO Energy, Inc.",John B. Ramil,Energy,Utilities: Gas and Electric,"Tampa, FL",702 N. Franklin St.,http://www.tecoenergy.com
746,"IMS Health Holdings, Inc.",Ari Bousbib,Health Care,Health Care: Pharmacy and Other Services,"Danbury, CT",83 Wooster Heights Rd.,http://www.imshealth.com
747,"MSC Industrial Direct Co., Inc.",Erik Gershwind,Wholesalers,Wholesalers: Diversified,"Melville, NY",75 Maxess Rd.,http://www.mscdirect.com
748,Systemax Inc.,Lawrence P. Reinhold,Retailing,Specialty Retailers: Other,"Port Washington, NY",11 Harbor Park Dr.,http://www.systemax.com
749,Triple-S Management Corporation,Roberto Garcia-Rodriguez,Health Care,Health Care: Insurance and Managed Care,"San Juan, PR",1441 F.D. Roosevelt Ave.,http://www.triplesmanagement.com
750,"StanCorp Financial Group, Inc.",J. Gregory Ness,Financials,"Insurance: Life, Health (stock)","Portland, OR",1100 S.W. Sixth Ave.,http://www.stancorpfinancial.com
751,"Universal Forest Products, Inc.",Matthew J. Missad,Materials,Forest and Paper Products,"Grand Rapids, MI",2801 E. Beltline N.E.,http://www.ufpi.com
752,"Gannett Co., Inc.",Robert J. Dickey,Media,"Publishing, Printing","McLean, VA",7950 Jones Branch Dr.,http://www.gannett.com
753,"Amkor Technology, Inc.",Stephen D. Kelley,Technology,Semiconductors and Other Electronic Components,"Tempe, AZ",2045 E. Innovation Circle,http://www.amkor.com
754,"Linn Energy, LLC",Mark E. Ellis,Energy,"Mining, Crude-Oil Production","Houston, TX",600 Travis St.,http://www.linnenergy.com
755,Sentry Insurance Group,Peter G. McPartland,Financials,Insurance: Property and Casualty (Mutual),"Stevens Point, WI",1800 N. Point Dr.,http://www.sentry.com
