Rank,Title,Previous Rank,CEO,Address,Website
28,Dell Inc.,31,Kevin B. Rollins,"1 Dell Way, Round Rock, TX 78682",www.dell.com
29,Costco Wholesale Corporation,29,James D. Sinegal,"999 Lake Dr., Issaquah, WA 98027",www.costco.com
30,Johnson & Johnson,30,William C. Weldon,"1 Johnson & Johnson Plaza, New Brunswick, NJ 8933",www.jnj.com
31,Marathon Oil Corporation,35,Clarence P. Cazalot Jr.,"5555 San Felipe Rd., Houston, TX 77056",www.marathonoil.com
32,Time Warner Inc.,27,Richard D. Parsons,"1 Time Warner Center, New York, NY 10019",www.timewarner.com
33,SBC Communications Inc.,33,Edward E. Whitacre Jr.,"175 E. Houston St., San Antonio, TX 78205",www.att.com
34,The Dow Chemical Company,44,Andrew N. Liveris,"2030 Dow Center, Midland, MI 48674",www.dow.com
35,Albertson’s,38,Lawrence R. Johnston,"250 Parkcenter Blvd., Boise, ID 83642",www.albertsons.com
36,Morgan Stanley,39,Philip J. Purcell,"1585 Broadway, New York, NY 10036",www.morganstanley.com
37,"MetLife, Inc.",36,Robert H. Benmosche,"200 Park Ave., New York, NY 10166",www.metlife.com
38,Walgreen Co.,45,David W. Bernauer,"200 Wilmot Rd., Deerfield, IL 60015",www.walgreens.com
39,United Technologies Corporation,51,George David,"1 Financial Plaza, Hartford, CT 6103",www.utc.com
40,"UnitedHealth Group, Incorporated",54,William W. McGuire,"9900 Bren Rd. E., Minnetonka, MN 55343",www.unitedhealthgroup.com
41,Microsoft Corporation,46,Steven A. Ballmer,"1 Microsoft Way, Redmond, WA 98052",www.microsoft.com
42,"United Parcel Service, Inc.",42,Michael L. Eskew,"55 Glenlake Pkwy. N.E., Atlanta, GA 30328",www.ups.com
44,Archer-Daniels-Midland Company,52,G. Allen Andreas,"4666 Faries Pkwy., Decatur, IL 62525",www.adm.com
45,"Sears, Roebuck and Company",32,Alan J. Lacy,"3333 Beverly Rd., Hoffman Estates, IL 60179",www.sears.com
46,Safeway Inc.,37,Steven A. Burd,"5918 Stoneridge Mall Rd., Pleasanton, CA 94588",www.safeway.com
47,Lockheed Martin Corporation,48,Robert J. Stevens,"6801 Rockledge Dr., Bethesda, MD 20817",www.lockheedmartin.com
48,"Medco Health Solutions, Inc.",41,David B. Snow Jr.,"100 Parsons Pond Dr., Franklin Lakes, NJ 7417",www.express-scripts.com
49,"Motorola, Inc.",61,Edward J. Zander,"1303 E. Algonquin Rd., Schaumburg, IL 60196",www.motorolasolutions.com
50,Intel Corporation,53,Paul Otellini,"2200 Mission College Blvd., Santa Clara, CA 95052",www.intel.com
51,The Allstate Corporation,47,Edward M. Liddy,"2775 Sanders Rd., Northbrook, IL 60062",www.allstate.com
52,Wells Fargo & Company,49,Richard M. Kovacevich,"420 Montgomery St., San Francisco, CA 94104",www.wellsfargo.com
53,"Merrill Lynch & Co., Inc.",58,-,"4 World Financial Center, New York, NY 10080",www.ml.com
54,The Walt Disney Company,60,Michael D. Eisner,"500 S. Buena Vista St., Burbank, CA 91521",www.disney.com
55,CVS Corporation,63,Thomas M. Ryan,"1 CVS Dr., Woonsocket, RI 2895",info.cvscaremark.com
56,AT&T Corp.,40,David W. Dorman,"1 AT&T Way, Bedminster, NJ 7921",www.att.com
57,"Caterpillar, Inc.",77,James W. Owens,"100 N.E. Adams St., Peoria, IL 61629",www.caterpillar.com
58,Northrop Grumman Corporation,55,Ronald D. Sugar,"1840 Century Park E., Los Angeles, CA 90067",www.northropgrumman.com
59,"The Goldman Sachs Group, Inc.",74,Henry M. Paulson Jr.,"85 Broad St., New York, NY 10004",www.gs.com
60,Sysco Corporation,66,Richard J. Schnieders,"1390 Enclave Pkwy., Houston, TX 77077",www.sysco.com
61,"PepsiCo, Inc.",62,Steven S. Reinemund,"700 Anderson Hill Rd., Purchase, NY 10577",www.pepsico.com
62,American Express Company,69,Kenneth I. Chenault,"200 Vesey St., New York, NY 10285",www.americanexpress.com
63,Delphi Corporation,56,J.T. Battenberg III,"5725 Delphi Dr., Troy, MI 48098",www.delphi.com
64,"Prudential Financial, Inc.",57,Arthur F. Ryan,"751 Broad St., Newark, NJ 7102",www.prudential.com
65,Wachovia Corporation,73,G. Kennedy Thompson,"301 S. College St., Charlotte, NC 28288",www.wachovia.com
66,E.I. du Pont de Nemours,59,Charles O. Holliday Jr.,"1007 Market St., Wilmington, DE 19898",www.dupont.com
67,Sprint Corporation,65,Gary D. Forsee,"6200 Sprint Pkwy., Overland Park, KS 66251",www.sprint.com
68,New York Life Insurance Company,70,Seymour G. Sternberg,"51 Madison Ave., New York, NY 10010",www.newyorklife.com
69,Viacom Inc.,64,Sumner M. Redstone,"1515 Broadway, New York, NY 10036",www.cbscorporation.com
70,International Paper Company,71,John V. Faraci,"400 Atlantic St., Stamford, CT 6921",www.internationalpaper.com
71,"Johnson Controls, Inc.",79,John M. Barth,"5757 N. Green Bay Ave., Milwaukee, WI 53201",www.johnsoncontrols.com
72,"Tyson Foods, Inc.",72,John H. Tyson,"2210 W. Oaklawn Dr., Springdale, AR 72762",www.tysonfoods.com
73,"Caremark Rx, Inc.",221,Edwin M. Crawford,"211 Commerce St., Nashville, TN 37201",www.cvscaremark.com
74,"J.C. Penney Company, Inc.",43,Myron E. Ullman,"6501 Legacy Dr., Plano, TX 75024",www.jcpenney.com
75,Honeywell International Inc.,76,David M. Cote,"101 Columbia Rd., Morristown, NJ 7962",www.honeywell.com
76,"Ingram Micro, Inc.",81,Kent B. Foster,"1600 E. St. Andrew Place, Santa Ana, CA 92705",www.ingrammicro.com
77,Best Buy Co. Inc.,78,Bradbury H. Anderson,"7601 Penn Ave. S., Richfield, MN 55423",www.bestbuy.com
78,FedEx Corporation,82,Frederick W. Smith,"942 S. Shady Grove Rd., Memphis, TN 38120",www.fedex.com
79,"Alcoa, Inc.",86,Alain J.P. Belda,"201 Isabella St., Pittsburgh, PA 15212",www.alcoa.com
80,HCA Inc,85,Jack O. Bovender Jr.,"1 Park Plaza, Nashville, TN 37203",www.hcahealthcare.com
81,Teachers Insurance and Annuity Association College Retiremen,68,Herbert M. Allison,"730 Third Ave., New York, NY 10017",www.tiaa-cref.org
82,"Sunoco, Inc.",123,John G. Drosdick,"1801 Market St., Philadelphia, PA 19103",www.sunocoinc.com
83,Massachusetts Mutual Life Insurance Company,90,Robert J. O'Connell,"1295 State St., Springfield, MA 1111",www.massmutual.com
84,"Merck & Co., Inc.",83,Raymond V. Gilmartin,"1 Merck Dr., Whitehouse Station, NJ 8889",www.merck.com
85,"The St. Paul Travelers Companies, Inc.",227,Jay S. Fishman,"385 Washington St., St. Paul, MN 55102",www.travelers.com
86,Duke Energy,75,Paul M. Anderson,"526 S. Church St., Charlotte, NC 28202",www.duke-energy.com
87,BellSouth Corporation,80,F. Duane Ackerman,"1155 Peachtree St. N.E., Atlanta, GA 30309",www.bellsouth.com
88,The Hartford Financial Services Group Inc.,102,Ramani Ayer,"690 Asylum Ave., Hartford, CT 6115",www.thehartford.com
89,Weyerhaeuser Company,95,Steven R. Rogel,"33663 Weyerhaeuser Way S., Federal Way, WA 98063",www.weyerhaeuser.com
90,"MCI, Inc.",-,Michael D. Capellas,"22001 Loudoun County Pkwy., Ashburn, VA 20147",www.mci.com
91,"Cisco Systems, Inc.",100,John T. Chambers,"170 W. Tasman Dr., San Jose, CA 95134",www.cisco.com
92,The Coca-Cola Company,91,E. Neville Isdell,"1 Coca-Cola Plaza, Atlanta, GA 30313",www.coca-colacompany.com
93,Bristol-Myers Squibb Company,92,Peter R. Dolan,"345 Park Ave., New York, NY 10154",www.bms.com
94,"Lehman Brothers Holdings, Inc.",113,Richard S. Fuld Jr.,"745 Seventh Ave., New York, NY 10019",www.lehman.com
95,Electronic Data Systems,87,Michael H. Jordan,"5400 Legacy Dr., Plano, TX 75024",www.eds.com
96,"Plains All American Pipeline, L.P.",155,Greg L. Armstrong,"333 Clay St., Houston, TX 77002",www.paalp.com
97,"WellPoint, Inc.",119,Larry C. Glasscock,"120 Monument Circle, Indianapolis, IN 46204",www.wellpoint.com
98,News Corporation,-,Keith Rupert Murdoch,"1211 Sixth Ave., New York, NY 10036",www.21cf.com
99,Nationwide Mutual Insurance Co.,118,William G. Jurgensen,"1 Nationwide Plaza, Columbus, OH 43215",www.nationwide.com
100,Abbott Laboratories,96,Miles D. White,"100 Abbott Park Rd., Abbott Park, IL 60064",www.abbott.com
101,Halliburton Company,122,David J. Lesar,"1401 McKinney, Houston, TX 77010",www.halliburton.com
102,Comcast Corporation,89,Brian L. Roberts,"1500 Market St., Philadelphia, PA 19102",www.comcastcorporation.com
103,Raytheon Company,107,William H. Swanson,"870 Winter St., Waltham, MA 2451",www.raytheon.com
104,Supervalu Inc.,99,Jeffrey Noddle,"11840 Valley View Rd., Eden Prairie, MN 55344",www.supervalu.com
105,3M,105,W. James McNerney Jr.,"3M Center, St. Paul, MN 55144",www.3m.com
106,Deere & Company,131,Robert W. Lane,"1 John Deere Place, Moline, IL 61265",www.deere.com
107,Cendant Corporation,106,Henry R. Silverman,"9 W. 57th St., New York, NY 10019",www.avisbudgetgroup.com
108,Aetna Inc.,108,John W. Rowe,"151 Farmington Ave., Hartford, CT 6156",www.aetna.com
109,Georgia-Pacific Corporation,94,Alston D. Correll,"133 Peachtree St. N.E., Atlanta, GA 30303",www.gp.com
110,Tech Data Corporation,111,Steven A. Raymund,"5350 Tech Data Dr., Clearwater, FL 33760",www.techdata.com
111,Liberty Mutual Insurance Group,116,Edmund F. Kelly,"175 Berkeley St., Boston, MA 2116",www.libertymutual.com
112,"Autonation, Inc.",97,Michael J. Jackson,"110 S.E. Sixth St., Fort Lauderdale, FL 33301",www.autonation.com
113,Kmart Holding Corporation,67,Alan J. Lacy,"3100 W. Big Beaver Rd., Troy, MI 48084",www.searsholdings.com
114,Sara Lee Corporation,104,Brenda C. Barnes,"3 First National Plaza, Chicago, IL 60602",www.hillshirebrands.com
115,General Dynamics Corporation,121,Nicholas D. Chabraja,"2941 Fairview Park Dr., Falls Church, VA 22042",www.generaldynamics.com
116,McDonald&#039;s Corporation,114,James A. Skinner,-,www.mcdonalds.com
117,"Publix Super Markets, Inc.",117,Charles H. Jenkins Jr.,"3300 Publix Corporate Pkwy., Lakeland, FL 33811",www.publix.com
118,Visteon Corporation,109,Michael F. Johnston,"1 Village Center Dr., Van Buren Township, MI 48111",www.visteon.com
119,AMR Corporation,110,Gerard J. Arpey,"4333 Amon Carter Blvd., Fort Worth, TX 76155",www.aa.com
120,Goodyear Tire & Rubber Company,137,Robert J. Keegan,"1144 E. Market St., Akron, OH 44316",www.goodyear.com
121,"ConAgra Foods, Incorporated",84,Bruce C. Rohde,"1 ConAgra Dr., Omaha, NE 68102",www.conagrafoods.com
122,CIGNA Corporation,101,H. Edward Hanway,"1 Liberty Place, Philadelphia, PA 19192",www.cigna.com
123,"Coca-Cola Enterprises, Inc.",112,John R. Alm,"2500 Windy Ridge Pkwy., Atlanta, GA 30339",www.cokecce.com
124,Northwestern Mutual Life Insurance Company,115,Edward J. Zore,"720 E. Wisconsin Ave., Milwaukee, WI 53202",www.northwesternmutual.com
125,Wyeth,125,Robert A. Essner,"5 Giralda Farms, Madison, NJ 7940",www.wyeth.com
126,Amerada Hess Corporation,139,John B. Hess,"1185 Sixth Ave, New York, NY 10036",www.hess.com
127,Lear Corporation,129,Robert E. Rossiter,"21557 Telegraph Rd., Southfield, MI 48034",www.lear.com
128,Rite Aid Corporation,128,Mary F. Sammons,"30 Hunter Lane, Camp Hill, PA 17011",www.riteaid.com
129,UAL Corporation,145,Glenn F. Tilton,"1200 E. Algonquin Rd., Elk Grove Township, IL 60007",www.unitedcontinentalholdings.com
130,"The Gap, Inc.",124,Paul S. Pressler,"2 Folsom St., San Francisco, CA 94105",www.gapinc.com
131,"Washington Mutual, Inc.",103,Kerry K. Killinger,"1201 Third Ave., Seattle, WA 98101",www.wamu.com
132,Xerox Corporation,130,Anne M. Mulcahy,"800 Long Ridge Rd., Stamford, CT 6904",www.xerox.com
133,"Federated Department Stores, Inc.",134,Terry J. Lundgren,"7 W. Seventh St., Cincinnati, OH 45202",www.macysinc.com
134,Emerson Electric Co.,144,David N. Farr,"8000 W. Florissant Ave., St. Louis, MO 63136",www.emerson.com
135,Kimberly-Clark Corporation,141,Thomas J. Falk,"351 Phelps Dr., Irving, TX 75038",www.kimberly-clark.com
136,Premcor Inc.,234,Jefferson F. Allen,"1700 E. Putnam Ave., Old Greenwich, CT 6870",www.premcor.com
137,"Express Scripts, Inc.",151,George Paz,"13900 Riverport Dr., Maryland Heights, MO 63043",www.express-scripts.com
138,"Delta Air Lines, Inc.",150,Gerald Grinstein,"1030 Delta Blvd., Atlanta, GA 30320",www.delta.com
139,"Anheuser-Busch Companies, Inc.",142,Patrick T. Stokes,"1 Busch Place, St. Louis, MO 63118",www.anheuser-busch.com
140,Manpower Inc.,160,Jeffrey A. Joerres,"5301 N. Ironwood Rd., Milwaukee, WI 53217",www.manpowergroup.com
141,"The TJX Companies, Inc.",148,Edmond J. English,"770 Cochituate Rd., Framingham, MA 1701",www.tjx.com
142,Computer Sciences Corporation,175,Van B. Honeycutt,"2100 E. Grand Ave., El Segundo, CA 90245",www.csc.com
143,U.S. Bancorp,133,Jerry A. Grundhofer,"800 Nicollet Mall, Minneapolis, MN 55402",www.usbank.com
144,Loews Corporation,127,James S. Tisch,"667 Madison Ave., New York, NY 10021",www.loews.com
145,Exelon Corporation,126,John W. Rowe,"10 S. Dearborn St., Chicago, IL 60680",www.exeloncorp.com
146,"Staples, Inc.",152,Ronald L. Sargent,"500 Staples Dr., Framingham, MA 1702",www.staples.com
147,The May Department Stores Company,147,John L. Dunham,"611 Olive St., St. Louis, MO 63101",www.mayco.com
148,American electric Power Company,132,Michael G. Morris,"1 Riverside Plaza, Columbus, OH 43215",www.aep.com
149,United States Steel Corporation,209,John Surma,"600 Grant St., Pittsburgh, PA 15219",www.ussteel.com
150,Countrywide Financial Corporation,146,Angelo R. Mozilo,"4500 Park Granada, Calabasas, CA 91302",www.countrywide.com
151,"Express Scripts, Inc.",147,Barrett A. Toan,"13900 Riverport Dr., Maryland Heights, MO 63043",www.express-scripts.com
151,"Dominion Resources, Inc.",164,Thomas E. Capps,"120 Tredegar St., Richmond, VA 23219",www.dom.com
152,Eli Lilly and Company,156,Sidney Taurel,"Lilly Corporate Center, Indianapolis, IN 46285",www.lilly.com
153,Eastman Kodak Company,149,Daniel A. Carp,"343 State St., Rochester, NY 14650",www.kodak.com
154,Qwest Communications International Inc.,136,Richard C. Notebaert,"1801 California St., Denver, CO 80202",www.centurylink.com
155,The Progressive Corporation,165,Glenn M. Renwick,"6300 Wilson Mills Rd., Mayfield Village, OH 44143",www.progressive.com
156,"Office Depot, Inc.",157,Steve Odland,"2200 Old Germantown Rd., Delray Beach, FL 33445",www.officedepot.com
157,"Nextel Communications, Inc.",183,Timothy M. Donahue,"2001 Edmund Halley Dr., Reston, VA 20191",www.nextel.com
158,AFLAC Incorporated,172,Daniel P. Amos,"1932 Wynnton Rd., Columbus, GA 31999",www.aflac.com
159,OfficeMax Incorporated,248,George J. Harad,"150 Pierce Rd., Itasca, IL 60143",www.officemax.com
160,Whirlpool Corporation,161,Jeff M. Fettig,"2000 North M-63, Benton Harbor, MI 49022",www.whirlpoolcorp.com
161,The Chubb Corporation,174,John D. Finnegan,"15 Mountain View Rd., Warren, NJ 7061",www.chubb.com
162,Humana Inc.,159,Michael B. McCallister,"500 W. Main St., Louisville, KY 40202",www.humana.com
163,FirstEnergy Corp.,158,Anthony J. Alexander,"76 S. Main St., Akron, OH 44308",www.firstenergycorp.com
164,Solectron Corporation,167,Michael R. Cannon,"847 Gibraltar Dr., Milpitas, CA 95035",www.solectron.com
165,"The Williams Companies, Inc.",98,Steven J. Malcolm,"1 Williams Center, Tulsa, OK 74172",www.williams.com
166,Texas Instruments Incorporated,197,Richard K. Templeton,"12500 TI Blvd., Dallas, TX 75266",www.ti.com
167,"Constellation Energy Group, Inc.",203,Mayo A. Shattuck III,"750 E. Pratt St., Baltimore, MD 21202",www.exeloncorp.com
168,"Waste Management, Inc.",170,David P. Steiner,"1001 Fannin St., Houston, TX 77002",www.wm.com
169,Tenet Healthcare Corporation,138,Trevor Fetter,"13737 Noel Rd., Dallas, TX 75240",www.tenethealth.com
170,Masco Corporation,180,Richard A. Manoogian,"21001 Van Born Rd., Taylor, MI 48180",www.masco.com
171,MBNA Corporation,168,Bruce L. Hammonds,"1100 N. King St., Wilmington, DE 19884",www.mbna.com
172,PacifiCare Health Systems Inc.,182,Howard G. Phanstiel,"5995 Plaza Dr., Cypress, CA 90630",www.pacificare.com
173,"Nike, Inc.",184,William D. Perez,"1 Bowerman Dr., Beaverton, OR 97005",www.nikeinc.com
174,Union Pacific Corporation,153,Richard K. Davidson,"1400 Douglas St., Omaha, NE 68179",www.up.com
175,Sanmina-SCI Corporation,188,Jure Sola,"2700 N. First St., San Jose, CA 95134",www.sanmina.com
176,"Marsh & McLennan Companies, Inc.",169,Michael G. Cherkasky,"1166 Sixth Ave., New York, NY 10036",www.mmc.com
177,Tesoro Corporation,237,Bruce A. Smith,"300 Concord Plaza Dr., San Antonio, TX 78216",www.tsocorp.com
178,TRW Automotive Holdings Corp.,-,John C. Plant,"12025 Tech Center Dr., Livonia, MI 48150",www.trw.com
179,"The DirecTV Group, Inc.",-,Chase Carey,"2250 E. Imperial Highway, El Segundo, CA 90245",www.directv.com
180,The Southern Company,178,David M. Ratcliffe,"270 Peachtree St. N.W., Atlanta, GA 30303",www.southerncompany.com
181,"Pulte Homes, Inc.",222,Richard J. Dugas Jr.,"100 Bloomfield Hills Pkwy., Bloomfield Hills, MI 48304",www.pultegroupinc.com
182,"Winn-Dixie Stores, Inc.",162,Peter L. Lynch,"5050 Edgewood Court, Jacksonville, FL 32254",www.winn-dixie.com
183,"Illinois Tool Works, Inc.",191,W. James Farrell,"3600 W. Lake Ave., Glenview, IL 60026",www.itw.com
184,Kohl&#039;s Corporation,189,R. Lawrence Montgomery,"N56 W. 17000 Ridgewood Dr., Menomonee Falls, WI 53051",www.kohlscorporation.com
185,"Health Net, Inc.",181,Jay M. Gellert,"21650 Oxnard St., Woodland Hills, CA 91367",www.healthnet.com
186,Occidental Petroleum Corporation,214,Ray R. Irani,"10889 Wilshire Blvd., Los Angeles, CA 90024",www.oxy.com
187,Edison International,163,John E. Bryson,"2244 Walnut Grove Ave., Rosemead, CA 91770",www.edisoninvestor.com
188,Paccar Inc.,250,Mark C. Pigott,"777 106th Ave. N.E., Bellevue, WA 98004",www.paccar.com
189,Nucor Corporation,297,Daniel R. DiMicco,"2100 Rexford Rd., Charlotte, NC 28211",www.nucor.com
190,Northwest Airlines Corporation,207,Douglas M. Steenland,"2700 Lone Oak Pkwy., Eagan, MN 55121",www.nwa.com
191,United Services Automobile Association,185,Robert G. Davis,"9800 Fredericksburg Rd., San Antonio, TX 78288",www.usaa.com
193,TransMontaigne Inc.,249,Donald H. Anderson,"1670 Broadway, Denver, CO 80202",www.transmontaigne.com
194,"Sun Microsystems, Inc.",173,Scott G. McNealy,"4150 Network Circle, Santa Clara, CA 95054",www.sun.com
195,TXU Corp.,177,C. John Wilder,"1601 Bryan St., Dallas, TX 75201",www.energyfutureholdings.com
196,PG&E Corporation,179,Peter A. Darbee,"1 Market St., San Francisco, CA 94105",www.pge.com
197,"General Mills, Inc.",186,Stephen W. Sanger,"1 General Mills Blvd., Minneapolis, MN 55426",www.generalmills.com
198,CHS Inc.,212,John D. Johnson,"5500 Cenex Dr., Inver Grove Heights, MN 55077",www.chsinc.com
199,"Public Service Enterprise Group, Inc.",176,E. James Ferland,"80 Park Plaza, Newark, NJ 7102",www.pseg.com
200,Burlington Northern Santa Fe Corp.,210,Matthew K. Rose,"2650 Lou Menk Dr., Fort Worth, TX 76131",www.bnsf.com
201,Dana Corporation,193,Michael J. Burns,"4500 Dorr St., Toledo, OH 43615",www.dana.com
202,"The Pepsi Bottling Group, Inc.",190,John T. Cahill,"1 Pepsi Way, Somers, NY 10589",www.pbg.com
203,"D.R. Horton, Inc.",241,Donald J. Tomnitz,"301 Commerce St., Fort Worth, TX 76102",www.drhorton.com
204,Centex Corporation,219,Timothy R. Eller,"2728 N. Harwood St., Dallas, TX 75201",www.centex.com
205,Dean Foods Company,218,Gregg L. Engles,"2515 McKinney Ave., Dallas, TX 75201",www.deanfoods.com
206,Capital One Financial Corporation,200,Richard D. Fairbank,"1680 Capital One Dr., McLean, VA 22102",www.capitalone.com
207,"Arrow Electronics, Inc",238,William E. Mitchell,"50 Marcus Dr., Melville, NY 11747",www.arrow.com
208,UnumProvident Corporation,187,Thomas R. Watjen,"1 Fountain Square, Chattanooga, TN 37402",www.unum.com
209,"CenterPoint Energy, Inc.",201,David M. McClanahan,"1111 Louisiana St., Houston, TX 77002",www.centerpointenergy.com
210,Colgate-Palmolive Company,196,Reuben Mark,"300 Park Ave., New York, NY 10022",www.colgatepalmolive.com
211,National City Corporation,206,David A. Daberko,"1900 E. Ninth St., Cleveland, OH 44114",www.nationalcity.com
212,"Amgen, Inc",246,Kevin W. Sharer,"1 Amgen Center Dr., Thousand Oaks, CA 91320",www.amgen.com
213,"FPL Group, Inc.",205,Lewis Hay III,"700 Universe Blvd., Juno Beach, FL 33408",www.nexteraenergy.com
214,Lennar Corporation,230,Stuart A. Miller,"700 N.W. 107th Ave., Miami, FL 33172",www.lennar.com
215,Gillette Company,215,James M. Kilts,"Prudential Tower Building, Boston, MA 2199",www.gillette.com
216,Textron Inc.,194,Lewis B. Campbell,"40 Westminster St., Providence, RI 2903",www.textron.com
217,"Avnet, Inc.",223,Roy A. Vallee,"2211 S. 47th St., Phoenix, AZ 85034",www.avnet.com
218,Aon Corporation,199,Patrick G. Ryan,"200 E. Randolph St., Chicago, IL 60601",www.aon.com
219,Aramark Corporation,202,Joseph Neubauer,"1101 Market St., Philadelphia, PA 19107",www.aramark.com
220,Oracle Corporation,208,Lawrence J. Ellison,"500 Oracle Pkwy., Redwood City, CA 94065",www.oracle.com
221,Entergy Corporation,217,J. Wayne Leonard,"639 Loyola Ave., New Orleans, LA 70113",www.entergy.com
222,"Smithfield Foods, Inc.",256,Joseph W. Luter III,"200 Commerce St., Smithfield, VA 23430",www.smithfieldfoods.com
223,First Data Corporation,242,Charles T. Fote,"6200 S. Quebec St., Greenwood Village, CO 80111",www.firstdata.com
224,"Marriott International, Inc.",216,J.W. Marriott Jr.,"10400 Fernwood Rd., Bethesda, MD 20817",www.marriott.com
225,"United Auto Group, Inc.",235,Roger S. Penske,"2555 Telegraph Rd, Bloomfield Hills, MI 48302",www.penskeautomotive.com
226,The AES Corporation,204,Paul T. Hanrahan,"4300 Wilson Blvd., Arlington, VA 22203",www.aes.com
227,Eaton Corporation,253,Alexander M. Cutler,"1111 Superior Ave., Cleveland, OH 44114",www.eaton.com
228,"Consolidated Edison, Inc.",198,Eugene R. McGrath,"4 Irving Place, New York, NY 10003",www.conedison.com
229,"Progress Energy, Inc.",224,Robert B. McGehee,"410 S. Wilmington St., Raleigh, NC 27601",www.progress-energy.com
230,Omnicom Group Inc.,239,John D. Wren,"437 Madison Ave., New York, NY 10022",www.omnicomgroup.com
231,"Circuit City Stores, Inc.",195,W. Alan McCollough,"9950 Mayland Dr., Richmond, VA 23233",www.circuitcity.com
232,"Continental Airlines, Inc.",231,Lawrence W. Kellner,"1600 Smith St., Houston, TX 77002",www.continental.com
233,Navistar International Corporation,269,Daniel C. Ustian,"4201 Winfield Rd., Warrenville, IL 60555",www.navistar.com
234,Kellogg Company,233,James M. Jenness,"1 Kellogg Square, Battle Creek, MI 49016",www.kelloggcompany.com
235,Sempra Energy,257,Stephen L. Baum,"101 Ash St., San Diego, CA 92101",www.sempra.com
236,"PPG Industries, Inc.",236,Raymond W. LeBoeuf,"1 PPG Place, Pittsburgh, PA 15272",www.ppg.com
237,Baxter International,220,Robert L. Parkinson Jr.,"1 Baxter Pkwy., Deerfield, IL 60015",www.baxter.com
238,"American Standard Companies, Inc.",240,Frederic M. Poses,"1 Centennial Ave., Piscataway, NJ 8855",www.trane.com
239,"Clear Channel Communications, Inc.",229,Mark P. Mays,"200 E. Basse Rd., San Antonio, TX 78209",www.clearchannel.com
240,"Limited Brands, Inc.",228,Leslie H. Wexner,"3 Limited Pkwy., Columbus, OH 43230",www.lb.com
241,Fluor,232,Alan L. Boeckmann,"1 Enterprise Dr., Aliso Viejo, CA 92656",www.fluor.com
242,Calpine Corporation,226,Peter Cartwright,"50 W. San Fernando St., San Jose, CA 95113",www.calpine.com
